2	0.02857142857142857 0.018404907975460124
2 50 16 81	0.008333333333333333 0.006134969325153374
2 50 46 111	0.00013081533631433735 0.012269938650306749
2 50 50	0.09090909090909091 0.006134969325153374
2 50 50 50	0.07692307692307693 0.006134969325153374
2 50 67 2	0.02359882005899705 0.006134969325153374
2 50 67 4	0.4117647058823529 0.006134969325153374
2 50 67 55	0.6666666666666666 0.006134969325153374
2 50 69 2	0.07317073170731707 0.006134969325153374
2 50 69 4	1.0 0.006134969325153374
2 50 115	0.07692307692307693 0.006134969325153374
2 50 115 50	0.05555555555555555 0.006134969325153374
2 50 120 55	1.0 0.006134969325153374
2 51 116	0.0010964912280701754 0.006134969325153374
2 58 46 111	8.3948959032908e-05 0.006134969325153374
2 62 127 50	0.3333333333333333 0.006134969325153374
2 62 127 115	0.5 0.006134969325153374
2 67 2	0.0058446455505279035 0.024539877300613498
2 67 2 23	0.0036231884057971015 0.006134969325153374
2 67 2 50	0.06191950464396285 0.006134969325153374
2 67 2 88	0.06871345029239766 0.024539877300613498
2 67 2 115	0.03929273084479371 0.006134969325153374
2 67 4	0.5654008438818565 0.0736196319018405
2 67 6 71	5.044594212841519e-06 0.006134969325153374
2 67 21 85	0.0003229094138185047 0.024539877300613498
2 67 55	0.9008264462809917 0.13496932515337423
2 67 61 85	0.0001956133701738514 0.006134969325153374
2 69 2	0.06153846153846154 0.012269938650306749
2 69 2 50	0.1875 0.006134969325153374
2 69 2 115	0.21428571428571427 0.006134969325153374
2 69 4	0.5555555555555556 0.012269938650306749
2 69 55	1.0 0.012269938650306749
2 88	0.2 0.024539877300613498
2 88 20 85	0.0005809450038729666 0.012269938650306749
2 88 23	0.05 0.006134969325153374
2 88 23 88	0.15384615384615385 0.024539877300613498
2 88 35 100	0.00012964283399235108 0.012269938650306749
2 88 43 108	0.2 0.018404907975460124
2 88 46 111	0.00016554007449303353 0.04294478527607362
2 88 67 2	0.023255813953488372 0.024539877300613498
2 88 67 55	1.0 0.006134969325153374
2 88 69 4	0.5428571428571428 0.018404907975460124
2 88 69 55	0.5555555555555556 0.018404907975460124
2 88 88	0.08333333333333333 0.006134969325153374
2 88 120 4	0.5 0.018404907975460124
2 88 120 55	0.6 0.024539877300613498
2 109 45 110	0.0014119308153900459 0.006134969325153374
2 109 46 111	0.00021063717746182202 0.006134969325153374
2 109 51 116	0.0009950248756218905 0.006134969325153374
2 115	0.06666666666666667 0.006134969325153374
2 115 45 110	0.0007716049382716049 0.006134969325153374
2 115 46 111	9.647208988230405e-05 0.018404907975460124
2 115 50 88	0.2857142857142857 0.012269938650306749
2 115 50 115	0.05 0.006134969325153374
2 115 67 2	0.01990049751243781 0.006134969325153374
2 115 67 4	0.3181818181818182 0.006134969325153374
2 115 67 55	0.6666666666666666 0.006134969325153374
2 115 69 2	0.02857142857142857 0.006134969325153374
2 115 69 4	0.3333333333333333 0.006134969325153374
2 115 69 55	1.0 0.006134969325153374
2 115 115	0.09090909090909091 0.006134969325153374
2 115 115 50	0.07142857142857142 0.006134969325153374
2 115 115 115	0.08333333333333333 0.006134969325153374
2 115 120 2	0.06666666666666667 0.006134969325153374
2 115 120 55	1.0 0.006134969325153374
2 120 2	0.14285714285714285 0.018404907975460124
2 120 2 50	0.25 0.006134969325153374
2 120 4	1.0 0.012269938650306749
2 120 55	0.75 0.018404907975460124
2 123 35 100	0.00013049719431032232 0.006134969325153374
4	0.9375 0.09202453987730061
4 1 66	0.0196078431372549 0.012269938650306749
4 16 81	0.05263157894736842 0.03067484662576687
4 20 34 105	0.0012285012285012285 0.006134969325153374
4 20 85	0.0010230179028132991 0.024539877300613498
4 20 86 4	0.06976744186046512 0.024539877300613498
4 20 95 81	0.00819672131147541 0.006134969325153374
4 20 95 105	0.0026714158504007124 0.018404907975460124
4 20 126 4	0.07142857142857142 0.012269938650306749
4 23 67 4	0.47058823529411764 0.018404907975460124
4 23 67 55	0.5555555555555556 0.018404907975460124
4 23 88	1.0 0.018404907975460124
4 35 100	0.00015896229414382907 0.03067484662576687
4 36 101	0.00273224043715847 0.012269938650306749
4 40 30 85	0.0017401392111368909 0.018404907975460124
4 40 99 85	0.001697792869269949 0.006134969325153374
4 40 105	0.0228310502283105 0.03067484662576687
4 43 108	0.21739130434782608 0.03067484662576687
4 44 109	0.3333333333333333 0.006134969325153374
4 46 111	0.0005660496027170381 0.05521472392638037
4 46 111 50	0.00489853044086774 0.012269938650306749
4 46 111 115	0.005355776587605203 0.012269938650306749
4 50 46 111	0.0001024642655873764 0.012269938650306749
4 50 50	1.0 0.012269938650306749
4 50 67 2	0.02197802197802198 0.006134969325153374
4 50 67 4	0.6666666666666666 0.006134969325153374
4 50 115	1.0 0.012269938650306749
4 51 116	0.0036855036855036856 0.018404907975460124
4 57 122	0.004901960784313725 0.006134969325153374
4 67 2	0.10077519379844961 0.03067484662576687
4 67 2 50	0.25 0.006134969325153374
4 67 2 115	0.2222222222222222 0.006134969325153374
4 67 4	0.5 0.018404907975460124
4 67 55	1.0 0.012269938650306749
4 69 2	0.021739130434782608 0.018404907975460124
4 69 2 50	0.14285714285714285 0.006134969325153374
4 69 2 88	0.23684210526315788 0.018404907975460124
4 69 4	0.9 0.09202453987730061
4 69 21 85	0.000407077724706904 0.024539877300613498
4 69 55	1.0 0.09202453987730061
4 115 46 111	0.0001024642655873764 0.012269938650306749
4 115 50	1.0 0.012269938650306749
4 115 67 2	0.02197802197802198 0.006134969325153374
4 115 115	1.0 0.012269938650306749
4 120 2	0.02040816326530612 0.012269938650306749
4 120 2 50	0.1 0.006134969325153374
4 120 2 88	0.2631578947368421 0.018404907975460124
4 120 2 115	0.058823529411764705 0.006134969325153374
4 120 4	0.9444444444444444 0.09202453987730061
4 120 21 85	0.000517063081695967 0.018404907975460124
4 120 55	1.0 0.09202453987730061
6 71	0.0003453634950785702 0.012269938650306749
6 71 2	0.0004124278251306021 0.03067484662576687
6 71 2 50	0.006600660066006601 0.012269938650306749
6 71 2 88	0.007095793208312215 0.018404907975460124
6 71 2 115	0.005249343832020997 0.012269938650306749
6 71 4	0.03398058252427184 0.09815950920245399
6 71 6 71	4.7055126675989965e-05 0.03067484662576687
6 71 12 77	0.017543859649122806 0.006134969325153374
6 71 12 105	0.0012062726176115801 0.006134969325153374
6 71 16 81	0.00039888312724371757 0.006134969325153374
6 71 21 85	3.941449763759355e-06 0.024539877300613498
6 71 24 89	0.00023623907394283014 0.006134969325153374
6 71 31	0.16666666666666666 0.024539877300613498
6 71 36 101	0.00024108003857280618 0.006134969325153374
6 71 37 71	0.00980392156862745 0.006134969325153374
6 71 37 102	0.003952569169960474 0.006134969325153374
6 71 40 77	0.0008764241893076249 0.006134969325153374
6 71 40 105	0.0002127659574468085 0.012269938650306749
6 71 44	0.0125 0.006134969325153374
6 71 44 109	0.07058823529411765 0.006134969325153374
6 71 46 111	5.713384631909482e-05 0.049079754601226995
6 71 55	0.5661375661375662 0.24539877300613497
6 71 62 127	0.003663003663003663 0.006134969325153374
6 71 67 2	0.0007836990595611285 0.006134969325153374
6 71 67 4	0.01282051282051282 0.006134969325153374
6 71 69 2	0.02702702702702703 0.006134969325153374
6 71 69 4	0.07692307692307693 0.006134969325153374
6 71 96 31	0.17647058823529413 0.012269938650306749
6 71 96 55	0.2857142857142857 0.012269938650306749
6 71 109	0.03278688524590164 0.006134969325153374
6 71 109 44	0.014925373134328358 0.006134969325153374
6 71 109 109	0.014925373134328358 0.006134969325153374
6 71 120 31	0.2857142857142857 0.012269938650306749
6 71 120 55	0.22727272727272727 0.012269938650306749
6 102 6 71	0.006666666666666667 0.006134969325153374
6 102 37 71	0.0025466893039049238 0.012269938650306749
6 102 46 111	9.592326139088728e-05 0.006134969325153374
10 75 55	1.0 0.006134969325153374
21 1 66 85	0.0016662038322688142 0.012269938650306749
21 15 80 85	0.0001639344262295082 0.006134969325153374
21 15 100	0.00048520135856380397 0.006134969325153374
21 18 15 100	3.811040159894307e-05 0.018404907975460124
21 18 18 77	0.0014688604694861776 0.006134969325153374
21 18 18 85	7.987761509624365e-05 0.03680981595092025
21 18 27 85	4.63444823997173e-05 0.03067484662576687
21 18 34 105	7.598206823189727e-05 0.006134969325153374
21 18 83 77	0.0012118707665890079 0.006134969325153374
21 18 83 85	8.456836960925121e-05 0.03680981595092025
21 18 85	4.458513531588568e-05 0.018404907975460124
21 18 86 4	0.006622516556291391 0.018404907975460124
21 18 92 85	4.55070336808933e-05 0.03067484662576687
21 18 95 105	8.594387864724336e-05 0.012269938650306749
21 19 84 77	0.009411764705882352 0.006134969325153374
21 19 84 85	0.00015536394002951915 0.024539877300613498
21 27 15 100	6.835877419046122e-05 0.012269938650306749
21 27 18 77	0.0033067496595992995 0.006134969325153374
21 27 18 85	9.435092553765051e-05 0.03067484662576687
21 27 27 77	0.009072580645161291 0.006134969325153374
21 27 27 85	0.0001590997844921101 0.024539877300613498
21 27 83 85	9.392079048507853e-05 0.03067484662576687
21 27 85	0.00013971358714634998 0.012269938650306749
21 27 86 4	0.019230769230769232 0.018404907975460124
21 27 92 85	0.00015778300533593438 0.024539877300613498
21 27 95 105	0.0002476166893648632 0.012269938650306749
21 33 98 85	0.0021008403361344537 0.012269938650306749
21 34 30 85	0.000639284001917852 0.024539877300613498
21 34 99 77	0.011299435028248588 0.006134969325153374
21 34 99 85	0.00018404766834610164 0.03067484662576687
21 34 104	0.00040112314480545525 0.006134969325153374
21 34 126 55	0.08 0.012269938650306749
21 45 110 77	0.0024906600249066002 0.006134969325153374
21 45 110 85	0.0001117285276100395 0.03680981595092025
21 66 1 77	0.012987012987012988 0.006134969325153374
21 77	0.011904761904761904 0.006134969325153374
21 77 12 77	0.010501750291715286 0.006134969325153374
21 77 12 85	0.00014238929232521716 0.024539877300613498
21 77 20 77	0.012746234067207415 0.006134969325153374
21 77 46 111	9.355324582986407e-06 0.012269938650306749
21 83 18 77	0.002692363712277419 0.006134969325153374
21 83 18 85	7.107530275360675e-05 0.03680981595092025
21 83 27 77	0.0018005851901868107 0.006134969325153374
21 83 27 85	6.14398337262557e-05 0.03067484662576687
21 83 83 77	0.0022930297688326263 0.006134969325153374
21 83 83 85	7.06491032178674e-05 0.03680981595092025
21 83 85	4.453152832205201e-05 0.018404907975460124
21 83 86 4	0.006622516556291391 0.018404907975460124
21 83 92 77	0.0018124150430448573 0.006134969325153374
21 83 92 85	6.1130566156372e-05 0.03067484662576687
21 85	0.0003399915002124947 0.024539877300613498
21 85 12 105	0.00036413953827106545 0.012269938650306749
21 85 16 81	3.555868305610037e-05 0.012269938650306749
21 85 20 77	0.012958462842610907 0.006134969325153374
21 85 20 85	0.00015621427528048323 0.03680981595092025
21 85 23	0.003875968992248062 0.006134969325153374
21 85 23 23	0.004329004329004329 0.006134969325153374
21 85 35 100	0.0001521061786221148 0.018404907975460124
21 85 36 101	0.00015556796032101906 0.012269938650306749
21 85 37 111	4.5855783560701593e-05 0.012269938650306749
21 85 39 77	0.00021459227467811158 0.006134969325153374
21 85 39 105	0.00017578774884953197 0.012269938650306749
21 85 40 77	0.000793425899688297 0.006134969325153374
21 85 40 85	0.0001658574831880824 0.018404907975460124
21 85 40 105	0.00035916099990422373 0.012269938650306749
21 85 46 111	8.704767417070676e-06 0.024539877300613498
21 85 57 122	0.00101332463660082 0.006134969325153374
21 85 67 4	0.031746031746031744 0.018404907975460124
21 85 67 55	0.391304347826087 0.024539877300613498
21 85 69 4	0.04247104247104247 0.018404907975460124
21 85 69 55	0.42857142857142855 0.018404907975460124
21 85 88	0.004347826086956522 0.006134969325153374
21 85 88 23	0.00423728813559322 0.006134969325153374
21 86 2	0.00037821482602118004 0.012269938650306749
21 86 2 88	0.016842105263157894 0.012269938650306749
21 86 4	0.03125 0.024539877300613498
21 86 21 77	0.011535960017800294 0.006134969325153374
21 86 21 85	0.00019126546072878133 0.03067484662576687
21 86 30 77	0.012178619756427604 0.006134969325153374
21 86 30 85	0.00016331363362627715 0.024539877300613498
21 86 55	0.391304347826087 0.049079754601226995
21 86 61 77	0.0016576417283677754 0.006134969325153374
21 86 61 85	0.00029822513441432846 0.03067484662576687
21 86 61 104	0.00025321386832878845 0.006134969325153374
21 86 61 105	0.00024283179228542075 0.012269938650306749
21 92 15 100	6.756848065514398e-05 0.012269938650306749
21 92 18 77	0.0030035335689045936 0.006134969325153374
21 92 18 85	0.00010349535664101839 0.03067484662576687
21 92 27 77	0.0073964497041420114 0.006134969325153374
21 92 27 85	0.00013321042451498085 0.024539877300613498
21 92 34 105	0.0004302925989672978 0.006134969325153374
21 92 83 77	0.003004064322318431 0.006134969325153374
21 92 83 85	0.00010157215464490765 0.03067484662576687
21 92 85	0.00013969406998672905 0.012269938650306749
21 92 86 4	0.019230769230769232 0.018404907975460124
21 92 92 77	0.007069913589945012 0.006134969325153374
21 92 92 85	0.00013426648540691138 0.024539877300613498
21 92 95 105	0.0002476166893648632 0.012269938650306749
21 95 21 77	0.012517385257301807 0.006134969325153374
21 95 21 85	0.00016602677181695548 0.024539877300613498
21 95 30 77	0.011977151280633867 0.006134969325153374
21 95 30 85	0.00021103676247253563 0.03067484662576687
21 95 33 81	0.08 0.006134969325153374
21 95 52 77	0.0056022408963585435 0.006134969325153374
21 95 52 85	9.332057952079883e-05 0.006134969325153374
21 95 52 105	0.00014692918013517486 0.006134969325153374
21 95 81	0.0026109660574412533 0.006134969325153374
21 95 105	0.0009925558312655087 0.012269938650306749
21 95 126 4	0.11538461538461539 0.012269938650306749
21 95 126 55	1.0 0.006134969325153374
21 104 20 77	0.010526315789473684 0.006134969325153374
21 104 20 85	0.000167108310057533 0.03067484662576687
21 104 35 100	4.737091425864519e-05 0.012269938650306749
21 104 39 77	0.013173652694610778 0.006134969325153374
21 104 39 85	0.0001808923419227047 0.024539877300613498
21 105 20 77	0.013307984790874524 0.006134969325153374
21 105 20 85	0.00016278088952356994 0.018404907975460124
21 105 40 77	0.013333333333333334 0.006134969325153374
21 105 40 85	0.00020561324149275214 0.024539877300613498
21 108 46 111	0.00018656716417910448 0.006134969325153374
21 117 30 77	0.013422818791946308 0.006134969325153374
21 117 33 77	0.013888888888888888 0.006134969325153374
21 117 52 77	0.013422818791946308 0.006134969325153374
21 117 126 4	0.25 0.006134969325153374
21 117 126 55	1.0 0.006134969325153374
21 122 57 77	0.01282051282051282 0.006134969325153374
21 126 4	0.03636363636363636 0.012269938650306749
21 126 21 77	0.009603072983354673 0.006134969325153374
21 126 21 85	0.00028711286830462206 0.024539877300613498
21 126 55	0.5 0.006134969325153374
21 126 61 77	0.009201324990798674 0.006134969325153374
21 126 61 85	0.00033475239238802166 0.024539877300613498
21 126 61 105	0.00015686274509803922 0.006134969325153374
30 18 15 100	1.179996696009251e-06 0.006134969325153374
30 18 18 85	5.31995834250523e-06 0.012269938650306749
30 18 27 85	2.5626657190498317e-06 0.012269938650306749
30 18 83 85	5.3277991383659226e-06 0.012269938650306749
30 18 85	7.2082462336913425e-06 0.012269938650306749
30 18 92 85	2.5127311712677566e-06 0.012269938650306749
30 18 95 105	1.052299273913501e-05 0.006134969325153374
30 27 18 85	4.4152904451643005e-06 0.012269938650306749
30 27 27 85	2.533364409270087e-06 0.006134969325153374
30 27 83 85	4.397564452903404e-06 0.012269938650306749
30 27 85	1.025157361655014e-05 0.006134969325153374
30 27 92 85	2.4996125600531915e-06 0.006134969325153374
30 34 117 55	0.7551020408163265 0.04294478527607362
30 45 110 85	3.6754605122305544e-06 0.012269938650306749
30 77 20 85	2.7253191689411727e-06 0.012269938650306749
30 77 46 111	6.026913786203671e-07 0.006134969325153374
30 83 18 85	5.426126006684329e-06 0.012269938650306749
30 83 27 85	4.2038885969521805e-06 0.012269938650306749
30 83 83 85	5.061882057440919e-06 0.012269938650306749
30 83 85	7.193416585141279e-06 0.012269938650306749
30 83 92 85	4.180381802630798e-06 0.012269938650306749
30 83 95 105	1.0474275180157534e-05 0.006134969325153374
30 85 20 85	2.631127341523709e-07 0.012269938650306749
30 85 35 100	6.683362746441482e-08 0.006134969325153374
30 85 37 102	2.5878800948889368e-05 0.006134969325153374
30 85 39 85	6.038847908595998e-06 0.006134969325153374
30 85 46 111	5.399292601457859e-07 0.012269938650306749
30 86 21 85	3.8906384753884694e-07 0.012269938650306749
30 86 61 85	1.5806927860342632e-06 0.006134969325153374
30 92 18 85	4.012208223730607e-06 0.012269938650306749
30 92 27 85	2.254382237271476e-06 0.006134969325153374
30 92 83 85	3.947224994557384e-06 0.012269938650306749
30 92 85	1.019367991845056e-05 0.006134969325153374
30 92 92 85	2.4829575997745475e-06 0.006134969325153374
30 95 30 85	5.999739251332137e-08 0.006134969325153374
30 95 55	0.3222707423580786 0.38650306748466257
30 95 117 55	0.46534653465346537 0.10429447852760736
30 104 20 85	1.2605094979390669e-05 0.006134969325153374
30 104 46 111	1.5795991609169257e-06 0.006134969325153374
30 105 46 111	8.930142176793597e-07 0.006134969325153374
30 126 21 85	1.8618680121766169e-06 0.006134969325153374
31	1.0 0.024539877300613498
31 6 71	0.03271028037383177 0.012269938650306749
31 6 71 31	0.047619047619047616 0.006134969325153374
31 6 71 44	0.007352941176470588 0.006134969325153374
31 6 71 55	0.2 0.012269938650306749
31 6 71 109	0.09411764705882353 0.006134969325153374
31 12 77	1.0 0.006134969325153374
31 12 105	0.07692307692307693 0.006134969325153374
31 16 81	0.3333333333333333 0.006134969325153374
31 24 89	0.0020242914979757085 0.006134969325153374
31 36 101	0.0037174721189591076 0.006134969325153374
31 37 102	0.058823529411764705 0.006134969325153374
31 40 77	0.5 0.006134969325153374
31 40 105	0.2857142857142857 0.012269938650306749
31 44 6 71	0.029661016949152543 0.006134969325153374
31 44 44 109	0.06666666666666667 0.006134969325153374
31 44 46 111	0.00013219207508509864 0.006134969325153374
31 44 109	0.22727272727272727 0.006134969325153374
31 44 109 44	0.018867924528301886 0.006134969325153374
31 44 109 109	0.05555555555555555 0.006134969325153374
31 46 111	0.000395882818685669 0.012269938650306749
31 46 111 109	0.008097165991902834 0.006134969325153374
31 62 127	0.16666666666666666 0.006134969325153374
31 67 2	0.2 0.006134969325153374
31 67 4	1.0 0.006134969325153374
31 69 2	0.2 0.006134969325153374
31 69 4	1.0 0.006134969325153374
31 96 6 71	0.0011933174224343676 0.006134969325153374
31 96 31	1.0 0.024539877300613498
31 96 55	1.0 0.024539877300613498
31 109 6 71	0.01639344262295082 0.006134969325153374
31 109 44	0.15384615384615385 0.006134969325153374
31 109 44 109	0.0784313725490196 0.006134969325153374
31 110 45	0.4421052631578947 0.006134969325153374
31 110 58 45	1.0 0.006134969325153374
31 110 123 45	1.0 0.006134969325153374
31 120 6 71	0.002304147465437788 0.012269938650306749
31 120 31	1.0 0.024539877300613498
31 120 55	1.0 0.024539877300613498
33 55	1.0 0.03680981595092025
33 55 120 55	1.0 0.05521472392638037
33 98 33 55	1.0 0.03680981595092025
33 98 55	0.9358974358974359 0.24539877300613497
35 100 37 111	0.00010429431856699607 0.006134969325153374
35 100 40 105	2.966610795496685e-05 0.006134969325153374
35 100 46 111	5.824488028112862e-05 0.012269938650306749
35 100 51 116	0.00013177834881728933 0.012269938650306749
35 100 55	1.0 0.012269938650306749
35 100 67 2	0.002 0.006134969325153374
37 102 31	1.0 0.006134969325153374
37 102 46 111	7.212197268019675e-06 0.006134969325153374
37 102 55	1.0 0.012269938650306749
38 103 31	0.1282051282051282 0.006134969325153374
38 103 55	1.0 0.006134969325153374
40 77 12 105	0.008135168961201502 0.006134969325153374
40 77 40 105	0.008771929824561403 0.006134969325153374
40 77 46 111	0.00014152528880004246 0.012269938650306749
40 77 67 2	0.013761467889908258 0.006134969325153374
40 93 28 105	0.012658227848101266 0.006134969325153374
40 104 39 105	0.012422360248447204 0.006134969325153374
40 104 40 105	0.0025906735751295338 0.006134969325153374
40 104 46 111	8.727145786970371e-05 0.006134969325153374
40 105	0.010752688172043012 0.006134969325153374
40 105 6 71	0.0002296211251435132 0.006134969325153374
40 105 12 77	0.009174311926605505 0.006134969325153374
40 105 12 105	0.007177033492822967 0.006134969325153374
40 105 39 105	0.0048484848484848485 0.006134969325153374
40 105 40 105	0.012183837137569401 0.006134969325153374
40 105 46 111	0.00010391009288976896 0.006134969325153374
40 105 55	1.0 0.012269938650306749
40 105 67 2	0.014598540145985401 0.006134969325153374
40 105 120 55	1.0 0.006134969325153374
40 117 52 105	0.012224938875305624 0.006134969325153374
40 118 53 105	0.012658227848101266 0.006134969325153374
40 126 61 105	0.003826530612244898 0.006134969325153374
45 110 40 105	0.012658227848101266 0.024539877300613498
45 110 55	1.0 0.024539877300613498
46 102 39 105	0.005235602094240838 0.006134969325153374
46 111 1 66	4.025386772579065e-05 0.006134969325153374
46 111 12 105	4.6858160348624716e-05 0.006134969325153374
46 111 16 81	8.745042653945544e-06 0.006134969325153374
46 111 16 108	3.699593044765076e-05 0.006134969325153374
46 111 39 105	3.282145538538543e-05 0.012269938650306749
46 111 40 105	0.00023192523310297842 0.024539877300613498
46 111 46 111	1.0735899892552728e-06 0.03067484662576687
46 111 51 116	4.363319031343175e-05 0.012269938650306749
46 111 55	0.5172413793103449 0.04294478527607362
46 111 57 105	0.0002752546105147261 0.006134969325153374
46 111 109	0.010869565217391304 0.006134969325153374
49 114 10 75	0.002797202797202797 0.006134969325153374
49 114 46 111	1.9209712430604912e-05 0.006134969325153374
49 114 55	1.0 0.006134969325153374
52 30 18 85	1.9536973722770343e-05 0.006134969325153374
52 30 83 85	1.9528580076942606e-05 0.006134969325153374
52 30 95 55	0.5529411764705883 0.05521472392638037
52 52 117 55	0.7551020408163265 0.04294478527607362
52 99 83 85	2.2596827405432277e-05 0.006134969325153374
52 99 92 85	4.135991397137894e-05 0.006134969325153374
52 99 95 55	0.7551020408163265 0.04294478527607362
52 104 46 111	8.208138697844461e-07 0.006134969325153374
52 105 20 85	3.9020735618907886e-06 0.006134969325153374
52 105 46 111	1.385889208690523e-07 0.006134969325153374
52 117 55	0.7783375314861462 0.25153374233128833
52 117 117 55	0.7551020408163265 0.04294478527607362
55	1.0 1.0
55 1 66	0.009889470622454915 0.10429447852760736
55 6 71	0.0378619153674833 0.10429447852760736
55 6 71 31	0.013333333333333334 0.006134969325153374
55 6 71 44	0.00796812749003984 0.024539877300613498
55 6 71 55	0.16129032258064516 0.03067484662576687
55 6 71 109	0.12355212355212356 0.024539877300613498
55 10 75	0.004132231404958678 0.006134969325153374
55 12 77	0.29333333333333333 0.08588957055214724
55 12 83 85	0.00014382281029771322 0.006134969325153374
55 12 105	0.058823529411764705 0.024539877300613498
55 16 81	0.05918367346938776 0.15337423312883436
55 16 108	0.017241379310344827 0.006134969325153374
55 20 15 100	0.001384083044982699 0.012269938650306749
55 20 34 105	0.000552791597567717 0.006134969325153374
55 20 85	0.001195060416943301 0.05521472392638037
55 20 85 88	0.006896551724137931 0.006134969325153374
55 20 86 4	0.04428044280442804 0.024539877300613498
55 20 95 105	0.001896633475580844 0.024539877300613498
55 20 126 55	0.5 0.006134969325153374
55 23 20 85	0.0034602076124567475 0.006134969325153374
55 23 23	1.0 0.018404907975460124
55 23 24 89	0.0016666666666666668 0.006134969325153374
55 23 46 111	0.00017481498747159256 0.012269938650306749
55 23 67 4	0.47058823529411764 0.018404907975460124
55 23 67 55	0.6 0.024539877300613498
55 23 88	1.0 0.03680981595092025
55 24 89	0.0019409937888198758 0.06134969325153374
55 24 89 23	0.004098360655737705 0.006134969325153374
55 35 80 85	0.0002044153720359771 0.012269938650306749
55 35 100	0.0001897893338394382 0.03680981595092025
55 36 101	0.003925417075564278 0.024539877300613498
55 37 102	0.07692307692307693 0.04294478527607362
55 37 111	0.03571428571428571 0.006134969325153374
55 39 104	0.008620689655172414 0.018404907975460124
55 39 126 55	0.16666666666666666 0.006134969325153374
55 40 30 85	0.0020429009193054137 0.024539877300613498
55 40 77	0.017937219730941704 0.024539877300613498
55 40 105	0.018034825870646767 0.17791411042944785
55 40 105 55	1.0 0.05521472392638037
55 41 106	0.01020408163265306 0.006134969325153374
55 43 81	0.03333333333333333 0.006134969325153374
55 43 108	0.24 0.03680981595092025
55 44 6 71	0.027750247770069375 0.024539877300613498
55 44 44 109	0.05309734513274336 0.024539877300613498
55 44 46 111	0.00012908516583647186 0.03067484662576687
55 44 109	0.23958333333333334 0.04294478527607362
55 44 109 44	0.018404907975460124 0.024539877300613498
55 44 109 109	0.05063291139240506 0.024539877300613498
55 46 102	0.0013245033112582781 0.006134969325153374
55 46 111	0.0005357722697261608 0.2883435582822086
55 46 111 23	0.0005159958720330237 0.012269938650306749
55 46 111 44	0.0013978904562206124 0.012269938650306749
55 46 111 50	0.0006995103427600679 0.012269938650306749
55 46 111 88	0.000576295063072293 0.012269938650306749
55 46 111 109	0.00251994960100798 0.03067484662576687
55 46 111 115	0.0012033694344163659 0.024539877300613498
55 50 46 111	0.00016146828493770015 0.024539877300613498
55 50 50	1.0 0.012269938650306749
55 50 67 2	0.02197802197802198 0.006134969325153374
55 50 67 55	1.0 0.006134969325153374
55 50 115	1.0 0.024539877300613498
55 51 116	0.0050981391791995925 0.12269938650306748
55 51 116 44	0.0016565433462175593 0.006134969325153374
55 57 122	0.004901960784313725 0.006134969325153374
55 62 127	0.16666666666666666 0.03067484662576687
55 67 2	0.10539845758354756 0.19631901840490798
55 67 2 50	0.03361344537815126 0.006134969325153374
55 67 2 88	0.010526315789473684 0.006134969325153374
55 67 2 115	0.07547169811320754 0.006134969325153374
55 67 4	0.13043478260869565 0.04294478527607362
55 67 55	0.75 0.018404907975460124
55 69 2	0.0313588850174216 0.04294478527607362
