2	1.0 1.0
2 8 20 85	0.0011743067345783814 0.008665511265164644
2 8 24 89	0.0010165184243964421 0.0008665511265164644
2 8 35 100	0.0008276961435490794 0.008557192374350087
2 8 36 101	0.0018658456945610598 0.0016247833622183708
2 8 40 77	0.005952380952380952 0.0004332755632582322
2 8 40 104	0.00039781203381402286 0.0004332755632582322
2 8 40 105	0.005094043887147335 0.00444107452339688
2 8 40 118	0.0070921985815602835 0.0002166377816291161
2 8 41 106	0.0020477815699658703 0.0003249566724436742
2 8 43 108	0.031055900621118012 0.0005415944540727903
2 8 45 110	0.0006530612244897959 0.0004332755632582322
2 8 46 111	0.0011209066347722702 0.08698006932409012
2 8 49 114	0.00847457627118644 0.00010831889081455805
2 8 51 116	0.0010018785222291797 0.0007582322357019064
2 8 53 105	0.028169014084507043 0.0002166377816291161
2 8 57 122	0.18333333333333332 0.0010831889081455806
2 8 63 128	0.007561436672967864 0.0004332755632582322
2 8 67 2	0.0679041726162145 0.021447140381282495
2 8 67 4	0.10204081632653061 0.0009748700173310225
2 8 69 2	0.16091954022988506 0.002383015597920277
2 8 69 4	0.3 0.0003249566724436742
2 8 73	0.714859437751004 0.028812824956672443
2 8 73 8	0.219096079018258 0.005524263431542461
2 8 73 23	0.11475409836065574 0.0004332755632582322
2 8 73 73	0.22105263157894736 0.004657712305025996
2 8 73 88	0.15 0.0003249566724436742
2 8 73 115	0.014925373134328358 0.00010831889081455805
2 8 73 123	0.2328042328042328 0.0003249566724436742
2 8 123	0.10638297872340426 0.0003249566724436742
2 8 123 58	0.3800738007380074 0.005090987868284229
2 10 6 71	0.0011111423668738925 0.005307625649913345
2 10 28 77	0.0005549389567147614 0.0004332755632582322
2 10 28 104	0.0009163432514014662 0.0007582322357019064
2 10 28 105	0.0002897387893376126 0.0007582322357019064
2 10 30 85	0.001629327902240326 0.0004332755632582322
2 10 32 75	0.002803947958725886 0.0031412478336221837
2 10 37 71	0.003289473684210526 0.0002166377816291161
2 10 53 77	0.0013577732518669382 0.0004332755632582322
2 10 53 104	0.0007244277021153289 0.0004332755632582322
2 10 53 105	0.00036762775064334857 0.0005415944540727903
2 10 75	0.01932905506667179 0.030870883882149047
2 10 75 2	1.0 0.0003249566724436742
2 10 75 8	0.009193054136874362 0.0005415944540727903
2 10 75 33	0.0015128593040847202 0.00010831889081455805
2 10 75 44	0.018440905280804692 0.0008665511265164644
2 10 75 45	0.004481792717086834 0.0004332755632582322
2 10 75 50	0.011655011655011656 0.0003249566724436742
2 10 75 73	0.010285714285714285 0.0005415944540727903
2 10 75 88	0.002857142857142857 0.0003249566724436742
2 10 75 98	0.0033003300330033004 0.00010831889081455805
2 10 75 109	0.0034129692832764505 0.00010831889081455805
2 10 75 110	0.021761658031088083 0.002383015597920277
2 10 97 75	0.0027053349204631534 0.004549393414211438
2 12 15 100	0.0007912435711459844 0.0012998266897746968
2 12 18 77	0.005124919923126201 0.00010831889081455805
2 12 18 85	7.380654811694894e-05 0.0009748700173310225
2 12 27 77	0.0056657223796034 0.00010831889081455805
2 12 30 85	0.0005535794209794822 0.004874350086655112
2 12 45 108	0.00520494469746259 0.0008665511265164644
2 12 52 85	0.00030358227079538557 0.0004332755632582322
2 12 77	0.06976744186046512 0.05990034662045061
2 12 77 8	0.007228915662650603 0.0003249566724436742
2 12 77 88	0.004497751124437781 0.0003249566724436742
2 12 77 115	0.008928571428571428 0.0003249566724436742
2 12 77 123	0.0040650406504065045 0.0002166377816291161
2 12 83 77	0.00510204081632653 0.00010831889081455805
2 12 83 85	7.231076273392531e-05 0.0009748700173310225
2 12 85	0.0024476475387544194 0.0009748700173310225
2 12 86 2	0.011857707509881422 0.0003249566724436742
2 12 92 85	8.423890152472412e-05 0.0002166377816291161
2 12 92 105	0.0009930486593843098 0.00010831889081455805
2 12 93 14	0.006329113924050633 0.0002166377816291161
2 12 93 75	9.850275807722617e-05 0.0004332755632582322
2 12 93 81	0.009259259259259259 0.002166377816291161
2 12 99 85	0.00018351048211873863 0.005307625649913345
2 12 104	0.0003276463291909476 0.0015164644714038128
2 12 104 23	0.002789400278940028 0.0002166377816291161
2 12 104 88	0.0030075187969924814 0.0002166377816291161
2 12 104 109	0.00022021581149526536 0.00010831889081455805
2 12 105	0.002921996245912108 0.01451473136915078
2 12 105 8	0.007042253521126761 0.0005415944540727903
2 12 105 23	0.0013428827215756492 0.0003249566724436742
2 12 105 55	0.125 0.0003249566724436742
2 12 105 58	0.0012970168612191958 0.0002166377816291161
2 12 105 73	0.007983441750443524 0.0004332755632582322
2 12 105 88	0.0013767783386874712 0.0003249566724436742
2 12 117 14	0.021739130434782608 0.0002166377816291161
2 12 117 77	0.008278145695364239 0.0005415944540727903
2 12 117 81	0.0073464590067587425 0.002058058925476603
2 12 117 110	0.0001775568181818182 0.00010831889081455805
2 12 118 75	0.0003922337713277113 0.0004332755632582322
2 12 118 81	0.07142857142857142 0.0005415944540727903
2 12 121 81	0.025974025974025976 0.0002166377816291161
2 12 126 2	0.01945251298301206 0.04549393414211438
2 12 126 4	0.0006548788474132286 0.0002166377816291161
2 16 14	0.029411764705882353 0.00010831889081455805
2 16 14 23	0.04938271604938271 0.0003249566724436742
2 16 14 88	0.04938271604938271 0.0003249566724436742
2 16 28 77	0.006129597197898424 0.002383015597920277
2 16 28 104	0.00019030944315456933 0.0005415944540727903
2 16 28 105	0.0018354860639021075 0.004007798960138648
2 16 30 85	0.002108016317607792 0.01061525129982669
2 16 32 81	0.0008241758241758242 0.0010831889081455806
2 16 32 108	0.0017313019390581717 0.0007582322357019064
2 16 33 81	0.000829646017699115 0.0010831889081455806
2 16 33 108	0.0017076502732240437 0.0007582322357019064
2 16 52 77	0.004509379509379509 0.002166377816291161
2 16 52 104	0.00017585200295431366 0.0005415944540727903
2 16 52 105	0.00229617788112193 0.007040727902946273
2 16 53 77	0.05263157894736842 0.0005415944540727903
2 16 56 77	0.05263157894736842 0.0002166377816291161
2 16 56 105	0.007751937984496124 0.0004332755632582322
2 16 81	0.03176568515242951 0.24935008665511266
2 16 81 8	0.006523955147808359 0.002058058925476603
2 16 81 23	0.013785342523561683 0.006607452339688041
2 16 81 44	0.00039308176100628933 0.00010831889081455805
2 16 81 50	0.008853910477127398 0.0015164644714038128
2 16 81 58	0.007417397167902899 0.0008665511265164644
2 16 81 73	0.00842911877394636 0.0015164644714038128
2 16 81 88	0.014636449480642116 0.006282495667244367
2 16 81 115	0.00932642487046632 0.001841421143847487
2 16 81 123	0.0014478764478764478 0.0002166377816291161
2 16 97 81	0.004140786749482402 0.0011915077989601386
2 16 97 108	0.02040816326530612 0.00010831889081455805
2 16 98 81	0.004122294744074201 0.0011915077989601386
2 16 98 108	0.02040816326530612 0.00010831889081455805
2 16 108	0.0006544832099884207 0.0011915077989601386
2 16 108 8	0.004098360655737705 0.00010831889081455805
2 16 108 23	0.001968503937007874 0.00010831889081455805
2 16 108 88	0.001968503937007874 0.00010831889081455805
2 20 1 66	0.00032896089477363376 0.0015164644714038128
2 20 15 100	0.0006201893421299648 0.0415944540727903
2 20 18 77	0.00017083234776209624 0.0005415944540727903
2 20 18 85	0.00014796994140835342 0.036720103986135184
2 20 18 105	3.341966747430863e-05 0.0003249566724436742
2 20 27 85	0.0002581658628154738 0.018739168110918546
2 20 34 77	0.0015528432560017393 0.003791161178509532
2 20 34 104	0.0007048082675648875 0.008015597920277296
2 20 34 105	0.0013382649354061389 0.02274696707105719
2 20 45 108	5.030265430339207e-05 0.0002166377816291161
2 20 77	0.0012108166285483655 0.0009748700173310225
2 20 83 77	0.00017080316905572124 0.0005415944540727903
2 20 83 85	0.00014705815434136205 0.036720103986135184
2 20 83 105	3.3203562742282244e-05 0.0003249566724436742
2 20 85	0.0019257409559955078 0.12283362218370884
2 20 85 8	0.0026109660574412533 0.00444107452339688
2 20 85 23	0.00883658969804618 0.009748700173310225
2 20 85 44	5.903361964638862e-05 0.0002166377816291161
2 20 85 50	0.011559014869888477 0.006824090121317157
2 20 85 58	0.0015004114031266637 0.002383015597920277
2 20 85 73	0.003099974166881943 0.00444107452339688
2 20 85 88	0.00853772886541973 0.008015597920277296
2 20 85 115	0.012621181635266142 0.006824090121317157
2 20 85 123	0.003126832128200117 0.0033578856152512997
2 20 86 2	0.015620675412711999 0.14449740034662045
2 20 86 4	0.007148139018979541 0.006499133448873483
2 20 92 85	0.00026114745536149004 0.018739168110918546
2 20 95 2	0.008928571428571428 0.0003249566724436742
2 20 95 75	0.0004918234353866962 0.0002166377816291161
2 20 95 77	0.0023810730026850397 0.003574523396880416
2 20 95 81	0.00379067073812783 0.007690641247833622
2 20 95 104	0.0006186555134405088 0.009640381282495667
2 20 95 105	0.0013649924690070675 0.026863084922010397
2 20 95 116	0.0026513477684489617 0.0012998266897746968
2 20 105	0.0020194820622475647 0.0015164644714038128
2 20 117 77	0.0013382402141184342 0.0004332755632582322
2 20 117 104	0.0004193927193423922 0.0010831889081455806
2 20 117 105	0.0022913379911351514 0.004766031195840554
2 20 118	0.002207505518763797 0.00010831889081455805
2 20 122	0.030413625304136254 0.0008665511265164644
2 20 126 2	0.012696738103708428 0.059358752166377815
2 20 126 4	0.00855252541552364 0.002491334488734835
2 22 71	0.7142857142857143 0.0004332755632582322
2 22 87	0.051047120418848166 0.004007798960138648
2 22 116	0.0028559771521827824 0.002274696707105719
2 22 116 23	0.0018796992481203006 0.00010831889081455805
2 23	0.05555555555555555 0.004007798960138648
2 23 1 66	0.0026847534265931894 0.002058058925476603
2 23 6 71	0.0011540851655668335 0.004007798960138648
2 23 8 8	0.08823529411764706 0.0003249566724436742
2 23 8 73	0.12 0.0003249566724436742
2 23 12 77	0.0078125 0.0003249566724436742
2 23 16 14	0.6363636363636364 0.0007582322357019064
2 23 16 81	0.006412261495151705 0.00779896013864818
2 23 20 85	0.0010945612140754657 0.013539861351819758
2 23 22 87	0.010101010101010102 0.00010831889081455805
2 23 23	0.8833333333333333 0.058383882149046794
2 23 23 23	0.046511627906976744 0.003682842287694974
2 23 23 33	0.3333333333333333 0.00010831889081455805
2 23 23 50	0.033707865168539325 0.0006499133448873484
2 23 23 88	0.0469361147327249 0.003682842287694974
2 23 23 115	0.03550295857988166 0.0006499133448873484
2 23 24 89	0.0017135406965915442 0.004657712305025996
2 23 35 100	0.00029005722926905576 0.008123916811091855
2 23 36 101	0.0007768150582611294 0.0014081455805892548
2 23 39 104	0.0016168148746968471 0.0010831889081455806
2 23 39 105	0.001008233910267182 0.0006499133448873484
2 23 40 77	0.0013181019332161687 0.0003249566724436742
2 23 40 104	0.0007477567298105683 0.0009748700173310225
2 23 40 105	0.0019430863733233045 0.0033578856152512997
2 23 43 81	0.0012787723785166241 0.00010831889081455805
2 23 43 108	0.007978723404255319 0.0003249566724436742
2 23 45 110	0.0018009905447996398 0.0016247833622183708
2 23 46 111	0.0011414159897124654 0.20623916811091855
2 23 50	0.31976744186046513 0.005957538994800693
2 23 50 23	0.04 0.0003249566724436742
2 23 50 50	0.029850746268656716 0.0003249566724436742
2 23 50 88	0.037037037037037035 0.0003249566724436742
2 23 50 115	0.037209302325581395 0.0006499133448873484
2 23 51 116	0.0034318398474737846 0.003574523396880416
2 23 57 104	0.25 0.0002166377816291161
2 23 58 123	0.3333333333333333 0.0027079722703639516
2 23 62 127	0.01047486033519553 0.0014081455805892548
2 23 63 128	0.011494252873563218 0.00010831889081455805
2 23 67 2	0.05667454945771834 0.03509532062391681
2 23 67 4	0.11072664359861592 0.0014081455805892548
2 23 67 55	0.17857142857142858 0.0003249566724436742
2 23 69 2	0.20489977728285078 0.005849220103986135
2 23 69 4	0.26229508196721313 0.0006499133448873484
2 23 73 8	0.08333333333333333 0.0003249566724436742
2 23 79 81	0.09090909090909091 0.0004332755632582322
2 23 88	0.8694516971279374 0.06650779896013864
2 23 88 23	0.04575892857142857 0.004007798960138648
2 23 88 33	0.3333333333333333 0.00010831889081455805
2 23 88 50	0.03608247422680412 0.0007582322357019064
2 23 88 88	0.04699738903394256 0.003682842287694974
2 23 88 115	0.03888888888888889 0.0007582322357019064
2 23 115	0.29577464788732394 0.004224436741767764
2 23 115 23	0.0410958904109589 0.0003249566724436742
2 23 115 50	0.035897435897435895 0.0006499133448873484
2 23 115 88	0.043478260869565216 0.0003249566724436742
2 23 115 115	0.030534351145038167 0.0003249566724436742
2 24 89	0.0025645947709909012 0.056000866551126516
2 24 89 8	0.0007043355767725779 0.0006499133448873484
2 24 89 23	0.004050327473285074 0.004007798960138648
2 24 89 50	0.004913724145811907 0.004116117850953206
2 24 89 58	0.0021670278379729954 0.0017331022530329288
2 24 89 73	0.0007375991148810622 0.0005415944540727903
2 24 89 88	0.003866558762701196 0.003574523396880416
2 24 89 109	0.0004893964110929853 0.0003249566724436742
2 24 89 115	0.0037811948575749935 0.002491334488734835
2 24 89 123	0.0016561775422325273 0.0008665511265164644
2 26 49 114	0.003289473684210526 0.0005415944540727903
2 26 91	0.15859030837004406 0.002166377816291161
2 33	0.16666666666666666 0.00010831889081455805
2 33 6 71	0.011363636363636364 0.00010831889081455805
2 33 10 75	0.004132231404958678 0.00010831889081455805
2 33 46 111	0.015151515151515152 0.00010831889081455805
2 33 49 114	0.022222222222222223 0.00010831889081455805
2 33 67 2	0.6666666666666666 0.0004332755632582322
2 33 98	1.0 0.0006499133448873484
2 33 98 33	0.16666666666666666 0.00010831889081455805
2 33 98 45	1.0 0.00010831889081455805
2 35 80 85	0.00043821183515418245 0.0322790294627383
2 35 80 104	0.00046680323739799174 0.008232235701906412
2 35 80 105	0.0006553304894070508 0.01278162911611785
2 35 80 108	0.003852080123266564 0.00010831889081455805
2 35 100	0.000586999945288158 0.10875216637781629
2 35 100 8	0.00239354426917115 0.0030329289428076256
2 35 100 23	0.0015248251369883229 0.006282495667244367
2 35 100 50	0.004059451319321679 0.004224436741767764
2 35 100 58	0.001652101041541961 0.0030329289428076256
2 35 100 73	0.0016376728989218653 0.0025996533795493936
2 35 100 88	0.00098003816990767 0.004332755632582322
2 35 100 109	9.385013474197916e-05 0.0004332755632582322
2 35 100 115	0.003778501628664495 0.003682842287694974
2 35 100 123	0.0030469668170804254 0.0033578856152512997
2 35 103 2	0.051643192488262914 0.0014081455805892548
2 36 101	0.00458729624759167 0.08427209705372617
2 36 101 8	0.0027994401119776045 0.0015164644714038128
2 36 101 23	0.0020751953125 0.0015164644714038128
2 36 101 44	0.00020387359836901122 0.0002166377816291161
2 36 101 50	0.006741573033707865 0.0006499133448873484
2 36 101 58	0.0007162297665090961 0.0005415944540727903
2 36 101 73	0.003961602925491391 0.0012998266897746968
2 36 101 88	0.0018613974799541809 0.0010831889081455806
2 36 101 109	0.0006296237997796317 0.0004332755632582322
2 36 101 115	0.014723926380368098 0.0005415944540727903
2 36 101 123	0.00028653295128939826 0.00010831889081455805
2 36 127	0.013422818791946308 0.004332755632582322
2 37 102	0.02275661717236927 0.021988734835355284
2 37 102 44	0.01592920353982301 0.0004332755632582322
2 37 102 50	0.003355704697986577 0.0002166377816291161
2 37 102 58	0.009950248756218905 0.0002166377816291161
2 37 102 115	0.004739336492890996 0.0003249566724436742
2 37 111	0.0007637085688101421 0.0016247833622183708
2 39 15 100	0.0006830668226090204 0.013648180242634315
2 39 30 85	0.0009097956803926217 0.012348353552859619
2 39 33 104	0.038461538461538464 0.00010831889081455805
2 39 52 85	0.0005491689243611335 0.0016247833622183708
2 39 52 104	0.0011261261261261261 0.00010831889081455805
2 39 77	0.00177349885989359 0.0010831889081455806
2 39 93 75	0.0009786989061600462 0.0015164644714038128
2 39 98 104	0.004347826086956522 0.00010831889081455805
2 39 99 85	0.0006392982586556152 0.011265164644714038
2 39 104	0.009195779182067485 0.06174176776429809
2 39 104 8	0.0020964360587002098 0.0003249566724436742
2 39 104 23	0.007627765064836003 0.0010831889081455806
2 39 104 45	0.00013257324671881213 0.00010831889081455805
2 39 104 58	0.004732927653820149 0.0007582322357019064
2 39 104 73	0.0014194464158978 0.0002166377816291161
2 39 104 88	0.008605851979345954 0.0010831889081455806
2 39 104 123	0.0006993006993006993 0.00010831889081455805
2 39 105	0.0009718172983479105 0.005957538994800693
2 39 105 8	0.0005676013168350551 0.0005415944540727903
2 39 105 23	0.004333172845450169 0.0006499133448873484
2 39 105 44	0.0009930486593843098 0.00010831889081455805
2 39 105 73	0.00047664442326024784 0.0004332755632582322
2 39 105 88	0.004556962025316456 0.0006499133448873484
2 39 105 123	0.0034078000757288905 0.0007582322357019064
2 39 117 81	0.0013433637829124126 0.0005415944540727903
2 39 117 104	0.002232142857142857 0.00010831889081455805
2 39 118 75	0.0013812154696132596 0.0007582322357019064
2 39 122 88	1.0 0.0002166377816291161
2 39 126 2	0.009635927621539132 0.025346620450606587
2 39 126 4	0.008670520231213872 0.0015164644714038128
2 40 15 100	0.001017333423762971 0.019280762564991335
2 40 18 85	8.19252432155658e-05 0.0004332755632582322
2 40 27 77	0.0008045052292839903 0.00010831889081455805
2 40 27 85	0.00018008283810552856 0.0002166377816291161
2 40 30 85	0.0010710835842945622 0.03162911611785095
2 40 52 85	0.0015567578603511638 0.006065857885615251
2 40 77	0.006300066755674232 0.011806759098786828
2 40 77 8	0.0030120481927710845 0.0003249566724436742
2 40 77 88	0.0007267441860465116 0.00010831889081455805
2 40 83 85	8.187158441983749e-05 0.0004332755632582322
2 40 85	0.00506103006847276 0.001841421143847487
2 40 85 58	0.016129032258064516 0.00010831889081455805
2 40 86 2	0.019429265330904676 0.002383015597920277
2 40 93 14	0.0010626992561105207 0.00010831889081455805
2 40 93 75	0.00017378517478778156 0.0011915077989601386
2 40 93 81	0.00918679823069071 0.002491334488734835
2 40 99 85	0.0005899608924696741 0.028704506065857886
2 40 104	0.0004490522633809696 0.005632582322357019
2 40 104 23	0.0022115739034279398 0.0005415944540727903
2 40 104 58	0.0028429282160625444 0.0007582322357019064
2 40 104 88	0.002366863905325444 0.0005415944540727903
2 40 104 123	0.0003834355828220859 0.00010831889081455805
2 40 105	0.016157267900703112 0.28260398613518195
2 40 105 8	0.007086851628468034 0.004549393414211438
2 40 105 23	0.0050117924528301884 0.0032495667244367417
2 40 105 44	0.0017556179775280898 0.0003249566724436742
2 40 105 50	0.004649499284692418 0.0012998266897746968
2 40 105 55	0.12 0.0008665511265164644
2 40 105 58	0.003510531594784353 0.0014081455805892548
2 40 105 73	0.007805724197745013 0.004116117850953206
2 40 105 88	0.004836948041816196 0.0029246100519930676
2 40 105 109	0.0006178560395427865 0.0002166377816291161
2 40 105 115	0.005208333333333333 0.0014081455805892548
2 40 105 123	0.0007961783439490446 0.0005415944540727903
2 40 117 81	0.006220472440944882 0.005957538994800693
2 40 118	0.00032244196044711954 0.0002166377816291161
2 40 118 73	0.045454545454545456 0.00010831889081455805
2 40 118 75	0.0003488835725677831 0.0006499133448873484
2 40 121 81	0.011019283746556474 0.0002166377816291161
2 40 122	0.0024916943521594683 0.0004332755632582322
2 40 126 2	0.020238402674894324 0.0886048526863085
2 40 126 4	0.003067484662576687 0.0015164644714038128
2 41 106	0.004494486685374288 0.02242201039861352
2 41 106 8	0.002172338884866039 0.0002166377816291161
2 41 106 23	0.0009629272989889263 0.0002166377816291161
2 41 106 33	0.00303951367781155 0.00010831889081455805
2 41 106 44	0.01634877384196185 0.0008665511265164644
2 41 106 45	0.0013662535376207671 0.0004332755632582322
2 41 106 58	0.0035252643948296123 0.0002166377816291161
2 41 106 73	0.0022156573116691287 0.0002166377816291161
2 41 106 109	0.003544528134692069 0.0002166377816291161
2 41 106 110	0.10344827586206896 0.00010831889081455805
2 41 106 115	0.001943634596695821 0.0002166377816291161
2 41 106 123	0.001892147587511826 0.0002166377816291161
2 41 111	0.08163265306122448 0.0004332755632582322
2 43 14	0.6666666666666666 0.0002166377816291161
2 43 15 100	0.0006524859715516117 0.0005415944540727903
2 43 29 114	0.05 0.0009748700173310225
2 43 30 85	0.0017494751574527643 0.0010831889081455806
2 43 49 114	0.05 0.0009748700173310225
2 43 81	0.0038056206088992973 0.0012998266897746968
2 43 81 23	0.02054794520547945 0.0002166377816291161
2 43 81 88	0.022556390977443608 0.0002166377816291161
2 43 97 81	0.02066115702479339 0.0010831889081455806
2 43 98 81	0.02066115702479339 0.0010831889081455806
2 43 108	0.04879825200291333 0.012131715771230503
2 43 108 8	0.09090909090909091 0.0004332755632582322
2 43 108 23	0.029239766081871343 0.0003249566724436742
2 43 108 88	0.03048780487804878 0.0003249566724436742
2 43 110	0.000474158368895211 0.00010831889081455805
2 43 110 77	0.00599250936329588 0.0008665511265164644
2 43 110 85	1.967148618078096e-05 0.0003249566724436742
2 44	0.014084507042253521 0.00010831889081455805
2 44 1 66	0.0008111944838775097 0.0002166377816291161
2 44 6 71	0.004137018037398643 0.0009748700173310225
2 44 24 89	0.0005097706032285472 0.0003249566724436742
2 44 35 100	0.00016563421340312054 0.0005415944540727903
2 44 36 101	0.0010050251256281408 0.0008665511265164644
2 44 39 77	0.0064516129032258064 0.00010831889081455805
2 44 40 77	0.00423728813559322 0.00010831889081455805
2 44 40 105	0.0007852375343541421 0.0002166377816291161
2 44 41 106	0.0045662100456621 0.0008665511265164644
2 44 44 109	0.04507042253521127 0.0005415944540727903
2 44 46 111	0.0008461319545648151 0.009640381282495667
2 44 51 116	0.0008277166844034528 0.0005415944540727903
2 44 57 122	0.013157894736842105 0.0002166377816291161
2 44 63 128	0.0033333333333333335 0.00010831889081455805
2 44 67 2	0.021220159151193633 0.0025996533795493936
2 44 109	0.35148514851485146 0.0034662045060658577
2 44 109 44	0.008239700374531835 0.0006499133448873484
2 44 109 109	0.027450980392156862 0.0005415944540727903
2 45	0.016891891891891893 0.0004332755632582322
2 45 6 71	0.0019643953345610805 0.0016247833622183708
2 45 10 14	0.125 0.00010831889081455805
2 45 10 75	0.009644087256027554 0.0028162911611785096
2 45 28 77	0.008403361344537815 0.00010831889081455805
2 45 28 104	0.0018315018315018315 0.0002166377816291161
2 45 41 106	0.013975155279503106 0.0007582322357019064
2 45 53 118	0.018691588785046728 0.0002166377816291161
2 45 67 2	0.4358974358974359 0.0030329289428076256
2 45 108	0.3333333333333333 0.00010831889081455805
2 45 109 44	0.375 0.0002166377816291161
2 45 110	0.004675738861335964 0.02837954939341421
2 45 110 8	0.0017660044150110375 0.0004332755632582322
2 45 110 23	0.006578947368421052 0.0014081455805892548
2 45 110 44	0.0007204610951008645 0.0003249566724436742
2 45 110 45	4.752484658385462e-05 0.0004332755632582322
2 45 110 50	0.01272264631043257 0.0007582322357019064
2 45 110 58	0.009995654063450673 0.0008665511265164644
2 45 110 73	0.0018726591760299626 0.0004332755632582322
2 45 110 88	0.006922810661128418 0.0014081455805892548
2 45 110 109	0.0002550369803621525 0.00010831889081455805
2 45 110 115	0.01910828025477707 0.0006499133448873484
2 46 102	0.0006495193556767992 0.0010831889081455806
2 46 102 44	0.013769363166953529 0.0002166377816291161
2 46 102 115	0.0013881658858233559 0.00010831889081455805
2 46 106	0.0013395847287340924 0.0004332755632582322
2 46 111	0.001245451530313514 0.6339904679376083
2 46 111 8	0.0014704641490222029 0.02729636048526863
2 46 111 23	0.002093540223505134 0.07040727902946274
2 46 111 33	5.5503752053638826e-05 0.00010831889081455805
2 46 111 44	0.0019757892637806726 0.00996533795493934
2 46 111 45	2.5307891155408527e-05 0.0004332755632582322
2 46 111 50	0.0029837847325229674 0.05199306759098787
2 46 111 58	0.001313176152110298 0.01451473136915078
2 46 111 73	0.0015194349382510743 0.020905545927209706
2 46 111 88	0.002043382731200957 0.05556759098786829
2 46 111 98	0.03333333333333333 0.00010831889081455805
2 46 111 109	0.0010560422957323731 0.0030329289428076256
2 46 111 115	0.0026410747348931157 0.03910311958405546
2 46 111 121	9.592786224758981e-05 0.0003249566724436742
2 46 111 123	0.0011345620752635337 0.012240034662045061
2 49 94 108	0.047619047619047616 0.0004332755632582322
2 49 111 123	0.14814814814814814 0.0002166377816291161
2 49 114	0.014046900394706291 0.02242201039861352
2 49 114 2	0.016069221260815822 0.0014081455805892548
2 49 114 23	0.009771986970684038 0.0003249566724436742
2 49 114 50	0.01904761904761905 0.0002166377816291161
2 49 114 58	0.002004008016032064 0.00010831889081455805
2 49 114 88	0.009174311926605505 0.0003249566724436742
2 49 114 91	0.003947368421052632 0.0005415944540727903
2 49 114 98	0.014925373134328358 0.00010831889081455805
2 49 114 108	0.047619047619047616 0.0004332755632582322
2 49 114 115	0.011235955056179775 0.00010831889081455805
2 49 114 123	0.026845637583892617 0.00010831889081455805
2 50	0.041015625 0.002274696707105719
2 50 1 66	0.0012624813497073338 0.0010831889081455806
2 50 6 71	0.00031938677738741617 0.0007582322357019064
2 50 8 8	0.02631578947368421 0.00010831889081455805
2 50 8 73	0.020833333333333332 0.00010831889081455805
2 50 10 75	0.0015513496742165685 0.0005415944540727903
2 50 16 81	0.0036862584476756092 0.001841421143847487
2 50 20 85	0.0006534922626516102 0.01169844020797227
2 50 23	0.3697478991596639 0.00444107452339688
2 50 23 23	0.043478260869565216 0.0006499133448873484
2 50 23 50	0.0390625 0.0005415944540727903
2 50 23 88	0.04516129032258064 0.0007582322357019064
