76 11 89	1.0 0.1246814350127426
89 23 39 77	0.10328638497652583 0.002352479905900804
89 23 39 104	0.15905301767255753 0.04626543814938247
89 23 39 105	0.04703753957485301 0.01215447951382082
89 23 39 122	0.2391304347826087 0.001176239952950402
89 23 40 77	0.08076923076923077 0.002548519898059204
89 23 40 104	0.0989492119089317 0.037051558517937656
89 23 40 105	0.04870557261956999 0.01744755930209763
89 23 43 81	0.06182795698924731 0.003724759851009606
89 23 43 108	0.059548254620123205 0.004312879827484807
89 23 44 109	0.12745098039215685 0.0007841599686336013
89 23 45 110	0.09403708034073827 0.05841991766320329
89 23 46 111	0.018783629065468353 0.4557929817682807
89 23 51 87	0.005025125628140704 0.00019603999215840032
89 23 51 116	0.046318607764390896 0.020388159184473634
89 23 57 104	0.36585365853658536 0.0029405998823760046
89 23 57 122	0.25625 0.007253479709860812
89 23 58	0.5238095238095238 0.0009801999607920015
89 23 58 123	0.9285714285714286 0.0021564399137424034
89 23 63 128	0.14285714285714285 0.00039207998431680063
89 23 67 2	0.10101010101010101 0.005293079788276808
89 23 73	0.5714285714285714 0.0007841599686336013
89 23 73 8	0.4 0.0009801999607920015
89 23 73 73	0.6666666666666666 0.0009801999607920015
89 23 73 123	0.875 0.0007841599686336013
89 23 88	0.9583333333333334 0.021956479121740834
89 23 88 8	0.3125 0.0009801999607920015
89 23 88 23	0.4523809523809524 0.010782199568712018
89 23 88 58	0.4583333333333333 0.001176239952950402
89 23 88 73	0.3333333333333333 0.0009801999607920015
89 23 88 88	0.4628099173553719 0.010586159576553617
89 23 88 109	0.1 0.00039207998431680063
89 23 88 123	0.5454545454545454 0.001176239952950402
89 23 109 44	0.3333333333333333 0.0007841599686336013
89 23 115 115	0.23076923076923078 0.00039207998431680063
89 23 123	0.5 0.0009801999607920015
89 23 123 58	0.47619047619047616 0.0015683199372672025
89 24 89	0.8595237132922547 1.0
89 24 89 8	0.4026252983293556 0.009409919623603215
89 24 89 23	0.4392879998103861 0.01235051950597922
89 24 89 43	0.013795043492170306 0.0009801999607920015
89 24 89 44	0.02584453919317809 0.0007841599686336013
89 24 89 50	0.15839583000904206 0.002352479905900804
89 24 89 58	0.26513607481117374 0.009213879631444814
89 24 89 73	0.4527542325498177 0.009409919623603215
89 24 89 88	0.45192753163785326 0.01235051950597922
89 24 89 108	0.7007565144298122 0.0009801999607920015
89 24 89 109	0.019647932977609334 0.000588119976475201
89 24 89 115	0.1856377010347837 0.002352479905900804
89 24 89 123	0.43156833409223966 0.010782199568712018
89 24 108	0.7692307692307693 0.00019603999215840032
89 24 110	0.7963800904977375 0.001960399921584003
89 26 30 85	0.006180469715698393 0.0009801999607920015
89 26 49 114	0.003289473684210526 0.00039207998431680063
89 26 91	0.26136363636363635 0.002744559890217604
89 33 98 73	0.25 0.00019603999215840032
89 35 80 14	0.0009854158454867955 0.00019603999215840032
89 35 80 77	0.02821652904227539 0.003920799843168006
89 35 80 85	0.018604139629063106 0.15095079396196825
89 35 80 104	0.04104581867267245 0.050970397961184084
89 35 80 105	0.014998481486793154 0.03626739854930406
89 35 80 116	0.0015616866215512754 0.000588119976475201
89 35 80 122	0.00045558086560364467 0.00039207998431680063
89 35 100	0.027912930911360788 0.5481278180748873
89 35 100 8	0.01363325179109489 0.007645559694177613
89 35 100 23	0.019299163768556348 0.009605959615761616
89 35 100 43	0.0003730626985293456 0.000588119976475201
89 35 100 44	0.0021626239837669705 0.001372279945108802
89 35 100 50	0.023744312908848094 0.001960399921584003
89 35 100 58	0.023807545000588695 0.008821799647128014
89 35 100 73	0.014420626592714736 0.007645559694177613
89 35 100 88	0.020200800492429484 0.009605959615761616
89 35 100 108	0.10910307898259705 0.00039207998431680063
89 35 100 109	0.006788262923226448 0.002548519898059204
89 35 100 115	0.02403692363935475 0.0021564399137424034
89 35 100 123	0.03514223733533709 0.008625759654969613
89 35 103 14	0.2650231124807396 0.0007841599686336013
89 35 103 108	0.32252701579384874 0.0007841599686336013
89 35 103 109	0.4166666666666667 0.00039207998431680063
89 35 121 85	0.1388888888888889 0.0009801999607920015
89 36 101	0.03806456457709284 0.11193883552244657
89 36 101 8	0.013415574402467233 0.003136639874534405
89 36 101 23	0.017436100653853776 0.003136639874534405
89 36 101 44	0.017175862593099254 0.001960399921584003
89 36 101 58	0.0158311345646438 0.0033326798666928055
89 36 101 73	0.02067981934870454 0.003136639874534405
89 36 101 88	0.020178858060077964 0.003136639874534405
89 36 101 109	0.009789844667797937 0.002352479905900804
89 36 101 123	0.030737704918032786 0.0021564399137424034
89 36 127	0.052701801200800535 0.003724759851009606
89 37 102	0.07458697764820214 0.033914918643403257
89 37 102 109	0.03225806451612903 0.000588119976475201
89 37 111	0.009631266720949168 0.08508135659674573
89 37 111 8	0.0038139944257004547 0.002744559890217604
89 37 111 50	0.03302509907529723 0.003136639874534405
89 37 111 58	0.014734774066797643 0.0029405998823760046
89 39 14	0.5 0.00019603999215840032
89 39 15 100	0.056255024990260846 0.34640266614389337
89 39 18 85	0.00098747591522158 0.007841599686336012
89 39 18 105	0.00196078431372549 0.00019603999215840032
89 39 27 77	0.09100998890122086 0.001372279945108802
89 39 27 104	0.21149164096737544 0.016271319349147224
89 39 27 105	0.045850701023114816 0.01235051950597922
89 39 27 122	0.10282776349614396 0.001372279945108802
89 39 30 14	0.2 0.00019603999215840032
89 39 30 77	0.10338345864661654 0.00039207998431680063
89 39 30 85	0.08289558654856338 0.14820623407175063
89 39 30 104	0.0020693222969477496 0.00039207998431680063
89 39 30 105	0.08463796477495107 0.000588119976475201
89 39 33 104	0.07692307692307693 0.00019603999215840032
89 39 34 104	0.010968921389396709 0.001176239952950402
89 39 34 105	0.004709576138147566 0.000588119976475201
89 39 52 77	0.12926249008723237 0.001176239952950402
89 39 52 85	0.097062779855903 0.04508919819643207
89 39 52 104	0.11432009626955475 0.0029405998823760046
89 39 52 105	0.06235107227958697 0.0007841599686336013
89 39 52 122	0.09369024856596558 0.0015683199372672025
89 39 56	0.025974025974025976 0.00039207998431680063
89 39 77	0.11257142857142857 0.017055479317780828
89 39 77 44	0.12409189083055173 0.0017643599294256027
89 39 77 58	0.12177121771217712 0.0007841599686336013
89 39 77 109	0.039925719591457756 0.0009801999607920015
89 39 77 115	0.1111111111111111 0.0007841599686336013
89 39 77 123	0.19756838905775076 0.001176239952950402
89 39 83 85	0.0009750297265160523 0.007841599686336012
89 39 83 105	0.001941747572815534 0.00019603999215840032
89 39 85	0.01794616151545364 0.0035287198588512055
89 39 85 123	0.25 0.00019603999215840032
89 39 92 104	0.21674983727489694 0.04999019800039208
89 39 92 105	0.04504958816607833 0.01881983924720643
89 39 93 14	0.2782608695652174 0.0007841599686336013
89 39 93 56	0.612 0.00019603999215840032
89 39 93 75	0.0029233355258349776 0.002548519898059204
89 39 93 81	0.10841533763148965 0.0017643599294256027
89 39 93 108	0.20248937462052216 0.001960399921584003
89 39 93 110	0.0850496993113763 0.015095079396196824
89 39 95 104	0.01509433962264151 0.0007841599686336013
89 39 95 105	0.008695652173913044 0.000588119976475201
89 39 95 116	0.007853403141361256 0.000588119976475201
89 39 98 104	0.024390243902439025 0.00019603999215840032
89 39 99 14	0.5 0.00019603999215840032
89 39 99 77	0.0888382687927107 0.000588119976475201
89 39 99 85	0.07584726885189574 0.124877475004901
89 39 99 104	0.003878474466709761 0.000588119976475201
89 39 99 105	0.0748792270531401 0.000588119976475201
89 39 104	0.16906738688273149 0.29641246814350125
89 39 104 8	0.18074735987002438 0.003724759851009606
89 39 104 23	0.1915739268680445 0.00607723975691041
89 39 104 58	0.11016569637259292 0.003724759851009606
89 39 104 73	0.18705338377469524 0.003724759851009606
89 39 104 88	0.20091704877032096 0.00607723975691041
89 39 104 109	0.005491990846681922 0.0009801999607920015
89 39 104 115	0.020338983050847456 0.00039207998431680063
89 39 104 123	0.06385404789053592 0.0033326798666928055
89 39 105	0.059050712075662155 0.13840423446383063
89 39 105 8	0.0035923039454456894 0.002744559890217604
89 39 105 23	0.09359400998336107 0.002744559890217604
89 39 105 58	0.0335167583791896 0.0017643599294256027
89 39 105 73	0.0036559672821911016 0.002744559890217604
89 39 105 88	0.10429164743885556 0.0029405998823760046
89 39 105 109	0.0011795930404010617 0.00019603999215840032
89 39 105 123	0.20761245674740483 0.006861399725544011
89 39 117 56	0.8004956629491945 0.0021564399137424034
89 39 117 81	0.23259700624909171 0.007645559694177613
89 39 117 104	0.1482059282371295 0.03509115859635366
89 39 117 105	0.04473902236951118 0.009998039600078416
89 39 117 108	0.15496125968507873 0.001372279945108802
89 39 117 110	0.0763392245513084 0.014506959419721624
89 39 118 75	0.006486486486486486 0.000588119976475201
89 39 118 81	0.0058823529411764705 0.00019603999215840032
89 39 122	0.06917394224311618 0.006665359733385611
89 39 122 23	0.6 0.00039207998431680063
89 39 122 88	0.6 0.00039207998431680063
89 39 126 2	0.01347973766849672 0.009998039600078416
89 40 1 66	0.0821917808219178 0.0035287198588512055
89 40 15 100	0.017851763713588577 0.34287394628504214
89 40 18 85	0.0014847003440159334 0.008037639678494413
89 40 18 104	0.003816793893129771 0.00019603999215840032
89 40 27 77	0.13516896120150187 0.003724759851009606
89 40 27 104	0.07298474945533769 0.01764359929425603
89 40 27 105	0.04906970018316784 0.021760439129582435
89 40 27 122	0.14366197183098592 0.0017643599294256027
89 40 30 77	0.02551337896701929 0.00039207998431680063
89 40 30 85	0.050040239206606656 0.17565183297392667
89 40 30 104	0.00135623869801085 0.00019603999215840032
89 40 30 105	0.020205871139916128 0.000588119976475201
89 40 34 104	0.2574750830564784 0.030386198784552048
89 40 34 105	0.10204081632653061 0.007841599686336012
89 40 52 85	0.08802179423073607 0.05018623799255048
89 40 52 104	0.0665024630541872 0.0017643599294256027
89 40 52 105	0.03354746609564597 0.0015683199372672025
89 40 52 122	0.08317929759704251 0.0015683199372672025
89 40 52 128	0.015037593984962405 0.00039207998431680063
89 40 77	0.07286364854004822 0.01744755930209763
89 40 77 23	0.13193116634799235 0.0009801999607920015
89 40 77 50	0.11009174311926606 0.0007841599686336013
89 40 77 123	0.13777777777777778 0.001176239952950402
89 40 83 85	0.001508961760700747 0.008037639678494413
89 40 83 104	0.003861003861003861 0.00019603999215840032
89 40 85	0.061195445920303605 0.02528915898843364
89 40 92 77	0.14993804213135067 0.004312879827484807
89 40 92 85	0.005517503805175038 0.005685159772593609
89 40 92 104	0.06531141868512111 0.01881983924720643
89 40 92 105	0.049484736535096246 0.021760439129582435
89 40 93 14	0.16666666666666666 0.000588119976475201
89 40 93 75	0.002833721283270924 0.003136639874534405
89 40 93 81	0.08908341915550978 0.0017643599294256027
89 40 93 108	0.14711538461538462 0.0015683199372672025
89 40 93 110	0.052264128866180426 0.01195843952166242
89 40 95 104	0.2165206508135169 0.033914918643403257
89 40 95 105	0.07076101468624833 0.010390119584395216
89 40 99 85	0.04281543144685345 0.14781415408743384
89 40 99 104	0.0033003300330033004 0.00019603999215840032
89 40 99 105	0.030120481927710843 0.000588119976475201
89 40 99 122	0.011834319526627219 0.00019603999215840032
89 40 99 128	0.015037593984962405 0.00039207998431680063
89 40 104	0.09491840285942717 0.16683003332679866
89 40 104 8	0.0762423417290674 0.0021564399137424034
89 40 104 23	0.07022282241728561 0.002352479905900804
89 40 104 44	0.0006289308176100629 0.00019603999215840032
89 40 104 58	0.0673758865248227 0.0033326798666928055
89 40 104 88	0.07439198855507868 0.002352479905900804
89 40 104 123	0.0274822695035461 0.0009801999607920015
89 40 105	0.060208547193257335 0.34032542638698293
89 40 105 8	0.015177904951480468 0.005881199764752009
89 40 105 23	0.0552312528064661 0.005293079788276808
89 40 105 50	0.05663430420711974 0.002548519898059204
89 40 105 58	0.0466704610130905 0.003920799843168006
89 40 105 73	0.015567843470863462 0.005881199764752009
89 40 105 88	0.0603448275862069 0.005489119780435208
89 40 105 115	0.06829268292682927 0.002352479905900804
89 40 105 123	0.1123101518784972 0.008625759654969613
89 40 117 56	0.7037037037037037 0.001372279945108802
89 40 117 81	0.13422164445888854 0.006861399725544011
89 40 117 104	0.1734806629834254 0.03077827876886885
89 40 117 105	0.063257065948856 0.009017839639286415
89 40 117 110	0.05099160945842868 0.010978239560870417
89 40 118 75	0.010035610229847848 0.0009801999607920015
