1	1.0 1.0
6 102 1	0.5743589743589743 0.03315217391304348
6 102 20 1	0.020833333333333332 0.0010869565217391304
6 102 44 1	0.17551020408163265 0.005434782608695652
6 102 73 1	0.09090909090909091 0.002173913043478261
6 102 75 1	0.9615384615384616 0.02717391304347826
6 102 109 1	0.06622516556291391 0.004891304347826087
6 111 1	0.05454545454545454 0.0005434782608695652
8 1	1.0 0.00923913043478261
8 1 66 1	0.9635593220338983 0.00923913043478261
8 6 71 1	0.571236559139785 0.005434782608695652
8 6 102 1	0.5 0.0010869565217391304
8 8 1	1.0 0.020652173913043477
8 8 8 1	1.0 0.010326086956521738
8 8 73 1	1.0 0.010326086956521738
8 10 75 1	0.7777777777777778 0.002717391304347826
8 12 104 1	0.5555555555555556 0.002717391304347826
8 12 105 1	0.5294117647058824 0.002717391304347826
8 16 108 1	0.14285714285714285 0.0005434782608695652
8 20 1	0.5 0.0005434782608695652
8 20 27 1	0.5454545454545454 0.002173913043478261
8 20 77 1	0.875 0.002717391304347826
8 20 83 1	0.052884615384615384 0.004347826086956522
8 20 85 1	0.7238403451995685 0.008152173913043478
8 20 92 1	0.5454545454545454 0.002173913043478261
8 24 89 1	0.18181818181818182 0.0010869565217391304
8 35 100 1	0.43922773146116717 0.003260869565217391
8 36 127 1	0.3924050632911392 0.002173913043478261
8 37 102 1	0.638095238095238 0.004347826086956522
8 37 111 1	0.02247191011235955 0.0005434782608695652
8 40 104 1	0.6568627450980392 0.0038043478260869567
8 40 105 1	0.5921787709497207 0.00923913043478261
8 41 106 1	0.6451612903225806 0.002717391304347826
8 43 81 1	0.38461538461538464 0.002717391304347826
8 45 110 1	0.09046454767726161 0.002717391304347826
8 46 111 1	0.3172432495254329 0.017391304347826087
8 49 114 1	0.07142857142857142 0.0005434782608695652
8 51 116 1	0.43687374749499 0.007065217391304348
8 57 122 1	1.0 0.0010869565217391304
8 62 127 1	0.37037037037037035 0.0016304347826086956
8 67 2 1	0.7037037037037037 0.005434782608695652
8 67 4 1	1.0 0.0005434782608695652
8 73 1	1.0 0.023369565217391305
8 73 8 1	1.0 0.010326086956521738
8 73 73 1	1.0 0.010326086956521738
8 123 58 1	1.0 0.005434782608695652
10 1	1.0 0.0010869565217391304
10 1 66 1	0.9899569583931134 0.0010869565217391304
10 6 71 1	0.8841201716738197 0.07010869565217391
10 6 102 1	0.9404761904761905 0.03858695652173913
10 14 1	1.0 0.017391304347826087
10 14 23 1	1.0 0.003260869565217391
10 14 88 1	1.0 0.003260869565217391
10 14 109 1	1.0 0.003260869565217391
10 28 77 1	0.15703703703703703 0.015217391304347827
10 28 104 1	0.23044925124792012 0.04184782608695652
10 28 105 1	0.5089361702127659 0.02826086956521739
10 28 118 1	1.0 0.008695652173913044
10 30 83 1	0.017543859649122806 0.0005434782608695652
10 32 75 1	0.7685714285714286 0.06086956521739131
10 33 75 1	0.7703703703703704 0.007065217391304348
10 37 71 1	0.9615384615384616 0.0010869565217391304
10 37 102 1	1.0 0.0010869565217391304
10 46 111 1	0.609375 0.0010869565217391304
10 53 77 1	0.4602272727272727 0.004891304347826087
10 53 104 1	0.45244956772334294 0.007065217391304348
10 53 105 1	0.5234375 0.005434782608695652
10 53 122 1	0.08333333333333333 0.0005434782608695652
10 75 1	0.7796190476190477 0.15706521739130436
10 75 8 1	0.8076923076923077 0.02010869565217391
10 75 10 1	0.8364779874213837 0.024456521739130436
10 75 20 1	0.009105960264900662 0.003260869565217391
10 75 23 1	0.75 0.044021739130434785
10 75 44 1	0.7415384615384616 0.05652173913043478
10 75 50 1	0.9069767441860465 0.014130434782608696
10 75 56 1	1.0 0.002173913043478261
10 75 58 1	0.3287671232876712 0.0125
10 75 73 1	0.8076923076923077 0.02010869565217391
10 75 88 1	0.75 0.044021739130434785
10 75 98 1	0.030612244897959183 0.0016304347826086956
10 75 109 1	0.8068965517241379 0.04456521739130435
10 75 110 1	0.7396449704142012 0.035326086956521736
10 75 115 1	0.9344262295081968 0.02282608695652174
10 75 123 1	0.8622754491017964 0.04619565217391304
10 97 14 1	0.9130434782608695 0.014130434782608696
10 97 75 1	0.7359781121751026 0.019021739130434784
10 98 75 1	0.7222222222222222 0.004347826086956522
12 1	0.5 0.0005434782608695652
12 15 100 1	0.48824188129899215 0.007608695652173913
12 15 102 1	1.0 0.0016304347826086956
12 18 1	0.011494252873563218 0.0005434782608695652
12 18 18 1	0.029886843193602786 0.002173913043478261
12 18 27 1	0.01483679525222552 0.0005434782608695652
12 18 83 1	0.028570294243118063 0.002173913043478261
12 18 85 1	0.0211864406779661 0.002173913043478261
12 18 85 20	2.072624772011275e-05 0.0005434782608695652
12 27 1	0.3333333333333333 0.0005434782608695652
12 27 85 1	0.02054794520547945 0.002173913043478261
12 27 104 1	0.5714285714285714 0.006521739130434782
12 27 105 1	0.38596491228070173 0.0038043478260869567
12 30 1	0.5714285714285714 0.0038043478260869567
12 30 77 1	0.8571428571428571 0.002717391304347826
12 30 83 1	0.028328611898016998 0.0038043478260869567
12 30 85 1	0.5245033112582781 0.017934782608695653
12 30 95 1	0.13333333333333333 0.002173913043478261
12 34 77 1	0.31746031746031744 0.002717391304347826
12 34 104 1	0.3357664233576642 0.002717391304347826
12 34 105 1	0.4098360655737705 0.002717391304347826
12 45 110 1	0.028265107212475632 0.002173913043478261
12 52 1	0.5 0.002717391304347826
12 52 77 1	0.39655172413793105 0.00923913043478261
12 52 85 1	0.49700598802395207 0.007608695652173913
12 77 1	0.7138849929873773 0.09239130434782608
12 77 8 1	0.5 0.002173913043478261
12 77 20 1	0.19667590027700832 0.01141304347826087
12 77 44 1	0.2833333333333333 0.01847826086956522
12 77 73 1	0.5 0.002173913043478261
12 77 109 1	0.06944444444444445 0.004347826086956522
12 77 115 1	0.3076923076923077 0.002173913043478261
12 77 123 1	0.9 0.004347826086956522
12 83 85 1	0.020964360587002098 0.002173913043478261
12 85 1	0.753731343283582 0.003260869565217391
12 85 8 1	0.9166666666666666 0.0010869565217391304
12 85 20 1	0.48614834673815904 0.0005434782608695652
12 85 44 1	0.19444444444444445 0.0005434782608695652
12 85 50 1	0.6428571428571429 0.0005434782608695652
12 85 58 1	1.0 0.0005434782608695652
12 85 73 1	0.9166666666666666 0.0010869565217391304
12 85 109 1	0.34375 0.002173913043478261
12 85 115 1	0.6428571428571429 0.0005434782608695652
12 85 123 1	0.6666666666666666 0.0005434782608695652
12 86 2 1	0.32954545454545453 0.0005434782608695652
12 86 31 1	1.0 0.0005434782608695652
12 86 108 1	1.0 0.0005434782608695652
12 92 77 1	0.2222222222222222 0.0016304347826086956
12 92 83 1	0.04 0.002173913043478261
12 92 85 1	0.019867549668874173 0.002173913043478261
12 92 104 1	0.5714285714285714 0.006521739130434782
12 92 105 1	0.47368421052631576 0.005978260869565218
12 93 14 1	0.8780487804878049 0.010869565217391304
12 93 75 1	0.1729200652528548 0.009782608695652175
12 93 81 1	0.5384615384615384 0.005978260869565218
12 95 30 1	0.4930555555555556 0.0005434782608695652
12 95 105 1	0.47368421052631576 0.0010869565217391304
12 99 1	0.5833333333333334 0.0038043478260869567
12 99 18 1	0.034858387799564274 0.007608695652173913
12 99 77 1	0.31746031746031744 0.007608695652173913
12 99 83 1	0.034858387799564274 0.007608695652173913
12 99 85 1	0.30458817025981205 0.010869565217391304
12 104 1	0.5644171779141104 0.03695652173913044
12 104 1 1	0.5 0.002717391304347826
12 104 20 1	0.39839333531687 0.0125
12 104 20 56	0.16374269005847952 0.0010869565217391304
12 104 44 1	0.11904761904761904 0.005434782608695652
12 104 109 1	0.1881918819188192 0.010326086956521738
12 105 1	0.7147058823529412 0.058152173913043476
12 105 8 1	0.4943820224719101 0.0038043478260869567
12 105 10 1	0.8888888888888888 0.004347826086956522
12 105 20 1	0.4301181102362205 0.010326086956521738
12 105 20 56	0.1935483870967742 0.0010869565217391304
12 105 23 1	0.6481481481481481 0.01684782608695652
12 105 44 1	0.21359223300970873 0.008695652173913044
12 105 50 1	0.6428571428571429 0.004891304347826087
12 105 56 1	0.8333333333333334 0.002717391304347826
12 105 58 1	0.48 0.006521739130434782
12 105 73 1	0.49295774647887325 0.003260869565217391
12 105 88 1	0.6481481481481481 0.01684782608695652
12 105 109 1	0.2543859649122807 0.01576086956521739
12 105 115 1	0.6428571428571429 0.004891304347826087
12 105 123 1	0.5285714285714286 0.01576086956521739
12 117 30 1	0.5086206896551724 0.004347826086956522
12 117 77 1	0.39655172413793105 0.003260869565217391
12 117 81 1	0.4235294117647059 0.011956521739130435
12 117 99 1	0.4 0.0010869565217391304
12 117 104 1	0.3669724770642202 0.003260869565217391
12 117 105 1	0.5882352941176471 0.0038043478260869567
12 117 108 1	0.6153846153846154 0.004347826086956522
12 117 110 1	0.1971326164874552 0.005434782608695652
12 118 1	0.88 0.007065217391304348
12 118 21 1	0.2777777777777778 0.008152173913043478
12 118 30 1	0.3466666666666667 0.008152173913043478
12 118 44 1	1.0 0.0010869565217391304
12 118 75 1	0.4602272727272727 0.004891304347826087
12 118 81 1	1.0 0.0010869565217391304
12 118 98 1	0.6666666666666666 0.0010869565217391304
12 118 110 1	0.6666666666666666 0.004347826086956522
12 121 83 1	0.1 0.0005434782608695652
12 122 1	0.14285714285714285 0.002717391304347826
12 122 20 1	0.15384615384615385 0.008695652173913044
12 122 58 1	1.0 0.0016304347826086956
12 126 2 1	0.27714033539276256 0.024456521739130436
12 126 4 1	0.2 0.0016304347826086956
12 126 21 1	0.09016393442622951 0.00923913043478261
12 126 31 1	0.5454545454545454 0.003260869565217391
12 126 61 1	0.07758620689655173 0.006521739130434782
15 80 1	0.9047619047619048 0.008152173913043478
15 80 27 1	0.45652173913043476 0.002173913043478261
15 80 52 1	1.0 0.0016304347826086956
15 80 98 1	1.0 0.0005434782608695652
15 100 1	0.6742857142857143 0.004891304347826087
15 100 20 1	0.9464809384164223 0.006521739130434782
15 100 109 1	0.22727272727272727 0.0010869565217391304
16 28 77 1	0.5384615384615384 0.002717391304347826
16 28 104 1	0.43209876543209874 0.0016304347826086956
16 28 105 1	0.6235294117647059 0.0038043478260869567
16 30 1	0.2857142857142857 0.002173913043478261
16 30 18 1	0.031746031746031744 0.004891304347826087
16 30 18 56	0.00819672131147541 0.0005434782608695652
16 30 27 1	0.09523809523809523 0.0010869565217391304
16 30 77 1	0.4444444444444444 0.002173913043478261
16 30 83 1	0.031746031746031744 0.004891304347826087
16 30 85 1	0.5789473684210527 0.008152173913043478
16 32 81 1	0.3333333333333333 0.0038043478260869567
16 32 108 1	0.24 0.0016304347826086956
16 33 81 1	0.34210526315789475 0.004347826086956522
16 33 108 1	0.24 0.0016304347826086956
16 51 116 1	0.5 0.0005434782608695652
16 52 77 1	0.4235294117647059 0.005978260869565218
16 52 104 1	0.4619289340101523 0.006521739130434782
16 52 105 1	0.42386831275720166 0.00923913043478261
16 52 118 1	1.0 0.0005434782608695652
16 52 122 1	0.5555555555555556 0.0010869565217391304
16 53 77 1	1.0 0.0010869565217391304
16 53 104 1	0.6666666666666666 0.0010869565217391304
16 81 1	0.6331877729257642 0.29347826086956524
16 81 8 1	0.2647058823529412 0.004347826086956522
16 81 12 1	0.42857142857142855 0.003260869565217391
16 81 20	0.007190795781399808 0.0016304347826086956
16 81 20 1	0.3147286821705426 0.05380434782608696
16 81 20 56	0.2902638762511374 0.019021739130434784
16 81 23 1	0.3595505617977528 0.014130434782608696
16 81 40 1	0.104 0.0038043478260869567
16 81 44 1	0.22562674094707522 0.02826086956521739
16 81 50 1	0.20689655172413793 0.004347826086956522
16 81 58 1	0.6326530612244898 0.01684782608695652
16 81 73 1	0.2647058823529412 0.004347826086956522
16 81 75 1	1.0 0.002173913043478261
16 81 88 1	0.367816091954023 0.014130434782608696
16 81 109 1	0.23076923076923078 0.025543478260869567
16 81 115 1	0.24489795918367346 0.004347826086956522
16 81 123 1	0.31521739130434784 0.010869565217391304
16 97 81 1	0.3333333333333333 0.004891304347826087
16 97 108 1	0.7777777777777778 0.0038043478260869567
16 98 81 1	0.34210526315789475 0.005434782608695652
16 98 108 1	0.7777777777777778 0.0038043478260869567
16 108 1	0.44153577661431065 0.07608695652173914
16 108 8 1	0.38461538461538464 0.004891304347826087
16 108 20 1	0.20625 0.030434782608695653
16 108 20 56	0.15632183908045977 0.011956521739130435
16 108 23 1	0.14 0.003260869565217391
16 108 40 1	0.16666666666666666 0.0016304347826086956
16 108 44 1	0.05357142857142857 0.007608695652173913
16 108 57 1	0.5 0.002173913043478261
16 108 73 1	0.38461538461538464 0.004891304347826087
16 108 88 1	0.14 0.003260869565217391
16 108 109 1	0.041666666666666664 0.002173913043478261
18 1	0.056338028169014086 0.004347826086956522
18 1 66 1	0.0685933147632312 0.007608695652173913
18 15 80 1	0.09134615384615384 0.004347826086956522
18 18 1	0.372271428226702 0.01358695652173913
18 18 18 1	0.26729411012262 0.01358695652173913
18 18 18 56	0.07115525054279957 0.0016304347826086956
18 18 27 1	0.35194966715697723 0.01358695652173913
18 18 56	0.09631486004981504 0.0016304347826086956
18 18 83 1	0.2677685862589913 0.01358695652173913
18 18 83 56	0.06370691861586485 0.0016304347826086956
18 18 85 1	0.1755506099011509 0.011956521739130435
18 18 92 1	0.3502129865119844 0.01358695652173913
18 27 1	0.196875 0.01358695652173913
18 27 18 1	0.2947012665971651 0.01358695652173913
18 27 83 1	0.30096909650834974 0.01358695652173913
18 27 85 1	0.08388783269961977 0.01141304347826087
18 34 104 1	0.05860113421550094 0.004891304347826087
18 45 110 1	0.13792174758734196 0.01358695652173913
18 45 110 56	0.0312736062849373 0.0016304347826086956
18 56	0.017857142857142856 0.0005434782608695652
18 56 66 1	0.11790393013100436 0.0038043478260869567
18 83 1	0.3970297506683698 0.01358695652173913
18 83 18 1	0.419357056422168 0.01358695652173913
18 83 18 56	0.15284690818424826 0.0016304347826086956
18 83 27 1	0.4323738128373574 0.01358695652173913
18 83 56	0.10369689037479338 0.0016304347826086956
18 83 83 1	0.4568628029850182 0.01358695652173913
18 83 83 56	0.17821101840652043 0.0016304347826086956
18 83 85 1	0.18473706511715587 0.011956521739130435
18 83 92 1	0.4114115714729799 0.01358695652173913
18 83 92 56	0.05718477630657672 0.0016304347826086956
18 85 1	0.0598669623059867 0.008152173913043478
18 85 20 1	0.05543124682699359 0.01141304347826087
18 85 115 1	0.05952380952380952 0.0010869565217391304
18 86 30 1	0.07672634271099744 0.005434782608695652
18 86 108 1	0.08139534883720931 0.0010869565217391304
18 92 1	0.18729641693811075 0.01358695652173913
18 92 18 1	0.3796182074760859 0.01358695652173913
18 92 18 56	0.0823663166576423 0.0016304347826086956
18 92 27 1	0.17799148667822798 0.0125
18 92 83 1	0.3909544945960174 0.01358695652173913
18 92 85 1	0.08480037723986168 0.01141304347826087
18 92 92 1	0.18732577587808957 0.011956521739130435
18 117 99 1	0.05 0.0010869565217391304
19 84 1	0.5 0.004891304347826087
19 84 98 1	0.5 0.0005434782608695652
20	0.0017605633802816902 0.0005434782608695652
20 1	0.5614973262032086 0.05652173913043478
20 1 66 1	0.556672860421904 0.06086956521739131
20 1 66 56	0.9411764705882353 0.02391304347826087
20 1 121 1	0.9 0.02391304347826087
20 1 121 56	0.9574468085106383 0.02391304347826087
20 15 80 1	0.42160278745644597 0.051086956521739134
20 15 100 1	0.3445118394960924 0.11413043478260869
20 15 100 20	0.0008091094940908037 0.017391304347826087
20 15 100 51	0.002553250218521415 0.0005434782608695652
20 15 102 1	0.96 0.013043478260869565
20 18 1	0.03188575899843506 0.08478260869565217
20 18 18 1	0.053372548540369595 0.1282608695652174
20 18 18 18	8.614276972722261e-05 0.0010869565217391304
20 18 18 56	0.027466103991218235 0.03206521739130435
20 18 18 83	0.00010042853692988157 0.0010869565217391304
20 18 27 1	0.03607129385137684 0.09184782608695652
20 18 27 56	0.020125553914327916 0.03206521739130435
20 18 45 110	5.2531602304790375e-05 0.0010869565217391304
20 18 56	0.0010050251256281408 0.0010869565217391304
20 18 77 1	0.021067415730337078 0.01576086956521739
20 18 77 51	0.0002106593638087213 0.0005434782608695652
20 18 83	0.00015253439374383727 0.0010869565217391304
20 18 83 1	0.05391536506859834 0.1282608695652174
20 18 83 18	4.4321209443832596e-05 0.0010869565217391304
20 18 83 27	0.00014723046326712763 0.0005434782608695652
20 18 83 56	0.03268725209177196 0.03206521739130435
20 18 83 83	4.410065148972248e-05 0.0010869565217391304
20 18 85 1	0.017143718365757777 0.12880434782608696
20 18 85 51	0.0005581722055328036 0.0005434782608695652
20 18 92 1	0.0370766835344492 0.09184782608695652
20 18 92 56	0.019223985890652558 0.03206521739130435
20 18 95 1	0.011985947509816079 0.010326086956521738
20 18 104 1	0.03896103896103896 0.004891304347826087
20 18 105 1	0.003787878787878788 0.0016304347826086956
20 18 122 51	0.000949667616334283 0.0005434782608695652
20 19 84	0.0004114379757251594 0.0005434782608695652
20 19 84 1	0.015151515151515152 0.007065217391304348
20 27 1	0.18478260869565216 0.03695652173913044
20 27 18	0.0002669935314748965 0.0010869565217391304
20 27 18 1	0.03356245301256578 0.13369565217391305
20 27 18 56	0.013950434925324143 0.035326086956521736
20 27 18 83	3.464481948175217e-05 0.0010869565217391304
20 27 27 1	0.26498237367802585 0.07445652173913044
20 27 27 56	0.11198208286674133 0.03206521739130435
20 27 45 110	0.0001380559567228845 0.0010869565217391304
20 27 83 1	0.03364839319470699 0.13369565217391305
20 27 83 56	0.013659178803587592 0.035326086956521736
20 27 85 1	0.02914412981228126 0.07336956521739131
20 27 85 20	0.00010168738481948142 0.002173913043478261
20 27 85 51	0.00266541235497021 0.0005434782608695652
20 27 92 1	0.2722313147845063 0.07445652173913044
20 27 92 27	0.0005383672581070091 0.0010869565217391304
20 27 92 56	0.12089201877934272 0.03206521739130435
20 27 95 1	0.010993843447669306 0.005434782608695652
20 30 18 1	0.047058823529411764 0.0016304347826086956
20 30 83 1	0.047058823529411764 0.0016304347826086956
20 30 85 1	0.1980440097799511 0.0038043478260869567
20 33 85 1	0.5 0.0010869565217391304
20 33 98 1	0.2 0.002173913043478261
20 34 30 1	0.5593869731800766 0.07282608695652174
20 34 30 56	0.7526881720430108 0.03641304347826087
20 34 52 1	0.49624060150375937 0.03369565217391304
20 34 52 56	0.6875 0.010869565217391304
20 34 77 1	0.30458817025981205 0.09239130434782608
20 34 99	0.0022055580061755625 0.0010869565217391304
20 34 99 1	0.5612648221343873 0.07282608695652174
20 34 99 56	0.7608695652173914 0.03641304347826087
20 34 104 1	0.48713938129996526 0.13967391304347826
20 34 105 1	0.5692556634304207 0.13641304347826086
20 34 105 20	0.0018867924528301887 0.0010869565217391304
20 34 118 1	0.8260869565217391 0.010326086956521738
20 34 122 1	0.01935483870967742 0.003260869565217391
20 34 126 21	0.002793816353138387 0.0010869565217391304
20 45 108 1	0.006146753745678064 0.007608695652173913
20 45 108 51	0.000733810310034856 0.0005434782608695652
20 45 110 1	0.04128624173559633 0.12880434782608696
20 45 110 18	5.511022429995259e-05 0.0010869565217391304
20 45 110 56	0.01979358122437438 0.03206521739130435
20 45 110 83	4.525121302593005e-05 0.0010869565217391304
20 51 116 1	0.1934156378600823 0.009782608695652175
20 52 85 1	0.8333333333333334 0.003260869565217391
20 56	0.676923076923077 0.02391304347826087
20 56 66 1	0.913081650570676 0.024456521739130436
20 56 66 56	0.9777777777777777 0.02391304347826087
20 56 80 1	1.0 0.0005434782608695652
20 56 121 1	0.9183673469387755 0.024456521739130436
20 56 121 56	0.676923076923077 0.02391304347826087
20 66 1 56	1.0 0.0016304347826086956
20 77 1	0.753731343283582 0.05434782608695652
20 77 12 1	0.3110236220472441 0.01847826086956522
20 77 20 1	0.07682619647355164 0.019021739130434784
20 77 44 1	0.2005813953488372 0.03695652173913044
20 83 1	0.03192322757540149 0.08478260869565217
20 83 18 1	0.04263520734771971 0.12880434782608696
20 83 18 18	0.0002564186945565453 0.0010869565217391304
20 83 18 56	0.014396377474913184 0.03206521739130435
20 83 18 83	0.00025940625775610265 0.0010869565217391304
20 83 27	0.0001362356574127335 0.0010869565217391304
20 83 27 1	0.03549491049491049 0.09184782608695652
20 83 27 56	0.029936558287073752 0.03206521739130435
20 83 45 110	5.317271628168512e-05 0.0010869565217391304
20 83 56	0.0010050251256281408 0.0010869565217391304
20 83 77 1	0.021291696238467 0.01576086956521739
20 83 83	0.00019943923108510115 0.0010869565217391304
20 83 83 1	0.03983246697943659 0.12880434782608696
20 83 83 18	0.00014108581714606305 0.0010869565217391304
20 83 83 56	0.018849554861170847 0.03206521739130435
20 83 83 83	0.00014690908821571652 0.0010869565217391304
20 83 85 1	0.017143503051920323 0.12880434782608696
20 83 85 20	4.895528321367509e-05 0.0016304347826086956
20 83 85 51	0.0005571030640668524 0.0005434782608695652
20 83 86 21	0.0004640493889526875 0.0005434782608695652
20 83 92	0.00013658506973426615 0.0010869565217391304
20 83 92 1	0.03827020637344235 0.09184782608695652
20 83 92 56	0.030019880715705764 0.03206521739130435
20 83 92 92	0.00011840577389610162 0.0005434782608695652
20 83 95 1	0.010999371464487744 0.010326086956521738
20 83 104 1	0.03896103896103896 0.004891304347826087
20 83 105 1	0.003787878787878788 0.0016304347826086956
20 83 122 20	0.000354295837023915 0.0005434782608695652
20 85 1	0.677320181899699 0.26304347826086955
20 85 1 1	0.36363636363636365 0.016304347826086956
20 85 1 56	0.5454545454545454 0.011956521739130435
20 85 1 121	0.011450381679389313 0.0005434782608695652
20 85 8 1	0.744168547780286 0.08206521739130435
20 85 12	0.0012215435868961689 0.0005434782608695652
20 85 12 1	0.32142857142857145 0.017391304347826087
20 85 12 83	0.0004174432235050051 0.0005434782608695652
20 85 20	0.006397530433264977 0.013043478260869565
20 85 20 1	0.35558540622226487 0.11413043478260869
20 85 20 18	0.0004032703045504926 0.0010869565217391304
20 85 20 56	0.24574636028766883 0.035326086956521736
20 85 23 1	0.610126582278481 0.08532608695652173
20 85 39 1	0.1592356687898089 0.02717391304347826
20 85 39 27	5.288067475740991e-05 0.0005434782608695652
20 85 39 30	0.0008150345441966697 0.0010869565217391304
20 85 39 56	0.009993753903810118 0.008695652173913044
20 85 40 1	0.24455205811138014 0.04565217391304348
