1 66	0.0017985611510791368 0.00012553351744915893
15 80 117 0	0.16666666666666666 0.00012553351744915893
15 80 117 104	0.048031528387864855 0.07331157419030881
15 80 117 105	0.007795392835245686 0.01782575947778057
15 80 122	0.03571428571428571 0.0018830027617373838
15 85 35 100	0.0005219887772412893 0.024102435350238514
15 100	0.0018854397616028535 0.09251820236003012
15 100 1 66	0.0022065992713090777 0.006402209389907106
15 100 6 71	0.00030751980446445655 0.010419281948280191
15 100 12 104	0.0193114749285761 0.15654029625910118
15 100 12 105	0.005076314127739531 0.044940999246798896
15 100 16 81	0.0021015487456226226 0.05385387898568918
15 100 16 108	0.0017219143306844435 0.01983429575696711
15 100 20 85	0.006651353342896075 0.1069545568666834
15 100 20 104	0.03627635269961537 0.012051217675119257
15 100 21 104	0.23076923076923078 0.0005021340697966357
15 100 23	0.001005656819610308 0.0008787346221441124
15 100 24 89	0.0012834241992119432 0.031132312327391415
15 100 35 100	0.0006758498399232104 0.10256088375596284
15 100 36 101	0.00033622772820751087 0.018327893547577204
15 100 37 100	0.0005743638649269582 0.026362038664323375
15 100 37 102	0.0049491351100699075 0.017951292995229726
15 100 37 111	0.0004891689028575617 0.07268390660306302
15 100 39 77	0.00311028957924067 0.002008536279186543
15 100 39 85	0.0022284940317727204 0.07820738137082602
15 100 39 104	0.02308814746536778 0.17825759477780567
15 100 39 105	0.005958962230871157 0.05761988450916394
15 100 39 122	0.010466281720372884 0.0025106703489831783
15 100 40 77	0.002935537846986219 0.0021340697966357016
15 100 40 85	0.0003001229074763951 0.00590007532011047
15 100 40 104	0.017583382631465506 0.17612352498116998
15 100 40 105	0.004083299355686149 0.070298769771529
15 100 40 122	0.006665308918553628 0.0013808686919407481
15 100 43 81	0.001286984926360665 0.037785588752196834
15 100 43 85	0.014954718779790276 0.03150891287973889
15 100 43 108	0.0010460694919329847 0.02360030128044188
15 100 44	0.0007565441065214102 0.0005021340697966357
15 100 45 110	0.0008299519944318807 0.023725834797891036
15 100 46 102	0.00018508501265717398 0.005774541802661311
15 100 46 111	0.0002537739949639473 0.13457193070549836
15 100 49 114	0.00022165938124435664 0.0028872709013306555
15 100 51 66	0.017323911556872577 0.00012553351744915893
15 100 51 116	0.00032725578979501865 0.011423550087873463
15 100 57 104	0.0076107405507097655 0.07757971378358021
15 100 57 122	0.0037951957821057655 0.023976901832789353
15 100 65 0	0.0023923444976076554 0.00012553351744915893
15 100 73	0.0024073686414067407 0.0012553351744915891
15 100 73 73	0.003259105913948414 0.0012553351744915891
15 100 88	0.001055548225359546 0.0008787346221441124
15 100 109	0.0006963788300835655 0.0005021340697966357
15 102 1 66	0.046875 0.0007532011046949536
15 102 35 100	0.0005262072931245863 0.02435350238513683
15 102 37 100	0.0005641764244776621 0.026110971629425057
15 102 46 111	0.0002533086487703585 0.00941501380868692
15 102 57 122	0.10526315789473684 0.0010042681395932714
15 103 21 85	0.010390472421848075 0.059879487823248805
15 103 30 85	0.025253932000074277 0.05674114988701984
15 103 30 104	0.1641337386018237 0.00464474014561888
15 103 38 100	0.001730517135747706 0.09402460456942004
15 103 61 104	0.08409506398537477 0.005774541802661311
15 121 15 100	0.07407407407407407 0.00025106703489831785
15 121 34 104	1.0 0.0006276675872457946
15 121 56 100	0.07407407407407407 0.00025106703489831785
15 121 85	0.2777777777777778 0.0006276675872457946
18 15 80 85	0.0004156449752457593 0.00464474014561888
18 15 80 104	0.0038613979281133582 0.007783078081847854
18 15 100	0.00011843496651392316 0.0021340697966357016
18 18 1 66	1.2711500381688175e-07 0.00012553351744915893
18 18 15 100	8.540161995899497e-05 0.004268139593271403
18 18 18 85	0.0003547112769504642 0.007908611599297012
18 18 18 104	0.09083009469398645 0.01506402209389907
18 18 18 105	0.0052768516317765425 0.0008787346221441124
18 18 18 122	2.3191505793632228e-07 0.00012553351744915893
18 18 27 85	8.850002083996049e-05 0.007029876977152899
18 18 27 104	0.053473415015829306 0.012051217675119257
18 18 27 105	0.0022585289968732446 0.0006276675872457946
18 18 34 105	7.589210739126996e-06 0.0010042681395932714
18 18 51 116	2.2010563184023067e-08 0.0005021340697966357
18 18 77	1.4231776667829103e-07 0.00012553351744915893
18 18 83 77	8.276351356144984e-07 0.00012553351744915893
18 18 83 85	0.0003523607718580108 0.007908611599297012
18 18 83 104	0.09208708011681287 0.01506402209389907
18 18 83 105	0.005247884261272382 0.0007532011046949536
18 18 83 122	2.770676614486449e-07 0.00012553351744915893
18 18 85	0.00027173725110233476 0.007908611599297012
18 18 85 8	0.00702286845943207 0.00012553351744915893
18 18 85 50	0.0024882973229428053 0.00012553351744915893
18 18 85 58	0.0017684054525358268 0.00025106703489831785
18 18 85 73	0.00860372110945864 0.00012553351744915893
18 18 85 123	0.007244189263813664 0.00012553351744915893
18 18 92 85	8.875221951635405e-05 0.007029876977152899
18 18 92 104	0.0538593529561636 0.012051217675119257
18 18 92 105	0.0022700943381712894 0.0006276675872457946
18 18 95 105	3.428519184092619e-05 0.0017574692442882249
18 18 104	0.07215275081836299 0.01506402209389907
18 18 105	0.004581526320735098 0.0008787346221441124
18 18 105 73	0.02630744823302354 0.00012553351744915893
18 18 105 123	0.14002204721637002 0.00012553351744915893
18 18 117 105	2.7972110282678626e-06 0.0003766005523474768
18 18 122	1.484220853484374e-07 0.00012553351744915893
18 19 84 85	0.0001667395073210036 0.0021340697966357016
18 19 84 104	0.04129906661552231 0.0035149384885764497
18 19 84 105	0.0007353481873667181 0.00025106703489831785
18 19 121 104	0.057291666666666664 0.0005021340697966357
18 27 15 100	9.284257863814767e-05 0.003891539040923927
18 27 18 85	0.00027238675478933206 0.007657544564398694
18 27 18 104	0.054507970866314356 0.013055485814712529
18 27 18 105	0.0018978278240059279 0.0008787346221441124
18 27 27 85	0.00011187353666342871 0.005146874215415516
18 27 27 104	0.04311857931960147 0.00928948029123776
18 27 83 85	0.0002625325099432043 0.007657544564398694
18 27 83 104	0.05252760628452822 0.013055485814712529
18 27 83 105	0.0019210446640449208 0.0007532011046949536
18 27 85	0.00016674064584976784 0.006276675872457946
18 27 92 85	9.92291744436298e-05 0.006778809942254582
18 27 92 104	0.036918813925374556 0.011549083605322622
18 27 104	0.058823529411764705 0.01180015064022094
18 27 105	0.0029206919793304874 0.0006276675872457946
18 30 83 85	0.00015206812652068127 0.00025106703489831785
18 33 98 85	0.00044608526886624435 0.003012804418779814
18 33 98 104	0.04885601238603131 0.005649008285212151
18 45 110 77	0.00016418866415452593 0.00012553351744915893
18 45 110 85	0.00020731380915110667 0.007908611599297012
18 45 110 104	0.03696536125075899 0.01506402209389907
18 45 110 105	0.0016818651884940399 0.0007532011046949536
18 45 110 122	0.0007274872198191112 0.00012553351744915893
18 51 116	0.0004110152075626798 0.00012553351744915893
18 56 84 104	0.03725490196078431 0.0023851368315340195
18 66 35 100	5.4168246573858405e-05 0.0003766005523474768
18 77 12 85	0.00013281796524166744 0.0045192066281697215
18 77 20 85	0.00015341118715788365 0.005021340697966357
18 77 35 100	8.830831153844367e-05 0.0037660055234747677
18 77 36 101	0.00014833965542817182 0.0007532011046949536
18 77 46 111	0.00013709998480001731 0.011423550087873463
18 83 15 100	7.609226752477298e-05 0.004268139593271403
18 83 18 85	0.000243658814493378 0.007908611599297012
18 83 18 104	0.06727923717704852 0.01506402209389907
18 83 18 105	0.003722497763600874 0.0008787346221441124
18 83 18 122	1.8049225010275474e-07 0.00012553351744915893
18 83 27 85	0.00016731361571966678 0.007029876977152899
18 83 27 104	0.08757630861584104 0.012051217675119257
18 83 27 105	0.0022307831613557027 0.0006276675872457946
18 83 34 105	6.806517950343512e-06 0.0010042681395932714
18 83 51 116	2.1654087108136965e-08 0.0005021340697966357
18 83 77	1.273846605051436e-07 0.00012553351744915893
18 83 83 85	0.00023830278401821314 0.007908611599297012
18 83 83 104	0.06752331315705565 0.01506402209389907
18 83 83 105	0.0035468129103756255 0.0007532011046949536
18 83 83 122	2.2660707844608387e-07 0.00012553351744915893
18 83 85	0.00026225074127729584 0.007908611599297012
18 83 85 8	0.006539671689386766 0.00012553351744915893
18 83 85 58	0.001646430693722715 0.00025106703489831785
18 83 85 73	0.008002291937325942 0.00012553351744915893
18 83 85 88	0.0015361588969381552 0.00012553351744915893
18 83 85 123	0.006771774603274229 0.00012553351744915893
18 83 92 85	0.0001661873227782267 0.007029876977152899
18 83 92 104	0.08897547172906294 0.012051217675119257
18 83 92 105	0.0022225980568553235 0.0006276675872457946
18 83 95 105	2.9786234655390966e-05 0.0017574692442882249
18 83 104	0.0684042309549459 0.01506402209389907
18 83 104 58	0.038206515234372324 0.00012553351744915893
18 83 105	0.004466985027596937 0.0007532011046949536
18 83 105 8	0.015822580116672116 0.00012553351744915893
18 83 105 73	0.02453530991250999 0.00012553351744915893
18 83 105 123	0.13091569191420596 0.00012553351744915893
18 83 117 104	0.00024315711280504162 0.00025106703489831785
18 83 122	1.3100533547554203e-07 0.00012553351744915893
18 85	0.00010989395233599576 0.0025106703489831783
18 85 1 66	2.489213408562894e-05 0.00012553351744915893
18 85 6 71	9.230746508931671e-07 0.00012553351744915893
18 85 16 81	2.4740920957793303e-05 0.0027617373838814963
18 85 20 85	0.00010493293303401447 0.008410745669093648
18 85 20 104	0.002358714476057657 0.011925684157670098
18 85 20 105	0.0009182381358500277 0.0007532011046949536
18 85 20 108	0.00014299673490788628 0.00012553351744915893
18 85 22 87	0.00018729046878804338 0.00025106703489831785
18 85 35 100	6.515911934658531e-05 0.00464474014561888
18 85 36 101	0.00016885620516547226 0.0022596033140848608
18 85 37 111	0.00010887688385197253 0.007532011046949535
18 85 39 85	0.00025701374671471296 0.005397941250313834
18 85 39 104	2.6223133192400095e-05 0.008912879738890284
18 85 39 105	0.00010116204663390772 0.0021340697966357016
18 85 40 85	0.00012617600711819607 0.003389404971127291
18 85 40 104	9.910658999934073e-06 0.0055234747677629925
18 85 40 105	0.00010942678944239824 0.0026362038664323375
18 85 40 122	4.6437471944027365e-05 0.00025106703489831785
18 85 46 111	0.00012710174700337912 0.01292995229726337
18 85 51 116	6.917180510916265e-05 0.0008787346221441124
18 85 62 101	0.0002729336053092769 0.0005021340697966357
18 86 21 85	0.00011586189800650174 0.006527742907356264
18 86 21 104	0.013833125953986973 0.009917147878483554
18 86 30 85	8.432036187310747e-05 0.001631935726839066
18 86 38 100	5.11183741801092e-05 0.0018830027617373838
18 86 61 85	0.00011228475076359938 0.0055234747677629925
18 86 61 104	0.0005575477389659777 0.00941501380868692
18 92 18 85	0.00030230710836855255 0.007657544564398694
18 92 18 104	0.053502079646092014 0.013055485814712529
18 92 18 105	0.0015503696474212527 0.0008787346221441124
18 92 27 77	9.659502535619416e-05 0.00012553351744915893
18 92 27 85	0.00011669462279503899 0.005397941250313834
18 92 27 104	0.05166309217122045 0.009540547326136078
18 92 83 85	0.00025517452274308666 0.007657544564398694
18 92 83 104	0.04794959315433294 0.013055485814712529
18 92 83 105	0.001200330402729196 0.0007532011046949536
18 92 85	0.00018438109979911565 0.006276675872457946
18 92 92 104	0.04436027893821421 0.008787346221441126
18 92 95 105	5.8746536891650234e-05 0.0013808686919407481
18 92 104	0.06282989954026903 0.01180015064022094
18 92 105	0.003738317757009346 0.0006276675872457946
18 95 15 100	7.053780880271948e-05 0.001506402209389907
18 95 30 85	0.00019656593722159208 0.006527742907356264
18 95 30 104	0.0037313939745232737 0.009163946773788602
18 95 52 85	8.546850601051493e-05 0.0012553351744915891
18 95 92 104	1.9315833188464586e-05 0.00025106703489831785
18 98 33 85	0.00013377255321639383 0.0010042681395932714
18 104 35 100	6.093282349647049e-05 0.0025106703489831783
18 104 36 101	0.0002476818526602579 0.0011298016570424304
18 104 46 111	0.0001530285104537954 0.011549083605322622
18 105	0.0008795074758135445 0.00025106703489831785
18 105 20 85	0.00018999858414516622 0.005397941250313834
18 105 20 104	0.017567698728525673 0.007532011046949535
18 105 35 100	0.00011064140702468556 0.0037660055234747677
18 105 46 111	0.00012972389152131225 0.011298016570424303
18 108 43 104	0.024096385542168676 0.0003766005523474768
18 117 52 85	0.0001076022629081957 0.0012553351744915891
18 122 35 100	6.683151774376797e-05 0.0011298016570424304
18 122 46 111	0.00013653699850363512 0.009163946773788602
18 126 21 85	0.00011939241945972815 0.0045192066281697215
18 126 21 104	0.023230959613004837 0.007532011046949535
18 126 61 85	9.740614718930256e-05 0.003138337936228973
18 126 61 104	0.0005088597008308017 0.005272407732864675
19 84 18 85	0.0002504767515936827 0.0026362038664323375
19 84 18 104	0.06632991407164929 0.0035149384885764497
19 84 18 105	0.0008033967615076544 0.00012553351744915893
19 84 27 85	0.00036797625326578926 0.0025106703489831783
19 84 27 104	0.05711472181191531 0.011549083605322622
19 84 27 105	0.0031982942430703624 0.0021340697966357016
19 84 30 77	0.003278688524590164 0.00012553351744915893
19 84 30 85	0.00041983731304119653 0.0018830027617373838
19 84 34 104	8.353753619959901e-05 0.0003766005523474768
19 84 34 105	7.324665812122322e-05 0.00025106703489831785
19 84 51 116	0.00011557575991062141 0.00012553351744915893
19 84 83 77	8.213552361396303e-05 0.00012553351744915893
19 84 83 85	0.0002475518508765061 0.0026362038664323375
19 84 83 104	0.06588154407443139 0.0035149384885764497
19 84 83 105	0.0007837137708364619 0.00012553351744915893
19 84 85	0.0004770467138820594 0.0021340697966357016
19 84 92 85	0.0004442904237642062 0.0025106703489831783
19 84 92 104	0.05545187949880032 0.011549083605322622
19 84 92 105	0.003389830508474576 0.0021340697966357016
19 84 95 104	0.0006045705533835799 0.001506402209389907
19 84 95 105	0.00013784230839919133 0.0003766005523474768
19 84 99 85	0.017543859649122806 0.0010042681395932714
19 84 104	0.08301051466519092 0.03351744915892543
19 84 104 58	0.023809523809523808 0.00012553351744915893
19 84 105	0.006127856906260351 0.00464474014561888
19 84 117 104	0.000123334977799704 0.00012553351744915893
19 121 18 85	0.00016339253170443547 0.001506402209389907
19 121 104	0.09090909090909091 0.0005021340697966357
19 126 21 85	0.0005631563255706098 0.0013808686919407481
27 15 80 85	0.0038286609964796876 0.03326638212402711
27 15 80 104	0.029831250441290688 0.0421792618629174
27 15 80 105	0.009595158732727095 0.013557619884509164
27 15 100	0.001088559033190482 0.02786844087371328
27 15 100 23	0.00077780658542909 0.0007532011046949536
27 18 18 85	0.00015052316671530135 0.0074064775295003766
27 18 18 104	0.02934695844444436 0.012051217675119257
27 18 27 77	0.00034949759720401925 0.00012553351744915893
27 18 27 104	0.09396589864887861 0.010042681395932713
27 18 34 104	1.2304739170291438e-05 0.00012553351744915893
27 18 83 77	2.9021869153697543e-05 0.00012553351744915893
27 18 83 85	0.00016933231959450758 0.0074064775295003766
27 18 83 104	0.03022968696138631 0.012051217675119257
27 18 85	0.00026468719855069053 0.006904343459703741
27 18 92 85	0.0002035221988676347 0.006025608837559628
27 18 92 104	0.09657100511991377 0.009917147878483554
27 18 95 104	1.657861579610513e-05 0.00025106703489831785
27 18 104	0.06647896136399187 0.01180015064022094
27 18 105	0.0019878081102570897 0.0006276675872457946
27 18 117 105	0.00010625110678236231 0.0003766005523474768
27 19 84 104	0.024682814302191464 0.011549083605322622
27 19 84 105	0.002068680182043856 0.0017574692442882249
27 27 15 100	0.000864998305823128 0.02686417273412001
27 27 18 85	0.00019171604072309878 0.005021340697966357
27 27 18 104	0.04748880448954141 0.008787346221441126
27 27 27 77	0.00932502033071293 0.0011298016570424304
27 27 27 85	0.00043813996388344614 0.003138337936228973
27 27 27 104	0.42150822037209584 0.061762490584986195
27 27 27 105	0.06935180654631609 0.010670348983178509
27 27 27 122	0.022084805653710248 0.00025106703489831785
27 27 30 85	0.0056927965587066885 0.044313331659553104
27 27 77	0.01840855106888361 0.001631935726839066
27 27 83 85	0.00018948487872217512 0.005021340697966357
27 27 83 104	0.0471740370696931 0.008787346221441126
27 27 85	0.0010950757204796966 0.005774541802661311
27 27 92 77	0.01246705136425162 0.0008787346221441124
27 27 92 85	0.0006325447010915539 0.005146874215415516
27 27 92 104	0.4423741477538059 0.1005523474767763
27 27 92 105	0.07142389611069656 0.01418528747175496
27 27 92 122	0.02721726888784608 0.0010042681395932714
27 27 93 0	0.14285714285714285 0.00012553351744915893
27 27 93 110	0.05223880597014925 0.0003766005523474768
27 27 95 104	8.508827908955542e-05 0.00012553351744915893
27 27 99 85	0.05814843152257077 0.013055485814712529
27 27 104	0.5946416610850637 0.17461712277178007
27 27 104 23	0.2028985507246377 0.0012553351744915891
27 27 104 88	0.18666666666666668 0.0012553351744915891
27 27 105	0.06332530120481927 0.0232237007280944
27 27 105 88	0.0196078431372549 0.00012553351744915893
27 27 105 123	0.1037037037037037 0.0005021340697966357
27 27 108	0.018867924528301886 0.00012553351744915893
27 27 117 110	0.0330188679245283 0.0008787346221441124
27 27 118 110	0.04285714285714286 0.00025106703489831785
27 27 122	0.1782608695652174 0.0037660055234747677
27 27 122 23	0.5 0.00012553351744915893
27 30 1 66	0.0015748031496062992 0.00012553351744915893
27 30 15 100	0.0008160811132842374 0.05008787346221441
27 30 18 85	0.0001548252145389228 0.003640472006025609
27 30 27 85	0.0002399559156368056 0.0027617373838814963
27 30 34 104	0.01369075011504832 0.011925684157670098
27 30 56 66	0.023809523809523808 0.00012553351744915893
27 30 83 85	0.00015480930191924994 0.003640472006025609
27 30 85	0.007254295810282731 0.03891539040923927
27 30 85 73	0.0076 0.0006276675872457946
27 30 92 85	0.0002407558273853674 0.0026362038664323375
27 30 95 81	0.001589825119236884 0.00025106703489831785
27 30 95 104	0.025447194993631277 0.06891790107958826
27 30 95 105	0.007122656331831989 0.024227968867687674
27 30 95 108	0.010338345864661654 0.0006276675872457946
27 30 95 122	0.011501597444089457 0.0008787346221441124
27 33 28 104	0.2 0.0012553351744915891
27 33 28 105	0.018333333333333333 0.0006276675872457946
27 33 92 104	0.5 0.0010042681395932714
27 33 98 85	0.001291837933059307 0.0026362038664323375
27 33 98 104	0.16126126126126125 0.009791614361034396
27 33 98 105	0.007639419404125287 0.001631935726839066
27 33 110 104	0.2 0.0003766005523474768
27 33 117 104	0.02631578947368421 0.00012553351744915893
27 33 117 105	0.01282051282051282 0.00012553351744915893
27 34 15 100	0.00017249111670748955 0.0006276675872457946
27 45 28 104	0.25 0.0012553351744915891
27 45 98 104	0.16176470588235295 0.0027617373838814963
27 45 98 105	0.010869565217391304 0.0007532011046949536
27 45 110 85	0.00019716004759071063 0.007532011046949535
27 45 110 104	0.03983114046769296 0.026487572181772532
27 45 110 105	0.0015732827975828655 0.005021340697966357
27 51 116	0.0029498525073746312 0.00012553351744915893
27 52 15 100	0.0010708661417322834 0.0021340697966357016
27 52 92 104	0.3087719298245614 0.011046949535525985
27 52 92 105	0.045064377682403435 0.0026362038664323375
27 52 95 104	0.1718377088305489 0.0045192066281697215
27 52 117 104	0.2798178195274694 0.05008787346221441
27 52 117 105	0.022204279370205894 0.00815967863419533
27 52 117 122	0.11475409836065574 0.0012553351744915891
27 52 121 85	0.002061855670103093 0.0005021340697966357
27 56 84 104	0.06666666666666667 0.00025106703489831785
27 56 121 77	0.018867924528301886 0.00012553351744915893
27 77	0.0057361376673040155 0.0003766005523474768
27 77 1 66	0.0005241433532071022 0.0010042681395932714
27 77 12 77	0.003291918870128491 0.0006276675872457946
27 77 12 104	0.0074238481555181386 0.023725834797891036
27 77 12 105	0.0017862795640573418 0.002008536279186543
27 77 16 81	0.0008367325593557159 0.001506402209389907
27 77 16 108	0.0027635215159889457 0.0011298016570424304
27 77 20 85	0.0006539173349784084 0.007908611599297012
27 77 24 89	0.0005839416058394161 0.0017574692442882249
27 77 35 100	0.00036137987213940876 0.014436354506653277
27 77 39 77	0.0057405281285878304 0.0005021340697966357
27 77 39 104	0.02723661811991678 0.018076826512678886
27 77 39 105	0.0027842227378190253 0.0022596033140848608
27 77 40 77	0.005837711617046118 0.00012553351744915893
27 77 40 104	0.009629714547747335 0.01054481546572935
27 77 40 105	0.0019773787866803763 0.0027617373838814963
27 77 45 110	0.0012274704785581107 0.004268139593271403
27 77 46 111	0.00024907134733175284 0.033391915641476276
27 77 51 116	0.00019017088212122037 0.0003766005523474768
27 77 123 58	0.08333333333333333 0.00012553351744915893
27 83 18 85	0.00013546036008299522 0.0074064775295003766
27 83 18 104	0.03307763063403497 0.012051217675119257
27 83 18 105	0.00034459793674044393 0.0006276675872457946
27 83 27 85	0.00022487052966064925 0.006025608837559628
27 83 27 104	0.07862886849159288 0.010042681395932713
27 83 83 85	0.00011937394929619064 0.0074064775295003766
27 83 83 104	0.031895276348344374 0.012051217675119257
27 83 85	0.0002613942478743565 0.006904343459703741
27 83 92 85	0.0002389422821642861 0.006025608837559628
27 83 92 104	0.08636588177177672 0.009917147878483554
27 83 95 104	1.656726308813784e-05 0.00025106703489831785
27 83 104	0.06613756613756613 0.01180015064022094
27 83 105	0.0019690207403517982 0.0006276675872457946
27 83 117 105	0.00010645848119233499 0.0003766005523474768
27 85	0.00033140626726074307 0.0011298016570424304
27 85 20 85	0.0002999226921141085 0.004142606075822244
27 85 20 104	0.005722923063760208 0.006778809942254582
27 85 35 100	9.32374758050811e-05 0.006402209389907106
27 85 36 101	0.0001390009162313915 0.0006276675872457946
27 85 40 104	0.0001339811717047528 0.007783078081847854
27 85 46 111	0.00013704232814979817 0.010293748430831032
27 85 51 116	0.00024310999023015927 0.0006276675872457946
27 85 57 122	0.0006756780785137928 0.0003766005523474768
27 86 21 85	0.0003344335734004936 0.0023851368315340195
27 86 21 104	0.0553255342206908 0.004017072558373086
27 92 15 100	0.0009202555545245005 0.06766256590509666
27 92 18 85	0.00021118932268825285 0.006778809942254582
27 92 18 104	0.0616574548395794 0.011549083605322622
27 92 27 77	0.008566253854814234 0.001631935726839066
27 92 27 85	0.0005516461646931744 0.005146874215415516
27 92 27 104	0.3433418561260452 0.10708009038413256
27 92 27 105	0.05037427043029389 0.014938488576449912
27 92 27 122	0.03705035971223022 0.0011298016570424304
27 92 30 85	0.005853041459131663 0.0803414511674617
27 92 34 105	0.00041706161137440757 0.0007532011046949536
27 92 51 116	0.00035919540229885057 0.00012553351744915893
27 92 52 85	0.03319308087891538 0.03464725081596786
27 92 77	0.02566735112936345 0.0025106703489831783
27 92 77 88	0.019801980198019802 0.00025106703489831785
27 92 83 77	0.00030304427740409636 0.00012553351744915893
27 92 83 85	0.00020452760022649478 0.006778809942254582
27 92 83 104	0.06075665099111719 0.011549083605322622
27 92 85	0.001227329719038621 0.005774541802661311
27 92 92 77	0.009552099714601898 0.0008787346221441124
27 92 92 104	0.356466800610007 0.1005523474767763
27 92 92 105	0.053209769858060925 0.014059753954305799
27 92 92 122	0.03519749706687524 0.0010042681395932714
27 92 93 0	0.13043478260869565 0.00012553351744915893
27 92 93 110	0.12378640776699029 0.005774541802661311
27 92 95 105	0.00021122669905476052 0.0011298016570424304
27 92 99 85	0.08745554477853217 0.04908360532262114
27 92 104	0.6540265832681783 0.2892292242028622
27 92 104 23	0.19696969696969696 0.0017574692442882249
27 92 104 58	0.21621621621621623 0.0007532011046949536
27 92 104 88	0.19117647058823528 0.0017574692442882249
27 92 104 123	0.2222222222222222 0.0007532011046949536
27 92 105	0.06834932554582117 0.04418779814210394
27 92 105 8	0.09580838323353294 0.0008787346221441124
27 92 105 23	0.025089605734767026 0.0003766005523474768
27 92 105 73	0.11764705882352941 0.0008787346221441124
27 92 105 88	0.028688524590163935 0.0003766005523474768
27 92 105 123	0.1330049261083744 0.0010042681395932714
27 92 108	0.07017543859649122 0.00012553351744915893
27 92 118 110	0.047619047619047616 0.0003766005523474768
27 92 122	0.2315112540192926 0.004142606075822244
27 92 122 23	0.3333333333333333 0.00012553351744915893
27 92 122 88	0.3333333333333333 0.00012553351744915893
27 92 126 2	0.0005334959225668775 0.0005021340697966357
27 93 28 77	0.011853448275862068 0.00025106703489831785
27 93 28 104	0.05638072143073659 0.01167461712277178
27 93 28 105	0.002309087910275441 0.0007532011046949536
27 93 53 104	0.24050632911392406 0.007155410494602059
27 93 53 105	0.014516129032258065 0.0011298016570424304
27 93 56 77	0.043478260869565216 0.00012553351744915893
27 93 98 104	0.1323529411764706 0.0011298016570424304
27 93 110 104	0.5 0.0003766005523474768
27 95 15 100	9.447967914662827e-05 0.0010042681395932714
27 95 30 85	0.0007065468456821502 0.004268139593271403
27 95 30 104	0.018134352710829332 0.008034145116746171
27 98 27 105	0.07317073170731707 0.0003766005523474768
27 98 30 85	0.0007833448826489108 0.0013808686919407481
27 98 92 122	1.0 0.00012553351744915893
27 99 83 85	3.076544425301501e-05 0.00012553351744915893
27 99 85	0.0030840400925212026 0.0010042681395932714
27 99 85 8	0.041666666666666664 0.00012553351744915893
27 99 92 85	9.010632546404758e-05 0.00012553351744915893
27 99 95 104	0.006349206349206349 0.0010042681395932714
27 99 95 105	0.0024968789013732834 0.0003766005523474768
27 104	0.0010116337885685382 0.00025106703489831785
27 104 1 66	0.0010686874574953851 0.003012804418779814
27 104 6 71	0.00035560191550898485 0.0010042681395932714
