1 66 6	0.00041135335252982314 0.0023923444976076554
8 20 85 22	0.4444444444444444 0.0023923444976076554
8 24 89 51	0.5 0.0023923444976076554
8 35 100 22	0.1 0.004784688995215311
8 35 100 51	0.04610655737704918 0.0023923444976076554
8 36 101 22	0.45454545454545453 0.0023923444976076554
8 36 127 22	0.3333333333333333 0.0023923444976076554
8 40 105 22	1.0 0.0023923444976076554
8 43 108 22	1.0 0.0023923444976076554
8 45 110 22	0.4 0.0023923444976076554
8 46 111 22	0.2469879518072289 0.007177033492822967
8 46 111 51	0.04907161803713528 0.0023923444976076554
8 46 111 63	0.030303030303030304 0.004784688995215311
8 51 116 22	0.6666666666666666 0.0023923444976076554
8 62 101 22	0.45454545454545453 0.0023923444976076554
8 73 8 22	1.0 0.0023923444976076554
8 73 22	1.0 0.009569377990430622
8 73 109 22	1.0 0.0023923444976076554
8 73 123 22	1.0 0.0023923444976076554
8 109 44 22	0.23076923076923078 0.0023923444976076554
8 123 22	1.0 0.0023923444976076554
10 6 71 22	0.16666666666666666 0.004784688995215311
10 28 77 6	0.018518518518518517 0.0023923444976076554
10 28 77 22	0.16666666666666666 0.0023923444976076554
10 28 77 51	0.06153846153846154 0.004784688995215311
10 28 104 6	0.02631578947368421 0.0023923444976076554
10 28 104 51	0.05181347150259067 0.0023923444976076554
10 28 105 6	0.014204545454545454 0.0023923444976076554
10 28 105 51	0.03278688524590164 0.004784688995215311
10 30 85 6	0.06451612903225806 0.0023923444976076554
10 32 75 6	0.002178649237472767 0.004784688995215311
10 32 97 6	0.024844720496894408 0.004784688995215311
10 53 77 6	0.07407407407407407 0.0023923444976076554
10 53 104 6	0.10810810810810811 0.0023923444976076554
10 53 105 6	0.060240963855421686 0.0023923444976076554
10 75 6	0.010217113665389528 0.009569377990430622
10 75 22	0.7575757575757576 0.03349282296650718
10 75 33 6	0.058823529411764705 0.0023923444976076554
10 75 33 22	0.3333333333333333 0.0023923444976076554
10 75 51	0.125 0.007177033492822967
10 75 98 6	0.02631578947368421 0.0023923444976076554
10 97 75 6	0.015625 0.0023923444976076554
12 15 100 22	0.02857142857142857 0.0023923444976076554
12 18 85 6	0.022740873728306403 0.004784688995215311
12 18 85 22	0.08888888888888889 0.007177033492822967
12 18 86 6	0.003083247687564234 0.0023923444976076554
12 18 95 6	0.013574660633484163 0.0023923444976076554
12 18 105 22	0.5 0.0023923444976076554
12 27 85 6	0.037815126050420166 0.0023923444976076554
12 30 85 22	0.16666666666666666 0.014354066985645933
12 34 104 22	0.08 0.004784688995215311
12 34 105 6	0.02 0.0023923444976076554
12 52 85 22	0.35135135135135137 0.019138755980861243
12 77 6	0.011976047904191617 0.004784688995215311
12 77 22	0.8723404255319149 0.0645933014354067
12 77 109 22	0.15151515151515152 0.004784688995215311
12 83 85 6	0.023172905525846704 0.004784688995215311
12 83 85 22	0.08888888888888889 0.007177033492822967
12 83 85 37	0.0008665511265164644 0.0023923444976076554
12 83 95 6	0.013392857142857142 0.0023923444976076554
12 85 6	0.06796116504854369 0.004784688995215311
12 85 10 6	0.08333333333333333 0.0023923444976076554
12 85 22	0.3561643835616438 0.007177033492822967
12 85 50 6	0.25 0.0023923444976076554
12 92 85 6	0.03643724696356275 0.0023923444976076554
12 92 105 6	0.1111111111111111 0.0023923444976076554
12 92 105 22	1.0 0.004784688995215311
12 93 75 22	0.16666666666666666 0.0023923444976076554
12 93 81 22	0.7 0.007177033492822967
12 95 75 6	0.03125 0.0023923444976076554
12 95 105 37	0.125 0.0023923444976076554
12 95 110 22	0.42857142857142855 0.0023923444976076554
12 95 118 6	1.0 0.0023923444976076554
12 99 85 22	0.033210332103321034 0.01674641148325359
12 104 22	0.125 0.011961722488038277
12 104 44 51	0.07407407407407407 0.0023923444976076554
12 104 109 22	0.06451612903225806 0.004784688995215311
12 105 22	0.42857142857142855 0.02631578947368421
12 105 37	0.004405286343612335 0.0023923444976076554
12 105 44 22	0.058823529411764705 0.0023923444976076554
12 105 44 51	0.16129032258064516 0.007177033492822967
12 105 109 22	0.14285714285714285 0.004784688995215311
12 117 81 22	0.5 0.004784688995215311
16 28 77 22	0.7 0.009569377990430622
16 28 104 22	0.125 0.007177033492822967
16 28 105 22	0.42857142857142855 0.007177033492822967
16 28 105 37	0.012048192771084338 0.0023923444976076554
16 30 85 22	0.09951456310679611 0.0215311004784689
16 30 85 37	0.0015015015015015015 0.0023923444976076554
16 30 105 22	0.8333333333333334 0.009569377990430622
16 52 77 22	0.5 0.009569377990430622
16 52 104 6	0.013333333333333334 0.0023923444976076554
16 52 104 22	0.1875 0.011961722488038277
16 52 105 22	0.3793103448275862 0.014354066985645933
16 81 6	0.06032171581769437 0.03110047846889952
16 81 10 6	0.08536585365853659 0.01674641148325359
16 81 22	0.7047872340425532 0.3373205741626794
16 81 23 22	1.0 0.004784688995215311
16 81 44 22	0.12871287128712872 0.01674641148325359
16 81 44 51	0.12916666666666668 0.014354066985645933
16 81 50 22	0.2857142857142857 0.0023923444976076554
16 81 51	0.06525037936267071 0.03110047846889952
16 81 88 22	1.0 0.004784688995215311
16 81 109 22	0.18446601941747573 0.03110047846889952
16 81 109 51	0.0931174089068826 0.014354066985645933
16 81 115 22	0.2857142857142857 0.0023923444976076554
16 97 81 51	0.2857142857142857 0.0023923444976076554
16 98 81 51	0.36363636363636365 0.0023923444976076554
16 108 22	0.5769230769230769 0.03827751196172249
16 108 44 51	0.1111111111111111 0.007177033492822967
16 108 109 22	0.07692307692307693 0.007177033492822967
16 108 109 51	0.1 0.004784688995215311
20 15 100 6	0.0018509949097639982 0.023923444976076555
20 15 100 22	0.099906191369606 0.12200956937799043
20 15 100 37	0.00045162018742237776 0.007177033492822967
20 15 100 51	0.00041993281075027993 0.004784688995215311
20 15 100 63	0.00683371298405467 0.014354066985645933
20 18 14 51	0.026785714285714284 0.007177033492822967
20 18 18 15	0.00014281280722691246 0.0023923444976076554
20 18 77 22	0.07407407407407407 0.03827751196172249
20 18 77 51	0.014997000599880024 0.009569377990430622
20 18 83 15	0.00014841446842489193 0.0023923444976076554
20 18 85 6	0.011364705882352942 0.10526315789473684
20 18 85 22	0.05575202829207406 0.24641148325358853
20 18 85 35	2.4408273707407563e-05 0.0023923444976076554
20 18 85 37	0.00019828811262764798 0.028708133971291867
20 18 85 51	0.005691363527273974 0.009569377990430622
20 18 86 6	0.0013395782737751051 0.05502392344497608
20 18 95 6	0.006351446718419196 0.05263157894736842
20 18 104 22	0.046511627906976744 0.023923444976076555
20 18 104 51	0.0020876826722338203 0.0023923444976076554
20 18 105 6	0.06719367588932806 0.05741626794258373
20 18 105 22	0.2231404958677686 0.0645933014354067
20 18 105 51	0.004437869822485207 0.007177033492822967
20 27 18 15	0.00012062726176115802 0.0023923444976076554
20 27 77 51	0.01643835616438356 0.0023923444976076554
20 27 83 15	0.00012109103018193927 0.0023923444976076554
20 27 85 6	0.010404936714562408 0.06937799043062201
20 27 85 22	0.0640096618357488 0.18899521531100477
20 27 85 35	3.899661704347148e-05 0.0023923444976076554
20 27 85 37	0.00031423483816905834 0.007177033492822967
20 27 85 51	0.00449582530507386 0.004784688995215311
20 27 95 6	0.0010657193605683837 0.004784688995215311
20 27 105 6	0.09954751131221719 0.05263157894736842
20 27 105 22	0.3037974683544304 0.05741626794258373
20 30 85 6	0.02127659574468085 0.0023923444976076554
20 30 85 37	0.01680672268907563 0.004784688995215311
20 34 7 51	0.25 0.0023923444976076554
20 34 77 6	0.022022022022022022 0.05263157894736842
20 34 77 22	0.0371900826446281 0.01674641148325359
20 34 77 35	0.0005737234652897303 0.0023923444976076554
20 34 77 51	0.004555808656036446 0.004784688995215311
20 34 104 6	0.03288822947576657 0.07177033492822966
20 34 104 22	0.1251564455569462 0.1507177033492823
20 34 104 51	0.004984571564206029 0.007177033492822967
20 34 105 6	0.016381664032188534 0.05502392344497608
20 34 105 22	0.11609498680738786 0.0861244019138756
20 34 105 51	0.003249390739236393 0.007177033492822967
20 45 108 51	0.002145922746781116 0.009569377990430622
20 45 110 15	8.27417299640901e-05 0.0023923444976076554
20 56 100 22	1.0 0.0023923444976076554
20 77 6	0.09243697478991597 0.05263157894736842
20 77 22	0.21311475409836064 0.06220095693779904
20 77 51	0.009950248756218905 0.0023923444976076554
20 83 14 51	0.026785714285714284 0.007177033492822967
20 83 18 15	0.000181632890011413 0.0023923444976076554
20 83 77 22	0.07407407407407407 0.03827751196172249
20 83 77 51	0.014052838673412029 0.009569377990430622
20 83 83 15	5.354731048149302e-05 0.0023923444976076554
20 83 85 6	0.011579391495944868 0.10526315789473684
20 83 85 22	0.05575202829207406 0.24641148325358853
20 83 85 35	2.436155329263794e-05 0.0023923444976076554
20 83 85 37	0.000198009999504975 0.028708133971291867
20 83 85 51	0.005659541099860216 0.009569377990430622
20 83 86 6	0.001337850584226838 0.05502392344497608
20 83 95 6	0.006318006318006318 0.05263157894736842
20 83 104 22	0.046511627906976744 0.023923444976076555
20 83 105 6	0.06666666666666667 0.05741626794258373
20 83 105 22	0.2231404958677686 0.0645933014354067
20 83 105 51	0.004457652303120356 0.007177033492822967
20 85 6	0.020641542002301495 0.07894736842105263
20 85 8 22	0.4444444444444444 0.009569377990430622
20 85 10 6	0.026862026862026864 0.05263157894736842
20 85 22	0.19305108145421077 0.3923444976076555
20 85 23 22	0.0945945945945946 0.04784688995215311
20 85 35	0.0001669727834362999 0.0023923444976076554
20 85 37	0.0030303030303030303 0.06220095693779904
20 85 44 6	0.011796246648793566 0.05263157894736842
20 85 44 22	0.06463878326996197 0.09330143540669857
20 85 44 45	0.0002190100744634253 0.0023923444976076554
20 85 44 51	0.005505181347150259 0.004784688995215311
20 85 45	5.821907839198905e-05 0.0023923444976076554
20 85 50 6	0.10164835164835165 0.05741626794258373
20 85 50 22	0.1518324607329843 0.0861244019138756
20 85 51	0.004078694817658349 0.014354066985645933
20 85 58 22	0.3333333333333333 0.0023923444976076554
20 85 73 22	0.4444444444444444 0.009569377990430622
20 85 88 22	0.0945945945945946 0.04784688995215311
20 85 109 22	0.053614457831325305 0.09090909090909091
20 85 109 51	0.00928714859437751 0.007177033492822967
20 85 115 6	0.10164835164835165 0.05741626794258373
20 85 115 22	0.1518324607329843 0.0861244019138756
20 85 123 22	0.043478260869565216 0.004784688995215311
20 85 123 51	0.004518072289156626 0.004784688995215311
20 86 2 22	0.047619047619047616 0.007177033492822967
20 86 2 51	0.006235385814497272 0.004784688995215311
20 86 4 6	0.059602649006622516 0.019138755980861243
20 86 108 22	0.06896551724137931 0.03349282296650718
20 86 108 35	0.0033003300330033004 0.0023923444976076554
20 92 15	0.0009718172983479105 0.0023923444976076554
20 92 18 15	0.0001457301078402798 0.0023923444976076554
20 92 83 15	0.00014574072724622895 0.0023923444976076554
20 92 85 6	0.010317105850826262 0.06937799043062201
20 92 85 22	0.0640096618357488 0.18899521531100477
20 92 85 35	3.838661075017034e-05 0.0023923444976076554
20 92 85 37	0.0003080398398192833 0.007177033492822967
20 92 85 51	0.00453091684434968 0.007177033492822967
20 92 105 6	0.09954751131221719 0.05263157894736842
20 92 105 22	0.3037974683544304 0.05741626794258373
20 95 6	0.016578749058025623 0.05263157894736842
20 95 56 22	0.125 0.0023923444976076554
20 95 75 6	0.01131687242798354 0.05263157894736842
20 95 75 22	0.3793103448275862 0.05263157894736842
20 95 77 22	0.17045454545454544 0.02631578947368421
20 95 77 51	0.006389776357827476 0.004784688995215311
20 95 81 6	0.006359300476947536 0.009569377990430622
20 95 81 22	0.11388888888888889 0.03110047846889952
20 95 81 37	0.00904977375565611 0.004784688995215311
20 95 104 6	0.019161056447436563 0.0645933014354067
20 95 104 22	0.17803030303030304 0.07177033492822966
20 95 104 45	0.00022904260192395785 0.0023923444976076554
20 95 104 51	0.007761194029850746 0.007177033492822967
20 95 105 22	0.13114754098360656 0.07894736842105263
20 95 105 51	0.004029936672423719 0.007177033492822967
20 95 108 6	0.0015082956259426848 0.0023923444976076554
20 95 108 22	0.072 0.03827751196172249
20 95 108 35	0.0019305019305019305 0.0023923444976076554
20 95 110 6	0.013325257419745608 0.05263157894736842
20 95 110 22	0.19742489270386265 0.09330143540669857
20 95 110 35	0.000777302759424796 0.0023923444976076554
20 95 118 6	0.01655379984951091 0.05263157894736842
20 95 122 22	0.08333333333333333 0.0023923444976076554
20 95 122 51	0.007874015748031496 0.0023923444976076554
20 104 22	0.5 0.0023923444976076554
20 105 6	0.06578947368421052 0.009569377990430622
20 105 22	0.13559322033898305 0.019138755980861243
20 117 77 22	0.35135135135135137 0.02631578947368421
20 117 104 6	0.021794871794871794 0.011961722488038277
20 117 104 22	0.2916666666666667 0.03110047846889952
20 117 105 22	0.2711864406779661 0.02631578947368421
20 122 6	0.25 0.0023923444976076554
20 122 22	1.0 0.0023923444976076554
20 126 4 6	0.013513513513513514 0.0023923444976076554
21 18 126 22	1.0 0.0023923444976076554
21 19 126 22	1.0 0.0023923444976076554
21 83 126 22	1.0 0.0023923444976076554
21 85 67 22	1.0 0.0023923444976076554
21 85 69 22	1.0 0.0023923444976076554
21 86 22	1.0 0.0023923444976076554
21 126 4 6	1.0 0.0023923444976076554
22	1.0 1.0
22 56 22	1.0 0.0023923444976076554
22 56 79	1.0 0.0023923444976076554
22 71 6	0.5906181015452538 0.4473684210526316
22 71 10 6	0.4214618973561431 0.06220095693779904
22 71 14 6	0.2153846153846154 0.06220095693779904
22 71 22	0.4962962962962963 0.18421052631578946
22 71 23 6	0.4 0.06220095693779904
22 71 33 6	0.5 0.0023923444976076554
22 71 33 22	1.0 0.0023923444976076554
22 71 37	0.052054794520547946 0.009569377990430622
22 71 44 6	0.3010752688172043 0.06698564593301436
22 71 45 6	0.1937984496124031 0.05980861244019139
22 71 58 6	0.1111111111111111 0.0023923444976076554
22 71 67 22	1.0 0.06220095693779904
22 71 69 22	1.0 0.06220095693779904
22 71 75 6	0.1537152580828134 0.06220095693779904
22 71 75 37	0.01639344262295082 0.0023923444976076554
22 71 79 6	0.8235294117647058 0.06220095693779904
22 71 88 6	0.4 0.06220095693779904
22 71 98 6	0.16666666666666666 0.0023923444976076554
22 71 109 6	0.13270142180094788 0.06698564593301436
22 71 109 22	0.01694915254237288 0.0023923444976076554
22 71 110 6	0.8333333333333334 0.05980861244019139
22 74 9	1.0 0.014354066985645933
22 80 15	1.0 0.0023923444976076554
22 80 85 35	0.5 0.0023923444976076554
22 87 2 6	0.05739514348785872 0.06220095693779904
22 87 4 6	0.5 0.06220095693779904
22 87 6	0.053962628865979384 0.19138755980861244
22 87 22	0.9215366198715856 1.0
22 87 23 22	0.696969696969697 0.05502392344497608
22 87 23 51	0.22297297297297297 0.07894736842105263
22 87 37	0.035483870967741936 0.045454545454545456
22 87 44 6	0.0011862396204033216 0.0023923444976076554
22 87 44 22	0.4146666666666667 0.24880382775119617
22 87 44 51	0.16455696202531644 0.08133971291866028
22 87 50 22	0.43317972350230416 0.11244019138755981
22 87 51	0.48892171344165436 0.0861244019138756
22 87 58 22	1.0 0.04784688995215311
22 87 79	0.013513513513513514 0.0023923444976076554
22 87 88 22	0.696969696969697 0.05502392344497608
22 87 88 51	0.22297297297297297 0.07894736842105263
22 87 98 6	0.16666666666666666 0.0023923444976076554
22 87 109 22	0.3152064451158107 0.24880382775119617
22 87 109 51	0.036204059243006036 0.07894736842105263
22 87 115 22	0.43317972350230416 0.11244019138755981
22 87 121	0.038461538461538464 0.0023923444976076554
22 87 123 22	1.0 0.04784688995215311
22 100 20 15	0.25 0.0023923444976076554
22 100 35	0.9545454545454546 0.0023923444976076554
22 100 58 35	1.0 0.0023923444976076554
22 100 123 35	1.0 0.0023923444976076554
22 102 6	0.6785714285714286 0.009569377990430622
22 102 22	0.2619047619047619 0.05263157894736842
22 102 37	0.8338870431893688 0.20095693779904306
22 102 75 6	0.4 0.0023923444976076554
22 109 44	0.4666666666666667 0.10526315789473684
22 110 45	0.391304347826087 0.0023923444976076554
22 111 46	1.0 0.0023923444976076554
22 116 22	0.6968421052631579 0.0861244019138756
22 116 23 22	0.5 0.07894736842105263
22 116 23 51	0.3626373626373626 0.07894736842105263
22 116 44 22	0.07341490545050056 0.07894736842105263
22 116 44 51	0.5914831130690161 0.08133971291866028
22 116 50 51	0.9565217391304348 0.07894736842105263
22 116 51	0.9602931279443655 0.08851674641148326
22 116 79	0.007518796992481203 0.0023923444976076554
22 116 88 22	0.5 0.07894736842105263
22 116 88 51	0.3626373626373626 0.07894736842105263
22 116 109 22	0.3652530779753762 0.08133971291866028
22 116 109 51	0.5434013605442177 0.08133971291866028
22 116 115 51	0.4852941176470588 0.07894736842105263
22 128 63	1.0 0.11244019138755981
23 16 81 22	1.0 0.0023923444976076554
23 20 85 22	0.10218978102189781 0.014354066985645933
23 20 105 22	0.5 0.004784688995215311
23 22	0.6666666666666666 0.004784688995215311
23 22 71 6	0.35294117647058826 0.004784688995215311
23 22 71 22	1.0 0.004784688995215311
23 22 87 6	0.13636363636363635 0.007177033492822967
23 22 87 22	0.7666666666666667 0.007177033492822967
23 23 6	0.3333333333333333 0.0023923444976076554
23 23 22	1.0 0.028708133971291867
23 23 23 22	0.6666666666666666 0.004784688995215311
23 23 109 22	0.25 0.0023923444976076554
23 35 100 6	0.0008291873963515755 0.004784688995215311
23 35 100 22	0.08086253369272237 0.01674641148325359
23 36 101 22	0.125 0.007177033492822967
23 39 104 22	0.6666666666666666 0.004784688995215311
23 40 104 22	0.5 0.0023923444976076554
23 46 111 6	0.017479203959144995 0.004784688995215311
23 46 111 22	0.07964601769911504 0.0215311004784689
23 46 111 51	0.07918804372072273 0.004784688995215311
23 51	0.25 0.0023923444976076554
23 51 87 22	0.4852941176470588 0.0023923444976076554
23 51 116 22	0.3684210526315789 0.007177033492822967
23 51 116 51	0.27485795454545453 0.0023923444976076554
23 57 122 22	0.16666666666666666 0.007177033492822967
23 67 2 51	0.5 0.0023923444976076554
23 88 6	0.5 0.004784688995215311
23 88 22	1.0 0.03588516746411483
23 88 88 22	0.6666666666666666 0.004784688995215311
24 89 6	0.021834061135371178 0.019138755980861243
24 89 22	0.8987341772151899 0.05741626794258373
24 89 44 22	0.25 0.0023923444976076554
24 89 44 51	0.039473684210526314 0.0023923444976076554
24 89 51	0.005298013245033113 0.004784688995215311
24 89 73 51	0.020833333333333332 0.0023923444976076554
24 89 109 22	0.045454545454545456 0.0023923444976076554
35 80 85 6	0.0017983455221196498 0.04066985645933014
35 80 85 22	0.10441176470588236 0.18181818181818182
35 80 85 37	0.0006835737234260715 0.0215311004784689
35 80 85 51	0.0202123695976155 0.02631578947368421
35 80 95 9	0.01282051282051282 0.004784688995215311
35 80 104 6	0.01427079707622694 0.02631578947368421
35 80 104 22	0.1956521739130435 0.11961722488038277
35 80 105 22	0.14357682619647355 0.08851674641148326
35 80 105 37	0.0013956734124214933 0.009569377990430622
35 80 105 51	0.008253094910591471 0.0215311004784689
35 80 108 51	0.035555555555555556 0.019138755980861243
35 80 117 9	0.014925373134328358 0.004784688995215311
35 80 122 6	0.18181818181818182 0.009569377990430622
35 80 122 22	0.36363636363636365 0.009569377990430622
35 100 6	0.0012584810680674107 0.06937799043062201
35 100 8 22	0.1044776119402985 0.03349282296650718
35 100 8 51	0.001796138302649304 0.019138755980861243
35 100 10 6	0.0024509803921568627 0.0023923444976076554
35 100 22	0.11434894872740686 0.3277511961722488
35 100 23 6	0.0012055455093429777 0.004784688995215311
35 100 23 22	0.08163265306122448 0.07177033492822966
35 100 23 51	0.027818448023426062 0.023923444976076555
35 100 37	9.073998457420262e-05 0.004784688995215311
35 100 44 22	0.054904380012338064 0.12440191387559808
35 100 44 51	0.05003734129947722 0.02631578947368421
35 100 50 6	0.0038461538461538464 0.0023923444976076554
35 100 50 22	0.0594059405940594 0.011961722488038277
35 100 50 51	0.0831758034026465 0.0215311004784689
35 100 51	0.011641954969796815 0.028708133971291867
35 100 58 6	0.0031397174254317113 0.004784688995215311
35 100 58 22	0.05970149253731343 0.028708133971291867
35 100 58 51	0.005134788189987163 0.019138755980861243
35 100 63	0.002331908278274388 0.014354066985645933
35 100 73 22	0.1044776119402985 0.03349282296650718
35 100 73 51	0.001796138302649304 0.019138755980861243
35 100 88 6	0.001221001221001221 0.004784688995215311
35 100 88 22	0.08163265306122448 0.07177033492822966
35 100 88 51	0.027798098024871983 0.023923444976076555
35 100 108 51	0.11940298507462686 0.019138755980861243
35 100 109 22	0.059792843691148775 0.1076555023923445
35 100 109 51	0.0610632183908046 0.023923444976076555
35 100 115 6	0.0038461538461538464 0.0023923444976076554
35 100 115 22	0.0594059405940594 0.011961722488038277
35 100 115 51	0.07248764415156507 0.0215311004784689
35 100 121 22	0.13432835820895522 0.0215311004784689
35 100 123 22	0.11838006230529595 0.06698564593301436
36 101 6	0.004106776180698152 0.014354066985645933
36 101 8 22	0.5555555555555556 0.011961722488038277
36 101 8 51	0.0051813471502590676 0.0023923444976076554
36 101 22	0.2549019607843137 0.19138755980861244
36 101 23 22	0.09375 0.007177033492822967
36 101 23 51	0.015873015873015872 0.0023923444976076554
36 101 44 22	0.1 0.03827751196172249
36 101 44 51	0.023853211009174313 0.007177033492822967
36 101 50 22	0.5714285714285714 0.014354066985645933
36 101 73 22	0.5555555555555556 0.011961722488038277
36 101 73 51	0.0051813471502590676 0.0023923444976076554
36 101 79 6	0.020833333333333332 0.0023923444976076554
36 101 88 22	0.09375 0.007177033492822967
36 101 88 51	0.015873015873015872 0.0023923444976076554
36 101 109 22	0.09779179810725552 0.045454545454545456
36 101 109 51	0.018469656992084433 0.007177033492822967
36 101 115 22	0.5714285714285714 0.014354066985645933
36 101 115 51	0.03225806451612903 0.0023923444976076554
36 127 6	0.02040816326530612 0.007177033492822967
36 127 8 22	0.5555555555555556 0.011961722488038277
36 127 22	0.2909090909090909 0.02631578947368421
36 127 44 22	0.32142857142857145 0.01674641148325359
36 127 50 22	0.5555555555555556 0.011961722488038277
36 127 73 22	0.5555555555555556 0.011961722488038277
36 127 109 22	0.1388888888888889 0.019138755980861243
36 127 115 22	0.5555555555555556 0.011961722488038277
37	0.029411764705882353 0.0023923444976076554
37 71 22	0.13043478260869565 0.007177033492822967
37 71 44 22	0.0851063829787234 0.007177033492822967
37 71 51	0.039473684210526314 0.0023923444976076554
37 71 109 22	0.08695652173913043 0.007177033492822967
37 71 109 51	0.06930693069306931 0.0023923444976076554
37 87 22	0.4230769230769231 0.007177033492822967
37 87 37	0.3 0.007177033492822967
37 102 22	0.4895833333333333 0.08133971291866028
37 102 37	0.006501950585175552 0.004784688995215311
37 102 44	0.00819672131147541 0.0023923444976076554
37 102 44 22	0.14814814814814814 0.004784688995215311
37 102 44 51	0.07142857142857142 0.007177033492822967
37 102 109 22	0.11764705882352941 0.0023923444976076554
37 102 109 51	0.09433962264150944 0.004784688995215311
37 109 37	1.0 0.0023923444976076554
39 15 100 6	0.0029292474087426767 0.01674641148325359
39 15 100 22	0.1836734693877551 0.0430622009569378
39 15 100 37	0.00031416902293433867 0.0023923444976076554
39 18 85 22	0.041666666666666664 0.004784688995215311
39 30 85 6	0.0029450261780104713 0.01674641148325359
39 30 85 22	0.1709090909090909 0.07655502392344497
39 30 85 37	0.0008216926869350862 0.004784688995215311
39 30 85 51	0.007220216606498195 0.004784688995215311
39 52 85 6	0.003940110323089046 0.011961722488038277
