84	1.0 1.0
84 18 83 30	0.3441600852701756 0.028037383177570093
84 18 83 34	0.0006295495058499713 0.009345794392523364
84 18 83 83	0.2631497875665663 0.4672897196261682
84 18 83 92	0.0752339382595184 0.38317757009345793
84 18 83 95	0.000636135812489256 0.17757009345794392
84 18 83 98	0.1449424254833683 0.018691588785046728
84 18 83 117	0.04110603245083491 0.018691588785046728
84 18 85 1	0.0045708297953063175 0.018691588785046728
84 18 85 12	0.06302986775749816 0.09345794392523364
84 18 85 20	0.39094024700167723 0.308411214953271
84 18 85 39	0.007092111619831427 0.12149532710280374
84 18 85 40	0.009788748172256025 0.17757009345794392
84 18 86 21	0.6772389956287486 0.11214953271028037
84 18 86 30	0.34872457216661285 0.06542056074766354
84 18 86 61	0.2029634350354497 0.11214953271028037
84 18 92	0.14733004503538494 0.3177570093457944
84 18 92 18	0.19015893954289304 0.4392523364485981
84 18 92 27	0.11022937533995388 0.37383177570093457
84 18 92 30	0.9352926011858727 0.06542056074766354
84 18 92 34	0.0007044379591425984 0.009345794392523364
84 18 92 52	0.12786885245901639 0.037383177570093455
84 18 92 83	0.1907552758864795 0.4485981308411215
84 18 92 92	0.13776199282256174 0.37383177570093457
84 18 92 95	0.0022253504207673798 0.14018691588785046
84 18 95	0.003610541981727054 0.16822429906542055
84 18 95 21	0.3950060499395006 0.08411214953271028
84 18 95 30	0.18606237566395803 0.21495327102803738
84 18 95 99	0.1013219476147467 0.16822429906542055
84 18 98	0.3496402877697842 0.018691588785046728
84 18 98 30	0.654178674351585 0.028037383177570093
84 18 104 20	0.2095139069404731 0.08411214953271028
84 18 104 39	0.26960640973156325 0.09345794392523364
84 18 105 20	0.4168450579464088 0.11214953271028037
84 18 105 40	0.37684210526315787 0.14953271028037382
84 18 117	0.17833456153279292 0.018691588785046728
84 18 122 20	0.1835334476843911 0.04672897196261682
84 18 122 57	0.25155620651775906 0.037383177570093455
84 18 126 21	0.5890104981014072 0.06542056074766354
84 18 126 61	0.31428292492433857 0.1308411214953271
84 19 84	0.8784782608695653 1.0
84 19 84 18	0.152704790845199 0.37383177570093457
84 19 84 27	0.6767388428601268 0.3925233644859813
84 19 84 30	0.347029702970297 0.11214953271028037
84 19 84 52	0.4883720930232558 0.037383177570093455
84 19 84 83	0.15005227944420604 0.38317757009345793
84 19 84 92	0.7353512705530643 0.411214953271028
84 19 84 95	0.02431157661094541 0.1308411214953271
84 19 84 98	0.40298507462686567 0.018691588785046728
84 19 84 117	0.1258741258741259 0.018691588785046728
84 19 121	0.6666666666666666 0.009345794392523364
84 19 121 18	0.33121693121693124 0.14018691588785046
84 19 121 27	0.8 0.028037383177570093
84 19 121 83	0.3492063492063492 0.14953271028037382
84 19 121 92	0.8888888888888888 0.028037383177570093
84 19 126 21	0.89 0.04672897196261682
84 27	0.6534296028880866 0.3644859813084112
84 27 15 80	0.09770023790642347 0.308411214953271
84 27 18	0.3186998605694425 0.3644859813084112
84 27 18 18	0.16705270511464188 0.45794392523364486
84 27 18 27	0.13422495155878666 0.29906542056074764
84 27 18 30	0.7909296302419133 0.028037383177570093
84 27 18 83	0.1611773729227788 0.4672897196261682
84 27 18 92	0.13498528802540868 0.3177570093457944
84 27 18 95	0.0042726748478184905 0.17757009345794392
84 27 19 84	0.9758805126652538 0.897196261682243
84 27 27	0.6787783043707214 0.4766355140186916
84 27 27 18	0.22774568452073912 0.38317757009345793
84 27 27 27	0.7488944168048646 0.4485981308411215
84 27 27 30	0.6517857142857143 0.06542056074766354
84 27 27 52	0.08888888888888889 0.037383177570093455
84 27 27 83	0.22865222275115504 0.3925233644859813
84 27 27 92	0.8090141208330647 0.4392523364485981
84 27 27 95	0.0024679409629808856 0.14953271028037382
84 27 30	0.4375 0.028037383177570093
84 27 30 95	0.11889862327909888 0.08411214953271028
84 27 33 98	0.8792822185970636 0.35514018691588783
84 27 33 110	1.0 0.3177570093457944
84 27 34	0.008547008547008548 0.009345794392523364
84 27 45 98	0.9709302325581395 0.037383177570093455
84 27 45 110	0.31530112526480863 0.5514018691588785
84 27 52 92	0.4 0.018691588785046728
84 27 52 117	0.1044776119402985 0.028037383177570093
84 27 77 12	0.39589442815249265 0.1308411214953271
84 27 77 20	0.3958333333333333 0.06542056074766354
84 27 77 40	0.09090909090909091 0.028037383177570093
84 27 83	0.32735717089174476 0.37383177570093457
84 27 83 18	0.1423138871007182 0.45794392523364486
84 27 83 27	0.1391741748586677 0.308411214953271
84 27 83 30	0.7907223994180516 0.028037383177570093
84 27 83 83	0.14106052305919434 0.4672897196261682
84 27 83 92	0.13847671649173918 0.32710280373831774
84 27 83 95	0.004266487420318911 0.17757009345794392
84 27 85 12	0.06886657101865136 0.056074766355140186
84 27 85 20	0.4577565833896016 0.2897196261682243
84 27 85 39	0.00953996184015264 0.11214953271028037
84 27 85 40	0.019955130475853112 0.18691588785046728
84 27 86 21	0.6262403528114664 0.11214953271028037
84 27 86 61	0.19829424307036247 0.102803738317757
84 27 92	0.825503355704698 0.4953271028037383
84 27 92 18	0.22913960963454047 0.38317757009345793
84 27 92 27	0.7233104027726723 0.45794392523364486
84 27 92 30	0.4512820512820513 0.06542056074766354
84 27 92 83	0.23051609936018586 0.3925233644859813
84 27 92 92	0.7985143383623172 0.4392523364485981
84 27 92 95	0.0025442055718102024 0.14953271028037382
84 27 93 28	0.3684210526315789 0.018691588785046728
84 27 93 53	0.5 0.009345794392523364
84 27 93 98	0.375 0.028037383177570093
84 27 93 110	0.03225806451612903 0.009345794392523364
84 27 95	0.0017534394388993796 0.06542056074766354
84 27 95 21	0.6025641025641025 0.08411214953271028
84 27 95 30	0.11671119747388875 0.205607476635514
84 27 104 20	0.3137254901960784 0.08411214953271028
84 27 104 39	0.5363881401617251 0.14018691588785046
84 27 104 40	0.17218543046357615 0.06542056074766354
84 27 104 57	0.06451612903225806 0.009345794392523364
84 27 105 20	0.6580882352941176 0.1308411214953271
84 27 105 39	0.21428571428571427 0.07476635514018691
84 27 105 40	0.5934065934065934 0.205607476635514
84 27 110	0.5714285714285714 0.07476635514018691
84 27 110 18	0.2662779397473275 0.1308411214953271
84 27 110 83	0.2721217887725975 0.14018691588785046
84 27 117 27	0.7272727272727273 0.028037383177570093
84 27 117 52	0.5789473684210527 0.04672897196261682
84 27 117 92	0.4 0.009345794392523364
84 27 118 28	0.3333333333333333 0.009345794392523364
84 27 118 53	0.47619047619047616 0.037383177570093455
84 27 122 39	0.05 0.009345794392523364
84 27 122 57	0.6447368421052632 0.037383177570093455
84 27 126 21	0.6460674157303371 0.06542056074766354
84 27 126 61	0.3695652173913043 0.1308411214953271
84 30	0.2459016393442623 0.07476635514018691
84 30 3 68	0.25 0.018691588785046728
84 30 15 80	0.027465191684150295 0.27102803738317754
84 30 18	0.05764411027568922 0.24299065420560748
84 30 18 18	0.10479545443758169 0.42990654205607476
84 30 18 27	0.036083807553026384 0.22429906542056074
84 30 18 30	0.7071651090342679 0.028037383177570093
84 30 18 83	0.10668921583570083 0.4392523364485981
84 30 18 92	0.03839989742932239 0.24299065420560748
84 30 18 95	0.016890616743413602 0.1588785046728972
84 30 19 84	0.6989032901296112 0.8598130841121495
84 30 27	0.03927492447129909 0.037383177570093455
84 30 27 18	0.029589251439539346 0.2616822429906542
84 30 27 27	0.08129007921539042 0.1308411214953271
84 30 27 30	0.7352941176470589 0.04672897196261682
84 30 27 83	0.02895582629493983 0.27102803738317754
84 30 27 92	0.055916030534351145 0.12149532710280374
84 30 27 95	0.02997562421766915 0.07476635514018691
84 30 30	0.09090909090909091 0.009345794392523364
84 30 34	0.07575757575757576 0.028037383177570093
84 30 34 30	0.1694915254237288 0.037383177570093455
84 30 34 52	0.0967741935483871 0.009345794392523364
84 30 34 99	0.30569948186528495 0.09345794392523364
84 30 45 110	0.1142333027599433 0.4766355140186916
84 30 77 12	0.3230769230769231 0.037383177570093455
84 30 77 40	0.05714285714285714 0.009345794392523364
84 30 83	0.0593812375249501 0.2523364485981308
84 30 83 18	0.20210197135387262 0.42990654205607476
84 30 83 27	0.04628110024289372 0.2336448598130841
84 30 83 30	0.7049689440993789 0.028037383177570093
84 30 83 83	0.189426058818163 0.4392523364485981
84 30 83 92	0.05001979675333245 0.2523364485981308
84 30 83 95	0.016822359641373606 0.1588785046728972
84 30 85 12	0.0951219512195122 0.04672897196261682
84 30 85 20	0.5556225504974375 0.19626168224299065
84 30 85 39	0.01556420233463035 0.08411214953271028
84 30 85 40	0.025970873786407767 0.1308411214953271
84 30 85 57	0.010190217391304348 0.04672897196261682
84 30 86 21	0.6675338189386056 0.07476635514018691
84 30 86 30	0.47692307692307695 0.037383177570093455
84 30 92	0.04838709677419355 0.04672897196261682
84 30 92 18	0.02823869900771775 0.2616822429906542
84 30 92 27	0.09427942794279429 0.14953271028037382
84 30 92 30	0.8088235294117647 0.04672897196261682
84 30 92 52	0.5 0.009345794392523364
84 30 92 83	0.027590920054672636 0.27102803738317754
84 30 92 92	0.06560931081697854 0.14018691588785046
84 30 92 95	0.04437725543743295 0.07476635514018691
84 30 95	0.15325994919559696 0.2803738317757009
84 30 95 27	0.09732016925246827 0.11214953271028037
84 30 95 30	0.22106438407145515 0.1308411214953271
84 30 95 52	0.047619047619047616 0.037383177570093455
84 30 95 92	0.11343804537521815 0.09345794392523364
84 30 95 99	0.17346938775510204 0.056074766355140186
84 30 104 40	0.13636363636363635 0.018691588785046728
84 30 105 20	0.7428571428571429 0.037383177570093455
84 30 117	0.17647058823529413 0.028037383177570093
84 30 117 30	0.29508196721311475 0.056074766355140186
84 30 117 52	0.29310344827586204 0.037383177570093455
84 30 117 99	0.2 0.028037383177570093
84 30 126 21	0.465 0.037383177570093455
84 30 126 61	0.3533834586466165 0.04672897196261682
84 33	0.04878048780487805 0.018691588785046728
84 33 18	0.2857142857142857 0.14953271028037382
84 33 18 18	0.24519343863652415 0.38317757009345793
84 33 18 27	0.2549800796812749 0.18691588785046728
84 33 18 83	0.2478556621807548 0.3925233644859813
84 33 28 27	0.25 0.009345794392523364
84 33 28 92	0.3333333333333333 0.009345794392523364
84 33 45 110	0.20939597315436242 0.45794392523364486
84 33 83	0.288135593220339 0.1588785046728972
84 33 83 18	0.2031966050290188 0.38317757009345793
84 33 83 27	0.3018867924528302 0.19626168224299065
84 33 83 83	0.2152185143795637 0.3925233644859813
84 33 85 20	0.9439480097481722 0.102803738317757
84 33 86 21	0.8700787401574803 0.028037383177570093
84 33 95	0.015384615384615385 0.018691588785046728
84 33 98	0.8931034482758621 0.3644859813084112
84 33 98 27	0.8074639525021204 0.35514018691588783
84 33 98 83	0.32774511361830605 0.29906542056074764
84 33 98 92	0.9143426294820717 0.35514018691588783
84 33 110	1.0 0.3177570093457944
84 33 110 27	0.7989690721649485 0.2803738317757009
84 33 110 92	0.9298245614035088 0.2897196261682243
84 34	0.019230769230769232 0.009345794392523364
84 34 15 80	0.17907801418439717 0.21495327102803738
84 34 30	0.4098360655737705 0.14953271028037382
84 34 30 18	0.17309501411100658 0.27102803738317754
84 34 30 27	0.36764705882352944 0.18691588785046728
84 34 30 83	0.17740429505135388 0.2803738317757009
84 34 30 92	0.3916083916083916 0.19626168224299065
84 34 30 95	0.022457067371202115 0.08411214953271028
84 34 52	0.13333333333333333 0.018691588785046728
84 34 52 95	0.012 0.009345794392523364
84 34 77 12	0.005110732538330494 0.009345794392523364
84 34 77 20	0.2084942084942085 0.1308411214953271
84 34 77 40	0.021621621621621623 0.018691588785046728
84 34 77 121	0.12 0.009345794392523364
84 34 93 30	0.1232876712328767 0.037383177570093455
84 34 99	0.5161290322580645 0.2897196261682243
84 34 99 18	0.22017382143797734 0.35514018691588783
84 34 99 83	0.22579801151229723 0.3644859813084112
84 34 99 92	0.1742627345844504 0.24299065420560748
84 34 99 95	0.015117401093599228 0.14018691588785046
84 34 104 20	0.16155339805825242 0.16822429906542055
84 34 104 40	0.0090032154340836 0.028037383177570093
84 34 105 20	0.22080872330758747 0.17757009345794392
84 34 122 20	0.10204081632653061 0.04672897196261682
84 34 126 21	0.5978260869565217 0.06542056074766354
84 45 28 27	0.25 0.009345794392523364
84 45 28 92	0.3333333333333333 0.009345794392523364
84 45 83 18	0.2689075630252101 0.21495327102803738
84 45 83 83	0.275 0.22429906542056074
84 45 83 92	0.09821428571428571 0.009345794392523364
84 45 92	0.975609756097561 0.04672897196261682
84 45 92 92	0.9931506849315068 0.11214953271028037
84 45 98	0.8780487804878049 0.037383177570093455
84 45 98 27	0.5641025641025641 0.056074766355140186
84 45 98 83	0.5 0.009345794392523364
84 45 98 92	0.676923076923077 0.056074766355140186
84 45 108 20	0.23071672354948805 0.09345794392523364
84 45 110	0.2879481771617957 0.5794392523364486
84 45 110 18	0.14438725186324966 0.45794392523364486
84 45 110 27	0.2519681105722196 0.42990654205607476
84 45 110 30	0.848753280839895 0.037383177570093455
84 45 110 34	0.004781543243081705 0.009345794392523364
84 45 110 83	0.14714287804365886 0.4672897196261682
84 45 110 92	0.27420780044392773 0.4485981308411215
84 45 110 95	0.0029915964781907843 0.17757009345794392
84 45 110 98	0.17889908256880735 0.018691588785046728
84 45 110 117	0.0848463687150838 0.018691588785046728
84 51 116	0.0070244450688395615 0.102803738317757
84 51 116 20	0.3008989952406134 0.2336448598130841
84 52	0.2222222222222222 0.009345794392523364
84 52 18	0.2727272727272727 0.14018691588785046
84 52 18 18	0.24519344903392717 0.3177570093457944
84 52 18 83	0.24785567277330542 0.32710280373831774
84 52 27 83	0.19271948608137046 0.12149532710280374
84 52 34	0.18181818181818182 0.009345794392523364
84 52 45 110	0.2773972602739726 0.34579439252336447
84 52 77 40	0.1111111111111111 0.009345794392523364
84 52 83	0.2807017543859649 0.14953271028037382
84 52 83 18	0.20319660695943925 0.3177570093457944
84 52 83 83	0.21521851712263002 0.32710280373831774
84 52 85 20	0.9401294498381877 0.102803738317757
84 52 85 39	0.017569546120058566 0.037383177570093455
84 52 85 40	0.025964912280701753 0.04672897196261682
84 52 85 57	0.009126466753585397 0.028037383177570093
84 52 86 21	0.8700787401574803 0.028037383177570093
84 52 92	0.19047619047619047 0.018691588785046728
84 52 92 18	0.17582417582417584 0.11214953271028037
84 52 95	0.02247191011235955 0.028037383177570093
84 52 95 30	0.7807486631016043 0.028037383177570093
84 52 117	0.5172413793103449 0.07476635514018691
84 52 117 27	0.275 0.04672897196261682
84 52 117 92	0.3181818181818182 0.028037383177570093
84 54 119	1.0 0.056074766355140186
84 56 12	0.3333333333333333 0.009345794392523364
84 56 12 30	0.6666666666666666 0.018691588785046728
84 56 12 52	0.25 0.009345794392523364
84 56 12 99	0.75 0.028037383177570093
84 56 30	0.25 0.009345794392523364
84 56 35 80	0.08823529411764706 0.028037383177570093
84 56 40	1.0 0.009345794392523364
84 56 40 30	0.6666666666666666 0.018691588785046728
84 56 84	1.0 0.5233644859813084
84 56 105 39	0.25 0.009345794392523364
84 56 121	1.0 0.037383177570093455
84 56 121 30	0.6666666666666666 0.018691588785046728
84 66 1	1.0 0.037383177570093455
84 66 20	1.0 0.037383177570093455
84 66 20 95	0.0057692307692307696 0.028037383177570093
84 77 12	0.6602564102564102 0.16822429906542055
84 77 12 18	0.13171392625568568 0.32710280373831774
84 77 12 27	0.1663286004056795 0.17757009345794392
84 77 12 30	0.15384615384615385 0.04672897196261682
84 77 12 52	0.09090909090909091 0.018691588785046728
84 77 12 83	0.13582938388625593 0.3364485981308411
84 77 12 92	0.16180371352785147 0.19626168224299065
84 77 12 95	0.0063335679099225895 0.11214953271028037
84 77 12 99	0.1 0.028037383177570093
84 77 20	0.5268817204301075 0.06542056074766354
84 77 20 18	0.1186386912584402 0.3177570093457944
84 77 20 83	0.12753027391751195 0.32710280373831774
84 77 20 92	0.07516339869281045 0.09345794392523364
84 77 23 39	1.0 0.009345794392523364
84 77 35 80	0.003235037949483638 0.2336448598130841
84 77 40	0.10714285714285714 0.028037383177570093
84 77 40 30	0.0410958904109589 0.028037383177570093
84 77 43 30	1.0 0.037383177570093455
84 77 43 110	0.09606299212598425 0.4672897196261682
84 77 44 20	0.4 0.037383177570093455
84 77 45 30	0.23529411764705882 0.037383177570093455
84 77 121	1.0 0.009345794392523364
84 77 121 30	0.6666666666666666 0.018691588785046728
84 81 16	1.0 0.009345794392523364
84 83	0.304736086748525 0.35514018691588783
84 83 1 66	0.005050448241341687 0.028037383177570093
84 83 15 80	0.09269126717887674 0.2897196261682243
84 83 18	0.10014831935402281 0.45794392523364486
84 83 18 18	0.18667644590483526 0.45794392523364486
84 83 18 27	0.06715438702913717 0.35514018691588783
84 83 18 30	0.42180530437430525 0.028037383177570093
84 83 18 83	0.1880998104647821 0.4672897196261682
84 83 18 92	0.06937523547592818 0.38317757009345793
84 83 18 95	0.0010836534881754492 0.17757009345794392
84 83 18 110	0.00019110752845259918 0.3177570093457944
84 83 18 117	0.03746370865973403 0.018691588785046728
84 83 19 84	0.8790177049289392 0.7289719626168224
84 83 27	0.1625136612021858 0.3177570093457944
84 83 27 18	0.2089619577856504 0.4392523364485981
84 83 27 27	0.08659628472802106 0.3644859813084112
84 83 27 34	0.0014112952283621676 0.009345794392523364
84 83 27 52	0.19630281690140844 0.037383177570093455
84 83 27 83	0.20543154501580674 0.4485981308411215
84 83 27 92	0.1822993533792577 0.3644859813084112
84 83 27 95	0.0021494587942201267 0.14018691588785046
84 83 30	0.6503067484662577 0.028037383177570093
84 83 30 95	0.24995806072806576 0.04672897196261682
84 83 33 98	0.21752890671513175 0.32710280373831774
84 83 34	0.002714554186677803 0.009345794392523364
84 83 34 99	0.21454545454545454 0.16822429906542055
84 83 45 92	0.7791272128447921 0.04672897196261682
84 83 45 110	0.27683840123033715 0.4953271028037383
84 83 56 84	0.9564659197012139 0.5887850467289719
84 83 77 12	0.2927847346451998 0.11214953271028037
84 83 77 20	0.27240378312576086 0.06542056074766354
84 83 83	0.10113504123622634 0.4672897196261682
84 83 83 18	0.16275466906525468 0.45794392523364486
84 83 83 27	0.14015547799005307 0.3644859813084112
84 83 83 30	0.4468975610013337 0.028037383177570093
84 83 83 34	0.0028986517674682304 0.009345794392523364
84 83 83 83	0.16991720891983375 0.4672897196261682
84 83 83 92	0.14587426252353455 0.38317757009345793
84 83 83 95	0.0011426259282321966 0.17757009345794392
84 83 83 98	0.10759070838326515 0.018691588785046728
84 83 83 117	0.03208203666397308 0.018691588785046728
84 83 85 12	0.06247592494084414 0.09345794392523364
84 83 85 20	0.3858032097762032 0.3177570093457944
84 83 85 40	0.009930176020015863 0.18691588785046728
84 83 86 21	0.673402287171327 0.11214953271028037
84 83 86 61	0.20176409871445997 0.11214953271028037
84 83 92	0.17040661380124852 0.32710280373831774
84 83 92 18	0.1943669725078897 0.4392523364485981
84 83 92 27	0.07350956671024447 0.37383177570093457
84 83 92 30	0.9546413502109705 0.06542056074766354
84 83 92 83	0.19076551017316432 0.4485981308411215
84 83 92 92	0.07838419802213481 0.37383177570093457
84 83 92 95	0.0021047529856039744 0.14018691588785046
84 83 95	0.0035782171621171447 0.16822429906542055
84 83 95 21	0.3939668565510098 0.08411214953271028
84 83 95 30	0.18635431076538556 0.21495327102803738
84 83 95 99	0.09995203836930455 0.16822429906542055
84 83 98	0.34523809523809523 0.018691588785046728
84 83 98 33	0.4781523096129838 0.037383177570093455
84 83 98 52	0.9845360824742269 0.028037383177570093
84 83 104 20	0.20786345626333436 0.08411214953271028
84 83 104 39	0.26688191248196746 0.09345794392523364
84 83 105 20	0.4192634560906516 0.12149532710280374
84 83 105 40	0.37627543409511305 0.1588785046728972
84 83 117	0.17580504786771106 0.018691588785046728
84 83 117 30	0.330565229038307 0.04672897196261682
84 83 117 33	0.37195715676728336 0.028037383177570093
84 83 117 52	0.24455089820359283 0.028037383177570093
84 83 126 21	0.5873166114529106 0.06542056074766354
84 83 126 61	0.3123005212279856 0.1308411214953271
84 85 1	0.010362694300518135 0.037383177570093455
84 85 1 66	0.0005104244375515332 0.028037383177570093
84 85 8 20	0.8934707903780069 0.06542056074766354
84 85 10 30	0.9 0.04672897196261682
84 85 12	0.1590909090909091 0.08411214953271028
84 85 12 18	0.12582363029154256 0.308411214953271
84 85 12 27	0.20171339563862928 0.102803738317757
84 85 12 30	0.16551724137931034 0.11214953271028037
84 85 12 52	0.041025641025641026 0.056074766355140186
84 85 12 83	0.13024614839737914 0.3177570093457944
84 85 12 92	0.17197452229299362 0.11214953271028037
84 85 12 95	0.003766478342749529 0.11214953271028037
84 85 12 99	0.19285714285714287 0.14953271028037382
84 85 16 30	0.885593220338983 0.07476635514018691
84 85 20	0.9030141991198206 0.411214953271028
84 85 20 18	0.053111173790055845 0.4392523364485981
84 85 20 27	0.12749785683948314 0.2897196261682243
84 85 20 30	0.8043478260869565 0.06542056074766354
84 85 20 34	0.0017519360162498413 0.009345794392523364
84 85 20 83	0.05019668173825506 0.4485981308411215
84 85 20 92	0.119120442887377 0.3177570093457944
84 85 20 95	0.00485761944949621 0.18691588785046728
84 85 20 98	0.25197874878022336 0.009345794392523364
84 85 20 117	0.12400288130619214 0.018691588785046728
84 85 23 20	0.8506787330316742 0.08411214953271028
84 85 35 80	0.010670509989554272 0.2897196261682243
84 85 39	0.014730878186968839 0.11214953271028037
84 85 39 18	0.14495631453534552 0.308411214953271
84 85 39 27	0.0387736699729486 0.11214953271028037
84 85 39 30	0.36462699077954736 0.19626168224299065
84 85 39 52	0.054505005561735265 0.04672897196261682
84 85 39 83	0.14895710350255806 0.3177570093457944
84 85 39 92	0.04367201426024955 0.14018691588785046
84 85 39 99	0.2765957446808511 0.1588785046728972
84 85 40	0.028374892519346516 0.205607476635514
84 85 40 18	0.13263012277364689 0.3177570093457944
84 85 40 27	0.18176216882316698 0.2616822429906542
84 85 40 30	0.34280019930244143 0.24299065420560748
84 85 40 52	0.0323846908734053 0.06542056074766354
84 85 40 83	0.1279803646563815 0.32710280373831774
84 85 40 92	0.1643835616438356 0.2803738317757009
84 85 40 95	0.006880127017729558 0.06542056074766354
84 85 40 99	0.24011857707509882 0.22429906542056074
84 85 43 21	0.9884615384615385 0.04672897196261682
84 85 43 30	0.9695945945945946 0.056074766355140186
84 85 43 110	0.14165968147527241 0.4672897196261682
84 85 44 20	0.35161290322580646 0.056074766355140186
84 85 45 30	0.48230668414154654 0.056074766355140186
84 85 50 20	0.685 0.056074766355140186
84 85 51 116	0.0031997390722443724 0.102803738317757
84 85 57	0.004394224733207784 0.04672897196261682
84 85 57 18	0.09722222222222222 0.22429906542056074
84 85 57 83	0.09764309764309764 0.2336448598130841
84 85 57 99	0.14705882352941177 0.037383177570093455
84 85 58 20	0.9583333333333334 0.08411214953271028
84 85 67 21	0.748513674197384 0.08411214953271028
84 85 67 61	0.1450980392156863 0.102803738317757
84 85 69 21	0.8046875 0.07476635514018691
84 85 73 12	0.2222222222222222 0.037383177570093455
84 85 73 20	0.8934707903780069 0.06542056074766354
84 85 79 21	1.0 0.04672897196261682
84 85 79 30	0.9473684210526315 0.04672897196261682
84 85 88 20	0.8506787330316742 0.08411214953271028
84 85 109 12	0.08633093525179857 0.037383177570093455
84 85 109 20	0.5153846153846153 0.07476635514018691
84 85 115 20	0.685 0.056074766355140186
84 85 121 30	0.5454545454545454 0.037383177570093455
84 85 123 20	0.8545454545454545 0.09345794392523364
84 86 2 20	0.5866728797763281 0.12149532710280374
84 86 2 40	0.005653710247349823 0.056074766355140186
84 86 2 57	0.1557377049180328 0.037383177570093455
84 86 4 20	0.6666666666666666 0.07476635514018691
84 86 14 20	1.0 0.04672897196261682
84 86 21	0.7503010839020474 0.12149532710280374
84 86 21 18	0.04466820126875284 0.4392523364485981
84 86 21 27	0.23567007288576347 0.18691588785046728
84 86 21 30	0.125 0.028037383177570093
84 86 21 34	0.0010309278350515464 0.009345794392523364
84 86 21 83	0.04549395056288006 0.4485981308411215
84 86 21 92	0.20911675541523334 0.205607476635514
84 86 21 95	0.0041583248547704225 0.16822429906542055
84 86 21 98	0.303363074811256 0.009345794392523364
84 86 21 117	0.14721065778517903 0.018691588785046728
84 86 30	0.7419354838709677 0.08411214953271028
84 86 30 18	0.21030386617431152 0.34579439252336447
84 86 30 30	0.8 0.028037383177570093
84 86 30 95	0.005788712011577424 0.056074766355140186
84 86 38 80	0.022613065326633167 0.04672897196261682
84 86 53	0.2 0.009345794392523364
84 86 55 20	0.42105263157894735 0.056074766355140186
84 86 61	0.18354430379746836 0.11214953271028037
84 86 61 18	0.09959648081275192 0.3644859813084112
84 86 61 27	0.11268436578171091 0.18691588785046728
84 86 61 30	0.09849749582637729 0.08411214953271028
84 86 61 52	0.0020876826722338203 0.009345794392523364
84 86 61 83	0.09788019965993912 0.37383177570093457
84 86 61 84	0.356 0.7289719626168224
84 86 61 92	0.11548047632234838 0.205607476635514
84 86 61 95	0.0026680720708850752 0.14953271028037382
