1 66 18	0.0626410835214447 0.011776931070315206
15 80 92 30	0.011279825224162588 0.005195704883962591
15 80 92 52	0.00010693410575056322 0.0034638032559750607
15 80 92 92	0.014537911220506326 0.5077935573259439
15 80 92 95	0.0015325272351301958 0.43574644960166264
15 80 93 28	0.011882998171846435 0.0010391409767925182
15 80 93 30	0.04312823461759632 0.0038101835815725666
15 80 95	0.0021086807079733973 0.43851749220644265
15 80 95 27	0.006332794423180098 0.45583650848631796
15 80 95 30	0.010017496874657032 0.03740907516453065
15 80 95 33	0.001214725024614165 0.010737790093522688
15 80 95 52	0.0008508695155827848 0.02978870800138552
15 80 95 92	0.006363270580571268 0.44232767578801524
15 80 95 99	0.0036686818581098536 0.018358157256667822
15 80 98	0.003015075376884422 0.0020782819535850364
15 80 98 27	0.01014040561622465 0.009005888465535157
15 80 98 92	0.01014040561622465 0.009005888465535157
15 80 99	0.01155268022181146 0.008659508139937652
15 80 99 27	0.029534510433386837 0.02216834083824039
15 80 99 92	0.019833824711873494 0.0228611014894354
15 80 99 95	0.002323110571305436 0.3411846207135435
15 80 104 20	0.018891386484289063 0.019050917907862834
15 80 104 39	0.011817321870739783 0.05022514721163838
15 80 104 40	0.007592280721128627 0.04849324558365085
15 80 105 12	0.00958215519949733 0.013508832698302737
15 80 105 20	0.018649487507792967 0.020782819535850365
15 80 105 39	0.010113865838551478 0.02805680637339799
15 80 105 40	0.011515647122003612 0.08901974367855905
15 80 110 30	0.002859866539561487 0.0010391409767925182
15 80 110 45	0.002036659877800407 0.0006927606511950121
15 80 117	0.00012078336640496938 0.0024246622791825423
15 80 117 30	0.01034675615212528 0.019743678559057846
15 80 117 52	0.0035066850055140452 0.02459300311742293
15 80 117 92	0.009371221281741234 0.010391409767925183
15 80 117 99	0.004509379509379509 0.007273986837547627
15 80 118 53	0.03602676273803397 0.00796674748874264
15 80 126 61	0.010769498002431823 0.018704537582265326
15 85 20 80	0.004984228648479449 0.28680290959473503
15 85 35 80	0.004984228648479449 0.28680290959473503
15 100 1 66	6.195394000880735e-05 0.0034638032559750607
15 100 8 20	0.008055878928987195 0.011084170419120194
15 100 8 39	0.004359596385753964 0.0048493245583650845
15 100 12	0.001443384487764413 0.020782819535850365
15 100 12 27	0.0036719564461948338 0.07100796674748874
15 100 12 30	0.004223167690147339 0.016972635954277795
15 100 12 83	0.0013417524547766387 0.027364045722202978
15 100 12 92	0.003981472879533902 0.07066158642189124
15 100 12 99	0.004071182741542853 0.014547973675095255
15 100 16 30	0.03597122302158273 0.00796674748874264
15 100 20	0.011028504149338194 0.03775545549012816
15 100 20 18	0.0012387698439370784 0.04329754069968826
15 100 20 27	0.005466704209663043 0.07308624870107377
15 100 20 34	0.0033686146650215455 0.0017319016279875303
15 100 20 52	6.89084895259096e-05 0.00034638032559750607
15 100 20 80	0.004984228648479449 0.28680290959473503
15 100 20 83	0.0012248708929430091 0.042951160374090754
15 100 20 92	0.005006460750091965 0.06892968479390371
15 100 20 95	0.002166921011744965 0.4395566331832352
15 100 21	0.275 0.0017319016279875303
15 100 23 20	0.005213951815893563 0.0114305507447177
15 100 23 40	0.0003824091778202677 0.0020782819535850364
15 100 30	0.3170731707317073 0.0013855213023900243
15 100 35 80	0.005096639644413288 0.42431589885694493
15 100 37	2.184908834678873e-05 0.0006927606511950121
15 100 37 80	0.0050157681333533564 0.28922757187391757
15 100 39	0.001489995129416308 0.04052649809490821
15 100 39 27	0.008993808043225068 0.114998268098372
15 100 39 30	0.0041457011986577325 0.023553862140630412
15 100 39 92	0.009835125825744936 0.11361274679598199
15 100 39 95	0.001967098383237288 0.3373744371319709
15 100 39 99	0.005147573147729069 0.021475580187045377
15 100 40	0.0011922327346947487 0.09075164530654659
15 100 40 27	0.007254054935202543 0.23761690335988916
15 100 40 30	0.0036908964601792766 0.025285763768617943
15 100 40 52	0.0011189175123601353 0.005888465535157603
15 100 40 83	0.0007806386276104402 0.018704537582265326
15 100 40 92	0.008543644349533185 0.2296501558711465
15 100 40 99	0.0038919175504411405 0.022514721163837893
15 100 43 92	0.006212466349140609 0.010391409767925183
15 100 44 20	0.00407433881343817 0.009352268791132663
15 100 45 30	0.006954612005856516 0.009698649116730169
15 100 51 116	4.772553532495645e-06 0.0027710426047800486
15 100 57	2.2598742379986555e-05 0.0013855213023900243
15 100 57 30	0.002222170783083725 0.006234845860755109
15 100 67 21	0.01129342854850357 0.010737790093522688
15 100 73 20	0.008020770550326859 0.011084170419120194
15 100 73 39	0.004359596385753964 0.0048493245583650845
15 100 88 40	0.00036594291290558675 0.0020782819535850364
15 100 96 61	0.125 0.0006927606511950121
15 102 20 95	0.0044444444444444444 0.00034638032559750607
15 102 35 80	0.0050231002454401074 0.28922757187391757
15 102 37 80	0.005042894621512748 0.2909594735019051
15 103 21	0.010617760617760617 0.0038101835815725666
15 103 21 92	0.010225763612217796 0.014547973675095255
15 103 21 95	0.00022615906520919715 0.005195704883962591
15 103 30	0.0387858347386172 0.0034638032559750607
15 103 31 20	0.01876675603217158 0.0006927606511950121
15 103 38 80	0.006079325613027601 0.3979909941115345
15 103 61	0.10526315789473684 0.0006927606511950121
15 103 61 92	0.16 0.0013855213023900243
18	0.10970744680851063 0.0571527537235885
18 1 66	0.0033065834447912022 0.012469691721510218
18 1 66 18	0.043484961435903316 0.06892968479390371
18 1 66 45	0.00033763505402160867 0.0010391409767925182
18 1 66 83	0.042949868802651565 0.06789054381711118
18 14 79	0.05 0.0006927606511950121
18 15 80	0.006138261112184234 0.03810183581572567
18 15 80 30	0.13942579405448174 0.02216834083824039
18 15 80 45	0.0017508325036904803 0.0017319016279875303
18 15 80 83	0.044935137015062646 0.0744717700034638
18 15 100 20	0.05924729607844649 0.05230342916522342
18 18	0.06055677418435214 0.07758919293384135
18 18 15 80	0.004549478293653084 0.04329754069968826
18 18 18	0.04730461168114747 0.08278489781780395
18 18 18 18	0.013995214595167142 0.08382403879459646
18 18 18 27	0.03894850271480927 0.09213716660893662
18 18 18 45	3.6459914867481466e-09 0.0020782819535850364
18 18 18 83	-0.0004045804449490656 0.08278489781780395
18 18 18 92	0.039725377998502266 0.08798060270176654
18 18 18 95	0.0005368906801176891 0.0010391409767925182
18 18 18 110	0.0004843805213878057 0.023553862140630412
18 18 19 84	0.00901929712468149 0.03013508832698303
18 18 27	0.06458354855381744 0.09317630758572913
18 18 27 18	0.04365860410055281 0.08347765846899896
18 18 27 27	0.059501279012893885 0.0917907862833391
18 18 27 83	0.0426748378648724 0.08243851749220645
18 18 27 92	0.05154722031889042 0.08763422237616904
18 18 27 110	0.0073201644853110115 0.019743678559057846
18 18 33 98	0.011518095958663486 0.03740907516453065
18 18 33 110	9.852240094238639e-05 0.01662625562868029
18 18 34 99	0.031422324031537115 0.045029442327675785
18 18 45	9.922727850075737e-09 0.0020782819535850364
18 18 45 92	0.049131403820285406 0.005888465535157603
18 18 45 110	0.04964596001672029 0.08347765846899896
18 18 83	0.04821899011519903 0.08174575684101143
18 18 83 18	-0.019021270384386602 0.08382403879459646
18 18 83 27	0.03245651713615576 0.09248354693453412
18 18 83 45	3.692214107567091e-09 0.0020782819535850364
18 18 83 83	-0.003189974737641799 0.08278489781780395
18 18 83 92	0.03490507034031262 0.08798060270176654
18 18 83 95	0.0005448917874752137 0.0010391409767925182
18 18 85 12	0.010496668712135875 0.02909594735019051
18 18 85 20	0.06677819935096845 0.07793557325943887
18 18 86 21	0.09127764758380832 0.04364392102528576
18 18 92	0.06392927360052272 0.08832698302736404
18 18 92 18	0.04365224696298633 0.08347765846899896
18 18 92 27	0.0711135645404627 0.09248354693453412
18 18 92 83	0.0423174975656096 0.08243851749220645
18 18 92 92	0.06880639681359249 0.08798060270176654
18 18 95	0.00019971315445105553 0.0010391409767925182
18 18 95 30	0.11247438347251011 0.06615864218912365
18 18 95 99	0.032496085456140036 0.04052649809490821
18 18 105 40	0.056671437213234935 0.03740907516453065
18 18 108 43	0.0031031211062950304 0.0065812261863526155
18 18 110	0.0026582870762220687 0.009352268791132663
18 18 110 27	0.0053473353972688 0.015240734326290266
18 18 110 92	0.00500021229698687 0.0114305507447177
18 18 126 21	0.08071944888213659 0.023207481815032908
18 18 126 61	0.042889492188127876 0.038448216141323176
18 19 84	0.015107236613997722 0.02390024246622792
18 19 84 18	0.03721888929852197 0.06685140284031867
18 19 84 27	0.035696436414302805 0.0398337374437132
18 19 84 83	0.03717509344122485 0.06719778316591618
18 19 84 92	0.03372048254620123 0.036716314513335645
18 19 121	0.019830028328611898 0.0010391409767925182
18 27	0.06493880489560835 0.05645999307239349
18 27 18	0.04264720230594909 0.07758919293384135
18 27 18 18	0.028678828571676626 0.08382403879459646
18 27 18 27	0.04017627425011004 0.08728784205057152
18 27 18 83	0.029030758653017498 0.08278489781780395
18 27 27	0.08952161798749636 0.0803602355386214
18 27 27 18	0.02484017289666045 0.0800138552130239
18 27 27 27	0.059457832339349384 0.0800138552130239
18 27 27 83	0.02443105935770784 0.07932109456182888
18 27 27 92	0.062039591001548565 0.07655005195704884
18 27 33 98	0.0653567330030509 0.027710426047800486
18 27 45	0.00039211292852341475 0.0017319016279875303
18 27 45 110	0.03187414236107712 0.08347765846899896
18 27 83	0.04130442782627842 0.07828195358503637
18 27 83 18	0.01946004711079353 0.08382403879459646
18 27 83 27	0.04799609814154134 0.08763422237616904
18 27 83 83	0.01967771130518438 0.08278489781780395
18 27 83 92	0.049621031496182924 0.08382403879459646
18 27 85 20	0.08045074051975694 0.060962937305161065
18 27 92	0.08202046677634331 0.07689643228264635
18 27 92 18	0.023281174567763376 0.07897471423623138
18 27 92 27	0.07206971463772975 0.08105299618981641
18 27 92 83	0.022912579964953012 0.07828195358503637
18 27 92 92	0.05892280432074693 0.07758919293384135
18 27 95 30	0.04521248122646617 0.05611361274679598
18 27 105 40	0.06508385671889019 0.029442327675788017
18 30 95	0.01791044776119403 0.004502944232767579
18 33 98	0.06375395987328406 0.025978524419812955
18 33 98 18	0.044936087067677245 0.06027017665396606
18 33 98 83	0.04430154317305716 0.05992379632836855
18 33 98 92	0.10595629052961475 0.03567717353654312
18 34 30	0.057283142389525366 0.03082784897817804
18 34 33	0.12903225806451613 0.0013855213023900243
18 34 52 18	0.036539943488312354 0.06165569795635608
18 34 77 20	0.05366623618883627 0.03013508832698303
18 34 99	0.05255140898705255 0.03636993418773814
18 34 99 18	0.04574120038410981 0.07689643228264635
18 34 99 83	0.04492217303133646 0.07655005195704884
18 34 104 20	0.05545645481485744 0.04191201939729823
18 34 105 20	0.06887344785433958 0.0401801177693107
18 34 126 61	0.004554079696394687 0.011084170419120194
18 45	0.0004851752021563342 0.0013855213023900243
18 45 92	0.043259557344064385 0.004156563907170073
18 45 108 20	0.040732189973614774 0.020782819535850365
18 45 110	0.031128487552477886 0.08347765846899896
18 45 110 18	0.038324612389315255 0.08382403879459646
18 45 110 27	0.04693822036443486 0.09352268791132663
18 45 110 45	0.0002123709786970636 0.0020782819535850364
18 45 110 83	0.038514166498522295 0.08278489781780395
18 45 110 92	0.04683995345305516 0.08832698302736404
18 45 110 117	0.001638265332695704 0.0010391409767925182
18 52 95	0.00881057268722467 0.0006927606511950121
18 52 117	0.01929260450160772 0.0017319016279875303
18 52 117 83	0.03824799506477483 0.02909594735019051
18 66 1 83	0.02716617373206266 0.0630412192587461
18 77 12	0.07406616862326575 0.027017665396605474
18 77 12 18	0.05124419017439797 0.0744717700034638
18 77 12 83	0.050082278879760266 0.07412538967786629
18 77 20	0.07670795045944866 0.02182196051264288
18 77 20 18	0.05112343004084007 0.0748181503290613
18 83	0.05959974873723067 0.07724281260824385
18 83 1 66	0.0013279966111943904 0.014547973675095255
18 83 15 80	0.004201868784115477 0.04329754069968826
18 83 18	0.04267844806351386 0.08278489781780395
18 83 18 18	-0.015966475405348284 0.08382403879459646
18 83 18 27	0.042087266607760375 0.09213716660893662
18 83 18 45	2.635658300989869e-09 0.0020782819535850364
18 83 18 83	0.03693626411297747 0.08278489781780395
18 83 18 92	0.035084596042974585 0.08798060270176654
18 83 18 95	0.000433272561231883 0.0010391409767925182
18 83 19 84	0.009410353069141899 0.03013508832698303
18 83 19 121	1.785418090018137e-06 0.0010391409767925182
18 83 27	0.10185426892148502 0.09352268791132663
18 83 27 18	0.039330294134864933 0.08347765846899896
18 83 27 27	0.14481760587250753 0.0917907862833391
18 83 27 83	0.039194576781341715 0.08243851749220645
18 83 27 92	0.14277866980964654 0.08763422237616904
18 83 30 117	2.168139862267683e-06 0.0006927606511950121
18 83 33 98	0.011599295244100055 0.03740907516453065
18 83 34 30	0.040238926653783154 0.03948735711811569
18 83 45	8.577736389779387e-09 0.0020782819535850364
18 83 45 92	0.061413430957640305 0.005888465535157603
18 83 45 110	0.04860399492005652 0.08347765846899896
18 83 77 20	0.04361270120196441 0.025978524419812955
18 83 83	0.03808187038138057 0.08174575684101143
18 83 83 18	0.03598165931160297 0.08382403879459646
18 83 83 27	0.03255788625725272 0.09248354693453412
18 83 83 45	2.191058584410534e-09 0.0020782819535850364
18 83 83 83	0.044513912173098344 0.08278489781780395
18 83 83 92	0.033989654782971765 0.08798060270176654
18 83 83 95	0.00041191379213462815 0.0010391409767925182
18 83 85 12	0.00975713890359307 0.02909594735019051
18 83 85 20	0.06383853622848146 0.07862833391063388
18 83 85 40	0.0015805505781757907 0.03810183581572567
18 83 85 57	0.0009771251404604372 0.011084170419120194
18 83 86 21	0.08458099339627122 0.04364392102528576
18 83 86 61	0.025082103979460077 0.031174229303775544
18 83 92	0.10648801728276548 0.08832698302736404
18 83 92 18	0.045868651067781284 0.08347765846899896
18 83 92 27	0.09905337976081173 0.09248354693453412
18 83 92 45	6.790381793535681e-09 0.0020782819535850364
18 83 92 83	0.045572143677449474 0.08243851749220645
18 83 92 92	0.09176736573816766 0.08798060270176654
18 83 95	0.0001769976684014411 0.0010391409767925182
18 83 95 30	0.1041546149573623 0.06615864218912365
18 83 95 99	0.030326264397770517 0.04052649809490821
18 83 98 27	9.523361532789864e-09 0.0006927606511950121
18 83 104 39	0.03332194188822521 0.03082784897817804
18 83 105 40	0.05402930138826013 0.03810183581572567
18 83 126 21	0.07269973758254461 0.0228611014894354
18 85 12	0.01514004542013626 0.02390024246622792
18 85 12 83	0.052645071125539386 0.0744717700034638
18 85 20	0.09654873528651196 0.06442674056113613
18 85 20 18	0.0457029570948565 0.08209213716660893
18 85 20 27	0.05483424916742739 0.07551091098025632
18 85 20 83	0.059765494684758676 0.08105299618981641
18 85 20 92	0.04897345347487556 0.07273986837547627
18 85 20 95	4.8751747525258e-05 0.0010391409767925182
18 85 35 80	0.0011749926641277412 0.040872878420505715
18 85 39	0.001448707444218826 0.018011776931070315
18 85 39 30	0.03898635477582846 0.036716314513335645
18 85 39 56	0.012523481527864746 0.0020782819535850364
18 85 39 99	0.023319549373658488 0.03567717353654312
18 85 40	0.00198494034391249 0.028403186698995497
18 85 40 18	0.05483586424680591 0.07204710772428126
18 85 40 30	0.041790357118549115 0.046761343955663316
18 85 40 52	0.01344946641556811 0.013855213023900243
18 85 40 83	0.05624794457476654 0.07239348804987877
18 85 40 99	0.023080218485594946 0.039140976792518184
18 85 43 110	0.012262453860183127 0.07204710772428126
18 85 57	0.0009494422027059103 0.009352268791132663
18 85 57 83	0.03900212314225053 0.05784551437478351
18 85 58 20	0.0990390272602471 0.024939383443020435
18 86 21	0.09303029763283045 0.039140976792518184
18 86 21 18	0.04972781545665294 0.0800138552130239
18 86 21 27	0.06356941486232463 0.05819189470038102
18 86 21 83	0.05001401021833435 0.07897471423623138
18 86 21 92	0.05884317981414909 0.05611361274679598
18 86 30 18	0.0391001164809152 0.07377900935226879
18 86 30 83	0.0391997189940078 0.07308624870107377
18 86 53 83	0.036390101892285295 0.03325251125736058
18 86 61	0.02775345234085551 0.02459300311742293
18 86 61 18	0.04645888712902521 0.0748181503290613
18 86 61 83	0.04610997861530734 0.0744717700034638
18 86 61 99	0.01545870455092704 0.012816072047107724
18 92	0.06353967821107172 0.054728091444405956
18 92 18	0.042112858599296296 0.07758919293384135
18 92 18 18	0.021343688411306638 0.08382403879459646
18 92 18 27	0.029116611373837475 0.08728784205057152
18 92 18 83	0.026139320412970006 0.08278489781780395
18 92 18 92	0.03170840520498287 0.08347765846899896
18 92 18 95	3.361679976519174e-05 0.0010391409767925182
18 92 18 110	0.00476583977398888 0.012123311395912712
18 92 19 84	0.013440184525305694 0.02390024246622792
18 92 27	0.09706344159973009 0.08105299618981641
18 92 27 18	0.02432364935184801 0.08105299618981641
18 92 27 27	0.07056719087724529 0.0800138552130239
18 92 27 83	0.02390035646265947 0.0803602355386214
18 92 27 92	0.06278617043708769 0.07689643228264635
18 92 45	0.0003996747474469053 0.0017319016279875303
18 92 45 110	0.031892344990502856 0.08347765846899896
18 92 83	0.04296407459158603 0.07828195358503637
18 92 83 18	0.016436437637465308 0.08382403879459646
18 92 83 27	0.04158823947891479 0.08763422237616904
18 92 83 45	1.3970664894812073e-08 0.0020782819535850364
18 92 83 83	0.016240665417059017 0.08278489781780395
18 92 83 92	0.04507785359064096 0.08382403879459646
18 92 85 12	0.015287389572531654 0.0228611014894354
18 92 85 20	0.07977201296312798 0.05992379632836855
18 92 86 21	0.07342920378103161 0.03775545549012816
18 92 92	0.0934901731570103 0.07655005195704884
18 92 92 18	0.03460423062204093 0.0800138552130239
18 92 92 27	0.082950850442473 0.0800138552130239
18 92 92 45	0.0002515815263100157 0.0017319016279875303
18 92 92 83	0.0343003291043343 0.07932109456182888
18 92 95 30	0.04386091932718595 0.05542085209560097
18 95	4.021232105517131e-05 0.0006927606511950121
18 95 15 80	0.001101934182537665 0.02390024246622792
18 95 21	0.08609625668449197 0.01766539660547281
18 95 21 18	0.03895628944005442 0.07343262902667129
18 95 21 83	0.03872849854910814 0.07273986837547627
18 95 30	0.11218800648298217 0.05438171111880845
18 95 30 18	0.07146126261851822 0.07862833391063388
18 95 30 27	0.047414607529671575 0.06685140284031867
18 95 30 83	0.07509661137091983 0.07828195358503637
18 95 30 92	0.04916574842127048 0.06442674056113613
18 95 52 18	0.03598936908570752 0.0682369241427087
18 95 92 30	0.16309818841844392 0.012123311395912712
18 95 99	0.03192890059249506 0.029442327675788017
18 95 99 83	0.06495145744431982 0.07412538967786629
18 95 104 20	0.06687906271678529 0.042951160374090754
18 95 105 20	0.08138955712635516 0.046414963630065816
18 95 110 20	0.060204903879359964 0.025978524419812955
18 98 52	0.15151515151515152 0.0034638032559750607
18 104 20	0.05114638447971781 0.017319016279875303
18 104 20 18	0.05475057905109357 0.07343262902667129
18 104 39	0.08217558380135974 0.025978524419812955
18 104 39 18	0.05887635417398023 0.07377900935226879
18 105 12	0.017142857142857144 0.0010391409767925182
18 105 20	0.09843982169390787 0.025285763768617943
18 105 39 18	0.037747429798987264 0.055074471770003464
18 105 40	0.09882295242766062 0.03013508832698303
18 105 40 18	0.06173024612721034 0.07689643228264635
18 105 40 83	0.06243585504785227 0.07655005195704884
18 105 40 92	0.04040873200185787 0.0401801177693107
18 108 43	0.12658227848101267 0.005195704883962591
18 110 45 110	0.0484410721977403 0.004156563907170073
18 117 27 18	0.036734693877551024 0.02182196051264288
18 117 27 27	0.055658627087198514 0.00796674748874264
18 117 30 83	0.035392023937537986 0.06754416349151368
18 117 52 92	0.026110297706198146 0.023207481815032908
18 117 99	0.03694267515923567 0.009352268791132663
18 118 53 18	0.035084119819450144 0.04849324558365085
18 121 30	0.0970873786407767 0.0034638032559750607
18 122 57	0.10618066561014262 0.01593349497748528
18 122 57 18	0.04268536531829102 0.0633875995843436
18 126 21	0.08565392740541579 0.019050917907862834
18 126 21 18	0.036269134319798085 0.0748181503290613
18 126 21 83	0.03598897129260211 0.0744717700034638
18 126 21 92	0.06035433220545185 0.03775545549012816
18 126 61	0.062626976415511 0.03255975060616557
18 126 61 18	0.05374737917138755 0.07377900935226879
18 126 61 83	0.05330590291242321 0.07343262902667129
19 84	0.03573064590013743 0.027017665396605474
19 84 15 80	0.008958145137006926 0.01489435400069276
19 84 18	0.02377843276250171 0.023207481815032908
19 84 18 18	0.01760855570460452 0.03186698995497056
19 84 18 27	0.023860661517388942 0.03186698995497056
19 84 18 45	0.0015335577110750069 0.0017319016279875303
19 84 18 83	0.017320590873268343 0.03082784897817804
19 84 18 92	0.022750352527462325 0.029442327675788017
19 84 19 84	0.03471457295218113 0.027017665396605474
19 84 19 121	0.08320950965824665 0.0010391409767925182
19 84 27	0.10634766975522057 0.04606858330446831
19 84 27 27	0.10834679590737749 0.04329754069968826
19 84 27 92	0.10189698797764213 0.037062694838933145
19 84 30 27	0.03648705982180738 0.007273986837547627
19 84 30 92	0.03972911963882619 0.007620367163145133
19 84 30 95	0.003422133305254291 0.0038101835815725666
19 84 45	0.0030323705556819045 0.0017319016279875303
19 84 45 98	0.033984706881903144 0.0027710426047800486
19 84 45 110	0.02421002463788958 0.03636993418773814
19 84 52 83	0.022328548644338118 0.014547973675095255
19 84 77 12	0.03911870503597122 0.0065812261863526155
19 84 83	0.024304655472027804 0.02390024246622792
19 84 83 18	0.018785559956448906 0.03186698995497056
19 84 83 27	0.033691170286876244 0.03221337028056807
19 84 83 45	0.001493797287958731 0.0017319016279875303
19 84 83 83	0.021376945545663915 0.03082784897817804
19 84 83 92	0.03254174087507421 0.02978870800138552
19 84 85 20	0.04480950415005515 0.0228611014894354
19 84 85 39	0.001625685836212152 0.0048493245583650845
19 84 92	0.09885126964933495 0.038794596466920676
19 84 92 18	0.037836519057681844 0.023553862140630412
19 84 92 27	0.10256589404551886 0.04364392102528576
19 84 92 92	0.09491649349649811 0.037062694838933145
19 84 95	0.0006497198083326566 0.0020782819535850364
19 84 95 27	0.005703740983056534 0.008659508139937652
19 84 104 39	0.03253796095444685 0.008313127814340146
19 84 105 39	0.01126126126126126 0.0027710426047800486
19 84 105 40	0.043780290791599355 0.016279875303082784
19 84 117 52	0.03571428571428571 0.004156563907170073
19 84 126 21	0.05600292825768668 0.0038101835815725666
19 84 126 61	0.040356925572906106 0.010045029442327675
19 98 18 92	0.04285714285714286 0.0006927606511950121
19 98 27 92	0.13636363636363635 0.0006927606511950121
19 98 83 27	0.029411764705882353 0.0006927606511950121
19 98 83 92	0.039473684210526314 0.0006927606511950121
19 98 95 30	0.125 0.00034638032559750607
19 121	0.08571428571428572 0.0010391409767925182
19 121 83	0.019550342130987292 0.006927606511950121
19 121 83 83	0.016569875650461415 0.02459300311742293
19 126 21	0.07142857142857142 0.0010391409767925182
19 126 61 84	0.036696299359106885 0.024939383443020435
27	1.0 1.0
27 1 66	0.03247405423501841 0.01662625562868029
27 1 121	0.42857142857142855 0.0010391409767925182
27 15 80	0.009471239980691187 0.5289227571873918
27 15 80 18	0.026453568476164233 0.0633875995843436
27 15 80 27	0.021995220978793445 0.6293730516106685
27 15 80 30	0.020929531011181723 0.034984412885348114
27 15 80 33	0.012329656067488644 0.008659508139937652
27 15 80 45	0.0008113815716349895 0.0017319016279875303
27 15 80 52	0.0002689977104856521 0.01662625562868029
27 15 80 92	0.021918759102336628 0.6110148943540007
27 15 80 95	0.0028084896566735224 0.5351576030481469
27 15 80 99	0.012351397251814111 0.01593349497748528
27 15 100 12	0.0016690794515881802 0.030481468652580532
27 15 100 20	0.015110870659663518 0.08347765846899896
27 15 100 39	0.00152403375076103 0.05368895046761344
27 15 100 40	0.0012437616799849355 0.11222722549359196
27 18	0.08353279080899952 0.05784551437478351
27 18 15 80	0.005363437874480817 0.04780048493245584
27 18 18	0.05914061551494955 0.09456182888811915
27 18 18 18	0.08274440231573851 0.09386906823692415
27 18 18 27	0.047652278463797215 0.10218219605126429
27 18 18 45	4.651284029642801e-05 0.0020782819535850364
27 18 18 83	0.0827886317406696 0.09282992726013163
27 18 18 92	0.050606350309721354 0.09767925181849671
27 18 19 84	0.013544038619182075 0.02978870800138552
27 18 27	0.12122194726512502 0.09317630758572913
27 18 27 18	0.05323521930710851 0.08867336335296155
27 18 27 83	0.05285189196991411 0.08832698302736404
27 18 27 92	0.09268991808589411 0.09594735019050918
27 18 33 98	0.07450602831447889 0.03082784897817804
27 18 45	0.00042710847562005223 0.0020782819535850364
27 18 45 110	0.04230950720568538 0.09421544856252165
27 18 77 12	0.05626724883634716 0.03221337028056807
27 18 77 20	0.061706852791878174 0.027017665396605474
27 18 83	0.05816648303773059 0.09352268791132663
27 18 83 18	0.07244971809778776 0.09386906823692415
27 18 83 27	0.02513140369195005 0.10252857637686179
27 18 83 83	0.07334508453956513 0.09282992726013163
27 18 83 92	0.02666203422725537 0.09767925181849671
27 18 85 20	0.06248795654845891 0.07828195358503637
27 18 86 21	0.07367754923802264 0.04814686525805334
27 18 92	0.11662082905331522 0.08867336335296155
27 18 92 18	0.05455796732256244 0.08867336335296155
27 18 92 27	0.11817870814953298 0.09941115344648424
27 18 92 83	0.05510497310267725 0.08832698302736404
27 18 92 92	0.10121631398082837 0.09386906823692415
27 18 95 30	0.07341621384594417 0.06754416349151368
27 18 104 39	0.057728847658432995 0.026671285071007966
27 18 105 20	0.09812623274161736 0.031174229303775544
27 18 110 18	0.06141899046946699 0.011084170419120194
27 18 126 21	0.09374650824984171 0.02459300311742293
