1 66 6	0.23195465600626206 0.06395958440568106
4 88 67 6	0.28104575163398693 0.002192355352206653
4 109 69 6	0.07352941176470588 0.00047659898961014205
4 115 67 6	0.21714285714285714 0.0016204365646744828
4 120 6	0.32450331125827814 0.00419407110856925
4 123 67 6	0.2 0.00028595939376608524
4 123 69 6	0.125 9.53197979220284e-05
6	1.0 1.0
6 71 2 6	0.05764949875512781 0.1194357067963016
6 71 4 6	0.1446713243524916 0.09589171670956058
6 71 6	0.5624631005762409 1.0
6 71 8 6	0.49590859966033657 0.15279763606901153
6 71 8 37	0.09001233045622688 0.03326660947478791
6 71 10 6	0.35148646288209606 0.30740634829854163
6 71 10 37	0.921803127874885 0.1304928033552569
6 71 14 6	0.4260307839540633 0.19464302735678202
6 71 22	0.052177259731691225 0.03431512725193023
6 71 23 6	0.33239307768544635 0.1835859307978267
6 71 31 6	0.26014662534955785 0.03822323896673339
6 71 32 6	0.21665200820873645 0.03564960442283863
6 71 33 6	0.11282997445359069 0.11581355447526451
6 71 33 22	0.008417508417508417 0.0003812791916881136
6 71 37	0.08120369353462477 0.09103040701553712
6 71 44 6	0.21254018377855538 0.25050042893909064
6 71 44 22	0.00010338054378166029 9.53197979220284e-05
6 71 44 37	0.014854397489949996 0.028881898770374607
6 71 44 46	0.00018145710051715273 0.002192355352206653
6 71 45 6	0.39360204457343356 0.26689543418167955
6 71 46	1.2553250890276553e-05 0.0013344771709083976
6 71 50 6	0.4466453394101407 0.11381183871890192
6 71 55 6	0.03183166981386566 0.010199218377657039
6 71 56 6	0.42925170068027213 0.05795443713659327
6 71 58 6	0.22074963760612965 0.19740730149652083
6 71 67 6	0.06177025096032121 0.17862930130588123
6 71 69 6	0.16290694136567133 0.114097798112668
6 71 73 6	0.49590859966033657 0.15279763606901153
6 71 73 37	0.09001233045622688 0.03326660947478791
6 71 75 6	0.21786382455350184 0.3426746735296921
6 71 75 22	0.012310217480508822 0.0028595939376608523
6 71 75 37	0.026179006085192698 0.05795443713659327
6 71 79 6	0.658287122612446 0.19006767705652464
6 71 88 6	0.33239307768544635 0.1835859307978267
6 71 96 6	0.40893429963169775 0.0399389953293299
6 71 97 6	0.17441586027849892 0.03498236583738443
6 71 98 6	0.23033463711429814 0.11219140215422743
6 71 109 6	0.17161140864938013 0.24582975884091127
6 71 109 37	0.008017918587288191 0.012677533123629778
6 71 109 46	5.2124734489633696e-05 0.0009531979792202841
6 71 110 6	0.4915873187621727 0.26270136307311026
6 71 115 6	0.47056650814903733 0.11200076255838337
6 71 120 6	0.09752066115702479 0.009722619388046897
6 71 121 6	0.1803372392112032 0.06014679248879992
6 71 123 6	0.19099378881987578 0.19912305785911733
6 71 123 37	0.00850850850850851 0.0016204365646744828
6 77 12	1.0 9.53197979220284e-05
6 87 2 6	0.06666666666666667 9.53197979220284e-05
6 87 4 6	0.5 9.53197979220284e-05
6 87 6	0.3676869430453313 0.03660280240205891
6 87 10 6	0.1694915254237288 0.0028595939376608523
6 87 22	0.8137165450121655 0.09474787913449624
6 87 23 22	0.6 0.00028595939376608524
6 87 44 22	0.2903225806451613 0.00028595939376608524
6 87 50 22	0.022857142857142857 0.0001906395958440568
6 87 58 22	1.0 0.0005719187875321705
6 87 88 22	0.6 0.00028595939376608524
6 87 98 6	0.4166666666666667 0.0009531979792202841
6 87 109 6	0.015384615384615385 9.53197979220284e-05
6 87 109 22	0.3333333333333333 0.00028595939376608524
6 87 115 22	0.022857142857142857 0.0001906395958440568
6 87 123 22	1.0 0.0005719187875321705
6 94 29	1.0 0.00028595939376608524
6 102 6	0.6254147960179582 0.10323134114955676
6 102 8 6	0.6293103448275862 0.03040701553712706
6 102 10 6	0.6792763157894737 0.06014679248879992
6 102 37	0.8644997599945141 0.24420932227623676
6 102 44 6	0.18797564687975646 0.013249451911161949
6 102 44 37	0.49732620320855614 0.011057096558955296
6 102 46	1.531182532269672e-05 9.53197979220284e-05
6 102 73 6	0.6293103448275862 0.03040701553712706
6 102 75 6	0.5272296764009471 0.13306643789915165
6 102 109 6	0.2853107344632768 0.028786578972452577
6 102 109 37	0.3184931506849315 0.006672385854541989
6 104 6	1.0 9.53197979220284e-05
6 104 39	1.0 9.53197979220284e-05
6 105 40	1.0 0.001143837575064341
6 109 44	0.953125 0.0174435230197312
6 111 6	0.044802867383512544 0.0018110761605185397
6 111 37	0.007142857142857143 9.53197979220284e-05
6 111 44 6	0.04918032786885246 0.001143837575064341
6 111 44 46	0.07357859531772576 9.53197979220284e-05
6 111 46	0.31897402170338707 0.036221523210370796
6 111 69 6	0.0015822784810126582 9.53197979220284e-05
6 111 109 6	0.07407407407407407 0.002573634543894767
6 111 109 37	0.016304347826086956 0.00028595939376608524
6 111 109 46	0.06596306068601583 9.53197979220284e-05
6 111 123 46	0.21951219512195122 9.53197979220284e-05
6 112 47	1.0 9.53197979220284e-05
6 118 53	1.0 9.53197979220284e-05
8 1 66 6	0.1168545504536706 0.0012391573729863693
8 1 66 37	0.004819277108433735 9.53197979220284e-05
8 6	0.5555555555555556 0.002287675150128682
8 6 71 6	0.39633199754503773 0.003908111714803164
8 6 102 6	1.0 9.53197979220284e-05
8 8 6	0.940677966101695 0.008483462015060528
8 8 8 6	0.9746983261969638 0.0034315127251930227
8 8 73 6	0.9801647848642051 0.0034315127251930227
8 8 73 37	0.008528784648187633 9.53197979220284e-05
8 10 75 6	0.1272970263949215 0.0029549137355828806
8 20 85 6	0.08945386064030132 0.0014297969688304261
8 35 100 6	0.11868686868686869 0.0014297969688304261
8 35 100 37	0.005056398288603656 0.00047659898961014205
8 35 103 6	0.25925925925925924 0.0003812791916881136
8 36 101 6	0.07506053268765134 0.0010485177771423124
8 36 127 6	0.07142857142857142 0.0001906395958440568
8 37	0.125 9.53197979220284e-05
8 37 71 6	0.5177304964539007 0.00047659898961014205
8 37 102 6	0.3375984251968504 0.0009531979792202841
8 37 102 37	0.009174311926605505 0.0003812791916881136
8 39 104 6	0.11038961038961038 0.0007625583833762272
8 40 93 6	0.05357142857142857 0.0003812791916881136
8 40 104 6	0.1423948220064725 0.0008578781812982557
8 40 105 6	0.22954303931987247 0.0033361929272709943
8 40 118 6	0.06756756756756757 0.0008578781812982557
8 41 106 6	0.10846812559467174 0.0015251167667524545
8 43 108 6	0.6428571428571429 0.0006672385854541988
8 45 6	0.6 0.00028595939376608524
8 45 110 6	0.34285714285714286 0.0017157563625965113
8 46 106 6	0.14761904761904762 0.002192355352206653
8 46 111 6	0.11200604641778569 0.0083881422171385
8 46 111 37	0.001813236627379873 0.0008578781812982557
8 51 116 6	0.11439114391143912 0.0007625583833762272
8 57 122 6	1.0 0.0001906395958440568
8 62 101 6	0.10144927536231885 0.0001906395958440568
8 62 101 37	0.09523809523809523 9.53197979220284e-05
8 62 127 6	0.07142857142857142 0.0001906395958440568
8 67 6	0.012195121951219513 9.53197979220284e-05
8 73 6	0.95 0.008769421408826613
8 73 8 6	0.9836872087001554 0.0034315127251930227
8 73 73 6	0.9836872087001554 0.0034315127251930227
8 109 6	0.25 9.53197979220284e-05
8 109 44 6	0.17543859649122806 0.0001906395958440568
9 74 6	1.0 0.0001906395958440568
10 1 66 6	0.05324074074074074 0.0001906395958440568
10 6	0.2949640287769784 0.021065675340768277
10 6 71 6	0.2430535760011982 0.06024211228672195
10 6 71 22	0.06648451730418943 0.0009531979792202841
10 6 71 37	0.03280008049099507 0.004480030502335335
10 6 87 6	0.18112244897959184 0.0015251167667524545
10 6 87 22	0.2506938020351526 0.004575350300257364
10 6 102 6	0.1656019656019656 0.00533790868363359
10 6 102 37	0.25162151850438763 0.008864741206748641
10 14 6	0.562874251497006 0.007720903631684301
10 14 10 6	0.35526315789473684 0.00533790868363359
10 14 45 6	0.5555555555555556 0.00047659898961014205
10 14 79 6	0.3693379790940767 0.009246020398436755
10 14 109 6	0.2 0.00047659898961014205
10 14 110 6	0.3333333333333333 9.53197979220284e-05
10 21 85 6	0.10505050505050505 0.00047659898961014205
10 25 90 6	0.7333333333333333 0.0010485177771423124
10 28 77 6	0.061457145818219504 0.023162710895052903
10 28 85 6	0.0703125 0.00028595939376608524
10 28 86 6	0.028985507246376812 0.0001906395958440568
10 28 93 6	0.08974206585046951 0.03564960442283863
10 28 104 6	0.031312287018581623 0.02630826422647984
10 28 105 6	0.06679209783631232 0.042321990277380615
10 28 117 6	0.045454545454545456 9.53197979220284e-05
10 28 118 6	0.06758523036706242 0.0328853302830998
10 29 94 6	0.15027489309712888 0.01849204079687351
10 29 102 6	0.09144625773776027 0.01725288342388714
10 30 77 6	0.07142857142857142 0.0005719187875321705
10 30 85 6	0.07347698031312974 0.008102182823372415
10 30 85 22	0.02085308056872038 9.53197979220284e-05
10 30 85 37	0.0006629101756711965 0.0003812791916881136
10 30 86 6	0.011392160648773894 0.0062911066628538745
10 30 95 6	0.08766564729867482 0.0036221523210370793
10 30 118 6	0.046511627906976744 0.0005719187875321705
10 32 6	0.75 0.00028595939376608524
10 32 14 6	1.0 0.00047659898961014205
10 32 75 6	0.10354456516395458 0.07263368601658564
10 32 97 6	0.10561335591579966 0.03889047755218759
10 32 98 6	0.251063829787234 0.018301401201029455
10 33 75 6	0.1403532608695652 0.00896006100467067
10 33 97 6	0.1784197111299915 0.0042893909064912784
10 33 98 6	0.39361702127659576 0.003526832523115051
10 37	0.75 0.00028595939376608524
10 37 71 6	0.5481400437636762 0.0005719187875321705
10 37 71 37	0.15217391304347827 0.0001906395958440568
10 37 102 6	0.45454545454545453 0.0003812791916881136
10 37 102 37	0.6707317073170732 0.00028595939376608524
10 46 111 6	0.1529861307670535 0.0001906395958440568
10 52 77 6	0.06060606060606061 0.0001906395958440568
10 52 104 6	0.09523809523809523 0.00028595939376608524
10 52 118 6	0.08333333333333333 9.53197979220284e-05
10 53 77 6	0.07488186114140312 0.009341340196358783
10 53 93 6	0.07248157248157248 0.007720903631684301
10 53 104 6	0.047390259882070324 0.00829282241921647
10 53 105 6	0.0831353919239905 0.01496520827375846
10 53 118 6	0.08210874357090375 0.013535411304928033
10 56 10 6	0.24324324324324326 0.0017157563625965113
10 56 88 6	0.3783783783783784 0.0013344771709083976
10 56 121 6	0.24324324324324326 0.0017157563625965113
10 75 2 6	0.375 0.0005719187875321705
10 75 6	0.15196583951015147 0.19931369745496139
10 75 8 6	0.1704594246457707 0.021923553522066534
10 75 10 6	0.15548627011578248 0.0748260413687923
10 75 10 37	0.19230769230769232 0.003050233533504909
10 75 22	0.01904761904761905 0.0015251167667524545
10 75 23 6	0.18948655256723718 0.019349918978171766
10 75 33 6	0.10130246020260492 0.01134305595272138
10 75 44 6	0.10358199816307787 0.04413306643789915
10 75 45 6	0.11050618010594468 0.04136879229816033
10 75 50 6	0.35333333333333333 0.013249451911161949
10 75 58 6	0.1658181818181818 0.01143837575064341
10 75 67 6	0.00016801075268817206 0.00047659898961014205
10 75 73 6	0.1704594246457707 0.021923553522066534
10 75 75 6	0.21568627450980393 0.0010485177771423124
10 75 79 6	0.17120622568093385 0.010485177771423125
10 75 88 6	0.18948655256723718 0.019349918978171766
10 75 98 6	0.11267006802721088 0.017729482413497283
10 75 98 44	0.05325443786982249 0.0008578781812982557
10 75 109 6	0.07340258722069777 0.03174149270803546
10 75 110 6	0.11079485557663926 0.05128205128205128
10 75 115 6	0.3323943661971831 0.015632446859212657
10 75 121 6	0.24324324324324326 0.0017157563625965113
10 75 123 6	0.10787992495309569 0.007530264035840244
10 75 123 37	0.1111111111111111 9.53197979220284e-05
10 79 14 6	0.34782608695652173 0.0007625583833762272
10 79 75 6	0.16260162601626016 0.0038127919168811364
10 97 6	0.10089315249751903 0.01315413211323992
10 97 14 6	0.19628339140534262 0.007625583833762273
10 97 32 6	0.3235294117647059 0.00419407110856925
10 97 75 6	0.11667663808194287 0.03698408159374702
10 97 97 6	0.1018957345971564 0.005719187875321705
10 98 6	0.3333333333333333 0.0047659898961014205
10 98 75 6	0.1294486215538847 0.011247736154799352
10 108 6	0.16666666666666666 9.53197979220284e-05
11 76 6	0.3516483516483517 0.00419407110856925
11 108 96 6	0.28125 0.0006672385854541988
12 15 100 6	0.115234375 0.0017157563625965113
12 18 85 6	0.04787058435127105 0.001143837575064341
12 18 85 37	0.0002426595486532395 9.53197979220284e-05
12 18 86 6	0.005690956328096004 0.0009531979792202841
12 18 95 6	0.018276762402088774 0.00047659898961014205
12 18 105 6	0.06349206349206349 0.0001906395958440568
12 18 105 22	0.1111111111111111 9.53197979220284e-05
12 27 77 6	0.16666666666666666 0.0001906395958440568
12 27 85 6	0.10114702815432743 0.0008578781812982557
12 27 86 6	0.0013280212483399733 0.0001906395958440568
12 27 105 6	0.07407407407407407 0.00028595939376608524
12 30 85 6	0.08049702863317126 0.004480030502335335
12 30 85 37	0.005901639344262295 0.00047659898961014205
12 30 86 6	0.005925925925925926 0.0005719187875321705
12 34 104 6	0.07746478873239436 0.0007625583833762272
12 34 105 6	0.07534246575342465 0.0009531979792202841
12 45 108 6	0.1875 0.0001906395958440568
12 52 77 6	0.16923076923076924 0.0009531979792202841
12 52 85 6	0.09328358208955224 0.0012391573729863693
12 52 86 6	0.018404907975460124 0.00028595939376608524
12 52 93 6	0.03571428571428571 9.53197979220284e-05
12 52 95 6	0.08333333333333333 9.53197979220284e-05
12 52 104 6	0.25 9.53197979220284e-05
12 52 118 6	0.033783783783783786 0.00047659898961014205
12 77 6	0.42036124794745483 0.031360213516347345
12 77 10 6	0.16917293233082706 0.002764274139738824
12 77 22	0.023809523809523808 0.0001906395958440568
12 77 23 6	0.2222222222222222 0.0003812791916881136
12 77 37	0.010169491525423728 9.53197979220284e-05
12 77 44 6	0.14038876889848811 0.002764274139738824
12 77 45 6	0.15254237288135594 0.0006672385854541988
12 77 50 6	0.5 0.00028595939376608524
12 77 67 6	0.011507479861910242 0.0006672385854541988
12 77 73 6	0.2894736842105263 0.0005719187875321705
12 77 88 6	0.23809523809523808 0.00047659898961014205
12 77 109 6	0.12280701754385964 0.0015251167667524545
12 77 115 6	0.5 0.0003812791916881136
12 83 85 6	0.047821814608581724 0.0012391573729863693
12 83 86 6	0.005673408978786384 0.0009531979792202841
12 83 95 6	0.018134715025906734 0.00047659898961014205
12 83 105 6	0.0625 0.0001906395958440568
12 83 105 22	0.1111111111111111 9.53197979220284e-05
12 83 126 6	0.0032666394446712946 9.53197979220284e-05
12 85 6	0.12446351931330472 0.0012391573729863693
12 85 10 6	0.08571428571428572 0.00028595939376608524
12 85 22	0.13333333333333333 9.53197979220284e-05
12 85 37	0.003590664272890485 0.0001906395958440568
12 85 44 37	0.016666666666666666 9.53197979220284e-05
12 85 88 6	0.10714285714285714 0.00028595939376608524
12 85 115 22	0.11538461538461539 9.53197979220284e-05
12 85 123 6	0.07692307692307693 0.0001906395958440568
12 86 2 6	0.028 0.0001906395958440568
12 86 6	0.016589861751152075 0.0003812791916881136
12 92 85 6	0.10050251256281408 0.0009531979792202841
12 92 95 6	0.0196078431372549 9.53197979220284e-05
12 92 105 6	0.0641025641025641 0.0003812791916881136
12 92 105 22	0.25 9.53197979220284e-05
12 93 6	0.07772020725388601 0.0014297969688304261
12 93 14 6	0.3103448275862069 0.00047659898961014205
12 93 75 6	0.07302056396995443 0.005719187875321705
12 93 81 6	0.09782608695652174 0.0007625583833762272
12 95 75 22	0.5 9.53197979220284e-05
12 95 77 6	0.3 9.53197979220284e-05
12 95 81 6	0.08571428571428572 0.0001906395958440568
12 95 104 6	0.06153846153846154 0.0005719187875321705
12 95 105 6	0.09859154929577464 0.0007625583833762272
12 95 110 6	0.15 0.00028595939376608524
12 95 118 6	0.15384615384615385 0.00028595939376608524
12 99 85 6	0.059060789397868046 0.0033361929272709943
12 99 85 22	0.043052837573385516 0.0001906395958440568
12 99 85 37	0.003963011889035667 0.00047659898961014205
12 99 86 6	0.001092896174863388 0.0005719187875321705
12 99 93 6	0.041666666666666664 9.53197979220284e-05
12 99 95 6	0.037383177570093455 0.0007625583833762272
12 99 122 6	0.3333333333333333 9.53197979220284e-05
12 99 126 6	0.0017323516673884798 0.0001906395958440568
12 104 6	0.06607142857142857 0.004384710704413306
12 104 8 6	0.11320754716981132 0.00028595939376608524
12 104 23 6	0.037037037037037035 9.53197979220284e-05
12 104 37	0.0034129692832764505 0.0001906395958440568
12 104 79 6	0.038461538461538464 9.53197979220284e-05
12 104 115 6	0.08333333333333333 0.00028595939376608524
12 105 6	0.13810641627543035 0.014488609284148317
12 105 10 6	0.12759170653907495 0.0033361929272709943
12 105 23 6	0.0783132530120482 0.0012391573729863693
12 105 44 6	0.10144927536231885 0.0008578781812982557
12 105 67 6	0.0023660403618649965 0.0007625583833762272
12 105 73 6	0.1783166904422254 0.0008578781812982557
12 105 88 6	0.0783132530120482 0.0012391573729863693
12 117 75 6	0.07142857142857142 0.0001906395958440568
12 117 77 6	0.125 0.0006672385854541988
12 117 81 6	0.04950495049504951 0.0003812791916881136
12 117 104 6	0.021505376344086023 0.00028595939376608524
12 117 105 6	0.09749303621169916 0.0009531979792202841
12 118 6	0.06691800188501414 0.0029549137355828806
12 118 44 6	0.3181818181818182 0.0006672385854541988
12 118 75 6	0.07975222609368951 0.002097035554284625
12 118 110 6	0.11073825503355705 0.0019063959584405682
12 121 56 6	0.3333333333333333 9.53197979220284e-05
12 126 2 6	0.0395778364116095 0.0024783147459727386
12 126 4 6	0.043478260869565216 0.0001906395958440568
12 126 6	0.0038262435291469728 0.0003812791916881136
12 126 31 6	0.06451612903225806 0.0001906395958440568
12 126 55 6	0.0784313725490196 0.0003812791916881136
14 1 66 6	0.36158839251622754 0.0006672385854541988
14 6	0.56 0.0013344771709083976
14 6 71 6	0.5707874772945828 0.0018110761605185397
14 6 71 22	0.2962962962962963 9.53197979220284e-05
14 6 87 6	0.3103448275862069 0.0001906395958440568
14 6 87 22	0.7567567567567568 0.0003812791916881136
14 6 102 6	0.6363636363636364 0.00028595939376608524
14 6 102 37	0.9883720930232558 0.00047659898961014205
14 10 6	0.675 0.002097035554284625
14 10 14 6	0.5416666666666666 0.0012391573729863693
14 10 75 6	0.09994321408290743 0.0015251167667524545
14 10 97 6	0.3448275862068966 0.0001906395958440568
14 12 77 6	0.0625 0.0001906395958440568
14 20 85 6	0.14124293785310735 0.0003812791916881136
14 20 93 6	1.0 0.0001906395958440568
14 20 95 6	0.12244897959183673 0.00028595939376608524
14 35 103 6	0.16666666666666666 9.53197979220284e-05
14 39 77 6	0.034482758620689655 9.53197979220284e-05
14 39 118 6	0.06896551724137931 9.53197979220284e-05
14 40 105 6	0.1921182266009852 0.0009531979792202841
14 41 106 6	0.07854348480288896 0.0013344771709083976
14 41 106 22	0.03333333333333333 9.53197979220284e-05
14 46 111 6	0.09848658564549416 0.003050233533504909
14 46 111 22	0.038051044083526685 0.0005719187875321705
14 46 111 37	0.004902397718156698 0.00047659898961014205
14 79 6	1.0 0.003526832523115051
14 79 75 6	0.3183183183183183 0.002097035554284625
14 97 14 6	0.5 9.53197979220284e-05
14 109 43 6	1.0 9.53197979220284e-05
14 110 6	1.0 9.53197979220284e-05
16 28 77 6	0.05625 0.0007625583833762272
16 28 93 6	0.0456140350877193 0.0006672385854541988
16 28 104 6	0.04285714285714286 0.0013344771709083976
16 28 104 22	0.04807692307692308 9.53197979220284e-05
16 28 105 6	0.06023102310231023 0.0013344771709083976
16 28 105 22	0.03389830508474576 9.53197979220284e-05
16 28 118 6	0.023622047244094488 0.00028595939376608524
16 30 77 6	0.07142857142857142 0.00028595939376608524
16 30 85 6	0.06164850136239782 0.0036221523210370793
16 30 85 22	0.0074211502782931356 0.0001906395958440568
16 30 85 37	0.0003698224852071006 9.53197979220284e-05
16 30 86 6	0.005051449953227315 0.0012391573729863693
16 30 95 6	0.05336426914153132 0.0006672385854541988
16 30 105 6	0.1111111111111111 9.53197979220284e-05
16 30 118 6	0.020833333333333332 9.53197979220284e-05
16 32 81 6	0.06349206349206349 0.0003812791916881136
16 33 81 6	0.06349206349206349 0.0003812791916881136
