1 66 15	0.76 0.014161220043572984
27 15 102 37	0.9699769053117783 0.37037037037037035
27 15 103 38	0.7198784411869861 0.49019607843137253
27 18 15	0.11310592459605028 0.06753812636165578
27 18 18 15	0.054833522201731 0.07407407407407407
27 18 18 56	3.759011097072705e-09 0.0010893246187363835
27 18 27 15	0.11438308283816848 0.06753812636165578
27 18 56	0.0014619883040935672 0.0010893246187363835
27 18 83 15	0.055346799256345953 0.07407407407407407
27 18 85 35	0.08049268585212686 0.06971677559912855
27 18 92 15	0.11753278290432248 0.06753812636165578
27 18 95 15	0.13550150166400607 0.04139433551198257
27 18 105 35	0.1065891472868217 0.02832244008714597
27 18 117 15	0.06611570247933884 0.011982570806100218
27 19 84 15	0.29238329238329236 0.03159041394335512
27 27 15	0.9164179104477612 0.593681917211329
27 27 18 15	0.0651353613523786 0.0784313725490196
27 27 27 15	0.8893262415764627 0.5675381263616558
27 27 30 15	0.5003955348510152 0.48366013071895425
27 27 34 15	0.4175824175824176 0.0392156862745098
27 27 52 15	0.868421052631579 0.020697167755991286
27 27 83 15	0.06517381279804055 0.0784313725490196
27 27 85 35	0.3977146280920996 0.10239651416122005
27 27 92 15	0.9076899427385573 0.565359477124183
27 27 95 15	0.4530760942069886 0.05337690631808279
27 27 95 38	0.4717948717948718 0.0196078431372549
27 27 104 35	0.8155024367602692 0.18191721132897604
27 27 105 35	0.8605817452357071 0.3311546840958606
27 27 110 15	0.7789473684210526 0.0054466230936819175
27 27 117 15	0.6153846153846154 0.06209150326797386
27 30 15	0.5019716088328076 0.47058823529411764
27 30 18 15	0.0708102976489641 0.45860566448801743
27 30 27 15	0.6327172630751081 0.46296296296296297
27 30 83 15	0.07080634353361626 0.45860566448801743
27 30 85 35	0.7005615854691388 0.4738562091503268
27 30 92 15	0.6611961495976014 0.46296296296296297
27 30 95 15	0.6848310537688699 0.47276688453159044
27 30 104 35	0.7758276824890307 0.369281045751634
27 34 15	0.5208333333333334 0.026143790849673203
27 34 30 15	0.30603448275862066 0.04139433551198257
27 34 52 15	0.21551724137931033 0.018518518518518517
27 34 99 15	0.288135593220339 0.0457516339869281
27 34 104 35	0.4154141908423628 0.044662309368191724
27 34 105 35	0.42013071895424836 0.042483660130718956
27 45 108 35	0.0854320987654321 0.04357298474945534
27 45 110 15	0.11547705948332651 0.07625272331154684
27 45 110 56	0.0006156552330694811 0.0010893246187363835
27 51 116 35	0.2833158447009444 0.0054466230936819175
27 52 27 15	0.7674418604651163 0.00980392156862745
27 52 98 15	1.0 0.014161220043572984
27 52 117 15	0.9995642226822093 0.3474945533769063
27 56 104 35	0.5 0.004357298474945534
27 77 12 15	0.511520737327189 0.0915032679738562
27 77 35	0.3551020408163265 0.06427015250544663
27 77 40 15	0.8591549295774648 0.044662309368191724
27 77 123 35	1.0 0.0032679738562091504
27 83 15	0.11324722138780415 0.06862745098039216
27 83 18 15	0.08260188177744016 0.07407407407407407
27 83 77 35	0.08453873352619737 0.042483660130718956
27 83 83 15	0.0845473691434806 0.07407407407407407
27 83 85 35	0.08020518543667454 0.07080610021786492
27 83 92 15	0.12409913051564607 0.06753812636165578
27 83 95 15	0.13549050376061902 0.044662309368191724
27 83 105 35	0.10664112388250319 0.02832244008714597
27 85 20 15	0.3292803970223325 0.07625272331154684
27 85 23 35	0.36977491961414793 0.023965141612200435
27 85 35	0.45866789522179807 0.06209150326797386
27 85 39 15	0.5303199820989035 0.04030501089324619
27 85 40 15	0.5670607419486343 0.042483660130718956
27 85 43 38	0.5434782608695652 0.00980392156862745
27 85 44 35	0.263681592039801 0.02287581699346405
27 85 58 35	0.4717948717948718 0.018518518518518517
27 85 73 35	0.35843373493975905 0.02505446623093682
27 85 123 35	0.4423076923076923 0.029411764705882353
27 86 2 35	0.4087114337568058 0.023965141612200435
27 86 21 15	0.3802197802197802 0.04030501089324619
27 86 35	0.5238095238095238 0.004357298474945534
27 86 38	0.4 0.011982570806100218
27 92 15	0.9181877444589309 0.6034858387799564
27 92 18 15	0.07446116642698153 0.07952069716775599
27 92 27 15	0.9137951544470438 0.5740740740740741
27 92 30 15	0.5012620767690835 0.4923747276688453
27 92 34 15	0.47023809523809523 0.037037037037037035
27 92 77 35	0.3922018348623853 0.11002178649237472
27 92 83 15	0.07537965438359562 0.07952069716775599
27 92 85 35	0.42279236655764774 0.10239651416122005
27 92 92 15	0.9183613796997409 0.5664488017429193
27 92 95 15	0.4990855052583448 0.05337690631808279
27 92 104 35	0.8245688737492016 0.1840958605664488
27 92 105 35	0.863550340651022 0.3344226579520697
27 92 117 15	0.6203007518796992 0.06427015250544663
27 95 2 35	0.41379310344827586 0.0032679738562091504
27 95 15	0.6809923130677847 0.03376906318082789
27 95 21 15	0.2182741116751269 0.013071895424836602
27 95 27 15	0.6425473918969149 0.018518518518518517
27 95 30 15	0.45029838022165386 0.07298474945533769
27 95 52 15	0.5973207249802994 0.04357298474945534
27 95 56 35	0.37037037037037035 0.00980392156862745
27 95 92 15	0.6423544995446643 0.020697167755991286
27 95 99 15	0.2714285714285714 0.044662309368191724
27 95 104 35	0.4584917617237009 0.054466230936819175
27 95 105 35	0.45498535591493694 0.046840958605664486
27 95 110 35	0.24871435250116877 0.02832244008714597
27 98 15	1.0 0.023965141612200435
27 98 33 15	1.0 0.02287581699346405
27 99 15	0.7 0.007625272331154684
27 99 85 35	0.8789359391965255 0.007625272331154684
27 99 95 15	0.8422939068100358 0.015250544662309368
27 104 20 15	0.5198918501351874 0.1318082788671024
27 104 35	0.8285256410256411 0.1111111111111111
27 104 39 15	0.9061333333333333 0.1328976034858388
27 104 40 15	0.9445324881141046 0.08496732026143791
27 105 20 15	0.5140487021675141 0.2374727668845316
27 105 35	0.8728693181818182 0.2222222222222222
27 105 39 15	0.9259259259259259 0.12854030501089325
27 105 40 15	0.9295566502463054 0.2233115468409586
27 110 15	0.8 0.0032679738562091504
27 110 92 15	0.5606060606060606 0.002178649237472767
27 110 105 35	0.3333333333333333 0.0010893246187363835
27 117 15	0.5573770491803278 0.03376906318082789
27 117 30 15	0.4553719008264463 0.08387799564270153
27 117 52 15	0.7486772486772487 0.07298474945533769
27 117 77 35	0.35555555555555557 0.014161220043572984
27 117 104 35	0.4206966520121745 0.027233115468409588
27 117 105 35	0.3990719257540603 0.017429193899782137
27 126 21 15	0.42618384401114207 0.03159041394335512
27 126 61 15	0.5132450331125827 0.054466230936819175
28 15	1.0 0.0010893246187363835
28 15 100 35	0.9500371931564592 0.0010893246187363835
28 30 18 15	0.16666666666666666 0.0010893246187363835
28 30 85 35	0.8023255813953488 0.0010893246187363835
28 95 104 35	0.967605633802817 0.002178649237472767
30 1 66 15	0.4878048780487805 0.014161220043572984
30 1 66 35	0.7081218274111675 0.013071895424836602
30 14 79 15	0.5 0.002178649237472767
30 15	0.526573998364677 0.6753812636165577
30 15 80 15	0.6719419754960931 0.6808278867102396
30 15 85 20	0.8327137546468402 0.4869281045751634
30 15 85 35	0.8327137546468402 0.4869281045751634
30 15 100 35	0.7295584198652496 0.681917211328976
30 15 100 37	0.002955879156705064 0.5174291938997821
30 15 102 35	0.8021201413427562 0.4934640522875817
30 15 102 37	0.8079470198675497 0.528322440087146
30 15 103 38	0.4695083350917915 0.6579520697167756
30 18 15	0.07229866907286261 0.6100217864923747
30 18 18 15	0.07380138202322678 0.6612200435729847
30 18 18 56	0.0009928995035169508 0.0010893246187363835
30 18 27 15	0.10650584454896847 0.6241830065359477
30 18 77 35	0.18314763231197773 0.6111111111111112
30 18 83 15	0.0674545317151585 0.6612200435729847
30 18 83 56	0.0011833063307670358 0.0010893246187363835
30 18 85 35	0.14043943163471095 0.659041394335512
30 18 86 38	0.15053091817613992 0.5915032679738562
30 18 92 15	0.10322450262720619 0.6241830065359477
30 18 95 15	0.06130785221926401 0.12200435729847495
30 18 95 38	0.04523107177974434 0.09912854030501089
30 18 104 35	0.20719850621337968 0.5925925925925926
30 18 105 35	0.3003003003003003 0.4989106753812636
30 19 84 15	0.23114593535749264 0.03159041394335512
30 27 15	0.6235440931780366 0.6100217864923747
30 27 18 15	0.09011270765450563 0.6241830065359477
30 27 27 15	0.3749330476700589 0.664488017429194
30 27 77 35	0.24498886414253898 0.5915032679738562
30 27 83 15	0.08922339337963126 0.6241830065359477
30 27 85 35	0.29635155871426266 0.6132897603485838
30 27 86 38	0.12403100775193798 0.10021786492374728
30 27 92 15	0.35119459373170864 0.664488017429194
30 27 95 15	0.24392092465104528 0.6056644880174292
30 27 95 38	0.10666666666666667 0.09912854030501089
30 27 104 35	0.5657370517928287 0.5893246187363834
30 27 105 35	0.6008082622361922 0.49019607843137253
30 27 108 35	0.2059231837112448 0.48474945533769065
30 30 15	0.9473684210526315 0.010893246187363835
30 30 85 35	0.8366174055829229 0.00980392156862745
30 30 95 15	0.9310344827586207 0.011982570806100218
30 33 98 15	0.7241379310344828 0.011982570806100218
30 34 15	0.819047619047619 0.5435729847494554
30 34 27 15	0.8207217694994179 0.5206971677559913
30 34 30 15	0.5154950869236583 0.6612200435729847
30 34 52 15	0.5714285714285714 0.016339869281045753
30 34 77 35	0.45746023731380964 0.5599128540305011
30 34 92 15	0.8207217694994179 0.5206971677559913
30 34 99 15	0.547455295735901 0.6633986928104575
30 34 104 35	0.7822164948453608 0.6623093681917211
30 34 105 35	0.8223344911061994 0.5642701525054467
30 34 108 35	0.8348968105065666 0.48366013071895425
30 34 126 38	1.0 0.030501089324618737
30 45 92 15	0.9 0.00980392156862745
30 45 108 35	0.2680509413067553 0.6481481481481481
30 45 110 15	0.09530260578630294 0.6633986928104575
30 45 110 56	0.00012572093096349378 0.0010893246187363835
30 51 116 15	0.2549019607843137 0.010893246187363835
30 51 116 35	0.08004640371229699 0.010893246187363835
30 52 15	1.0 0.0010893246187363835
30 56	0.0018656716417910447 0.0010893246187363835
30 56 66 35	0.62 0.002178649237472767
30 56 100 35	0.6585365853658537 0.0010893246187363835
30 56 117 15	0.8345864661654135 0.48366013071895425
30 56 121 15	0.50187265917603 0.5838779956427015
30 77 12 15	0.5011928794274179 0.6002178649237473
30 77 20 15	0.4908112953832362 0.5925925925925926
30 77 35	0.36 0.00980392156862745
30 83 15	0.07258791704238052 0.6100217864923747
30 83 18 15	0.08236309673782186 0.6612200435729847
30 83 18 56	0.00018731112232723906 0.0010893246187363835
30 83 27 15	0.11752374217013538 0.6241830065359477
30 83 30 15	0.02342606149341142 0.004357298474945534
30 83 34 15	0.03909673070441524 0.10784313725490197
30 83 77 35	0.18300046446818394 0.6111111111111112
30 83 83 15	0.08363482782924975 0.6612200435729847
30 83 83 56	0.00018428939152446102 0.0010893246187363835
30 83 85 35	0.1399709906668123 0.659041394335512
30 83 86 38	0.15035401915868388 0.5904139433551199
30 83 92 15	0.11374984776519304 0.6241830065359477
30 83 95 15	0.0613011450660054 0.12527233115468409
30 83 104 35	0.20704080319217402 0.5925925925925926
30 83 105 35	0.3002001334222815 0.4989106753812636
30 85 8 35	0.7413441955193483 0.6339869281045751
30 85 12 15	0.6470295386657816 0.6427015250544662
30 85 20 15	0.4983658922118943 0.6742919389978214
30 85 20 56	3.469959787021579e-05 0.0010893246187363835
30 85 23 35	0.8233002832861189 0.5054466230936819
30 85 35	0.7493342865388147 0.6721132897603486
30 85 39 15	0.7782717225441683 0.6481481481481481
30 85 40 15	0.7605208234247441 0.6568627450980392
30 85 43 15	0.822992700729927 0.4912854030501089
30 85 43 38	0.9423076923076923 0.016339869281045753
30 85 44 35	0.3998287671232877 0.5021786492374728
30 85 51 15	0.05564648117839607 0.00980392156862745
30 85 57 15	0.6239040147669589 0.49673202614379086
30 85 58 35	0.6367254121660034 0.5980392156862745
30 85 73 35	0.7413441955193483 0.6339869281045751
30 85 88 35	0.8233002832861189 0.5054466230936819
30 85 109 35	0.5778152678194854 0.5032679738562091
30 85 115 35	0.7755725190839695 0.5
30 85 123 35	0.7001052262364083 0.6045751633986928
30 86 2 35	0.6727253950222039 0.6056644880174292
30 86 4 35	0.7959493670886076 0.5010893246187363
30 86 21 15	0.4781688949060755 0.6492374727668845
30 86 30 15	0.5277777777777778 0.023965141612200435
30 86 31 35	0.9655172413793104 0.030501089324618737
30 86 38	0.8873239436619719 0.04793028322440087
30 86 53 15	0.6649746192893401 0.05010893246187364
30 86 61 15	0.42890625 0.05773420479302832
30 86 110 35	1.0 0.030501089324618737
30 92 15	0.6624745071380014 0.6100217864923747
30 92 18 15	0.09123009758602979 0.6241830065359477
30 92 27 15	0.33497275394718456 0.664488017429194
30 92 27 56	0.0001839587932303164 0.0010893246187363835
30 92 34 15	0.08923884514435695 0.10784313725490197
30 92 83 15	0.09057883264713006 0.6241830065359477
30 92 85 35	0.33190147526649677 0.6132897603485838
30 92 86 38	0.3556305615219392 0.5827886710239651
30 92 92 15	0.30885054454795957 0.664488017429194
30 92 95 15	0.24392092465104528 0.6045751633986928
30 92 95 38	0.2779991146525011 0.5827886710239651
30 92 104 35	0.566933638443936 0.5882352941176471
30 92 105 35	0.6014394961763383 0.4891067538126362
30 92 108 35	0.2059231837112448 0.48474945533769065
30 92 117 15	0.7136075949367089 0.4891067538126362
30 93 28 15	0.6 0.0032679738562091504
30 93 75 38	1.0 0.002178649237472767
30 93 85 35	0.8571428571428571 0.002178649237472767
30 95 14 35	0.7647058823529411 0.054466230936819175
30 95 15	0.7245523936825073 0.690631808278867
30 95 27 15	0.6604685077779673 0.6350762527233116
30 95 28 15	0.7102803738317757 0.05773420479302832
30 95 30 15	0.4965086594965156 0.681917211328976
30 95 33 15	0.43318925014095094 0.5806100217864923
30 95 38	0.8958333333333334 0.020697167755991286
30 95 52 15	0.8035270952829381 0.6198257080610022
30 95 53 15	0.6223529411764706 0.6296296296296297
30 95 56 15	0.7129503738953094 0.5958605664488017
30 95 77 35	0.5797808365628758 0.6623093681917211
30 95 81 35	0.8431661750245821 0.5021786492374728
30 95 83 15	0.1728395061728395 0.00980392156862745
30 95 85 35	0.7885174418604651 0.032679738562091505
30 95 92 15	0.6599330737757051 0.6350762527233116
30 95 95 15	0.9215686274509803 0.02178649237472767
30 95 98 15	0.6115288220551378 0.579520697167756
30 95 99 15	0.528476821192053 0.6699346405228758
30 95 104 35	0.7417034874833487 0.6633986928104575
30 95 105 35	0.7583871907839473 0.664488017429194
30 95 108 35	0.8276440962506995 0.5010893246187363
30 95 110 35	0.4534313725490196 0.023965141612200435
30 95 116 35	0.2953846153846154 0.042483660130718956
30 95 117 15	0.4332957534761368 0.5806100217864923
30 95 122 35	0.5622557230597431 0.5032679738562091
30 95 126 38	1.0 0.030501089324618737
30 104 20 15	0.5051875498802874 0.6372549019607843
30 104 35	0.8146167557932263 0.5010893246187363
30 104 39 15	0.503139627811394 0.6470588235294118
30 104 40 15	0.5833333333333334 0.0457516339869281
30 105 20 15	0.503765690376569 0.6361655773420479
30 105 35	0.2962962962962963 0.007625272331154684
30 105 40 15	0.5148259561667383 0.6546840958605664
30 108 35	0.3125 0.0054466230936819175
30 110 85 35	1.0 0.002178649237472767
30 117 15	0.78125 0.023965141612200435
30 117 30 15	0.6209677419354839 0.02505446623093682
30 117 52 15	0.6753246753246753 0.023965141612200435
30 117 77 35	0.7114093959731543 0.011982570806100218
30 117 85 35	0.69375 0.0032679738562091504
30 117 99 15	0.6311475409836066 0.017429193899782137
30 117 104 35	0.8122815776335497 0.017429193899782137
30 117 105 35	0.7175675675675676 0.016339869281045753
30 118 21 15	0.65625 0.0457516339869281
30 118 53 15	0.65625 0.0457516339869281
30 122 35	0.3 0.0032679738562091504
30 126 2 35	0.44805194805194803 0.5915032679738562
30 126 21 15	0.35825892857142855 0.15468409586056645
30 126 61 15	0.45056057303020863 0.6459694989106753
33 15	1.0 0.0054466230936819175
33 15 80 15	0.9438390611902766 0.0054466230936819175
33 15 100 35	0.9367600182149363 0.0054466230936819175
33 15 103 38	0.8076923076923077 0.004357298474945534
33 27 15	1.0 0.0032679738562091504
33 27 27 15	0.8910891089108911 0.004357298474945534
33 27 92 15	0.8846153846153846 0.004357298474945534
33 30 85 35	0.6133333333333333 0.0032679738562091504
33 30 95 15	0.6115288220551378 0.0032679738562091504
33 92 15	1.0 0.006535947712418301
33 92 27 15	0.89 0.007625272331154684
33 92 83 15	0.2796610169491525 0.0032679738562091504
33 92 85 35	0.24774774774774774 0.0032679738562091504
33 92 92 15	0.8857142857142857 0.007625272331154684
33 93 30 15	1.0 0.0010893246187363835
33 95 15	1.0 0.0032679738562091504
33 95 30 15	0.3225806451612903 0.0032679738562091504
33 98 15	0.8649789029535865 0.06427015250544663
33 98 18 15	0.16763931799977114 0.027233115468409588
33 98 27 15	0.6654676258992805 0.044662309368191724
33 98 30 15	0.6512820512820513 0.03812636165577342
33 98 77 35	0.171875 0.00980392156862745
33 98 92 15	0.6654611211573237 0.044662309368191724
33 98 95 38	0.3333333333333333 0.0032679738562091504
33 98 105 35	0.5396825396825397 0.030501089324618737
33 105 35	0.7222222222222222 0.002178649237472767
33 117 95 38	1.0 0.0010893246187363835
