1 66 12	0.3125 0.0004710315591144607
15 100 40 92	0.0011203379181396334 0.004710315591144607
15 100 40 93	0.0038507756172165173 0.0018841262364578427
15 100 40 95	0.001036030850696443 0.0023551577955723034
15 100 40 98	0.022914757103574702 0.0018841262364578427
15 100 40 99	0.0008070604774673922 0.0023551577955723034
15 100 40 117	0.03837155180438762 0.08195949128591616
15 100 40 118	0.0018185651784302357 0.0009420631182289214
15 100 40 121	0.0015177164205241959 0.0004710315591144607
15 100 43	0.0003960516695101145 0.002826189354686764
15 100 43 28	0.10196078431372549 0.001413094677343382
15 100 43 95	0.012857142857142857 0.008478568064060292
15 100 44 12	0.0073937153419593345 0.0018841262364578427
15 100 44 121	0.012468827930174564 0.001413094677343382
15 100 45	0.0016736884630922837 0.0023551577955723034
15 100 45 28	0.014089595375722543 0.0023551577955723034
15 100 45 52	0.014190317195325543 0.0023551577955723034
15 100 49 113	0.001838235294117647 0.0004710315591144607
15 100 49 114	0.00011491988442343052 0.001413094677343382
15 100 50 40	0.013651877133105802 0.001413094677343382
15 100 57	0.0012485260456405632 0.004239284032030146
15 100 57 52	0.0006418485237483953 0.0004710315591144607
15 100 57 117	0.008043665613329504 0.00800753650494583
15 100 58 39	0.006936416184971098 0.0018841262364578427
15 100 58 40	0.017045454545454544 0.0023551577955723034
15 100 65	0.012345679012345678 0.0009420631182289214
15 100 65 28	0.055944055944055944 0.0023551577955723034
15 100 65 52	0.11764705882352941 0.0023551577955723034
15 100 67 61	0.0018428547495392862 0.0023551577955723034
15 100 69 61	0.006666666666666667 0.0023551577955723034
15 100 73 39	0.009385265133740028 0.0037682524729156855
15 100 73 40	0.00511135450894487 0.002826189354686764
15 100 88 40	0.012126111560226353 0.004239284032030146
15 100 88 121	0.06666666666666667 0.0009420631182289214
15 100 109 12	0.007110536522301228 0.001413094677343382
15 100 109 121	0.007058823529411765 0.001413094677343382
15 100 115 40	0.013559322033898305 0.001413094677343382
15 100 121	0.016286644951140065 0.0023551577955723034
15 100 123 39	0.012903225806451613 0.0023551577955723034
15 100 123 40	0.016020236087689713 0.0051813471502590676
15 103 14 121	0.06666666666666667 0.0009420631182289214
15 103 21 95	0.009140767824497258 0.01413094677343382
15 103 28	0.10666666666666667 0.0018841262364578427
15 103 28 117	0.08348134991119005 0.009891662741403674
15 103 30	0.019417475728155338 0.0009420631182289214
15 103 30 34	0.21212121212121213 0.002826189354686764
15 103 30 95	0.017577781683951486 0.017899199246349504
15 103 38 80	0.0012390949569842644 0.008478568064060292
15 103 52 117	0.25 0.0004710315591144607
15 103 108 12	0.1 0.0004710315591144607
18 1 66 117	0.05434782608695652 0.0018841262364578427
18 15 80	0.0006999533364442371 0.0018841262364578427
18 15 80 95	0.0003670275771174989 0.004239284032030146
18 15 100 39	0.008471045688098875 0.003297220913801225
18 15 100 40	0.005281202382601468 0.004710315591144607
18 18 15 80	0.0014761202778662457 0.002826189354686764
18 18 18 34	0.08444330361870707 0.006123410268487989
18 18 18 95	0.005540782183493189 0.010362694300518135
18 18 18 98	0.036681690791989796 0.0009420631182289214
18 18 18 117	0.36942516108131046 0.010833725859632595
18 18 27 34	0.02484069303726651 0.005652378709373528
18 18 27 95	0.00177959764846767 0.009891662741403674
18 18 27 117	0.13050332282599494 0.009891662741403674
18 18 34	0.03772556811857696 0.00659444182760245
18 18 77 12	0.007766366559612289 0.001413094677343382
18 18 77 40	0.008696744731050022 0.0009420631182289214
18 18 83 34	0.08328063781399576 0.006123410268487989
18 18 83 92	0.0009500417090260369 0.0009420631182289214
18 18 83 95	0.005488150417051656 0.010362694300518135
18 18 83 98	0.04324416345992953 0.0009420631182289214
18 18 83 117	0.37350618009640185 0.010833725859632595
18 18 85 12	0.06214374911702792 0.003297220913801225
18 18 85 39	0.09122394356524453 0.006123410268487989
18 18 85 40	0.056794137125781505 0.00706547338671691
18 18 86 53	0.07157353929877451 0.0023551577955723034
18 18 92 34	0.02577623878180227 0.005652378709373528
18 18 92 95	0.001769642924049984 0.009891662741403674
18 18 92 117	0.14160531335365195 0.009891662741403674
18 18 95	0.002603066199113306 0.010362694300518135
18 18 95 28	0.14489887217800876 0.003297220913801225
18 18 95 52	0.008783814857335582 0.002826189354686764
18 18 95 53	0.16304629634205106 0.003297220913801225
18 18 98	0.09869012982621791 0.0009420631182289214
18 18 105 39	0.027934180805635492 0.0023551577955723034
18 18 117	0.2265297776157912 0.010833725859632595
18 18 122 57	0.030717845171262647 0.0004710315591144607
18 18 126 61	0.0024532465453893718 0.0018841262364578427
18 27	0.0005844535359438924 0.0004710315591144607
18 27 18 34	0.01840430969007617 0.0051813471502590676
18 27 18 95	0.002490718972782006 0.009891662741403674
18 27 18 117	0.27615096646215775 0.009420631182289214
18 27 27 34	0.013565633727889347 0.005652378709373528
18 27 27 95	0.0006213623278194997 0.010362694300518135
18 27 27 117	0.07477257599289994 0.009891662741403674
18 27 34	0.028286189683860232 0.005652378709373528
18 27 83 34	0.017465934323335628 0.0051813471502590676
18 27 83 95	0.0027071226992885482 0.009891662741403674
18 27 83 117	0.31111438067607877 0.009420631182289214
18 27 85 39	0.02866929679586288 0.005652378709373528
18 27 85 40	0.019794507206856254 0.00706547338671691
18 27 92 34	0.010587229565331755 0.005652378709373528
18 27 92 95	0.0005676342495417162 0.009891662741403674
18 27 92 117	0.07487980769230769 0.009891662741403674
18 27 95	0.001209797790940657 0.009420631182289214
18 27 95 117	0.0002838087129274869 0.0009420631182289214
18 27 98	0.08264462809917356 0.0009420631182289214
18 27 117	0.12071778140293637 0.009420631182289214
18 45 110 27	0.0013707941050967482 0.0004710315591144607
18 45 110 34	0.014293249336968553 0.005652378709373528
18 45 110 95	0.0008719996497963703 0.010362694300518135
18 45 110 98	0.04239788787078739 0.0009420631182289214
18 45 110 117	0.09538734354702352 0.010362694300518135
18 77 40	0.015151515151515152 0.0009420631182289214
18 83 15 80	0.0014022729379007423 0.002826189354686764
18 83 18 34	0.0703333044829994 0.006123410268487989
18 83 18 95	0.0038094085443500765 0.010362694300518135
18 83 18 98	0.011523735909487832 0.0009420631182289214
18 83 18 117	0.28115497905472775 0.010833725859632595
18 83 27 34	0.037486629023048806 0.005652378709373528
18 83 27 95	0.0030010674733935644 0.009891662741403674
18 83 27 117	0.20205441472343813 0.009891662741403674
18 83 34	0.03633383797534037 0.00659444182760245
18 83 83 34	0.06794709711737684 0.006123410268487989
18 83 83 95	0.003530952991620624 0.010362694300518135
18 83 83 98	0.012522591703699692 0.0009420631182289214
18 83 83 117	0.27204469783065627 0.010833725859632595
18 83 85 12	0.06079702637052622 0.003297220913801225
18 83 85 20	5.087293476415501e-05 0.0004710315591144607
18 83 85 39	0.0878425156955334 0.006123410268487989
18 83 85 40	0.05471418988193531 0.00706547338671691
18 83 86 53	0.06765680221717275 0.0023551577955723034
18 83 86 61	0.0033664000118040016 0.0018841262364578427
18 83 92 34	0.03860635467502806 0.005652378709373528
18 83 92 95	0.0029692625255886814 0.009891662741403674
18 83 92 98	0.16156850510359524 0.0009420631182289214
18 83 92 117	0.22148229957502027 0.009891662741403674
18 83 95	0.0024212368781693396 0.010833725859632595
18 83 95 28	0.14025860366348514 0.003297220913801225
18 83 95 52	0.008123727331089325 0.002826189354686764
18 83 95 53	0.15815375481441993 0.003297220913801225
18 83 98	0.0978717615122158 0.0009420631182289214
18 83 117	0.2176460101902831 0.011304757418747056
18 83 122 57	0.029129807083301783 0.0004710315591144607
18 83 126 61	0.002592941197671952 0.0018841262364578427
18 85 20 27	0.00031981657669572313 0.0004710315591144607
18 85 20 34	0.0005197372344866956 0.004710315591144607
18 85 20 95	0.000135826141340398 0.008949599623174752
18 85 20 117	0.018982402532452543 0.008478568064060292
18 85 35 80	0.00020861425390773032 0.002826189354686764
18 85 39	0.0017384249869618125 0.0023551577955723034
18 85 39 117	0.00011056054194767471 0.003297220913801225
18 85 40	0.0021937711285334102 0.006123410268487989
18 85 40 117	8.450853007975492e-05 0.003297220913801225
18 85 49 114	5.775481061475664e-06 0.0004710315591144607
18 85 123 121	0.01694915254237288 0.0004710315591144607
18 86 21 95	0.0005707112003105461 0.005652378709373528
18 86 21 117	0.043640267778198814 0.0051813471502590676
18 86 30 117	0.021367521367521368 0.0009420631182289214
18 86 61 34	0.005663939584644431 0.001413094677343382
18 92	0.000554016620498615 0.0004710315591144607
18 92 15 80	0.0003276442379292884 0.002826189354686764
18 92 18 95	0.0024066908055994504 0.009891662741403674
18 92 18 117	0.22282984661856337 0.009420631182289214
18 92 27 95	0.0009548390783001007 0.010362694300518135
18 92 27 117	0.09882380073800738 0.009891662741403674
18 92 34	0.0267639902676399 0.005652378709373528
18 92 83 34	0.03852143367198117 0.0051813471502590676
18 92 83 95	0.0025156341222742624 0.009891662741403674
18 92 83 117	0.2407711984139305 0.009420631182289214
18 92 85 39	0.028239006113192664 0.005652378709373528
18 92 85 40	0.019523350987000483 0.00706547338671691
18 92 86 53	0.037815126050420166 0.0023551577955723034
18 92 92 34	0.011636416861826699 0.005652378709373528
18 92 92 95	0.0008630414656851384 0.009891662741403674
18 92 92 98	0.10750695088044486 0.0009420631182289214
18 92 92 117	0.08608842214443148 0.009891662741403674
18 92 95	0.0011720436740484856 0.009420631182289214
18 92 95 53	0.06578947368421052 0.002826189354686764
18 92 95 95	0.005277044854881266 0.0009420631182289214
18 92 98	0.1 0.0009420631182289214
18 92 117	0.11587301587301588 0.009420631182289214
18 95	0.00014322543683758235 0.0009420631182289214
18 95 21 95	0.0005532248397953068 0.0023551577955723034
18 95 21 117	0.02654867256637168 0.0023551577955723034
18 95 30 95	1.8904534293647144e-05 0.00659444182760245
18 95 30 117	0.022592152199762187 0.00706547338671691
18 95 49 114	1.5497869043006588e-05 0.0004710315591144607
18 95 52 117	2.8412588670953812e-05 0.0023551577955723034
18 95 56 121	0.004405286343612335 0.0009420631182289214
18 95 99 34	0.005330490405117271 0.0009420631182289214
18 95 99 117	0.019522776572668113 0.003297220913801225
18 95 104 40	0.0026969322395774807 0.004239284032030146
18 95 105 39	0.0041049881826097775 0.0037682524729156855
18 104 20 98	0.08045977011494253 0.0004710315591144607
18 104 39 117	0.008888888888888889 0.0004710315591144607
18 105 39	0.011764705882352941 0.0009420631182289214
18 117	0.010752688172043012 0.0004710315591144607
18 126 21 117	0.08019191226867718 0.0051813471502590676
18 126 61 117	0.006119162640901771 0.004239284032030146
19 84	0.005221932114882507 0.0009420631182289214
19 84 15 80	0.004684838160136286 0.002826189354686764
19 84 18 98	0.3040868159778342 0.0009420631182289214
19 84 27 117	0.18064516129032257 0.0037682524729156855
19 84 83 34	0.005708880856669932 0.0004710315591144607
19 84 83 98	0.30467032967032964 0.0009420631182289214
19 84 85 40	0.004666949512091642 0.0018841262364578427
19 84 92 117	0.26666666666666666 0.0037682524729156855
19 84 95	0.014293276866066702 0.0051813471502590676
19 84 104 40	0.0014367816091954023 0.0004710315591144607
19 84 105 43	0.0020325203252032522 0.0004710315591144607
19 84 117	0.302158273381295 0.010362694300518135
27	0.007067137809187279 0.0009420631182289214
27 1 66 95	0.0015987210231814548 0.0004710315591144607
27 15 80	0.0010468385475862895 0.0051813471502590676
27 15 80 27	0.0004990239678276312 0.001413094677343382
27 15 80 34	0.016188373804267846 0.004239284032030146
27 15 80 92	0.0005057466705010859 0.001413094677343382
27 15 80 95	0.004648342764753436 0.08101742816768724
27 15 80 117	0.05149940752893993 0.09514837494112105
27 15 80 121	0.01225114854517611 0.0004710315591144607
27 15 100 12	0.004011161492849668 0.002826189354686764
27 15 100 20	4.808501430529176e-05 0.0004710315591144607
27 15 100 39	0.005371897632500367 0.0051813471502590676
27 15 100 40	0.0027976864076449137 0.004239284032030146
27 18 15 80	0.0008718142454447706 0.0037682524729156855
27 18 18 34	0.014310172829232921 0.005652378709373528
27 18 18 95	0.0010541297230087943 0.009891662741403674
27 18 18 98	0.016902417531569652 0.0009420631182289214
27 18 18 117	0.07931058652027413 0.009420631182289214
27 18 27 95	0.002086514794037632 0.008478568064060292
27 18 27 117	0.13037926190780233 0.007536504945831371
27 18 33 98	0.0019982871824150727 0.0018841262364578427
27 18 34	0.023299748110831235 0.005652378709373528
27 18 83 95	0.0010476184736181921 0.009891662741403674
27 18 83 117	0.0846921318214951 0.009420631182289214
27 18 85 39	0.02982006148062577 0.0051813471502590676
27 18 85 40	0.019031060293510933 0.00659444182760245
27 18 86 53	0.02681992337164751 0.0023551577955723034
27 18 92 34	0.03206252990907641 0.004239284032030146
27 18 92 95	0.002159156900638798 0.008478568064060292
27 18 95	0.002214261282831374 0.009420631182289214
27 18 95 52	0.00363035329535728 0.0023551577955723034
27 18 117	0.16575342465753426 0.009420631182289214
27 19 84 117	0.14457831325301204 0.004239284032030146
27 27	0.00942507068803016 0.002826189354686764
27 27 15 80	0.001165258645802988 0.008478568064060292
27 27 18 95	0.0009090155068829649 0.009891662741403674
27 27 18 117	0.09390517203497825 0.009420631182289214
27 27 27	0.007954962672867457 0.0018841262364578427
27 27 27 27	0.0028229909636153044 0.002826189354686764
27 27 27 34	0.05197472353870458 0.00706547338671691
27 27 27 92	0.0029240756967675407 0.002826189354686764
27 27 27 95	0.0014645480437715484 0.01601507300989166
27 27 27 98	0.3918585526315789 0.002826189354686764
27 27 27 117	0.40934430581364484 0.036740461610927935
27 27 28	0.6666666666666666 0.0004710315591144607
27 27 30 95	0.00272161888294967 0.08101742816768724
27 27 30 117	0.04265402843601896 0.003297220913801225
27 27 34	0.17714285714285713 0.010833725859632595
27 27 52 27	0.05319148936170213 0.0009420631182289214
27 27 52 117	0.07135470527404343 0.07206782854451248
27 27 77 16	0.014150943396226415 0.001413094677343382
27 27 77 43	0.002320185614849188 0.0004710315591144607
27 27 83 34	0.009504214991897748 0.005652378709373528
27 27 83 95	0.0009114435735280646 0.009891662741403674
27 27 85 39	0.10774298615737657 0.008478568064060292
27 27 85 40	0.07531359374600823 0.010833725859632595
27 27 86 53	0.19318181818181818 0.0023551577955723034
27 27 92	0.010012245191961392 0.0018841262364578427
27 27 92 27	0.0021545582015708893 0.002826189354686764
27 27 92 34	0.08510119483052914 0.00706547338671691
27 27 92 92	0.0021772244774262493 0.003297220913801225
27 27 92 95	0.003791446496703437 0.01413094677343382
27 27 92 98	0.4589534325492079 0.002826189354686764
27 27 92 117	0.5162479061976549 0.03532736693358455
27 27 93	0.09876543209876543 0.0018841262364578427
27 27 93 30	0.10526315789473684 0.0009420631182289214
27 27 95	0.005996673378271908 0.016486104569006125
27 27 95 28	0.23214285714285715 0.002826189354686764
27 27 95 34	0.11764705882352941 0.001413094677343382
27 27 95 53	0.23425692695214106 0.002826189354686764
27 27 95 92	6.0741040696497265e-05 0.0009420631182289214
27 27 98	0.44970414201183434 0.004710315591144607
27 27 98 92	0.23943661971830985 0.001413094677343382
27 27 98 117	0.3 0.001413094677343382
27 27 104 39	0.001309328968903437 0.0004710315591144607
27 27 104 45	0.011128775834658187 0.0004710315591144607
27 27 104 57	0.02127659574468085 0.0009420631182289214
27 27 105 16	0.016594516594516596 0.0023551577955723034
27 27 117	0.6883942766295708 0.13942534149788036
27 27 117 27	0.11377245508982035 0.0037682524729156855
27 27 117 92	0.14430379746835442 0.0037682524729156855
27 27 117 117	0.039923954372623575 0.008478568064060292
27 27 121	0.0380952380952381 0.0009420631182289214
27 30 85 40	0.00022519011242183305 0.0018841262364578427
27 30 85 43	0.0019232139041242254 0.0004710315591144607
27 30 95	0.00478398912416861 0.07772020725388601
27 30 95 27	0.0005950955820380778 0.005652378709373528
27 30 95 34	0.045454545454545456 0.0004710315591144607
27 30 95 92	0.0006010547812510047 0.005652378709373528
27 30 95 98	0.03223593964334705 0.002826189354686764
27 30 95 117	0.03391438396774576 0.07866227037211493
27 30 117	0.029411764705882353 0.0009420631182289214
27 30 117 117	0.05128205128205128 0.0004710315591144607
27 33 28 117	1.0 0.0018841262364578427
27 33 98 117	0.7777777777777778 0.0023551577955723034
27 33 110 117	1.0 0.0018841262364578427
27 33 117 117	0.25 0.0009420631182289214
27 34 15 80	0.0015552099533437014 0.001413094677343382
27 34 30 95	0.0014308426073131955 0.002826189354686764
27 34 30 117	0.02564102564102564 0.0009420631182289214
27 34 99 117	0.0106951871657754 0.0004710315591144607
27 34 104 40	0.001937984496124031 0.0018841262364578427
27 45 28 117	1.0 0.0009420631182289214
27 45 98 117	1.0 0.0009420631182289214
27 45 110 34	0.012423495021467069 0.0051813471502590676
27 45 110 95	0.0008400642049070893 0.009891662741403674
27 45 110 98	0.06243705941591138 0.0009420631182289214
27 45 110 117	0.09669085988436463 0.010833725859632595
27 52 27	0.08695652173913043 0.0009420631182289214
27 52 92	0.05263157894736842 0.0009420631182289214
27 52 92 117	0.7777777777777778 0.0018841262364578427
27 52 98 117	0.15384615384615385 0.0004710315591144607
27 52 117	0.13834635416666666 0.06735751295336788
27 52 117 27	0.0066331658291457285 0.002826189354686764
27 52 117 28	0.25 0.0004710315591144607
27 52 117 34	0.08333333333333333 0.0004710315591144607
27 52 117 92	0.006755387421468621 0.003297220913801225
27 52 117 93	0.047619047619047616 0.0004710315591144607
27 52 117 117	0.40132122213047067 0.0814884597268017
27 52 121 95	0.0013958682300390843 0.0023551577955723034
27 77 12	0.004651162790697674 0.0004710315591144607
27 77 12 117	0.0440251572327044 0.009420631182289214
27 77 39 93	0.018518518518518517 0.0004710315591144607
27 77 39 117	0.15625 0.0023551577955723034
27 77 45	0.0196078431372549 0.0004710315591144607
27 83 15 80	0.0008730574471800245 0.0037682524729156855
27 83 18 34	0.002498029579002674 0.005652378709373528
27 83 18 95	0.0006791876091354647 0.009891662741403674
27 83 18 117	0.06247064187057831 0.009420631182289214
27 83 19 84	0.006515129578688287 0.0009420631182289214
27 83 27 34	0.02163235447800188 0.004239284032030146
27 83 27 95	0.0017662731908667023 0.008478568064060292
27 83 27 117	0.10556225245393491 0.007536504945831371
27 83 33 98	0.0020169035728006147 0.0018841262364578427
27 83 34	0.023447401774397972 0.005652378709373528
27 83 83 34	0.0027043552211164007 0.005652378709373528
27 83 83 95	0.0007004417095163123 0.009891662741403674
27 83 83 117	0.06047296078768385 0.009420631182289214
27 83 85 39	0.029827361659208195 0.0051813471502590676
27 83 85 40	0.019033752637845867 0.00659444182760245
27 83 92 95	0.0018281681383243032 0.008478568064060292
27 83 95	0.0022156972240736403 0.009420631182289214
27 83 95 28	0.04699673284744911 0.002826189354686764
27 83 98	0.125 0.0009420631182289214
27 83 117	0.16575342465753426 0.009420631182289214
27 85 20 95	0.0002383999051630359 0.008949599623174752
27 85 20 117	0.0165814266487214 0.00800753650494583
27 85 35 80	0.00047422218843776566 0.0037682524729156855
27 85 39	0.003920759389186958 0.0023551577955723034
27 85 39 92	0.00030476190476190474 0.0004710315591144607
27 85 40	0.004984894259818731 0.003297220913801225
27 85 40 95	0.0013217023526301878 0.002826189354686764
27 85 51 116	1.2253300222193178e-05 0.0004710315591144607
27 85 53	0.09090909090909091 0.0004710315591144607
27 86 21 95	0.002699602822812896 0.004710315591144607
27 86 21 117	0.2100456621004566 0.004239284032030146
27 92	0.00904977375565611 0.002826189354686764
27 92 15 80	0.0012415032477999328 0.008478568064060292
27 92 18 34	0.012036253776435045 0.005652378709373528
27 92 18 95	0.0018293976551712944 0.009891662741403674
27 92 18 117	0.17731887401938162 0.009420631182289214
27 92 27	0.016236042936512218 0.0018841262364578427
27 92 27 27	0.004973830797984772 0.002826189354686764
27 92 27 34	0.0725296442687747 0.00706547338671691
27 92 27 92	0.005725216502608789 0.002826189354686764
27 92 27 95	0.0027502418587335253 0.01601507300989166
27 92 27 98	0.32165422171165997 0.002826189354686764
27 92 27 117	0.4093343534812548 0.04145077720207254
27 92 28	1.0 0.0004710315591144607
27 92 30 95	0.002716477375624143 0.0861987753179463
27 92 30 117	0.032362459546925564 0.0037682524729156855
27 92 33 117	0.10714285714285714 0.0004710315591144607
27 92 34	0.2022792022792023 0.011304757418747056
27 92 34 30	0.0048250904704463205 0.0004710315591144607
27 92 34 99	0.007434944237918215 0.0009420631182289214
27 92 34 117	0.00182370820668693 0.001413094677343382
27 92 52 27	0.045871559633027525 0.0009420631182289214
27 92 52 92	0.03289473684210526 0.0009420631182289214
27 92 52 117	0.06728349971593214 0.07206782854451248
27 92 77 16	0.01937984496124031 0.002826189354686764
27 92 77 43	0.004291845493562232 0.0004710315591144607
27 92 77 79	0.2 0.0004710315591144607
27 92 83 34	0.011964538836700863 0.005652378709373528
27 92 83 95	0.0018245639926187307 0.009891662741403674
