80	1.0 1.0
80 30 19 84	0.11291866028708133 0.034858387799564274
80 30 27	0.4155073270265257 0.032679738562091505
80 30 27 18	0.05903068037763721 0.04139433551198257
80 30 27 27	0.38847630859345816 0.05119825708061002
80 30 27 83	0.058497833413577276 0.042483660130718956
80 30 27 92	0.34585649243140965 0.05337690631808279
80 30 30	0.8181818181818182 0.0054466230936819175
80 30 30 18	0.17777777777777778 0.008714596949891068
80 30 30 95	0.29046563192904656 0.02178649237472767
80 30 30 117	0.3333333333333333 0.0010893246187363835
80 30 33 98	0.4883720930232558 0.016339869281045753
80 30 34	0.7736131934032984 0.016339869281045753
80 30 34 27	0.831858407079646 0.015250544662309368
80 30 34 30	0.8961892247043364 0.03812636165577342
80 30 34 52	0.08982035928143713 0.016339869281045753
80 30 34 92	0.8412887828162291 0.015250544662309368
80 30 34 99	0.5527777777777778 0.05555555555555555
80 30 45 110	0.05845999525739144 0.05773420479302832
80 30 52	0.25 0.0010893246187363835
80 30 52 95	0.047619047619047616 0.0010893246187363835
80 30 52 117	0.2222222222222222 0.002178649237472767
80 30 77 12	0.9667256637168141 0.013071895424836602
80 30 83	0.05646721605159441 0.034858387799564274
80 30 83 18	0.03783909509589766 0.054466230936819175
80 30 83 27	0.04311169576656302 0.04030501089324619
80 30 83 83	0.03705326311117084 0.054466230936819175
80 30 83 92	0.04344115490485979 0.04139433551198257
80 30 83 95	0.0332583449108955 0.12200435729847495
80 30 85 12	0.37261085626911317 0.0457516339869281
80 30 85 20	0.9237249120716561 0.07516339869281045
80 30 85 39	0.4745654231745622 0.08278867102396514
80 30 85 40	0.42262271226283094 0.16884531590413943
80 30 86 21	0.5693702770780856 0.023965141612200435
80 30 86 53	0.8291139240506329 0.011982570806100218
80 30 92	0.39675727229375296 0.03376906318082789
80 30 92 18	0.06934583853830241 0.04139433551198257
80 30 92 27	0.399405108426721 0.05119825708061002
80 30 92 83	0.06879317533835942 0.042483660130718956
80 30 92 92	0.39621149283385737 0.05337690631808279
80 30 95	0.32230467509344396 0.690631808278867
80 30 95 18	0.1134020618556701 0.007625272331154684
80 30 95 21	0.7678571428571429 0.010893246187363835
80 30 95 27	0.42833189443505776 0.4923747276688453
80 30 95 30	0.9739392894623031 0.08061002178649238
80 30 95 52	0.08914025062003766 0.05991285403050109
80 30 95 83	0.11407407407407408 0.007625272331154684
80 30 95 92	0.43126222213391674 0.47276688453159044
80 30 95 99	0.31980084258904634 0.06427015250544663
80 30 98	0.42857142857142855 0.0032679738562091504
80 30 104 39	0.9939106901217862 0.018518518518518517
80 30 105 20	0.4995850622406639 0.015250544662309368
80 30 117	0.5434782608695652 0.02287581699346405
80 30 117 30	0.5833333333333334 0.020697167755991286
80 30 117 52	0.5652173913043478 0.027233115468409588
80 30 117 95	0.010309278350515464 0.0010893246187363835
80 30 117 99	0.7264150943396226 0.029411764705882353
80 30 118 21	1.0 0.0032679738562091504
80 30 118 53	0.9882352941176471 0.0032679738562091504
80 30 126 61	0.3357897179993037 0.0196078431372549
80 33	0.07692307692307693 0.0054466230936819175
80 33 27 27	0.8256880733944955 0.0457516339869281
80 33 85 20	0.42857142857142855 0.002178649237472767
80 33 98	0.5466666666666666 0.06427015250544663
80 33 98 18	0.1218615124788891 0.03159041394335512
80 33 98 27	0.30494728304947283 0.046840958605664486
80 33 98 83	0.1175681554524362 0.030501089324618737
80 33 98 92	0.31965811965811963 0.046840958605664486
80 33 98 95	0.059602649006622516 0.011982570806100218
80 33 117	0.6363636363636364 0.00980392156862745
80 34	0.15254237288135594 0.018518518518518517
80 34 15 80	0.7263770712046574 0.8191721132897604
80 34 27	0.22580645161290322 0.007625272331154684
80 34 30	0.5119453924914675 0.0860566448801743
80 34 30 18	0.08868201861832435 0.03812636165577342
80 34 30 27	0.20461095100864554 0.0457516339869281
80 34 30 83	0.07267605633802816 0.0392156862745098
80 34 30 92	0.2098259979529171 0.044662309368191724
80 34 30 95	0.11873233149828895 0.6699346405228758
80 34 30 117	0.15708812260536398 0.014161220043572984
80 34 52	0.5142857142857142 0.04793028322440087
80 34 52 34	0.1952662721893491 0.007625272331154684
80 34 52 92	0.14903846153846154 0.016339869281045753
80 34 52 95	0.0568685376661743 0.017429193899782137
80 34 52 117	0.14761904761904762 0.04030501089324619
80 34 56	0.4 0.002178649237472767
80 34 77 20	0.5666666666666667 0.034858387799564274
80 34 92	0.4117647058823529 0.007625272331154684
80 34 92 27	0.40625 0.00980392156862745
80 34 93 21	0.9259259259259259 0.00980392156862745
80 34 93 30	0.812807881773399 0.02832244008714597
80 34 93 52	0.2765957446808511 0.0032679738562091504
80 34 99	0.6979405034324943 0.16884531590413943
80 34 99 27	0.15371024734982333 0.04357298474945534
80 34 99 30	0.5454545454545454 0.014161220043572984
80 34 99 34	0.13416815742397137 0.0196078431372549
80 34 99 52	0.17647058823529413 0.004357298474945534
80 34 99 83	0.1431163529144931 0.042483660130718956
80 34 99 92	0.17105263157894737 0.0457516339869281
80 34 99 95	0.1506719666855953 0.6633986928104575
80 34 99 117	0.16721311475409836 0.011982570806100218
80 34 104 20	0.7282033180374161 0.09041394335511982
80 34 104 39	0.4265340834750752 0.014161220043572984
80 34 104 40	0.2755235602094241 0.0392156862745098
80 34 105 20	0.7035157665820949 0.0784313725490196
80 34 105 39	0.32214490380679495 0.029411764705882353
80 34 105 40	0.32876916207769014 0.018518518518518517
80 34 117 30	0.9432989690721649 0.015250544662309368
80 34 118 20	0.8 0.004357298474945534
80 34 118 21	0.9130434782608695 0.013071895424836602
80 34 118 53	0.43455497382198954 0.007625272331154684
80 34 121	0.17647058823529413 0.0032679738562091504
80 34 122 20	0.26229508196721313 0.011982570806100218
80 34 124 30	0.875 0.0032679738562091504
80 34 126 21	0.5888501742160279 0.015250544662309368
80 37 80	1.0 0.014161220043572984
80 37 100 20	0.9304347826086956 0.0054466230936819175
80 37 102	0.03260869565217391 0.0010893246187363835
80 45 83	0.12121212121212122 0.0010893246187363835
80 45 83 18	0.11036339165545088 0.020697167755991286
80 45 83 83	0.11021505376344086 0.020697167755991286
80 45 92	0.2 0.0032679738562091504
80 45 92 83	0.18473895582329317 0.006535947712418301
80 45 108 20	0.05212620027434842 0.017429193899782137
80 45 110	0.06887076759439816 0.09041394335511982
80 45 110 18	0.029113279242511985 0.08061002178649238
80 45 110 27	0.04075204340222008 0.07407407407407407
80 45 110 30	0.12043991416309013 0.006535947712418301
80 45 110 34	0.02680487508604284 0.011982570806100218
80 45 110 52	0.0017513134851138354 0.0032679738562091504
80 45 110 83	0.02757369162153767 0.08278867102396514
80 45 110 92	0.04543789047459353 0.07625272331154684
80 45 110 95	0.028663465604355693 0.6633986928104575
80 45 110 117	0.021851046790985013 0.007625272331154684
80 51	0.08108108108108109 0.0010893246187363835
80 51 15 80	0.2854122621564482 0.05337690631808279
80 51 116	0.008481421647819063 0.037037037037037035
80 51 116 20	0.13980582524271845 0.054466230936819175
80 51 116 34	0.031818181818181815 0.0054466230936819175
80 51 116 40	0.025488530161427356 0.017429193899782137
80 51 116 51	0.13064653597954462 0.0010893246187363835
80 51 116 117	0.008928571428571428 0.0010893246187363835
80 52	0.054249547920433995 0.02505446623093682
80 52 1 66	0.03347280334728033 0.0032679738562091504
80 52 15 80	0.9321008403361345 0.7843137254901961
80 52 18	0.029605263157894735 0.008714596949891068
80 52 18 18	0.02051365342923822 0.023965141612200435
80 52 18 83	0.026386371660790168 0.026143790849673203
80 52 27	0.3977272727272727 0.03594771241830065
80 52 27 27	0.4378238341968912 0.06209150326797386
80 52 27 34	0.058823529411764705 0.0032679738562091504
80 52 27 92	0.4595959595959596 0.06427015250544663
80 52 34	0.5666666666666667 0.006535947712418301
80 52 34 52	0.4925373134328358 0.008714596949891068
80 52 34 99	0.504950495049505 0.017429193899782137
80 52 45 110	0.04449103191241556 0.02505446623093682
80 52 51 116	0.000925925925925926 0.0010893246187363835
80 52 83 18	0.045778127303530716 0.023965141612200435
80 52 83 27	0.015042117930204572 0.00980392156862745
80 52 83 83	0.04493640080097276 0.023965141612200435
80 52 83 92	0.017755231452124286 0.011982570806100218
80 52 83 117	0.04225352112676056 0.002178649237472767
80 52 85 20	0.8369680287952572 0.020697167755991286
80 52 85 39	0.4587289992695398 0.010893246187363835
80 52 85 40	0.3472630959387875 0.015250544662309368
80 52 86 21	0.7860082304526749 0.006535947712418301
80 52 92	0.3953488372093023 0.03376906318082789
80 52 92 18	0.03434225844004657 0.017429193899782137
80 52 92 27	0.3949367088607595 0.058823529411764705
80 52 92 34	0.0392156862745098 0.002178649237472767
80 52 92 92	0.4250681198910082 0.06209150326797386
80 52 95	0.11441647597254005 0.023965141612200435
80 52 95 30	0.5827107790821772 0.029411764705882353
80 52 95 52	0.3824451410658307 0.027233115468409588
80 52 95 95	0.01694915254237288 0.0010893246187363835
80 52 95 99	0.41836734693877553 0.02178649237472767
80 52 98	0.4827586206896552 0.0054466230936819175
80 52 98 33	0.2903225806451613 0.0032679738562091504
80 52 104 39	0.9090909090909091 0.006535947712418301
80 52 104 40	0.5454545454545454 0.00980392156862745
80 52 105 39	0.5 0.004357298474945534
80 52 117	0.6601078859491395 0.4477124183006536
80 52 117 27	0.8794345255676783 0.3660130718954248
80 52 117 30	0.9958294717330862 0.017429193899782137
80 52 117 52	0.10355673210494587 0.030501089324618737
80 52 117 92	0.901977235226669 0.3474945533769063
80 52 117 95	0.005747126436781609 0.002178649237472767
80 52 117 99	0.40969162995594716 0.018518518518518517
80 56 30	0.5 0.0032679738562091504
80 56 66 20	0.5384615384615384 0.004357298474945534
80 56 80	1.0 0.0032679738562091504
80 56 80 95	1.0 0.0010893246187363835
80 56 84	0.023809523809523808 0.004357298474945534
80 56 84 18	0.031229602851835115 0.004357298474945534
80 56 84 83	0.030403634457452384 0.004357298474945534
80 56 84 92	0.024955436720142603 0.004357298474945534
80 56 99	1.0 0.0032679738562091504
80 56 100 39	0.2 0.0010893246187363835
80 56 104 20	0.8181818181818182 0.0032679738562091504
80 56 105 20	0.5 0.0054466230936819175
80 56 121	0.8666666666666667 0.014161220043572984
80 56 121 52	0.4 0.002178649237472767
80 66 1	1.0 0.004357298474945534
80 66 1 95	0.027888446215139442 0.007625272331154684
80 77 12	0.6891891891891891 0.06971677559912855
80 77 12 18	0.0310122878876536 0.04030501089324619
80 77 12 27	0.31456548347613217 0.08714596949891068
80 77 12 30	0.5352564102564102 0.02832244008714597
80 77 12 83	0.032568895740990554 0.04139433551198257
80 77 12 92	0.33618581907090467 0.0915032679738562
80 77 12 99	0.5905044510385756 0.02505446623093682
80 77 20	0.6890243902439024 0.032679738562091505
80 77 20 18	0.0369183616606297 0.046840958605664486
80 77 20 27	0.2304093567251462 0.03159041394335512
80 77 20 83	0.03735790245691236 0.04793028322440087
80 77 20 95	0.24696753760886778 0.6427015250544662
80 77 35 80	0.5203194224142647 0.8257080610021786
80 77 39	0.35714285714285715 0.007625272331154684
80 77 40	0.4166666666666667 0.020697167755991286
80 77 40 27	0.6545454545454545 0.05228758169934641
80 77 40 30	0.34507042253521125 0.016339869281045753
80 77 51	0.11538461538461539 0.0010893246187363835
80 77 67 21	0.25 0.002178649237472767
80 77 67 61	0.375 0.0032679738562091504
80 83	0.19531560142913854 0.0457516339869281
80 83 1 66	0.0019871256647075288 0.008714596949891068
80 83 15 80	0.31445129437235153 0.7919389978213508
80 83 18	0.04984477878125859 0.08169934640522876
80 83 18 18	0.09174986823409957 0.08061002178649238
80 83 18 27	0.014380098576346154 0.0718954248366013
80 83 18 34	0.03411646813953703 0.011982570806100218
80 83 18 83	0.08871102946310942 0.08278867102396514
80 83 18 92	0.020401212407587216 0.07407407407407407
80 83 18 95	0.005536656835385586 0.6612200435729847
80 83 18 110	0.007553052228425012 0.026143790849673203
80 83 18 117	0.033603061484943124 0.006535947712418301
80 83 19 84	0.18147971577107314 0.037037037037037035
80 83 19 121	0.04881101376720901 0.0032679738562091504
80 83 27	0.10861740419225069 0.06535947712418301
80 83 27 18	0.12724781723494688 0.07625272331154684
80 83 27 27	0.06793541026520428 0.07516339869281045
80 83 27 83	0.11239494629419713 0.0784313725490196
80 83 27 92	0.0957145673726904 0.07952069716775599
80 83 27 95	0.007461101590631632 0.6241830065359477
80 83 30	0.087248322147651 0.0010893246187363835
80 83 33 98	0.2132335184737986 0.027233115468409588
80 83 34	0.10256410256410256 0.007625272331154684
80 83 34 99	0.1201032136992728 0.04357298474945534
80 83 45 83	0.06311207834602829 0.0054466230936819175
80 83 45 110	0.08386269161955116 0.08496732026143791
80 83 77 12	0.052951052563605834 0.023965141612200435
80 83 77 20	0.12673844773441004 0.020697167755991286
80 83 77 40	0.04604853764779091 0.004357298474945534
80 83 83	0.049243264241949566 0.08278867102396514
80 83 83 18	0.10608020458734635 0.08061002178649238
80 83 83 27	0.06036058012059044 0.0718954248366013
80 83 83 30	0.01195805493864684 0.0010893246187363835
80 83 83 34	0.03054542692814632 0.011982570806100218
80 83 83 83	0.10594154766335767 0.08278867102396514
80 83 83 92	0.06820378998610474 0.07407407407407407
80 83 83 95	0.006168398648216042 0.6612200435729847
80 83 83 117	0.047564090254566094 0.006535947712418301
80 83 85 12	0.028737739481162344 0.044662309368191724
80 83 85 20	0.047954166760561884 0.08496732026143791
80 83 85 39	0.019934440958257 0.08278867102396514
80 83 85 40	0.016094928255308102 0.15577342047930284
80 83 86 21	0.022887729260993018 0.04030501089324619
80 83 86 30	0.03493044822256569 0.011982570806100218
80 83 86 61	0.03447633940206262 0.02832244008714597
80 83 92	0.11742018427255196 0.06753812636165578
80 83 92 18	0.12514334801304547 0.07625272331154684
80 83 92 27	0.10025314590361509 0.07516339869281045
80 83 92 30	0.03211009174311927 0.0010893246187363835
80 83 92 83	0.11230935103447877 0.0784313725490196
80 83 92 92	0.1135545523516403 0.0784313725490196
80 83 95	0.01325181171782239 0.6100217864923747
80 83 95 21	0.03537812398571892 0.00980392156862745
80 83 95 30	0.07142324054033883 0.0784313725490196
80 83 95 52	0.005551904643205149 0.042483660130718956
80 83 95 99	0.11491894110404269 0.04357298474945534
80 83 104 39	0.25040335592126495 0.016339869281045753
80 83 105 12	0.011494252873563218 0.004357298474945534
80 83 105 20	0.1534078919603292 0.015250544662309368
80 83 105 39	0.09083850931677019 0.008714596949891068
80 83 117 52	0.02672864613596746 0.014161220043572984
80 83 126 21	0.036716583471991124 0.0196078431372549
80 83 126 61	0.051586862766780935 0.02287581699346405
80 85 1 66	0.006262939958592132 0.010893246187363835
80 85 8 20	0.8449612403100775 0.023965141612200435
80 85 8 40	0.09876543209876543 0.004357298474945534
80 85 10 30	0.9444444444444444 0.011982570806100218
80 85 12	0.2545045045045045 0.05555555555555555
80 85 12 30	0.41142020497803805 0.05119825708061002
80 85 12 83	0.04147615937295885 0.03594771241830065
80 85 12 99	0.3689922480620155 0.054466230936819175
80 85 12 121	0.0072992700729927005 0.0010893246187363835
80 85 16 30	0.8915254237288136 0.017429193899782137
80 85 20	0.9172211490305502 0.1775599128540305
80 85 20 18	0.06083999292274279 0.06862745098039216
80 85 20 27	0.2846694651180758 0.07407407407407407
80 85 20 30	0.5181102362204725 0.014161220043572984
80 85 20 34	0.3673122412773507 0.011982570806100218
80 85 20 52	0.11904761904761904 0.0010893246187363835
80 85 20 83	0.06034678987065786 0.07080610021786492
80 85 20 92	0.3034355903599655 0.07625272331154684
80 85 20 95	0.18699189777263264 0.6742919389978214
80 85 20 117	0.4160176804883183 0.02178649237472767
80 85 23 20	0.6695652173913044 0.020697167755991286
80 85 23 40	0.11904761904761904 0.0054466230936819175
80 85 26 30	1.0 0.0054466230936819175
80 85 35 80	0.5621503031785298 0.94880174291939
80 85 35 102	0.08927826449728828 0.0010893246187363835
80 85 39	0.27544581618655695 0.09259259259259259
80 85 39 18	0.06545378502718528 0.03159041394335512
80 85 39 27	0.3560455637997701 0.12745098039215685
80 85 39 30	0.4709604837575587 0.0860566448801743
80 85 39 52	0.258546239654552 0.03376906318082789
80 85 39 92	0.384554678692221 0.1318082788671024
80 85 39 95	0.13027371887219594 0.6372549019607843
80 85 39 99	0.49861027190332324 0.10457516339869281
80 85 39 121	0.00881488736532811 0.0032679738562091504
80 85 40	0.21890747833098165 0.1840958605664488
80 85 40 27	0.3339908544786156 0.23529411764705882
80 85 40 30	0.4951576576576577 0.10239651416122005
80 85 40 52	0.2701336222462983 0.04793028322440087
80 85 40 83	0.13058475689881735 0.03159041394335512
80 85 40 92	0.35621539049073897 0.2374727668845316
80 85 40 99	0.484462748034444 0.11764705882352941
80 85 40 121	0.009625668449197862 0.004357298474945534
80 85 43 30	0.9385964912280702 0.018518518518518517
80 85 43 99	0.5714285714285714 0.006535947712418301
80 85 43 110	0.016426512968299712 0.049019607843137254
80 85 45 21	1.0 0.0032679738562091504
80 85 45 30	0.7039877300613497 0.0196078431372549
80 85 51	0.0681551116333725 0.0010893246187363835
80 85 51 116	0.002065266237677723 0.02505446623093682
80 85 53 99	0.4444444444444444 0.004357298474945534
80 85 57	0.00999000999000999 0.010893246187363835
80 85 57 30	0.6836734693877551 0.02505446623093682
80 85 57 99	0.38095238095238093 0.014161220043572984
80 85 58 20	0.7777777777777778 0.02832244008714597
80 85 67 21	0.4462809917355372 0.02287581699346405
80 85 67 61	0.2684729064039409 0.016339869281045753
80 85 69 21	0.6344086021505376 0.013071895424836602
80 85 69 61	0.2777777777777778 0.010893246187363835
