1 66 12 126	0.0036319612590799033 0.0136986301369863
35 80 15 103	0.02555366269165247 0.3287671232876712
35 80 27 126	0.15789473684210525 0.0136986301369863
35 80 30 86	0.038461538461538464 0.0136986301369863
35 80 85 96	0.1891891891891892 0.0958904109589041
35 80 86	0.038461538461538464 0.0136986301369863
35 80 92 126	0.15789473684210525 0.0136986301369863
35 80 95 126	0.01818181818181818 0.0136986301369863
35 80 99 86	0.038461538461538464 0.0136986301369863
35 80 105 96	1.0 0.0136986301369863
35 80 126	0.25 0.0136986301369863
35 100 6 71	0.0008744382684601523 0.2328767123287671
35 100 12 126	0.022026431718061675 0.0273972602739726
35 100 20 86	0.012526843235504653 0.0136986301369863
35 100 35 103	0.01612535894643034 0.3287671232876712
35 100 39 126	0.013280212483399735 0.0273972602739726
35 100 40 126	0.01599488163787588 0.0410958904109589
35 100 43 76	0.020833333333333332 0.0136986301369863
35 100 96	0.17266187050359713 0.3287671232876712
35 102 37 103	1.0 0.0136986301369863
35 103	0.016655100624566273 0.3287671232876712
35 103 6 71	0.004120593516680843 0.3287671232876712
35 103 11 76	0.012345679012345678 0.0136986301369863
35 103 21 86	0.0009737098344693282 0.0273972602739726
35 103 31 96	0.11715481171548117 0.3287671232876712
35 103 38 103	0.01597423752745075 0.3287671232876712
35 103 61 126	0.03296703296703297 0.0410958904109589
36 101 6 71	0.000363901018922853 0.1780821917808219
36 101 12 86	0.002717391304347826 0.0136986301369863
36 101 12 126	0.004048582995951417 0.0273972602739726
36 101 20 86	0.0003960303778595723 0.0273972602739726
36 101 35 103	0.002140518761017376 0.1506849315068493
36 101 39 126	0.001539645881447267 0.0273972602739726
36 101 40 126	0.001705653021442495 0.0273972602739726
36 101 57 126	0.005115089514066497 0.0136986301369863
36 101 96	0.8695652173913043 0.2191780821917808
36 101 120	0.25 0.0136986301369863
37 102 6 71	0.00016513458468651952 0.0821917808219178
37 102 12 126	0.002570694087403599 0.0136986301369863
37 102 35 103	0.007668276057938086 0.136986301369863
37 102 44 96	0.8333333333333334 0.0136986301369863
37 102 96	0.6153846153846154 0.1643835616438356
37 102 120	0.25 0.0136986301369863
39 15 80 126	0.2222222222222222 0.0136986301369863
39 15 100 96	1.0 0.0136986301369863
39 15 103	0.3333333333333333 0.0136986301369863
39 27 15 103	0.3333333333333333 0.0136986301369863
39 27 27 126	1.0 0.0136986301369863
39 27 30 86	0.038461538461538464 0.0136986301369863
39 27 92 126	0.045454545454545456 0.0136986301369863
39 30 15 103	0.3333333333333333 0.0136986301369863
39 30 34 126	0.011976047904191617 0.0273972602739726
39 30 86	0.03571428571428571 0.0136986301369863
39 30 95 126	0.008583690987124463 0.0273972602739726
39 30 117 126	0.005747126436781609 0.0136986301369863
39 77 20 86	0.038461538461538464 0.0136986301369863
39 77 35 103	0.03787878787878788 0.0958904109589041
39 92 15 103	0.3333333333333333 0.0136986301369863
39 92 27 126	1.0 0.0136986301369863
39 92 30 86	0.038461538461538464 0.0136986301369863
39 92 92 126	1.0 0.0136986301369863
39 93 28 126	0.011194029850746268 0.0136986301369863
39 93 30 86	0.038461538461538464 0.0136986301369863
39 99 86	0.038461538461538464 0.0136986301369863
39 104 6 71	0.0011173184357541898 0.0136986301369863
39 104 20 86	0.0260950605778192 0.0136986301369863
39 104 35 103	0.036555645816409424 0.0958904109589041
39 104 39 126	0.09337349397590361 0.0136986301369863
39 104 40 126	0.058823529411764705 0.0136986301369863
39 104 96	1.0 0.1506849315068493
39 105 12 126	0.005649717514124294 0.0136986301369863
39 105 20 86	0.026345291479820628 0.0136986301369863
39 105 35 103	0.026243093922651933 0.0958904109589041
39 105 39 86	0.038461538461538464 0.0136986301369863
39 105 39 126	0.05263157894736842 0.0136986301369863
39 105 40 126	0.033783783783783786 0.0136986301369863
39 105 96	0.6666666666666666 0.0273972602739726
39 117 30 86	0.5 0.0136986301369863
39 118 21 86	0.038461538461538464 0.0136986301369863
39 118 53 126	0.038910505836575876 0.0136986301369863
39 126	0.04 0.0136986301369863
39 126 6 71	0.000547645125958379 0.0684931506849315
39 126 21 86	0.0027548209366391185 0.0136986301369863
39 126 31 96	0.1 0.0136986301369863
39 126 38 103	0.029045643153526972 0.0958904109589041
40 15 80 126	0.2222222222222222 0.0136986301369863
40 15 100 96	1.0 0.0136986301369863
40 15 103	0.3333333333333333 0.0136986301369863
40 27 15 103	0.3333333333333333 0.0136986301369863
40 27 27 126	1.0 0.0136986301369863
40 27 30 86	0.038461538461538464 0.0136986301369863
40 27 92 126	0.045454545454545456 0.0136986301369863
40 30 15 103	0.3333333333333333 0.0136986301369863
40 30 85 96	1.0 0.0136986301369863
40 30 86	0.07142857142857142 0.0273972602739726
40 30 95 86	0.25 0.0136986301369863
40 30 95 126	0.0017331022530329288 0.0136986301369863
40 30 117 86	0.25 0.0136986301369863
40 52 30 86	0.5 0.0136986301369863
40 52 52 86	0.5 0.0136986301369863
40 52 86	0.25 0.0136986301369863
40 77 12 126	0.0007566204287515763 0.0136986301369863
40 77 20 86	0.01085883514313919 0.0273972602739726
40 77 35 103	0.014577259475218658 0.0273972602739726
40 77 40 126	0.001639344262295082 0.0136986301369863
40 77 96	0.3333333333333333 0.0136986301369863
40 77 120	0.25 0.0136986301369863
40 92 15 103	0.3333333333333333 0.0136986301369863
40 92 27 126	1.0 0.0136986301369863
40 92 30 86	0.038461538461538464 0.0136986301369863
40 92 92 126	1.0 0.0136986301369863
40 93 28 126	0.0006684491978609625 0.0136986301369863
40 93 30 86	0.028846153846153848 0.0136986301369863
40 99 30 86	0.5 0.0136986301369863
40 99 52 86	0.5 0.0136986301369863
40 99 85 96	1.0 0.0136986301369863
40 99 86	0.008130081300813009 0.0273972602739726
40 99 95 86	0.25 0.0136986301369863
40 99 95 126	0.0017271157167530224 0.0136986301369863
40 99 117 86	0.25 0.0136986301369863
40 104 12 86	0.25 0.0136986301369863
40 104 20 86	0.04628704628704629 0.0273972602739726
40 104 35 103	0.012572968118545127 0.0821917808219178
40 104 39 126	0.0008048812151109958 0.0136986301369863
40 104 40 86	0.037037037037037035 0.0136986301369863
40 104 40 126	0.0017860042214645235 0.0136986301369863
40 104 57 86	0.25 0.0136986301369863
40 104 96	0.25 0.0273972602739726
40 105 6 71	0.000350385423966363 0.0821917808219178
40 105 12 86	0.08333333333333333 0.0136986301369863
40 105 12 126	0.0015105740181268882 0.0136986301369863
40 105 20 86	0.03483807654563297 0.0273972602739726
40 105 35 103	0.007050814490639436 0.0958904109589041
40 105 39 86	0.038461538461538464 0.0136986301369863
40 105 39 126	0.0017807997409745831 0.0136986301369863
40 105 40 126	0.0010253255408592228 0.0136986301369863
40 105 96	1.0 0.1780821917808219
40 105 120	0.4 0.0273972602739726
40 118 21 86	0.03793103448275862 0.0273972602739726
40 118 30 86	0.02564102564102564 0.0273972602739726
40 118 35 103	0.010416666666666666 0.0684931506849315
40 118 53 126	0.0022346368715083797 0.0136986301369863
40 122 20 86	0.012594458438287154 0.0136986301369863
40 126	0.007407407407407408 0.0136986301369863
40 126 6 71	2.134426159527011e-05 0.0136986301369863
40 126 38 103	0.008298755186721992 0.0273972602739726
40 126 61 86	0.014119601328903655 0.0136986301369863
41 106 44 96	1.0 0.0136986301369863
41 106 96	1.0 0.0136986301369863
43 76	0.125 0.0136986301369863
43 76 6 71	0.017716535433070866 0.0273972602739726
43 76 11 76	0.125 0.0136986301369863
43 76 31 96	1.0 0.0273972602739726
43 76 38 103	0.008333333333333333 0.0273972602739726
43 108 6 71	0.015544041450777202 0.0821917808219178
43 108 35 103	0.027857829010566763 0.1506849315068493
43 108 96	1.0 0.1506849315068493
44 1 66 96	0.6666666666666666 0.0273972602739726
44 6 71 96	0.16071428571428573 0.0410958904109589
44 6 71 120	0.13725490196078433 0.0136986301369863
44 12 126	0.006369426751592357 0.0136986301369863
44 40 126	0.011904761904761904 0.0136986301369863
44 44 109 96	0.375 0.0136986301369863
44 44 109 120	0.09090909090909091 0.0136986301369863
44 46 111 96	0.04743083003952569 0.0821917808219178
44 46 111 120	0.012121212121212121 0.0136986301369863
44 51 116 96	0.5714285714285714 0.0273972602739726
44 109 12 126	0.00641025641025641 0.0136986301369863
44 109 40 126	0.017543859649122806 0.0136986301369863
44 109 44 96	0.14285714285714285 0.0136986301369863
44 109 44 120	0.05454545454545454 0.0136986301369863
44 109 96	1.0 0.0821917808219178
44 109 109 96	0.16666666666666666 0.0136986301369863
44 109 109 120	0.2 0.0136986301369863
44 109 120	0.23809523809523808 0.0136986301369863
45 110 6 71	0.0026708619932679645 0.0684931506849315
45 110 20 103	0.07142857142857142 0.0136986301369863
45 110 35 103	0.03091032608695652 0.0958904109589041
45 110 44 96	0.5 0.0136986301369863
45 110 96	0.5 0.0958904109589041
46 102 35 103	0.019230769230769232 0.0273972602739726
46 111 6 71	0.0003492943742892101 0.3287671232876712
46 111 12 86	0.00011771630370806356 0.0136986301369863
46 111 12 126	0.0006457945856581938 0.0547945205479452
46 111 20 86	5.916973530985428e-05 0.0684931506849315
46 111 20 126	7.349941751711618e-06 0.0136986301369863
46 111 35 103	0.012407378759704117 0.3561643835616438
46 111 37 71	0.00023892543286568657 0.1643835616438356
46 111 37 103	0.061224489795918366 0.0410958904109589
46 111 39 126	0.0006796485780379979 0.0410958904109589
46 111 40 126	0.0006411016173000463 0.0547945205479452
46 111 43 76	0.075 0.0136986301369863
46 111 44 96	0.6666666666666666 0.136986301369863
46 111 50 96	1.0 0.0136986301369863
46 111 57 126	0.0005172413793103448 0.0273972602739726
46 111 96	0.3584070796460177 0.4931506849315068
46 111 109 96	0.05084745762711865 0.0821917808219178
46 111 109 120	0.0136986301369863 0.0136986301369863
46 111 120	0.02304147465437788 0.0273972602739726
49 114 6 71	0.0055074744295830055 0.0821917808219178
49 114 35 103	0.025069637883008356 0.1232876712328767
49 114 96	1.0 0.1232876712328767
51 116 6 71	0.00023240500445442927 0.0684931506849315
51 116 12 126	0.0006613756613756613 0.0136986301369863
51 116 20 86	0.0004933746828305611 0.0136986301369863
51 116 35 103	0.008717031738936076 0.0684931506849315
51 116 67	0.003289473684210526 0.0136986301369863
51 116 96	1.0 0.1095890410958904
51 116 109 96	0.4444444444444444 0.0273972602739726
57 122 20 86	0.038461538461538464 0.0136986301369863
57 122 35 103	0.2708333333333333 0.0136986301369863
57 122 39 126	0.4666666666666667 0.0136986301369863
57 122 40 126	0.7142857142857143 0.0136986301369863
57 122 96	1.0 0.0136986301369863
62 127 96	1.0 0.0410958904109589
62 127 120	0.2 0.0136986301369863
67 2 96	1.0 0.0273972602739726
67 2 120	0.25 0.0136986301369863
67 4 96	1.0 0.0136986301369863
67 4 120	0.25 0.0136986301369863
67 6 71	0.000514668039114771 0.0136986301369863
69 2 96	1.0 0.0136986301369863
69 2 120	0.25 0.0136986301369863
69 4 96	1.0 0.0136986301369863
69 4 120	0.25 0.0136986301369863
69 6 71	0.000859106529209622 0.0136986301369863
96	1.0 1.0
96 2 39 126	0.009009009009009009 0.0136986301369863
96 2 67	0.18556701030927836 0.0410958904109589
96 6 71	0.02716957008150871 0.9041095890410958
96 6 71 96	0.171021377672209 0.2054794520547945
96 6 71 120	0.013333333333333334 0.0136986301369863
96 11 76	0.4583333333333333 0.0684931506849315
96 11 108 96	1.0 0.0273972602739726
96 21 15 103	0.3333333333333333 0.0136986301369863
96 21 30 86	0.5 0.0136986301369863
96 21 85 96	1.0 0.0273972602739726
96 21 86	0.10909090909090909 0.0684931506849315
96 21 95 86	0.25 0.0136986301369863
96 21 117 86	0.25 0.0136986301369863
96 31 6 71	0.010328503801463204 0.1506849315068493
96 31 20 86	0.0425531914893617 0.0273972602739726
96 31 35 103	0.025357725049809817 0.3287671232876712
96 31 40 126	0.007407407407407408 0.0136986301369863
96 31 43 76	0.125 0.0136986301369863
96 31 96	0.8810483870967742 1.0
96 31 120	0.75 0.0547945205479452
96 37 102	0.03225806451612903 0.0136986301369863
96 38 80 86	0.00684931506849315 0.0136986301369863
96 38 80 126	0.029411764705882353 0.0136986301369863
96 38 100 96	0.155902004454343 0.3287671232876712
96 38 103	0.022065877838183562 0.6164383561643836
96 55 6 71	0.004672897196261682 0.0136986301369863
96 55 96	1.0 0.1232876712328767
96 55 120	0.5714285714285714 0.0547945205479452
96 61 15 103	0.3333333333333333 0.0136986301369863
96 61 104 67	0.031746031746031744 0.0136986301369863
96 61 104 96	0.14285714285714285 0.0136986301369863
96 61 126	0.024054982817869417 0.0958904109589041
109 6 71	0.00040064102564102563 0.0136986301369863
109 6 71 96	0.3333333333333333 0.0273972602739726
109 6 71 120	0.08333333333333333 0.0136986301369863
109 10 75 96	1.0 0.0136986301369863
109 37 102 96	0.35714285714285715 0.0136986301369863
109 41 106 96	1.0 0.0136986301369863
109 44 6 71	0.0016260162601626016 0.0821917808219178
109 44 35 103	0.0375 0.1232876712328767
109 44 96	1.0 0.1643835616438356
109 44 109 96	0.17391304347826086 0.0136986301369863
109 44 109 120	0.2222222222222222 0.0136986301369863
109 44 120	0.25 0.0136986301369863
109 45 110 96	0.14285714285714285 0.0136986301369863
109 46 111 96	0.6829268292682927 0.136986301369863
110 45 96	1.0 0.0136986301369863
110 45 120	1.0 0.0136986301369863
110 58 45 96	1.0 0.0136986301369863
110 58 45 120	1.0 0.0136986301369863
110 123 45 96	1.0 0.0136986301369863
110 123 45 120	1.0 0.0136986301369863
115 24 89 96	0.5 0.0136986301369863
115 46 111 96	1.0 0.0136986301369863
115 50 96	1.0 0.0136986301369863
120	0.5714285714285714 0.0547945205479452
120 6 71	0.01152073732718894 0.0958904109589041
120 6 71 96	0.3333333333333333 0.0410958904109589
120 6 71 120	0.2222222222222222 0.0273972602739726
120 31 6 71	0.004672897196261682 0.0136986301369863
120 31 96	1.0 0.1232876712328767
120 31 120	0.5714285714285714 0.0547945205479452
120 37 102	0.03225806451612903 0.0136986301369863
120 38 103	0.020833333333333332 0.0684931506849315
120 55 6 71	0.001466275659824047 0.0136986301369863
120 55 96	1.0 0.1232876712328767
120 55 120	0.3684210526315789 0.0547945205479452
120 61 126	0.013888888888888888 0.0273972602739726
