1 66	0.0007577192650123129 0.015625
20 95 77 115	0.23529411764705882 0.0234375
20 95 81	0.0008216926869350862 0.0078125
20 95 85	0.0020920502092050207 0.00390625
20 95 99 85	0.0002680246582685607 0.0390625
20 95 104	6.334726973267453e-05 0.00390625
20 95 105	0.0002549979600163199 0.01953125
20 95 105 58	0.0017761989342806395 0.00390625
20 95 105 115	0.10204081632653061 0.0703125
20 95 108	0.0012432656444260257 0.01171875
20 98 30 85	0.0003007564023519151 0.078125
20 98 33 85	0.0003007564023519151 0.078125
20 98 52 85	0.00030076544806532625 0.078125
20 104 20 85	0.00022498355889377314 0.12109375
20 104 23	0.5 0.00390625
20 104 39 85	0.00031191553764165153 0.109375
20 104 40 85	0.0004464285714285714 0.00390625
20 104 46 111	2.384508998829283e-05 0.1015625
20 104 88	0.5 0.00390625
20 104 115	0.5 0.00390625
20 105 20 85	0.0002913855382343041 0.09375
20 105 40 85	0.00030978610835552306 0.1171875
20 105 46 111	4.3999342397425256e-05 0.15234375
20 105 123 115	0.5 0.00390625
20 108 50	0.3333333333333333 0.00390625
20 108 115	0.3333333333333333 0.00390625
20 117 30 85	0.0002970487123662828 0.0859375
20 117 52 85	0.00029792939073439596 0.0859375
20 118 21 85	0.0006550014035744362 0.02734375
20 118 30 85	0.0013404825737265416 0.00390625
20 118 53 85	0.0006887052341597796 0.03125
20 122 57 85	0.00037201973892967734 0.10546875
20 126 2	0.0008386447500838644 0.01953125
20 126 21 85	0.00030040335119095216 0.14453125
20 126 61 85	0.00035650739880674603 0.1171875
22 71 20 85	0.00010571426248038187 0.00390625
22 71 23	0.1111111111111111 0.00390625
22 71 46 111	0.00011643962388263581 0.0234375
22 71 50	0.6 0.0078125
22 71 115	0.6666666666666666 0.01171875
22 87	0.0106951871657754 0.0078125
22 87 1 66	0.0030120481927710845 0.0078125
22 87 12 85	0.00036429872495446266 0.00390625
22 87 20 85	0.00039719024677282923 0.0234375
22 87 22 87	0.014038231780167264 0.0078125
22 87 23	0.14285714285714285 0.00390625
22 87 46 111	0.00011655797173270957 0.03125
22 87 50	0.6666666666666666 0.0390625
22 87 50 115	0.3076923076923077 0.015625
22 87 57 122	0.0019300361881785283 0.01171875
22 87 115	0.6842105263157895 0.04296875
23	0.46511627906976744 0.078125
23 1 66	0.007246376811594203 0.00390625
23 6 71	0.0006666666666666666 0.00390625
23 10 75	0.002551020408163265 0.0078125
23 12 77	0.125 0.015625
23 12 105	0.020202020202020204 0.0078125
23 16 81	0.008869179600886918 0.02734375
23 16 81 115	0.08 0.0078125
23 20 85	0.00047472110135295516 0.0234375
23 23 23	0.45652173913043476 0.0703125
23 23 50	0.8 0.12890625
23 23 88	0.4782608695652174 0.0703125
23 23 115	0.9574468085106383 0.15625
23 24 89	0.001101624896722666 0.015625
23 24 89 23	0.022727272727272728 0.015625
23 35 100	0.0001474013148197282 0.01953125
23 39 104	0.007462686567164179 0.00390625
23 39 104 58	0.08333333333333333 0.00390625
23 39 105	0.005405405405405406 0.00390625
23 40 77	0.01904761904761905 0.0078125
23 40 104	0.001644736842105263 0.00390625
23 40 105	0.007856341189674524 0.02734375
23 41 106	0.0013201320132013201 0.00390625
23 43 108	0.0625 0.00390625
23 46 102	0.0028089887640449437 0.00390625
23 46 102 115	0.030303030303030304 0.00390625
23 46 111	0.0003643324503746353 0.1484375
23 46 111 58	0.0006401024163866218 0.0078125
23 46 111 73	0.0009537434430138292 0.015625
23 46 111 88	0.004413619167717529 0.0703125
23 46 111 115	0.01596667823672336 0.1484375
23 50 23	0.88 0.078125
23 50 50	0.7272727272727273 0.078125
23 50 88	0.8333333333333334 0.0703125
23 50 115	0.8636363636363636 0.09765625
23 51 116	0.0029702970297029703 0.01171875
23 58 123	0.25 0.00390625
23 58 123 115	1.0 0.0078125
23 67 2	0.055345911949685536 0.05859375
23 67 2 88	0.028985507246376812 0.01171875
23 88 23	0.4339622641509434 0.078125
23 88 50	0.8235294117647058 0.1484375
23 88 88	0.45652173913043476 0.0703125
23 88 115	0.9629629629629629 0.1796875
23 115 23	0.7727272727272727 0.0625
23 115 46 111	0.00035389586260347033 0.08984375
23 115 50	0.627906976744186 0.08203125
23 115 88	0.7619047619047619 0.05859375
23 115 115	0.9 0.08203125
23 123 39 105	0.014084507042253521 0.00390625
23 123 46 111	0.00038948393378773126 0.01171875
23 123 58	0.25 0.00390625
24 89	0.0009211495946941784 0.03125
24 89 6 71	0.00015777511502658724 0.01171875
24 89 12 105	0.00021446954532456392 0.0078125
24 89 20 85	0.0002767954372457397 0.03125
24 89 23	0.007326007326007326 0.015625
24 89 24 89	0.0005341328497811097 0.03515625
24 89 35 100	0.00012273555263421623 0.02734375
24 89 36 101	3.5902775284529496e-05 0.0078125
24 89 37 111	7.834973081271056e-05 0.08203125
24 89 39 104	3.585932387244839e-05 0.0078125
24 89 46 102	7.871846341559412e-05 0.00390625
24 89 46 111	5.499188244121189e-05 0.125
24 89 50	0.06373626373626373 0.10546875
24 89 115	0.08314606741573034 0.13671875
26 91 115	1.0 0.00390625
33 98	0.5 0.0078125
33 98 50	0.5 0.0078125
33 98 115	0.5 0.0078125
33 110 46 111	0.00016106023652846165 0.0078125
35 80 15 100	0.00010576970344104937 0.109375
35 80 27 85	7.826543272444537e-05 0.0625
35 80 30 85	5.554003647895887e-05 0.05859375
35 80 34 77	0.002319109461966605 0.0078125
35 80 83 85	4.837900823033128e-05 0.07421875
35 80 85	0.00019774569903104609 0.0546875
35 80 85 115	0.0636182902584493 0.1015625
35 80 92 85	9.318237788116584e-05 0.0625
35 80 105	0.0004455666122085252 0.0234375
35 80 105 88	0.005291005291005291 0.00390625
35 80 117 105	0.0001872308556450103 0.01171875
35 100	0.00020387229948840794 0.109375
35 100 1 66	0.00023122369240642518 0.01953125
35 100 6 71	5.93158038785997e-05 0.0234375
35 100 12 85	7.917421295883931e-05 0.046875
35 100 12 105	4.985309953337499e-05 0.03515625
35 100 16 81	0.0001486298451560118 0.0390625
35 100 20 85	0.00017820918209827597 0.09375
35 100 23	0.0012630249447426586 0.015625
35 100 24 89	0.00010234787395329937 0.03125
35 100 35 100	0.00010016874158688337 0.1171875
35 100 36 101	4.007954247660742e-05 0.02734375
35 100 37 100	0.0001006397814679031 0.0546875
35 100 37 111	4.351212078964731e-05 0.0546875
35 100 39 77	0.0006353598960833593 0.0078125
35 100 39 104	1.4535559793478767e-05 0.01953125
35 100 39 105	4.6996566262441866e-05 0.05078125
35 100 40 104	1.1386143405060344e-05 0.01953125
35 100 40 105	8.977180586123017e-05 0.06640625
35 100 43 81	0.0001392930303646027 0.02734375
35 100 43 108	4.7444150872399773e-05 0.00390625
35 100 43 110	4.874006921089828e-05 0.00390625
35 100 44	0.001321003963011889 0.0078125
35 100 45 110	2.5747079085831565e-05 0.01171875
35 100 46 111	4.045631294874916e-05 0.1953125
35 100 50	0.0890937019969278 0.19921875
35 100 50 50	0.06392045454545454 0.12109375
35 100 50 115	0.06413612565445026 0.125
35 100 51 116	0.00014385239116149195 0.046875
35 100 67 2	0.0006350874887764711 0.05859375
35 100 67 4	0.0007475238273219959 0.00390625
35 100 69 2	0.0007984031936127744 0.01171875
35 100 88	0.001327580484566877 0.015625
35 100 109	0.0016632016632016633 0.00390625
35 100 109 44	0.0009939908733565264 0.01171875
35 100 115	0.09618320610687023 0.20703125
35 100 115 50	0.05968169761273209 0.12109375
35 100 115 115	0.06521739130434782 0.12109375
35 100 123	0.0004488330341113106 0.00390625
35 100 123 123	0.0049261083743842365 0.00390625
35 102 37 100	0.00012268698940561763 0.06640625
35 103 38 100	0.0001334105227751976 0.109375
35 116 51 100	0.012658227848101266 0.015625
36 101 20 85	8.241894097155448e-05 0.046875
36 101 22 87	0.0045792787635947334 0.0078125
36 101 23	0.008064516129032258 0.00390625
36 101 24 89	1.270607668117277e-05 0.0078125
36 101 35 100	2.7231624115009623e-05 0.02734375
36 101 39 104	0.00016727380863876292 0.0078125
36 101 46 111	4.0308089084979764e-05 0.0859375
36 101 50	0.43137254901960786 0.0859375
36 101 51 116	0.00027324978799585415 0.01953125
36 101 67 2	0.0018404907975460123 0.01953125
36 101 115	0.5777777777777777 0.09765625
36 127 46 111	4.3163622192514686e-05 0.015625
36 127 50	0.5 0.0078125
36 127 115	0.5 0.0078125
37 102 6 71	0.0005348177881546486 0.01171875
37 102 23	0.014285714285714285 0.00390625
37 102 41 106	0.00047044199968061736 0.0078125
37 102 46 111	0.00012577336649315373 0.0390625
37 102 50	0.25 0.03125
37 102 115	0.33766233766233766 0.046875
37 106 46 111	0.00024147261143341858 0.00390625
37 111 23	0.0056022408963585435 0.0078125
37 111 23 115	0.037037037037037035 0.00390625
37 111 24 89	0.0006014028070126364 0.00390625
37 111 36 101	0.0007001419378655855 0.00390625
37 111 39 105	5.1619119721945006e-05 0.00390625
37 111 40 104	0.0002954024634775136 0.00390625
37 111 40 105	0.00022422438745974154 0.00390625
37 111 46 102	0.0010498828976767975 0.00390625
37 111 46 111	6.257684698538062e-06 0.015625
37 111 50	0.01020408163265306 0.0078125
37 111 58 50	0.06666666666666667 0.00390625
37 111 58 88	0.0625 0.00390625
37 111 67 2	0.00019971540554709538 0.00390625
37 111 88	0.006369426751592357 0.0078125
37 111 115	0.022598870056497175 0.0078125
39 18 18 85	0.00014226226107754794 0.00390625
39 18 83 85	0.00014177423661682919 0.00390625
39 30 85	0.00028968713789107763 0.00390625
39 45 110 85	0.00013176470588235293 0.00390625
39 52 117 105	0.0005682894487592347 0.00390625
39 77 12 105	0.0006543432030099788 0.0078125
39 77 35 100	4.066313439572549e-05 0.015625
39 77 36 101	0.00029761904761904765 0.0078125
39 77 40 105	0.0003681207436039021 0.0078125
39 77 46 102	0.00026068821689259646 0.00390625
39 77 46 111	5.1153687811994456e-05 0.04296875
39 77 67 2	0.0003081664098613251 0.00390625
39 83 18 85	0.00015046935863305083 0.00390625
39 83 83 85	0.00015028861268756555 0.00390625
39 85	0.0049261083743842365 0.00390625
39 85 8 123	0.16 0.00390625
39 85 20 85	0.004386059676339045 0.00390625
39 85 23	0.3333333333333333 0.00390625
39 85 23 115	1.0 0.00390625
39 85 40 85	0.004834810636583401 0.00390625
39 85 46 111	9.289639822084818e-07 0.00390625
39 85 58 123	0.125 0.00390625
39 85 88	0.3333333333333333 0.00390625
39 85 123 23	1.0 0.00390625
39 85 123 115	1.0 0.00390625
39 86 21 85	0.0009945536348567369 0.00390625
39 93 28 105	0.0006865029899011797 0.00390625
39 95 30 85	0.004176610978520286 0.00390625
39 95 53 85	0.0049261083743842365 0.00390625
39 99 85	0.00019166267369429804 0.0078125
39 104 6 71	0.00013347570742124932 0.01171875
39 104 12 105	0.0005227391531625719 0.00390625
39 104 20 85	0.00017324487653754827 0.01953125
39 104 23	0.041666666666666664 0.0078125
39 104 23 115	0.25 0.00390625
39 104 35 100	4.413221468353468e-05 0.01953125
39 104 36 101	0.0001904570970328789 0.01171875
39 104 39 105	0.0005685371539030076 0.0078125
39 104 40 104	7.804268935107504e-06 0.00390625
39 104 40 105	0.0004657281291619345 0.015625
39 104 46 102	4.973145016908693e-05 0.00390625
39 104 46 111	4.077869682133448e-05 0.0625
39 104 50	0.6153846153846154 0.0625
39 104 67 2	0.0031779661016949155 0.01171875
39 104 88	0.044444444444444446 0.0078125
39 104 115	0.7037037037037037 0.07421875
39 105	0.0009573958831977022 0.0078125
39 105 12 105	0.000499001996007984 0.0078125
39 105 20 85	0.0001630637346254193 0.01171875
39 105 24 89	0.00019384853967433445 0.0078125
39 105 35 100	5.825333209059558e-05 0.01953125
39 105 36 101	8.147137299631342e-05 0.0078125
39 105 39 105	0.0004879371103280022 0.01171875
39 105 40 105	0.000674845995742602 0.0078125
39 105 46 102	5.353892279687333e-05 0.00390625
39 105 46 111	4.1502625422204514e-05 0.05078125
39 105 50	0.05555555555555555 0.0078125
39 105 50 50	0.058823529411764705 0.0078125
39 105 88	0.01282051282051282 0.00390625
39 105 115	0.09090909090909091 0.01171875
39 105 123 115	1.0 0.0078125
39 118 53 105	0.0007057163020465773 0.00390625
39 126 21 85	0.00013928182807399346 0.01171875
39 126 61 105	0.0007337709985129774 0.01171875
40 15 80 105	0.0018404907975460123 0.0234375
40 15 100	0.0006799020940984499 0.01953125
40 15 100 115	0.09774436090225563 0.05078125
40 30 18 108	0.017857142857142856 0.00390625
40 30 27 85	0.00014146939545411677 0.015625
40 30 85	0.0002020406101626427 0.015625
40 30 85 23	0.0027624309392265192 0.00390625
40 30 85 50	0.0794979079497908 0.06640625
40 52 15 100	0.0002845220030349014 0.01171875
40 52 85 115	0.4 0.00390625
40 77 12 104	0.00040461485723277156 0.0078125
40 77 12 105	6.468903058867018e-05 0.0234375
40 77 23	0.04081632653061224 0.0078125
40 77 46 102	0.00010672358591248666 0.00390625
40 77 46 111	9.27464732441679e-05 0.1796875
40 77 50	0.20833333333333334 0.01953125
40 77 115	0.25 0.02734375
40 99 15 100	0.000270730198019802 0.02734375
40 99 34 105	0.00019517907680296673 0.015625
40 99 85	0.00011144544745347152 0.01171875
40 99 85 50	0.03367875647668394 0.046875
40 99 85 115	0.03561643835616438 0.046875
40 104	0.000423728813559322 0.0078125
40 104 20 85	0.00011370641004925282 0.0625
40 104 24 89	0.00028293345405160705 0.03125
40 104 35 100	4.424342337010892e-05 0.04296875
40 104 39 104	0.0003444455822526741 0.0078125
40 104 39 105	0.000231935771632471 0.015625
40 104 40 104	0.00023293324484800006 0.0078125
40 104 40 105	0.0002497766827116434 0.01953125
40 104 45 110	5.425906533334057e-06 0.00390625
40 104 46 111	4.453688271936737e-05 0.234375
40 104 50	0.0625 0.0078125
40 104 50 50	0.08333333333333333 0.0078125
40 104 58	0.007352941176470588 0.00390625
40 104 88	0.010869565217391304 0.00390625
40 104 115	0.1 0.01171875
40 104 115 50	0.044444444444444446 0.0078125
40 105	0.0006622516556291391 0.015625
40 105 6 71	9.66381986639769e-05 0.04296875
40 105 20 85	0.0001460598714673131 0.05859375
40 105 23	0.03187250996015936 0.03125
40 105 24 89	0.00027808492183827374 0.046875
40 105 35 100	0.0001459067485738002 0.06640625
40 105 36 101	4.171069462210111e-05 0.015625
40 105 39 104	0.0002493208157089308 0.01953125
40 105 39 105	0.00027221377855409114 0.0234375
40 105 40 104	0.0004103757257405498 0.0078125
40 105 40 105	0.0002736066654114103 0.015625
40 105 43 81	5.26066600031564e-05 0.00390625
40 105 45 110	6.045729900970945e-06 0.00390625
40 105 46 111	7.840037997543382e-05 0.33984375
40 105 50	0.42857142857142855 0.31640625
40 105 51 116	0.0001527417137620284 0.02734375
40 105 67 2	0.0008132915069129778 0.04296875
40 105 67 4	0.004048582995951417 0.00390625
40 105 88	0.03765690376569038 0.03515625
40 105 115	0.5079365079365079 0.375
40 105 115 50	0.024390243902439025 0.01953125
40 105 123	0.0037735849056603774 0.00390625
40 118 46 111	0.00011145404663923183 0.03515625
40 118 53 105	0.00045576962916925627 0.015625
40 121 56 104	0.0002542588354945334 0.00390625
40 122 20 85	0.0002084799207776301 0.01171875
40 126 21 85	9.732129081263278e-05 0.01953125
40 126 61 104	0.00041371028564315477 0.01171875
41 106	0.000312256049960968 0.0078125
41 106 6 71	0.00028931199615873324 0.02734375
41 106 20 85	6.211180124223603e-05 0.0078125
41 106 23	0.01282051282051282 0.00390625
41 106 37 111	0.00039343746311523784 0.02734375
41 106 41 106	0.0003808756320020529 0.0078125
41 106 46 111	0.00015719065668492126 0.06640625
41 106 50	0.19387755102040816 0.046875
41 106 88	0.013513513513513514 0.00390625
41 106 109	0.006060606060606061 0.00390625
41 106 115	0.2777777777777778 0.06640625
43 14 20 85	0.0004361098996947231 0.0078125
43 18 18 85	0.00012894753559023235 0.00390625
43 18 83 85	0.00012617466751309677 0.00390625
43 18 85	0.00011771630370806356 0.00390625
43 18 92 85	0.00024344900849858356 0.00390625
43 21 85	0.0004361098996947231 0.01171875
43 27 83 85	0.00012910798122065727 0.00390625
43 30 85	0.0003270824247710423 0.01171875
43 45 110 85	0.00011709373353369372 0.00390625
