1 66	0.0695364238410596 0.007950931394820535
18 18 92 123	0.006361796546680088 7.572315614114796e-05
18 18 95 0	0.06215653086844203 0.0003786157807057398
18 18 95 14	0.06414991142783343 0.0012115704982583674
18 18 95 56	0.011812273803629897 0.0006815084052703317
18 18 95 75	0.04634057760786258 0.003483265182492806
18 18 95 77	0.08482582166548214 0.012342874451007117
18 18 95 81	0.10886738443839714 0.015750416477358777
18 18 95 91	0.023946467029947096 0.001741632591246403
18 18 95 104	0.05302258993420754 0.11532636680296834
18 18 95 105	0.06607286925447534 0.18234135998788428
18 18 95 108	0.10730770716310281 0.008632439800090867
18 18 95 110	0.056916120709120825 0.03324246554596395
18 18 95 116	0.020122618565958553 0.006133575647432985
18 18 95 122	0.019977768762248025 0.0028774799333636226
18 18 98 105	0.0916224739398492 0.0005300620929880358
18 18 104	0.034844612677178526 0.005073451461456913
18 18 104 88	0.2350755932863292 7.572315614114796e-05
18 18 105	0.05930107313727739 0.008405270331667424
18 18 105 8	0.09787100048812922 0.0003786157807057398
18 18 105 58	1.2513424558283935e-06 0.0003786157807057398
18 18 105 73	0.15180914554398225 0.0003786157807057398
18 18 110 85	0.00136489968747537 0.025215810995002273
18 18 117 77	0.12614756833325644 0.004694835680751174
18 18 117 104	0.08418007917483593 0.036877177040739055
18 18 117 105	0.12059696267254144 0.04407087687414812
18 18 122	0.04579787684866044 0.0011358473421172195
18 18 126 2	0.018823762527539825 0.010146902922913826
18 18 126 4	0.03155195729288086 0.0013630168105406633
18 19 84 77	0.020067982742842203 0.001817355747387551
18 19 84 85	0.031214633652450755 0.29577464788732394
18 19 84 104	0.01487719298245614 0.0016659094351052551
18 19 84 105	0.020426287744227355 0.004240496743904286
18 19 121 85	0.033595737913486 0.0058306830228683935
18 27 1 66	0.008840710629328516 0.013478721793124338
18 27 15 100	0.0037626580183996294 0.19998485536877178
18 27 18 77	0.035963090233213944 0.004240496743904286
18 27 18 85	0.06030326643062473 0.7529910646675754
18 27 18 104	0.024491943447977185 0.004922005149174617
18 27 18 105	0.03759367064294279 0.007723761926397092
18 27 27 77	0.021593414295362736 0.00371043465091625
18 27 27 85	0.031077044716826097 0.6994547932757837
18 27 27 104	0.01111101621815511 0.0033318188702105103
18 27 27 105	0.01780306506377902 0.0066636377404210205
18 27 27 122	0.0165108073853321 0.0008329547175526276
18 27 30 85	0.016397167650292015 0.1933969407844919
18 27 34 77	0.018867924528301886 0.00779948508253824
18 27 34 104	0.014957830587980793 0.07860063607451158
18 27 34 105	0.018232759016207918 0.09011055580796608
18 27 45 108	0.008064516129032258 0.002271694684234439
18 27 51 116	0.009104638619201726 0.005754959866727245
18 27 52 85	0.015307229999193704 0.17817658640012116
18 27 56 100	0.05291005291005291 0.0007572315614114796
18 27 77	0.026456984273820535 0.00371043465091625
18 27 83 77	0.03816309354316583 0.004240496743904286
18 27 83 85	0.05911699429640053 0.7531425109798576
18 27 83 104	0.024105595471189033 0.004922005149174617
18 27 83 105	0.04007630219577106 0.007723761926397092
18 27 83 122	0.01580772994123164 0.0010601241859760715
18 27 85	0.032954415442197994 0.6993033469635015
18 27 85 8	0.025563693810139308 0.007648038770255944
18 27 85 23	0.028941296100747 0.008329547175526275
18 27 85 58	0.02767271508593862 0.008329547175526275
18 27 85 73	0.030882671871611363 0.007648038770255944
18 27 85 88	0.030929582238793323 0.008253824019385129
18 27 85 123	0.02862550272060563 0.007723761926397092
18 27 86 2	0.011356097877974747 0.022489777373920945
18 27 86 14	0.038461538461538464 0.0005300620929880358
18 27 92 77	0.022013485859975174 0.003861880963198546
18 27 92 85	0.027264067369846573 0.7020293805845828
18 27 92 104	0.011588061419341338 0.004391943056186582
18 27 92 105	0.018373718027563504 0.007042253521126761
18 27 95 75	0.014322610941535571 0.0027260336210813267
18 27 95 77	0.01984742489949669 0.010676965015901863
18 27 95 104	0.014389348487515401 0.10979857640466455
18 27 95 105	0.018026822668902178 0.16727245191579584
18 27 98 105	0.02268760907504363 0.0003786157807057398
18 27 104	0.015540944411237299 0.004391943056186582
18 27 105	0.022439949431099875 0.006512191428138725
18 27 110 85	0.06378073770491803 0.03505982129335151
18 27 117 77	0.026897938662644547 0.0028017567772224746
18 27 117 104	0.013700513196480938 0.03278812660911707
18 27 117 105	0.019903806794924272 0.03793730122671513
18 27 122	0.017870722433460075 0.0008329547175526276
18 30 15 100	0.04483116883116883 0.016886263819475996
18 30 30 85	0.053260090757105326 0.008632439800090867
18 30 34 104	0.040753607696419024 0.0058306830228683935
18 30 34 105	0.044350580781414996 0.007269422989550204
18 30 51 116	0.010146156857627561 0.010676965015901863
18 30 95 85	0.0320537831267445 0.020899591094956836
18 33 98 77	0.021532091097308487 0.001741632591246403
18 33 98 85	0.031171282765662316 0.13440860215053763
18 33 98 104	0.012694634533373004 0.002347417840375587
18 33 98 105	0.015513675017237417 0.002195971528093291
18 34 15 100	0.0021497471175337315 0.03596849916704528
18 34 77	0.004217629692113032 0.0029532030895047705
18 34 77 44	0.002740977615349475 0.00045433893684688776
18 34 93 75	0.0014322543683758235 0.0025745873087990308
18 34 99 85	0.003766334850964266 0.19983340905648947
18 34 104	0.0010587036322439569 0.008026654550961684
18 34 105	0.0017562744320435103 0.011661366045736787
18 34 118 75	0.0026529338327091136 0.0012872936543995154
18 45 83 85	0.05608396722642139 0.10442223231864305
18 45 92 85	0.009070294784580499 0.0006057852491291837
18 45 92 105	0.00847457627118644 7.572315614114796e-05
18 45 108	0.007529341441265389 0.002271694684234439
18 45 110	9.458687890815786e-06 0.0008329547175526276
18 45 110 77	0.0172495607110683 0.0044676662123277295
18 45 110 85	0.025687198160454342 0.7673027411782523
18 45 110 100	0.01629847057006025 7.572315614114796e-05
18 45 110 104	0.012644761935623075 0.0051491746175980615
18 45 110 105	0.013787089355568148 0.008480993487808572
18 45 110 122	0.013266168930466853 0.0010601241859760715
18 51 116	0.005717552887364208 0.0015144631228229592
18 56 84 85	0.03338267061364909 0.2489777373920945
18 56 84 104	0.014942528735632184 0.0009844010298349236
18 56 84 105	0.01856763925729443 0.002120248371952143
18 56 126 2	0.0065116279069767444 0.0005300620929880358
18 66 1 85	0.000799289955916462 0.01226715129486597
18 66 24 89	0.0009643201542912247 0.002044525215810995
18 66 35 100	0.005145987712964722 0.048992882023322734
18 66 40 77	0.0039447731755424065 0.0006057852491291837
18 66 46 111	0.004643709818528597 0.2629865212782069
18 77	0.0074002574002574005 0.0015144631228229592
18 77 12 85	0.0033111915046360714 0.3277298197788884
18 77 12 104	0.0070150176759984865 0.04929577464788732
18 77 16 81	0.003351178618857902 0.021505376344086023
18 77 16 108	0.005146288001524826 0.007117976677267908
18 77 20 85	0.008207715628329788 0.33166742389822806
18 77 20 105	0.007528624457573064 0.003483265182492806
18 77 24 89	0.000588550026752274 0.004240496743904286
18 77 35 100	0.0026945440418797485 0.18226563683174316
18 77 36 101	0.004748944984959837 0.02385279418446161
18 77 37 71	0.008154780940198274 0.002044525215810995
18 77 37 102	0.0051096213082080085 0.01007117976677268
18 77 39 104	0.014491567054200098 0.020520975314251098
18 77 40 77	0.01512770137524558 0.004619112524610025
18 77 40 85	0.021442495126705652 0.0007572315614114796
18 77 40 105	0.01194045739226088 0.03831591700742087
18 77 43 81	0.0016683406819768135 0.0073451461456913525
18 77 45 110	0.0037632102328120733 0.02930486142662426
18 77 46 111	0.005633922704695869 0.6096471300923823
18 77 51 116	0.004560275795519101 0.037331515977585945
18 83 1 66	0.016813768214766673 0.01900651219142814
18 83 15 100	0.01591985224573643 0.20687566257761625
18 83 18 77	0.05193124860578177 0.0044676662123277295
18 83 18 85	0.12584570183339153 0.7615477813115251
18 83 18 104	0.024507919766544137 0.0051491746175980615
18 83 18 105	0.028962279235275147 0.008329547175526275
18 83 18 122	0.01891622910173752 0.0011358473421172195
18 83 27 77	0.07419269515224856 0.00408905043162199
18 83 27 85	0.10796658306090393 0.7163410570952597
18 83 27 104	0.03865844320978257 0.00484628199303347
18 83 27 105	0.04250245657971361 0.007269422989550204
18 83 27 122	0.022275406032072946 0.0008329547175526276
18 83 34 77	0.06249236662554701 0.009995456610631531
18 83 34 104	0.0437286308425542 0.08836892321671967
18 83 34 105	0.06061719950235462 0.10911706799939422
18 83 34 108	0.00013721654914696077 0.00022716946842344388
18 83 34 122	0.02643812380966026 0.0007572315614114796
18 83 45 108	0.009197061437894151 0.002271694684234439
18 83 45 110	4.463103416156922e-05 0.0010601241859760715
18 83 51 116	0.01584419743137344 0.009541117673784643
18 83 56 66	0.013676130546598605 0.004770558836892321
18 83 56 100	0.008928625517363899 0.0007572315614114796
18 83 77	0.06381726638398773 0.004391943056186582
18 83 83 77	0.0517509093664278 0.004391943056186582
18 83 83 85	0.11685890232937254 0.7616992276238074
18 83 83 104	0.025454877344448845 0.005073451461456913
18 83 83 105	0.03471142302033435 0.008253824019385129
18 83 83 122	0.017350225727497105 0.0010601241859760715
18 83 83 123	0.0011246729380133362 7.572315614114796e-05
18 83 85	0.09944773067452055 0.7682871422080872
18 83 85 8	0.09321455768751187 0.008480993487808572
18 83 85 23	0.07865924928059297 0.008480993487808572
18 83 85 44	0.027720239036832895 0.0031803725579282144
18 83 85 50	0.0698915189325303 0.003558988338633954
18 83 85 58	0.07829320696427149 0.00969256398606694
18 83 85 73	0.11404457372799869 0.008480993487808572
18 83 85 88	0.08395214386458857 0.008480993487808572
18 83 85 109	0.03584539653002668 0.0034075420263516582
18 83 85 115	0.07153969665515075 0.003483265182492806
18 83 85 123	0.08264140466432206 0.00855671664394972
18 83 86 2	0.030295460611866894 0.02377707102832046
18 83 86 4	0.0483145560372798 0.004770558836892321
18 83 86 110	0.06287116395358619 0.0015901862789641072
18 83 92 77	0.07506127741991662 0.00408905043162199
18 83 92 85	0.10849303570901289 0.7164167802514009
18 83 92 104	0.04303882053506494 0.004770558836892321
18 83 92 105	0.04242732917716595 0.0073451461456913525
18 83 95 56	0.010383217558246366 0.0006815084052703317
18 83 95 75	0.04186363702897895 0.003483265182492806
18 83 95 77	0.08744299916051772 0.012342874451007117
18 83 95 81	0.10455223383774072 0.015750416477358777
18 83 95 85	0.05862288740568194 0.0012115704982583674
18 83 95 91	0.023978499025035946 0.001741632591246403
18 83 95 104	0.04989054818554515 0.11532636680296834
18 83 95 105	0.06534740799906485 0.18234135998788428
18 83 95 108	0.09773966984208333 0.008632439800090867
18 83 95 110	0.05239848993528653 0.03324246554596395
18 83 95 116	0.01974226306477801 0.006133575647432985
18 83 95 122	0.01862367356013021 0.0028774799333636226
18 83 98 77	1.4905838832917344e-05 7.572315614114796e-05
18 83 98 105	0.08873613080031759 0.0005300620929880358
18 83 100	0.0006752271171782914 7.572315614114796e-05
18 83 104	0.03313495382524991 0.005073451461456913
18 83 104 8	0.12508977611047692 0.00022716946842344388
18 83 104 115	0.22035916553535967 7.572315614114796e-05
18 83 104 123	0.15287030887414563 0.00015144631228229593
18 83 105	0.058186031294123614 0.008405270331667424
18 83 105 8	0.09154333935176519 0.0003786157807057398
18 83 108	0.08189425138905056 7.572315614114796e-05
18 83 117 77	0.11370533499665189 0.00408905043162199
18 83 117 104	0.07579178213492645 0.03596849916704528
18 83 117 105	0.10851259067120843 0.04361653793730123
18 83 121 104	0.0028029572435745278 0.00030289262456459186
18 83 122	0.04219294577578703 0.0010601241859760715
18 83 126 2	0.020425740079741447 0.009919733454490383
18 83 126 4	0.03213836758503895 0.0013630168105406633
18 85	0.0012031083586446294 0.03604422232318643
18 85 1 66	0.001921469634850179 0.01900651219142814
18 85 1 85	0.0011115568481930933 0.009919733454490383
18 85 6 71	0.0036146689527807767 0.05126457670755717
18 85 6 111	0.005541304092684808 0.048538543086475844
