1 66	0.002127659574468085 0.0007451564828614009
18 18 34 77	0.0021900532061283474 0.007451564828614009
18 18 34 104	0.00011702090250113146 0.005961251862891207
18 18 45 108	0.006603701989024108 0.0022354694485842027
18 18 51 116	0.0011266846456018022 0.0022354694485842027
18 18 77	0.12271708489282376 0.07078986587183309
18 18 83 77	0.16651589913876083 0.07078986587183309
18 18 83 85	0.0007081967480971275 0.043964232488822655
18 18 83 104	7.476055251486306e-07 0.0007451564828614009
18 18 85	0.0005644073599144698 0.043964232488822655
18 18 92 77	0.08481479064335852 0.06110283159463487
18 18 92 85	0.0003560493853063074 0.03651266766020864
18 18 92 105	2.4018968649711265e-06 0.0014903129657228018
18 18 95 77	0.0023020146235676817 0.007451564828614009
18 18 95 104	0.00012440246441803684 0.00819672131147541
18 18 95 110	0.0005443322671240148 0.0029806259314456036
18 18 104	1.3048956430550758e-07 0.0007451564828614009
18 18 105	1.083163312987539e-05 0.0014903129657228018
18 18 117 104	3.373806955537219e-06 0.0037257824143070045
18 18 126 2	0.0003367952040572631 0.005961251862891207
18 19 84 77	0.07166451242280626 0.02608047690014903
18 19 121 77	0.0784313725490196 0.005961251862891207
18 27 18 77	0.0733711176699214 0.06482861400894188
18 27 18 85	0.000384098130802737 0.042473919523099854
18 27 27 77	0.050635295050446984 0.05961251862891207
18 27 45 108	0.002978521608934499 0.0022354694485842027
18 27 52 85	0.00014981553961684676 0.009687034277198211
18 27 77	0.07950500084760129 0.05886736214605067
18 27 83 77	0.07540259796113703 0.06482861400894188
18 27 83 85	0.0004048770205496069 0.042473919523099854
18 27 85	0.0003383647680044432 0.03427719821162444
18 27 86 108	0.0008983572895277207 0.0007451564828614009
18 27 92 77	0.04923050301201562 0.05886736214605067
18 27 92 85	0.00022690632343733787 0.03427719821162444
18 27 95 105	0.00019457005422739474 0.00819672131147541
18 33 98 77	0.08562555456965394 0.03278688524590164
18 33 98 85	0.0009020856655327196 0.020119225037257823
18 33 98 105	0.0011386927806877705 0.0007451564828614009
18 34 52 85	0.00017770274772873674 0.005961251862891207
18 34 99 85	0.00014187988059834362 0.02533532041728763
18 45 83 77	0.12462462462462462 0.0067064083457526085
18 45 108	0.003104962891906902 0.0022354694485842027
18 45 110 77	0.059852098953783885 0.07078986587183309
18 45 110 85	0.00030769773890339366 0.043964232488822655
18 45 110 104	0.00017687274968828366 0.0007451564828614009
18 45 110 105	0.00033576139696276345 0.0014903129657228018
18 77	0.014204545454545454 0.011922503725782414
18 77 12 77	0.013345500171096156 0.040238450074515646
18 77 12 85	0.00014846143261661464 0.029061102831594635
18 77 16 81	0.0002747504350215221 0.0067064083457526085
18 77 20 77	0.025753768844221106 0.03651266766020864
18 77 46 111	0.00013694704766396184 0.05588673621460507
18 83 15 100	0.00038237568955494874 0.014157973174366617
18 83 18 77	0.12549537347943118 0.07078986587183309
18 83 18 85	0.0004622634295769547 0.043964232488822655
18 83 18 104	2.465378596285034e-07 0.0007451564828614009
18 83 18 105	1.0200655603566976e-06 0.0014903129657228018
18 83 27 77	0.10884225573111844 0.06110283159463487
18 83 27 85	0.00045805498709056706 0.03651266766020864
18 83 27 104	1.6056832797086306e-07 0.0007451564828614009
18 83 27 105	2.202794904067555e-06 0.0014903129657228018
18 83 34 77	0.0019799754744529957 0.007451564828614009
18 83 34 104	0.00011844013471800907 0.005961251862891207
18 83 34 105	8.593771971626178e-05 0.00894187779433681
18 83 45 108	0.007145773182531158 0.0022354694485842027
18 83 77	0.11394719903784367 0.07078986587183309
18 83 83 77	0.12062468287885296 0.07078986587183309
18 83 83 85	0.00042097772764045056 0.043964232488822655
18 83 83 104	2.847445645108671e-07 0.0007451564828614009
18 83 83 105	1.2191311348253506e-06 0.0014903129657228018
18 83 85	0.0005219591372662197 0.043964232488822655
18 83 85 73	0.0008312188673108397 0.0014903129657228018
18 83 92 77	0.11051482068464688 0.06110283159463487
18 83 92 85	0.00045610928241435027 0.03651266766020864
18 83 95 104	0.00012238241041203287 0.00819672131147541
18 83 95 105	5.3830396383586054e-05 0.010432190760059613
18 83 104	1.1539211533914582e-07 0.0007451564828614009
18 83 105	9.543033592543032e-06 0.0014903129657228018
18 83 117 104	3.1988421011362977e-06 0.0037257824143070045
18 85	0.0001351137011167441 0.01639344262295082
18 85 8	0.0002484472049689441 0.0007451564828614009
18 85 12 77	0.0035038980866213664 0.05365126676602087
18 85 12 104	0.00011476046018944535 0.00894187779433681
18 85 16 81	7.985529431974997e-05 0.020864381520119227
18 85 16 108	0.0001631655447648002 0.009687034277198211
18 85 20 77	0.007950075851812496 0.06408345752608048
18 85 20 85	8.990036503966655e-05 0.045454545454545456
18 85 35 100	7.821058851630012e-05 0.014157973174366617
18 85 37 102	0.0002557257169388362 0.00819672131147541
18 85 37 109	0.03783102143757881 0.0007451564828614009
18 85 37 111	0.00013428861856160047 0.039493293591654245
18 85 39 77	0.0020480979637594455 0.043964232488822655
18 85 39 104	5.908002002678406e-05 0.009687034277198211
18 85 39 105	0.000134547842228093 0.014903129657228018
18 85 40 77	0.0022547084777564336 0.04769001490312966
18 85 40 85	0.00014856342265365222 0.028315946348733235
18 85 40 104	8.677345632879e-05 0.012667660208643815
18 85 40 105	0.0001502131553690601 0.01639344262295082
18 85 41 106	0.000239791538822835 0.005216095380029807
18 85 43 81	0.00017114929923870255 0.012667660208643815
18 85 45 110	0.000447695874032763 0.010432190760059613
18 85 46 111	0.00011413080617341708 0.06482861400894188
18 85 51 116	0.000392897650499007 0.01639344262295082
18 85 57 122	0.0006601926506691318 0.005216095380029807
18 85 62 101	0.00032318009210632626 0.0029806259314456036
18 86 2	6.135220254407134e-05 0.0014903129657228018
18 86 21 77	0.02072378054910806 0.05514157973174367
18 86 21 85	0.00013891352314801908 0.040983606557377046
18 92 18 77	0.05349813915296387 0.06482861400894188
18 92 18 85	0.0002657022920646922 0.042473919523099854
18 92 27 77	0.06501245198173038 0.06110283159463487
18 92 27 85	0.0002649286254133554 0.038002980625931444
18 92 34 104	0.0001263119215488138 0.0037257824143070045
18 92 77	0.08105369807497467 0.05886736214605067
18 92 83 77	0.05301667485313052 0.06482861400894188
18 92 83 85	0.0002615053983165766 0.042473919523099854
18 92 83 105	8.536810969137573e-05 0.0014903129657228018
18 92 85	0.0003429556639728411 0.03427719821162444
18 92 92 77	0.06354527461652647 0.05663189269746647
18 92 92 85	0.00026096103851694943 0.03204172876304024
18 92 104	0.0019739439399921043 0.0007451564828614009
18 95 15 100	6.73464115088522e-05 0.009687034277198211
18 95 28 105	6.168446026097271e-05 0.005216095380029807
18 95 30 77	0.008872354475733424 0.04992548435171386
18 95 30 85	5.6642663261680425e-05 0.040238450074515646
18 95 52 77	0.002039830372000644 0.00819672131147541
18 95 52 85	8.751945981928558e-05 0.00894187779433681
18 95 99 85	0.000217099993262414 0.020119225037257823
18 95 104	0.0001811717281518219 0.005961251862891207
18 95 105	0.00015963602985193757 0.005961251862891207
18 104 35 100	7.193830570902395e-05 0.011177347242921014
18 104 39 77	0.007485963817841547 0.00894187779433681
18 104 40 105	0.0002703189763921427 0.0022354694485842027
18 104 46 111	0.00013258047769543045 0.05365126676602087
18 105	0.0004995004995004995 0.0007451564828614009
18 105 20 85	0.00022287463706891487 0.030551415797317436
18 105 40 77	0.006895881895881896 0.011177347242921014
18 105 40 85	0.00012866455324761784 0.014903129657228018
18 105 46 111	0.0001194694165592022 0.05663189269746647
18 117 77	0.001520912547528517 0.0014903129657228018
18 117 104	0.00020592020592020592 0.0029806259314456036
18 122 46 111	0.00015663671564614747 0.044709388971684055
18 122 51 116	0.000531477991979514 0.012667660208643815
18 122 57 85	0.00017218054359857335 0.010432190760059613
18 126 2	0.00035561877667140827 0.004470938897168405
18 126 21 77	0.03607746946701416 0.046199701937406856
18 126 21 85	0.00019994583081056464 0.03129657228017884
18 126 61 77	0.00602163905130048 0.04694485842026826
18 126 61 85	0.0001259243995695675 0.029061102831594635
19 84 15 100	0.00021036790109472218 0.004470938897168405
19 84 18 77	0.15576640840984335 0.02459016393442623
19 84 27 77	0.1640625 0.02608047690014903
19 84 52 77	0.12 0.013412816691505217
19 84 56	0.038461538461538464 0.0007451564828614009
19 84 77	0.2696335078534031 0.030551415797317436
19 84 83 77	0.15585805436871164 0.02459016393442623
19 84 85	0.0012063914124627619 0.011922503725782414
19 84 92 77	0.17861339600470036 0.02608047690014903
19 84 99 85	0.0037735849056603774 0.0007451564828614009
19 84 104	0.0006849315068493151 0.0007451564828614009
19 84 105	0.0012244897959183673 0.0022354694485842027
19 121 77	0.2 0.005961251862891207
19 121 83 77	0.05416666666666667 0.019374068554396422
27 15 80 77	0.07892690513219285 0.04769001490312966
27 15 80 85	0.0008216878295618453 0.029061102831594635
27 15 80 105	0.002012346942255875 0.009687034277198211
27 15 100	0.00019453109802257968 0.020119225037257823
27 18 18 77	0.04816869587407218 0.05737704918032787
27 18 18 85	0.0002775990158443736 0.039493293591654245
27 18 27 77	0.12018747907599599 0.05141579731743666
27 18 27 85	0.0005623390501550374 0.03278688524590164
27 18 34 104	0.0003363288233801637 0.005961251862891207
27 18 77	0.10985178727114212 0.05588673621460507
27 18 83 77	0.0487801716887708 0.05737704918032787
27 18 83 85	0.00027046779178746197 0.039493293591654245
27 18 85	0.0005583946507206119 0.03576751117734724
27 18 92 77	0.12003923163409325 0.05067064083457526
27 18 92 85	0.0005573183340901319 0.03278688524590164
27 18 95 104	0.0003519343055962887 0.00819672131147541
27 18 117 104	0.00037414414526770013 0.0037257824143070045
27 19 84 77	0.07736063708759955 0.02608047690014903
27 19 84 105	0.0012543116964565694 0.0014903129657228018
27 27 15 100	0.00016275050347816796 0.02533532041728763
27 27 18 77	0.06339688857503584 0.05365126676602087
27 27 27 77	0.3099831744251262 0.13263785394932937
27 27 27 85	0.0011882154849737181 0.029061102831594635
27 27 30 85	0.0013314801945795692 0.03278688524590164
27 27 52 85	0.000618576322801675 0.009687034277198211
27 27 77	0.5675223214285714 0.23770491803278687
27 27 83 77	0.06327787519781018 0.05365126676602087
27 27 83 85	0.0003589942073784786 0.03576751117734724
27 27 85	0.0018242257175287823 0.03278688524590164
27 27 92 77	0.3169348834545559 0.146795827123696
27 27 92 85	0.0011895766241250304 0.030551415797317436
27 27 92 105	0.010926327629147586 0.022354694485842028
27 27 95 104	0.00039424921807238415 0.004470938897168405
27 27 95 105	0.0007076230299131554 0.0067064083457526085
27 27 104	0.006121642969984202 0.009687034277198211
27 27 105	0.015260581629714944 0.03651266766020864
27 27 105 8	0.07407407407407407 0.0007451564828614009
27 27 117 81	0.08411214953271028 0.0037257824143070045
27 27 118 98	0.4 0.0007451564828614009
27 27 126 2	0.0008242513050645664 0.0029806259314456036
27 30 15 100	0.00015883573406927224 0.02608047690014903
27 30 18 85	2.8006167252830833e-05 0.0029806259314456036
27 30 27 85	5.7768327001741304e-05 0.005216095380029807
27 30 34 77	0.04434250764525994 0.009687034277198211
27 30 83 85	2.8005093979199586e-05 0.0029806259314456036
27 30 85	0.0014225333374269543 0.02384500745156483
27 30 92 85	5.8895127409792295e-05 0.005216095380029807
27 30 95 77	0.05760749724366042 0.038002980625931444
27 30 95 105	0.001625440558765309 0.018628912071535022
27 33 92 77	1.0 0.0029806259314456036
27 33 98 77	0.15562913907284767 0.02459016393442623
27 33 98 85	0.0018718477563824808 0.012667660208643815
27 34 77	0.001763668430335097 0.0007451564828614009
27 45 110 77	0.07126753928463272 0.06035767511177347
27 45 110 85	0.00037781159250964587 0.039493293591654245
27 52 92 77	0.53125 0.011922503725782414
27 52 92 105	0.02142857142857143 0.0022354694485842027
27 52 95 77	0.36363636363636365 0.0067064083457526085
27 52 117 77	0.5646766169154229 0.07600596125186289
27 52 117 105	0.013006317354143442 0.013412816691505217
27 56 46 111	7.28066982162359e-05 0.0007451564828614009
27 77	0.03571428571428571 0.009687034277198211
27 77 1 66	0.00022561904224716565 0.0029806259314456036
27 77 6 71	0.00017792011386887289 0.0007451564828614009
27 77 12 77	0.0328117879386298 0.06855439642324888
27 77 12 85	0.0003900200745626613 0.01788375558867362
27 77 12 104	0.00040329550037448866 0.005216095380029807
27 77 12 105	0.0016163590572491823 0.014157973174366617
27 77 16 81	0.0009512485136741974 0.007451564828614009
27 77 16 108	0.000662471016893011 0.0014903129657228018
27 77 20 77	0.06576402321083172 0.020119225037257823
27 77 20 85	0.0006851954948396214 0.028315946348733235
27 77 23 23	0.13333333333333333 0.0014903129657228018
27 77 23 88	0.13333333333333333 0.0014903129657228018
27 77 24 89	0.001009452142791594 0.010432190760059613
27 77 35 100	0.00010125004867790801 0.01564828614008942
27 77 39 77	0.05089408528198074 0.02533532041728763
27 77 39 105	0.003279360524697684 0.011177347242921014
27 77 40 77	0.01747311827956989 0.010432190760059613
27 77 40 105	0.0005884660651235779 0.0037257824143070045
27 77 41 106	0.0005450333832947268 0.004470938897168405
27 77 43 81	0.00045413260672116256 0.0014903129657228018
27 77 45 110	0.0008933103238249923 0.012667660208643815
27 77 46 111	0.00022357521286523897 0.07302533532041729
27 77 51 116	0.0006345651362448675 0.00894187779433681
27 77 58 123	0.18181818181818182 0.0014903129657228018
27 77 88 23	0.13333333333333333 0.0014903129657228018
27 83 18 77	0.08731993299063871 0.05737704918032787
27 83 18 85	0.0004873461651355755 0.039493293591654245
27 83 27 77	0.1064110340462565 0.05141579731743666
27 83 77	0.11027612722824187 0.05663189269746647
27 83 83 77	0.08855025693181924 0.05737704918032787
27 83 83 85	0.000478584655230148 0.039493293591654245
27 83 85	0.0005515043813959188 0.03651266766020864
27 83 92 77	0.10828617730666029 0.05067064083457526
27 83 95 104	0.00035714095340643175 0.00894187779433681
27 83 104	0.0002936857562408223 0.0007451564828614009
27 85	0.00025284450063211124 0.004470938897168405
27 85 6 71	0.00022016382912563184 0.0037257824143070045
27 85 16 81	0.0001309836610981146 0.012667660208643815
27 85 20 77	0.018731281889176627 0.04769001490312966
27 85 20 85	0.0003078642569627023 0.030551415797317436
27 85 35 100	0.00011568303419633317 0.014903129657228018
27 85 36 101	0.000238425105519219 0.007451564828614009
27 85 39 77	0.006881020893281621 0.03129657228017884
27 85 39 105	0.00023940438294178 0.00894187779433681
27 85 40 77	0.008571691910657778 0.026825633383010434
27 85 46 111	0.00016559900190766134 0.04992548435171386
27 85 62 127	0.0010613833362816203 0.0022354694485842027
27 86 2	0.000136332651670075 0.0007451564828614009
27 86 21 77	0.07675979859808471 0.03502235469448584
27 86 21 85	0.0005228492456709711 0.02459016393442623
27 86 61 77	0.02482557196170696 0.03204172876304024
27 92 15 100	0.00017341197259509563 0.038748137108792845
27 92 18 77	0.08320268801898935 0.05588673621460507
27 92 18 85	0.0004773281790581859 0.038002980625931444
27 92 27 77	0.30619684082624543 0.17436661698956782
27 92 27 85	0.0010903763241330764 0.03204172876304024
27 92 27 105	0.007472890895792921 0.02533532041728763
27 92 30 85	0.001399482191589112 0.04843517138599106
27 92 52 77	0.1111111111111111 0.014903129657228018
27 92 77	0.6335766423357664 0.29582712369597614
27 92 83 77	0.08262353641595555 0.05588673621460507
27 92 83 85	0.0004599153672470249 0.038002980625931444
27 92 85	0.0018571984688250179 0.03204172876304024
27 92 92 77	0.31517828680723164 0.146795827123696
27 92 92 104	0.0034630059721300595 0.005961251862891207
27 92 92 105	0.007715739438977037 0.022354694485842028
27 92 93 81	0.1346153846153846 0.0022354694485842027
27 92 95 104	0.00032627187769465615 0.0037257824143070045
27 92 95 105	0.0006573634092744586 0.0067064083457526085
27 92 99 85	0.006463684300051029 0.020864381520119227
27 92 104	0.0070293828201883875 0.01564828614008942
27 92 104 88	0.03076923076923077 0.0014903129657228018
27 92 105	0.017996463122854467 0.044709388971684055
27 92 105 8	0.06338028169014084 0.0014903129657228018
27 92 117 81	0.06756756756756757 0.005216095380029807
27 92 118 98	0.23076923076923078 0.0007451564828614009
27 92 126 2	0.0008009611533840609 0.0029806259314456036
27 93 28 77	0.1111111111111111 0.018628912071535022
27 93 28 104	0.00290838584585555 0.0022354694485842027
27 93 28 105	0.007272727272727273 0.00894187779433681
27 93 30 85	0.001303780964797914 0.0007451564828614009
27 93 52 105	0.0024096385542168677 0.0007451564828614009
27 93 53 77	0.2631578947368421 0.007451564828614009
27 93 53 104	0.006896551724137931 0.0007451564828614009
27 93 56 77	0.043478260869565216 0.0007451564828614009
27 93 98 77	0.5 0.0007451564828614009
27 95 30 77	0.033615849515431104 0.043219076005961254
27 95 30 85	0.0001947849630341907 0.026825633383010434
27 95 52 105	0.00017331773473720698 0.0014903129657228018
27 95 105	0.00012220457045093486 0.0007451564828614009
27 98 27 77	1.0 0.0029806259314456036
27 98 27 105	0.02564102564102564 0.0007451564828614009
27 99 85	0.0058823529411764705 0.0007451564828614009
27 99 95 77	0.08333333333333333 0.0007451564828614009
27 104	0.0012787723785166241 0.0007451564828614009
27 104 1 66	0.0009325096165054202 0.00894187779433681
27 104 6 71	0.0001222344456667889 0.0014903129657228018
27 104 12 105	0.013201320132013201 0.00894187779433681
27 104 16 81	0.001014957264957265 0.007451564828614009
27 104 20 85	0.0009875483039931301 0.037257824143070044
27 104 23	0.14285714285714285 0.0007451564828614009
27 104 24 89	0.0007529357253522146 0.011177347242921014
27 104 35 100	0.00015942827069944274 0.03651266766020864
27 104 36 101	0.00012386201771226853 0.0014903129657228018
27 104 37 111	0.0010166045408336157 0.0022354694485842027
27 104 39 77	0.02455832602430773 0.00894187779433681
27 104 39 85	0.0002999156487237964 0.004470938897168405
27 104 39 105	0.0018598738110933233 0.0037257824143070045
27 104 40 77	0.05997876857749469 0.05737704918032787
27 104 40 105	0.001817009553953461 0.010432190760059613
27 104 43 81	0.002613757870975407 0.005961251862891207
27 104 45 110	0.0007683332859053527 0.0067064083457526085
27 104 46 111	0.00012276231700393997 0.07675111773472429
27 104 51 116	0.0007476324970925403 0.005216095380029807
27 104 88	0.16666666666666666 0.0007451564828614009
27 105	0.003032600454890068 0.0029806259314456036
27 105 1 66	0.0006443110265046127 0.005216095380029807
27 105 12 77	0.022395326192794548 0.00819672131147541
27 105 12 105	0.0009127418765972983 0.0029806259314456036
27 105 16 81	0.0009798157946306093 0.011922503725782414
27 105 20 85	0.0008733707064528537 0.045454545454545456
27 105 23	0.02702702702702703 0.0007451564828614009
27 105 24 89	0.0009518964074116624 0.01713859910581222
27 105 35 100	0.00017153560740070471 0.044709388971684055
27 105 37 111	7.386615452799527e-05 0.0007451564828614009
27 105 39 77	0.031578947368421054 0.028315946348733235
27 105 39 85	0.00048590864917395527 0.0014903129657228018
27 105 39 104	0.0005141388174807198 0.0037257824143070045
27 105 39 105	0.001615962903112485 0.0067064083457526085
27 105 40 77	0.024715469055155228 0.011922503725782414
27 105 40 105	0.0015721252566735114 0.0037257824143070045
27 105 45 110	0.0013942140118508191 0.005961251862891207
27 105 46 111	8.43222702602314e-05 0.12965722801788376
27 105 53 77	0.25 0.005961251862891207
27 105 57 77	0.1111111111111111 0.0014903129657228018
27 117 27 77	0.6944444444444444 0.012667660208643815
27 117 27 105	0.03164556962025317 0.0022354694485842027
27 117 28 77	0.014492753623188406 0.0007451564828614009
27 117 28 105	0.0024096385542168677 0.0007451564828614009
27 117 52 77	0.030338389731621937 0.007451564828614009
27 117 52 85	0.000707783654129721 0.01788375558867362
27 117 92 77	0.6944444444444444 0.012667660208643815
27 118 6 71	0.0002255299954894001 0.0014903129657228018
27 118 21 85	0.002843062926459439 0.005216095380029807
27 118 53 77	0.017713365539452495 0.0014903129657228018
27 118 53 105	0.004098360655737705 0.0014903129657228018
27 121 28 77	0.043478260869565216 0.0007451564828614009
27 121 56 77	0.032679738562091505 0.0014903129657228018
27 122 37 111	0.0016025641025641025 0.0022354694485842027
27 122 46 111	0.0001980036888358468 0.020864381520119227
27 126 21 77	0.1263550135501355 0.029061102831594635
27 126 61 77	0.020252285615090845 0.03576751117734724
27 126 61 85	0.0003247112475165603 0.018628912071535022
27 126 61 105	0.00028890347997373607 0.0022354694485842027
30 1 66	0.0025469595670168737 0.005961251862891207
30 1 66 23	0.018518518518518517 0.0014903129657228018
30 1 66 85	0.005862615685262343 0.03353204172876304
30 1 66 88	0.020202020202020204 0.0014903129657228018
30 14 79 85	0.0014245014245014246 0.0007451564828614009
30 15 80 77	0.04187562688064193 0.07153502235469449
30 15 80 85	0.0010515801971241732 0.08569299552906111
30 15 80 104	0.00047321597577134206 0.010432190760059613
30 15 80 105	0.0009325121443442055 0.02533532041728763
30 15 80 116	0.002269117313365101 0.005216095380029807
30 15 100	0.00037707557272034987 0.09612518628912071
30 15 100 8	0.0038485483049408567 0.0029806259314456036
30 15 100 44	0.0030902348578491965 0.0037257824143070045
30 15 100 58	0.0005254400560469393 0.0029806259314456036
30 15 100 109	0.0019005701710513153 0.005961251862891207
30 15 103 108	0.006535947712418301 0.0007451564828614009
30 18 15 100	0.0001854748744877953 0.06259314456035768
30 18 18 77	0.0020471797815409883 0.0067064083457526085
30 18 18 85	0.0006158010194094305 0.11624441132637854
30 18 18 105	1.290426856617169e-05 0.0029806259314456036
30 18 27 77	0.0014619883040935672 0.0067064083457526085
30 18 27 85	0.0002639590130956229 0.09687034277198212
30 18 27 105	0.00029437739181630853 0.0022354694485842027
30 18 34 77	0.0011038397855396987 0.009687034277198211
30 18 34 104	3.258841644737378e-05 0.0029806259314456036
30 18 51 116	0.0007558578987150416 0.0037257824143070045
30 18 83 77	0.001841449668002748 0.0067064083457526085
30 18 83 85	0.0006120547294902945 0.11624441132637854
30 18 83 105	1.1041484580845117e-05 0.0029806259314456036
30 18 85	5.057072677358763e-05 0.020119225037257823
30 18 86 2	0.0001072129059112151 0.005961251862891207
30 18 92 77	0.0014622937121370379 0.0067064083457526085
30 18 92 85	0.0002603850626537155 0.09612518628912071
30 18 92 105	0.00029025469849793196 0.0022354694485842027
30 18 95 77	0.0012331542323614903 0.00894187779433681
30 18 95 110	3.4490489247589975e-05 0.0014903129657228018
30 18 95 116	0.000481066593361281 0.005216095380029807
30 18 105	0.00029770765108663293 0.0014903129657228018
30 18 117 77	0.0005285412262156448 0.0014903129657228018
30 18 126 2	0.00010832280194981043 0.0029806259314456036
30 19 84 85	0.0003469887879247902 0.030551415797317436
30 19 84 105	0.001609442060085837 0.0029806259314456036
30 27 15 100	0.0002449530837607139 0.07824143070044709
30 27 18 77	0.0006975446428571429 0.005961251862891207
30 27 18 85	0.00017012519795066885 0.09985096870342772
30 27 18 105	7.42831674342594e-05 0.0022354694485842027
30 27 27 77	0.0033766672294445383 0.004470938897168405
30 27 27 85	0.0007663829813534076 0.10879284649776454
30 27 27 105	0.0002772771384999307 0.0007451564828614009
30 27 30 85	6.0091338835029246e-05 0.0022354694485842027
30 27 34 77	0.0024106066693451184 0.0067064083457526085
30 27 34 104	5.2812252442566676e-05 0.0022354694485842027
30 27 34 105	0.00013354955642468758 0.0037257824143070045
30 27 34 108	0.03125 0.0007451564828614009
30 27 51 116	0.0001919938561966017 0.0014903129657228018
30 27 83 77	0.000725365472603504 0.0067064083457526085
30 27 83 85	0.00017020915360818753 0.10134128166915052
30 27 83 105	7.390300230946882e-05 0.0022354694485842027
30 27 85	8.731379121332215e-05 0.011177347242921014
30 27 85 44	0.002194988110481068 0.0029806259314456036
30 27 92 77	0.0034158838599487617 0.004470938897168405
30 27 92 85	0.000770717455374083 0.11102831594634874
30 27 92 105	0.00025154068670607473 0.0007451564828614009
30 27 95 77	0.007493938726030417 0.014157973174366617
30 27 95 104	0.0001654579047513995 0.0067064083457526085
30 27 95 105	0.00020722048259347946 0.005961251862891207
