5 70 101	1.0 0.07953873447664105
101 6 71 75	0.018391193903471634 0.016853932584269662
101 6 71 88	0.006811301715438951 0.0029568302779420462
101 6 71 109	0.010136002052861175 0.0059136605558840925
101 6 71 110	0.0024529844644317253 0.0011827321111768185
101 6 71 115	0.0011363636363636363 0.0005913660555884093
101 6 71 123	0.00674432863274065 0.0017740981667652277
101 6 87	0.017857142857142856 0.0017740981667652277
101 6 102	0.01660811242414564 0.00384387936132466
101 6 102 8	0.04918032786885246 0.0008870490833826139
101 6 102 44	0.06936416184971098 0.003252513305736251
101 6 102 75	0.05660377358490566 0.0008870490833826139
101 8	0.09174311926605505 0.004435245416913069
101 8 1 66	0.03007518796992481 0.0026611472501478417
101 8 6 71	0.011566771819137749 0.01537551744529864
101 8 8	0.1736111111111111 0.027794204612655235
101 8 8 8	0.07477313974591651 0.0127143701951508
101 8 8 73	0.1747449682933554 0.013010053222945003
101 8 8 123	0.19753086419753085 0.00029568302779420464
101 8 10 75	0.0425531914893617 0.0017740981667652277
101 8 12 77	0.017699115044247787 0.0005913660555884093
101 8 12 104	0.006498194945848376 0.0017740981667652277
101 8 12 105	0.0036036036036036037 0.0008870490833826139
101 8 16 81	0.007444168734491315 0.0029568302779420462
101 8 20 66	0.05555555555555555 0.00029568302779420464
101 8 20 85	0.004523713011755168 0.04849201655824956
101 8 23 23	0.125 0.00029568302779420464
101 8 23 88	0.125 0.00029568302779420464
101 8 24 89	0.008761948111060538 0.017740981667652277
101 8 26 91	0.1111111111111111 0.00029568302779420464
101 8 35 100	0.0031574774162489733 0.09520993494973388
101 8 36 101	0.2544442726851136 0.34269662921348315
101 8 36 127	0.71875 0.019515079834417505
101 8 37 71	0.011538461538461539 0.0017740981667652277
101 8 37 102	0.021015761821366025 0.0017740981667652277
101 8 39 104	0.01555793991416309 0.01655824955647546
101 8 39 105	0.006696428571428571 0.007392075694855115
101 8 40 77	0.016290726817042606 0.0014784151389710231
101 8 40 104	0.013016639828234032 0.015079834417504436
101 8 40 105	0.014529696660718837 0.01655824955647546
101 8 45 110	0.007863247863247864 0.006209343583678297
101 8 46 102	0.013944223107569721 0.002365464222353637
101 8 46 111	0.00705017510354539 0.4577173270254287
101 8 49 114	0.0029411764705882353 0.0005913660555884093
101 8 51 116	0.01047486033519553 0.018036664695446483
101 8 57 122	0.07829977628635347 0.006505026611472502
101 8 62 101	0.8047244094488188 0.030455351862803074
101 8 62 127	0.6487119437939111 0.016853932584269662
101 8 67 2	0.0658682634730539 0.0029568302779420462
101 8 67 4	0.058823529411764705 0.00029568302779420464
101 8 73	0.22873297352865588 0.029272619751626257
101 8 73 8	0.038854585972113345 0.013010053222945003
101 8 73 73	0.19330411919368976 0.013010053222945003
101 8 73 123	0.19791666666666666 0.00029568302779420464
101 8 88 23	0.06666666666666667 0.00029568302779420464
101 8 88 88	0.125 0.00029568302779420464
101 8 109 44	0.18932038834951456 0.0008870490833826139
101 8 123	0.10526315789473684 0.00029568302779420464
101 8 123 58	0.2878787878787879 0.0059136605558840925
101 8 123 123	0.05 0.00029568302779420464
101 10 6 71	0.010848067126161223 0.035777646363098756
101 10 6 102	0.017928286852589643 0.0008870490833826139
101 10 14 75	0.2 0.00029568302779420464
101 10 28 77	0.01118085523734798 0.0035481963335304554
101 10 28 104	0.011413107424402871 0.02040212891780012
101 10 28 105	0.006772445820433437 0.015079834417504436
101 10 28 122	0.05483028720626632 0.0011827321111768185
101 10 30 85	0.001964085297418631 0.004139562389118865
101 10 32 75	0.002437122246051862 0.00384387936132466
101 10 37 71	0.009868421052631578 0.0035481963335304554
101 10 37 102	0.04938271604938271 0.0008870490833826139
101 10 53 77	0.007647058823529412 0.0017740981667652277
101 10 53 104	0.01395709485655208 0.01596688350088705
101 10 53 105	0.006610522502943041 0.011235955056179775
101 10 75	0.02956344140924177 0.06741573033707865
101 10 75 23	0.0026490066225165563 0.0005913660555884093
101 10 75 44	0.03691813804173355 0.0020697811945594325
101 10 75 73	0.010273972602739725 0.0008870490833826139
101 10 75 88	0.0028694404591104736 0.0005913660555884093
101 10 75 109	0.005865102639296188 0.0008870490833826139
101 10 75 110	0.0014619883040935672 0.00029568302779420464
101 10 79 75	0.023255813953488372 0.00029568302779420464
101 10 97 75	0.0074205995844464235 0.004730928444707274
101 12 15 100	0.006479975604797723 0.06800709639266705
101 12 18 77	0.00999000999000999 0.0020697811945594325
101 12 18 85	0.003548814728816211 0.09166173861620343
101 12 27 77	0.02214022140221402 0.0008870490833826139
101 12 27 85	0.004747850635185423 0.03252513305736251
101 12 27 104	0.00851063829787234 0.0011827321111768185
101 12 30 77	0.017094017094017096 0.0005913660555884093
101 12 30 85	0.007585450557484921 0.054109994086339444
101 12 34 77	0.011160714285714286 0.0014784151389710231
101 12 34 104	0.007738896366083445 0.006800709639266706
101 12 34 105	0.003517748640869843 0.003252513305736251
101 12 45 108	0.009775171065493646 0.0017740981667652277
101 12 52 85	0.006266490765171504 0.021584861028976936
101 12 52 128	0.014285714285714285 0.00029568302779420464
101 12 77	0.10398860398860399 0.046126552335895916
101 12 77 8	0.03389830508474576 0.0005913660555884093
101 12 77 44	0.019955654101995565 0.0020697811945594325
101 12 77 73	0.034782608695652174 0.0005913660555884093
101 12 77 88	0.007518796992481203 0.00029568302779420464
101 12 77 109	0.03690036900369004 0.0020697811945594325
101 12 83 77	0.010245901639344262 0.0020697811945594325
101 12 83 85	0.003600096893559084 0.09166173861620343
101 12 85	0.005514373531007051 0.018036664695446483
101 12 85 23	0.018957345971563982 0.0011827321111768185
101 12 85 44	0.011799410029498525 0.0011827321111768185
101 12 85 88	0.020942408376963352 0.0011827321111768185
101 12 85 109	0.020114942528735632 0.0011827321111768185
101 12 86 4	0.015748031496062992 0.0014784151389710231
101 12 92 77	0.01818181818181818 0.0008870490833826139
101 12 92 85	0.004798912812672527 0.03311649911295092
101 12 92 104	0.011041009463722398 0.0020697811945594325
101 12 93 75	0.011725982308167043 0.011235955056179775
101 12 93 81	0.012867647058823529 0.0020697811945594325
101 12 93 110	0.0068775790921595595 0.006505026611472502
101 12 95 81	0.009554140127388535 0.0008870490833826139
101 12 95 104	0.009263773768893223 0.0056179775280898875
101 12 95 105	0.004364906154517678 0.0029568302779420462
101 12 99 77	0.013054830287206266 0.0011827321111768185
101 12 99 85	0.005417860256569934 0.0576581904198699
101 12 99 128	0.014285714285714285 0.00029568302779420464
101 12 104	0.016026658203744843 0.04937906564163217
101 12 104 8	0.011450381679389313 0.0008870490833826139
101 12 104 23	0.04516129032258064 0.0017740981667652277
101 12 104 58	0.022935779816513763 0.0014784151389710231
101 12 104 88	0.04666666666666667 0.0017740981667652277
101 12 104 109	0.03007518796992481 0.004139562389118865
101 12 105	0.009116854288885366 0.03015966883500887
101 12 105 8	0.05471698113207547 0.0017740981667652277
101 12 105 44	0.033582089552238806 0.0017740981667652277
101 12 105 58	0.007142857142857143 0.0005913660555884093
101 12 105 73	0.05728643216080402 0.0014784151389710231
101 12 105 88	0.013123359580052493 0.0008870490833826139
101 12 105 123	0.01937046004842615 0.0020697811945594325
101 12 117 105	0.004098360655737705 0.0017740981667652277
101 12 117 110	0.011444557477110885 0.009166173861620342
101 12 118 14	0.038461538461538464 0.00029568302779420464
101 12 118 75	0.010276679841897233 0.0026611472501478417
101 12 118 98	0.3333333333333333 0.00029568302779420464
101 12 122	0.04564315352697095 0.0026611472501478417
101 12 126 2	0.003595685177786656 0.00827912477823773
101 12 126 4	0.006309148264984227 0.0011827321111768185
101 16 28 104	0.018139367816091954 0.013897102306327618
101 16 28 105	0.008517143481109412 0.006505026611472502
101 16 30 77	0.012096774193548387 0.0008870490833826139
101 16 30 85	0.00581490773523412 0.046126552335895916
101 16 52 104	0.011061946902654867 0.023358959195742164
101 16 52 105	0.007157305119029096 0.010644589000591367
101 16 53 104	0.01201923076923077 0.004435245416913069
101 16 53 105	0.0051813471502590676 0.0011827321111768185
101 16 81	0.032529022544474824 0.29568302779420463
101 16 81 8	0.01051156271899089 0.0029568302779420462
101 16 81 23	0.00804953560371517 0.0029568302779420462
101 16 81 44	0.02271062271062271 0.006800709639266706
101 16 81 58	0.013333333333333334 0.002365464222353637
101 16 81 73	0.016025641025641024 0.0029568302779420462
101 16 81 88	0.008777852802160702 0.0029568302779420462
101 16 81 108	0.075 0.0005913660555884093
101 16 81 109	0.01855779427359491 0.006209343583678297
101 16 81 123	0.01907356948228883 0.0035481963335304554
101 16 108	0.012528395401665863 0.03282081608515671
101 16 108 23	0.016556291390728478 0.00029568302779420464
101 16 108 44	0.017967145790554414 0.004139562389118865
101 16 108 109	0.013784461152882205 0.0020697811945594325
101 20 1 66	0.01612310277821543 0.023358959195742164
101 20 15 100	0.005203297167319261 0.22176227084565345
101 20 18 14	0.00035655059950861335 0.00029568302779420464
101 20 18 77	0.036134223973095694 0.004730928444707274
101 20 18 85	0.01530867116846228 0.22649319929036074
101 20 18 100	0.00024661582131935584 0.00029568302779420464
101 20 18 104	0.031757737111978906 0.0056179775280898875
101 20 18 105	0.0005371081326119708 0.002365464222353637
101 20 18 118	9.39437178176223e-08 0.00029568302779420464
101 20 18 122	0.1120065389524116 0.0020697811945594325
101 20 27 77	0.012946633365614964 0.003252513305736251
101 20 27 85	0.007215464293607139 0.1856889414547605
101 20 27 104	0.006084311169056932 0.0014784151389710231
101 20 27 105	0.0022119362634661862 0.0014784151389710231
101 20 27 122	0.0335593220338983 0.0014784151389710231
101 20 30 85	0.002663217166336935 0.006505026611472502
101 20 33 85	0.03125 0.0008870490833826139
101 20 34 7	0.030303030303030304 0.00029568302779420464
101 20 34 77	0.008301262682484654 0.00827912477823773
101 20 34 104	0.012260849992838288 0.08515671200473093
101 20 34 105	0.006371187654724355 0.04878769958604376
101 20 34 122	0.029160118735812816 0.0020697811945594325
101 20 45 108	0.0118324272465622 0.0017740981667652277
101 20 51 116	0.0143928035982009 0.013897102306327618
101 20 52 85	0.00258732212160414 0.0011827321111768185
101 20 56 66	0.014585232452142206 0.002365464222353637
101 20 56 85	0.0024875621890547263 0.0011827321111768185
101 20 66	0.019230769230769232 0.00029568302779420464
101 20 77	0.011159897548481523 0.0035481963335304554
101 20 77 23	0.05555555555555555 0.00029568302779420464
101 20 77 44	0.05229936880072137 0.0011827321111768185
101 20 77 88	0.05555555555555555 0.00029568302779420464
101 20 77 109	0.007739938080495356 0.0005913660555884093
101 20 83 14	0.0002383097563007552 0.00029568302779420464
101 20 83 77	0.03685901311358091 0.004730928444707274
101 20 83 85	0.015439396966217425 0.22649319929036074
101 20 83 100	0.0001763377742931531 0.00029568302779420464
101 20 83 104	0.032484755767400904 0.005322294500295683
101 20 83 105	0.00040388519147501893 0.002365464222353637
101 20 83 118	6.960537222615487e-08 0.00029568302779420464
101 20 83 122	0.1155223363378292 0.0020697811945594325
101 20 85	0.008907421945359203 0.34417504435245416
101 20 85 8	0.01331759324159811 0.011235955056179775
101 20 85 23	0.01754075124025514 0.009757539917208752
101 20 85 44	0.017502452182442375 0.013305736250739207
101 20 85 50	0.007852375343541421 0.0029568302779420462
101 20 85 58	0.011901323011150268 0.009166173861620342
101 20 85 73	0.015802836631062862 0.011235955056179775
101 20 85 88	0.018898664059954384 0.009757539917208752
101 20 85 109	0.018884404553942535 0.013601419278533412
101 20 85 115	0.008195377806916898 0.0029568302779420462
101 20 85 123	0.020327669902912623 0.01212300413956239
101 20 86 2	0.009487496257652455 0.025133057362507392
101 20 86 4	0.02804733727810651 0.006800709639266706
101 20 86 14	0.013157894736842105 0.00029568302779420464
101 20 86 55	0.03343166175024582 0.0005913660555884093
101 20 86 108	0.009020060614807332 0.0020697811945594325
101 20 92 77	0.013969549521268247 0.0029568302779420462
101 20 92 85	0.007511936893306205 0.18391484328799526
101 20 92 104	0.005886036318096431 0.0014784151389710231
101 20 92 105	0.002187723505406201 0.0011827321111768185
101 20 92 122	0.03310580204778157 0.0014784151389710231
101 20 93 14	0.5 0.00029568302779420464
101 20 95 7	0.002680965147453083 0.00029568302779420464
101 20 95 14	0.0078125 0.0011827321111768185
101 20 95 56	0.0155420773313116 0.0029568302779420462
101 20 95 75	0.002368064952638701 0.0008870490833826139
101 20 95 77	0.009685700949120897 0.011531638083973979
101 20 95 81	0.01200735934927859 0.009757539917208752
101 20 95 85	0.005890272635476271 0.0020697811945594325
101 20 95 91	0.0007598784194528875 0.00029568302779420464
101 20 95 104	0.009065870090658701 0.12004730928444707
101 20 95 105	0.0051691969534325005 0.08426966292134831
101 20 95 108	0.009768528349968147 0.005026611472501478
101 20 95 110	0.010991311629854497 0.02040212891780012
101 20 95 116	0.011352169525731584 0.0035481963335304554
101 20 95 122	0.01673390109069177 0.004730928444707274
101 20 95 128	0.04395604395604396 0.0008870490833826139
101 20 98 85	0.06382978723404255 0.0005913660555884093
101 20 104	0.01373311970702678 0.004730928444707274
101 20 105	0.0030706243602865915 0.003252513305736251
101 20 117 77	0.01425891181988743 0.005322294500295683
101 20 117 85	0.0016109544905356424 0.0008870490833826139
101 20 117 104	0.009737827715355805 0.04257835600236547
101 20 117 105	0.005414746543778802 0.02631578947368421
101 20 117 122	0.020876826722338204 0.0014784151389710231
101 20 121 7	0.030303030303030304 0.00029568302779420464
101 20 121 85	0.0009267840593141798 0.0005913660555884093
101 20 122	0.06212121212121212 0.0014784151389710231
101 20 126 2	0.009192992359333105 0.014488468361916026
101 20 126 4	0.014076881429344884 0.0017740981667652277
101 20 128	0.5 0.00029568302779420464
101 22 71	0.02119205298013245 0.004435245416913069
101 22 87	0.06974248927038626 0.02424600827912478
101 22 87 8	0.1694915254237288 0.0005913660555884093
101 22 87 23	0.05128205128205128 0.0008870490833826139
101 22 87 44	0.05263157894736842 0.004139562389118865
101 22 87 50	0.07272727272727272 0.0005913660555884093
101 22 87 73	0.17543859649122806 0.0005913660555884093
101 22 87 88	0.06060606060606061 0.0008870490833826139
101 22 87 109	0.028901734104046242 0.0026611472501478417
101 22 87 115	0.07407407407407407 0.0005913660555884093
101 22 116	0.013350559862187769 0.007096392667060911
101 22 116 44	0.014957264957264958 0.0020697811945594325
101 22 116 109	0.01406926406926407 0.0008870490833826139
101 23	0.0410958904109589 0.0017740981667652277
101 23 1 66	0.005661140315406389 0.004139562389118865
101 23 6 71	0.0038808038808038807 0.00768775872264932
101 23 10 75	0.005235602094240838 0.0005913660555884093
101 23 12 85	0.010869565217391304 0.00029568302779420464
101 23 12 104	0.010144927536231883 0.0020697811945594325
101 23 16 81	0.007033248081841432 0.003252513305736251
101 23 16 108	0.006493506493506494 0.0008870490833826139
101 23 20 77	0.020202020202020204 0.0008870490833826139
101 23 20 85	0.008704943276452657 0.047900650502661145
101 23 22 87	0.03296703296703297 0.0008870490833826139
101 23 23	0.8936170212765957 0.036073329390892965
101 23 23 8	0.06666666666666667 0.00029568302779420464
101 23 23 23	0.039735099337748346 0.0017740981667652277
101 23 23 73	0.06666666666666667 0.00029568302779420464
101 23 23 88	0.039735099337748346 0.0017740981667652277
101 23 24 89	0.014126954228668298 0.022176227084565348
101 23 35 100	0.0033996474439687736 0.11768184506209343
101 23 36 101	0.14493816809893104 0.2043169722057954
101 23 37 111	0.009127418765972983 0.01478415138971023
101 23 39 77	0.021671826625386997 0.0020697811945594325
101 23 39 104	0.014215080346106305 0.01212300413956239
101 23 39 105	0.005030959752321981 0.00384387936132466
101 23 39 122	0.06976744186046512 0.0008870490833826139
101 23 40 77	0.0070028011204481795 0.0008870490833826139
101 23 40 104	0.014637904468412942 0.013601419278533412
101 23 40 105	0.007610915166140709 0.010053222945002957
101 23 45 110	0.008674575838754943 0.013897102306327618
101 23 46 102	0.017189079878665317 0.002365464222353637
101 23 46 111	0.00673422377033828 0.42814902424600826
101 23 51 87	0.00749063670411985 0.00029568302779420464
101 23 51 116	0.013220599538816295 0.020993494973388527
101 23 57 104	0.02631578947368421 0.00029568302779420464
101 23 57 122	0.02030456852791878 0.0059136605558840925
101 23 58 123	0.38235294117647056 0.004435245416913069
101 23 63 128	0.02631578947368421 0.0008870490833826139
101 23 67 2	0.020581113801452784 0.004730928444707274
101 23 67 4	0.11940298507462686 0.0014784151389710231
101 23 67 55	0.3333333333333333 0.0005913660555884093
101 23 69 2	0.02127659574468085 0.0005913660555884093
101 23 88	0.9079754601226994 0.04169130691898285
101 23 88 8	0.043478260869565216 0.00029568302779420464
101 23 88 23	0.03428571428571429 0.0017740981667652277
101 23 88 73	0.05555555555555555 0.00029568302779420464
101 23 88 88	0.039735099337748346 0.0017740981667652277
101 24 89	0.023333367431488283 0.15257244234180958
101 24 89 8	0.01248456578405817 0.004139562389118865
101 24 89 23	0.013140161725067386 0.004435245416913069
101 24 89 43	0.0007958219348420791 0.0005913660555884093
101 24 89 44	0.03951527924130664 0.003252513305736251
101 24 89 50	0.0007733952049497294 0.0005913660555884093
101 24 89 58	0.009978712080894092 0.002365464222353637
101 24 89 73	0.014412416851441241 0.004139562389118865
101 24 89 88	0.013586483191081694 0.004435245416913069
101 24 89 108	0.008695652173913044 0.00029568302779420464
101 24 89 109	0.03497229916897507 0.0020697811945594325
101 24 89 123	0.015071934231559716 0.00384387936132466
101 26 30 85	0.0038910505836575876 0.00029568302779420464
101 26 49 114	0.005482456140350877 0.0008870490833826139
101 26 91	0.20588235294117646 0.0035481963335304554
101 26 91 8	0.16666666666666666 0.00029568302779420464
101 26 91 73	0.16666666666666666 0.00029568302779420464
101 29 94	0.3333333333333333 0.00029568302779420464
101 33 53 77	0.07142857142857142 0.00029568302779420464
101 33 53 105	0.031413612565445025 0.0017740981667652277
101 33 98	0.18461538461538463 0.0035481963335304554
101 33 98 50	0.5 0.00029568302779420464
101 33 98 73	0.25 0.0005913660555884093
101 33 98 115	0.5 0.00029568302779420464
101 33 110	0.13333333333333333 0.0005913660555884093
101 35 18 85	0.002843111915223572 0.006505026611472502
101 35 80 56	0.008979591836734694 0.00029568302779420464
101 35 80 77	0.012244309997118986 0.005026611472501478
101 35 80 85	0.006158118287317903 0.12743938497930218
101 35 80 104	0.007200074177695895 0.04346540508574808
101 35 80 105	0.00352383542484168 0.0254287403903016
101 35 80 116	0.007669616519174041 0.006209343583678297
101 35 80 122	0.014352574102964118 0.0014784151389710231
101 35 83 85	0.002843111915223572 0.006505026611472502
101 35 92 85	0.0016460905349794238 0.0005913660555884093
101 35 100	0.004491158112183038 0.2882909520993495
101 35 100 8	0.01170955669586018 0.006505026611472502
101 35 100 23	0.010983661803067937 0.011827321111768185
101 35 100 37	6.6100843446762385e-06 0.00029568302779420464
101 35 100 43	7.311289794602606e-05 0.0005913660555884093
101 35 100 44	0.01706430026185627 0.011531638083973979
101 35 100 50	0.007874015748031496 0.0020697811945594325
101 35 100 56	0.021778584392014518 0.00029568302779420464
101 35 100 58	0.009983437615016563 0.006505026611472502
101 35 100 73	0.012410549989777142 0.006505026611472502
101 35 100 88	0.011442753575860493 0.011827321111768185
101 35 100 108	0.014948453608247423 0.00029568302779420464
101 35 100 109	0.020187092674420322 0.009461856889414548
101 35 100 115	0.00795593635250918 0.0020697811945594325
101 35 100 123	0.007673500094037992 0.007096392667060911
101 35 103 2	0.004777070063694267 0.00029568302779420464
101 35 103 14	0.07194244604316546 0.0005913660555884093
101 35 103 31	0.0070598006644518275 0.0011827321111768185
101 35 103 108	0.00909090909090909 0.0005913660555884093
101 36 101	0.9670198587322312 1.0
101 36 101 8	0.180820897067042 0.00827912477823773
101 36 101 23	0.12156608263032663 0.00384387936132466
101 36 101 44	0.04447121546111652 0.006505026611472502
101 36 101 58	0.019607086340653827 0.002365464222353637
101 36 101 73	0.25352603169075394 0.00827912477823773
101 36 101 88	0.14132270000359234 0.00384387936132466
101 36 101 109	0.03397697007676641 0.0056179775280898875
101 36 101 123	0.03670255039375768 0.002365464222353637
101 36 127	0.661291468352632 0.03636901241868717
101 36 127 8	0.4225206611570248 0.0011827321111768185
101 36 127 44	0.0007782101167315176 0.00029568302779420464
101 36 127 73	0.42604166666666665 0.0011827321111768185
101 37 71	0.011408512505484861 0.0127143701951508
101 37 71 75	0.024545454545454544 0.003252513305736251
101 37 102	0.036725067385444746 0.04878769958604376
101 37 102 8	0.05759162303664921 0.0017740981667652277
101 37 102 44	0.026455026455026454 0.004139562389118865
101 37 102 73	0.05945945945945946 0.0017740981667652277
101 37 102 109	0.012411347517730497 0.0014784151389710231
101 37 111	0.006647421393461809 0.1153163808397398
101 37 111 8	0.011832890606133784 0.0026611472501478417
101 37 111 23	0.0136986301369863 0.004435245416913069
101 37 111 44	0.017615176151761516 0.004435245416913069
101 37 111 73	0.02817711328349626 0.0026611472501478417
101 37 111 88	0.014705882352941176 0.004435245416913069
101 37 111 109	0.025095057034220533 0.004139562389118865
101 37 111 123	0.01652089407191448 0.005026611472501478
101 37 114	0.013123359580052493 0.0014784151389710231
101 39 1 66	0.011560693641618497 0.0005913660555884093
101 39 15 100	0.0062288129682072455 0.1419278533412182
101 39 18 77	0.008849557522123894 0.0011827321111768185
101 39 18 85	0.005893584837037833 0.10999408633944412
101 39 18 104	0.01627339300244101 0.0026611472501478417
101 39 18 105	0.0019059720457433292 0.0008870490833826139
101 39 27 77	0.013011152416356878 0.0014784151389710231
101 39 27 85	0.007758714894547044 0.020993494973388527
101 39 27 104	0.008204633204633204 0.00384387936132466
101 39 27 105	0.0053475935828877 0.0035481963335304554
101 39 27 122	0.011363636363636364 0.00029568302779420464
101 39 30 77	0.01539708265802269 0.0017740981667652277
101 39 30 85	0.007512018231115991 0.17534003548196334
101 39 30 104	0.008933889219773675 0.0017740981667652277
101 39 30 105	0.001669449081803005 0.0008870490833826139
101 39 30 122	0.025735294117647058 0.0011827321111768185
101 39 34 105	0.010401188707280832 0.002365464222353637
101 39 34 122	0.12903225806451613 0.0005913660555884093
101 39 45 110	6.484663770183515e-05 0.00029568302779420464
101 39 52 85	0.007326749186909541 0.04109994086339444
101 39 52 104	0.00854005693371289 0.0017740981667652277
101 39 52 105	0.0005732849226065354 0.0005913660555884093
101 39 52 122	0.0045045045045045045 0.0005913660555884093
101 39 52 128	0.004464285714285714 0.00029568302779420464
101 39 71	0.5 0.00029568302779420464
101 39 77	0.0143140589569161 0.020106445890005913
101 39 77 8	0.012244897959183673 0.0008870490833826139
101 39 77 23	0.006487488415199258 0.0008870490833826139
101 39 77 44	0.029166666666666667 0.005026611472501478
101 39 77 50	0.008130081300813009 0.00029568302779420464
101 39 77 73	0.013846153846153847 0.0008870490833826139
101 39 77 88	0.007121057985757884 0.0008870490833826139
101 39 77 109	0.03976514544969309 0.004139562389118865
101 39 77 115	0.007874015748031496 0.00029568302779420464
101 39 83 85	0.005911281516572113 0.11206386753400355
101 39 83 104	0.016142050040355124 0.0026611472501478417
101 39 83 105	0.001890359168241966 0.0008870490833826139
101 39 85	0.012497396375755051 0.017740981667652277
101 39 85 108	0.3333333333333333 0.00029568302779420464
101 39 86 2	0.023183925811437404 0.005026611472501478
101 39 92 77	0.008113590263691683 0.0005913660555884093
101 39 92 85	0.007656807216278582 0.021289178001182733
101 39 92 104	0.008669046404895462 0.004730928444707274
101 39 92 105	0.007232084155161078 0.004435245416913069
101 39 93 75	0.00670491463330338 0.01744529863985807
101 39 93 81	0.022855849739760126 0.00384387936132466
101 39 93 110	0.01027712109272393 0.012418687167356593
101 39 93 123	0.10666666666666667 0.00029568302779420464
101 39 95 104	0.01583949313621964 0.004435245416913069
101 39 95 105	0.007262164124909223 0.0029568302779420462
101 39 99 77	0.007367072389493914 0.0020697811945594325
101 39 99 85	0.0073875166749270745 0.17593140153755174
101 39 99 104	0.008487654320987654 0.0014784151389710231
101 39 99 105	0.0009157509157509158 0.0011827321111768185
101 39 99 128	0.004464285714285714 0.00029568302779420464
101 39 104	0.030141938227632767 0.41957421643997633
101 39 104 8	0.024003254678600486 0.006505026611472502
101 39 104 23	0.025515743756786103 0.006505026611472502
101 39 104 44	0.019909502262443438 0.004435245416913069
101 39 104 50	0.03557312252964427 0.0005913660555884093
101 39 104 58	0.01566951566951567 0.004139562389118865
101 39 104 73	0.0262572318647085 0.006505026611472502
101 39 104 88	0.02672864613596746 0.006209343583678297
101 39 104 109	0.025296125276048985 0.00827912477823773
101 39 104 115	0.03966597077244259 0.0008870490833826139
101 39 104 123	0.00933125972006221 0.002365464222353637
101 39 105	0.008024892026192356 0.09934949733885275
101 39 105 8	0.020549955964380077 0.0056179775280898875
101 39 105 23	0.019727299100667246 0.006505026611472502
101 39 105 44	0.03816046966731898 0.006209343583678297
101 39 105 58	0.004344048653344918 0.0017740981667652277
101 39 105 73	0.023068432671081676 0.005322294500295683
