0	0.5 0.0008828722778104767
0 65 28 27	0.05 0.00014714537963507945
0 65 28 104	0.05572755417956656 0.00529723366686286
0 65 29 102	0.3333333333333333 0.0002942907592701589
0 65 30 85	0.04817127564674398 0.007945850500294291
0 65 52 104	0.055244195356285025 0.005150088287227781
0 65 56 102	0.3333333333333333 0.0002942907592701589
0 65 98	0.125 0.00014714537963507945
0 65 98 27	0.08888888888888889 0.00014714537963507945
0 65 98 92	0.125 0.00014714537963507945
0 65 110	1.0 0.04826368452030606
6 71	0.0039229671897289585 0.011330194231901118
6 71 1 66	0.0005520801314689109 0.0008828722778104767
6 71 6 71	0.0014725325639722742 0.013095938787522072
6 71 8	0.005110732538330494 0.0002942907592701589
6 71 8 8	0.0024057738572574178 0.0002942907592701589
6 71 8 73	0.002053388090349076 0.0002942907592701589
6 71 10 14	0.0019747235387045812 0.00014714537963507945
6 71 10 75	0.0008730588681157971 0.011330194231901118
6 71 12 77	0.0005465144522710712 0.00044143613890523835
6 71 12 105	4.983181761554753e-05 0.00014714537963507945
6 71 14	0.015873015873015872 0.00014714537963507945
6 71 14 110	0.07692307692307693 0.00014714537963507945
6 71 16 81	0.00039428937554420145 0.0019128899352560329
6 71 16 108	0.0002996164908916587 0.00014714537963507945
6 71 20 85	5.500054730936783e-05 0.002354326074161271
6 71 21 85	0.0001312748620850722 0.0027957622130665096
6 71 22 71	0.0028797696184305254 0.00014714537963507945
6 71 24 89	4.784505856235168e-05 0.00014714537963507945
6 71 28 105	0.00011467495384333108 0.0008828722778104767
6 71 30 85	3.3262788502717154e-05 0.0011771630370806356
6 71 32 75	0.0012193705725235164 0.001324308416715715
6 71 33 110	0.06493506493506493 0.0007357268981753973
6 71 35 100	4.572761663249798e-05 0.005150088287227781
6 71 36 101	2.0477396367309885e-05 0.0005885815185403178
6 71 37 102	0.00112145340361108 0.0008828722778104767
6 71 37 111	0.0002011470286659046 0.005591524426133019
6 71 39 104	4.99993750078124e-05 0.00044143613890523835
6 71 39 105	0.00020936476267888372 0.0010300176574455562
6 71 40 104	1.309208975936739e-05 0.00044143613890523835
6 71 40 105	0.00025250155299627727 0.006032960565038258
6 71 41 106	0.0006662726699441031 0.0107416127133608
6 71 41 111	0.00035878014749850506 0.005002942907592701
6 71 43 81	0.0014506769825918763 0.00014714537963507945
6 71 43 108	0.0017355085039916696 0.0002942907592701589
6 71 44 109	0.0029910269192422734 0.0002942907592701589
6 71 44 110	0.041176470588235294 0.0007357268981753973
6 71 45 110	0.005807111793297518 0.012948793407886992
6 71 46 106	7.17540271947763e-05 0.0002942907592701589
6 71 46 111	0.0002666300567446545 0.02207180694526192
6 71 49 114	0.00016980090843486014 0.0002942907592701589
6 71 50	0.003205128205128205 0.00014714537963507945
6 71 51 116	0.00013184985344381675 0.00044143613890523835
6 71 53 77	0.0005529714081254269 0.00044143613890523835
6 71 53 85	0.0002020120399175791 0.0007357268981753973
6 71 53 105	0.0002612857090469031 0.0033843437316068274
6 71 53 122	0.0005324813631522897 0.00014714537963507945
6 71 57 122	0.00014398848092152627 0.00014714537963507945
6 71 58 123	0.0022727272727272726 0.00014714537963507945
6 71 63 128	0.0005005840146837978 0.0002942907592701589
6 71 67 2	0.0008563935128191404 0.001324308416715715
6 71 73	0.005309734513274336 0.0002942907592701589
6 71 73 73	0.0028653295128939827 0.0002942907592701589
6 71 75	0.0013768686073957514 0.0007357268981753973
6 71 75 110	0.042884990253411304 0.0020600353148911123
6 71 109 110	0.01282051282051282 0.00014714537963507945
6 71 110	0.17478152309612985 0.022513243084167158
6 71 110 8	0.10909090909090909 0.0005885815185403178
6 71 110 73	0.10909090909090909 0.0005885815185403178
6 71 123 58	0.002352941176470588 0.00014714537963507945
6 87 6 71	0.0012012012012012011 0.00014714537963507945
6 87 22 71	0.0026096033402922755 0.00014714537963507945
6 87 41 106	0.0008973975471133712 0.0002942907592701589
6 87 45 110	0.0012285012285012285 0.00014714537963507945
6 87 46 111	0.0002945082545662671 0.0008828722778104767
6 102 35 100	7.481829841812741e-05 0.0002942907592701589
6 102 37 71	0.00036301758366420874 0.0020600353148911123
6 102 41 106	0.0008397312859884837 0.00014714537963507945
6 102 46 111	8.76321785359584e-05 0.0008828722778104767
6 109 44 71	0.0030120481927710845 0.00014714537963507945
6 109 46 111	0.00028931836592986925 0.0005885815185403178
10 6 71	0.0006590654451987082 0.0011771630370806356
10 6 71 75	0.004301786896095301 0.0019128899352560329
10 6 71 110	0.04081632653061224 0.0020600353148911123
10 14	0.05263157894736842 0.00014714537963507945
10 14 35 100	0.00013049719431032232 0.00014714537963507945
10 14 39 105	0.002152852529601722 0.0002942907592701589
10 14 45 110	1.0 0.00044143613890523835
10 14 46 111	0.00022759601706970128 0.001618599175985874
10 14 79 14	0.03225806451612903 0.00014714537963507945
10 14 79 75	0.018487394957983194 0.0011771630370806356
10 14 110	1.0 0.00014714537963507945
10 14 121 75	0.016666666666666666 0.00014714537963507945
10 25 90 75	0.005756578947368421 0.0010300176574455562
10 28 27 105	0.021929824561403508 0.0007357268981753973
10 28 30 85	0.00025778890771157106 0.0008828722778104767
10 28 77	0.0004060089321965083 0.00014714537963507945
10 28 92 105	0.014388489208633094 0.0002942907592701589
10 28 93 14	0.01904761904761905 0.00014714537963507945
10 28 93 75	0.002209219011225221 0.0036786344908769863
10 28 99 85	7.04048277596178e-05 0.0008828722778104767
10 28 105	0.00025940337224383917 0.00044143613890523835
10 28 117 105	0.004273504273504274 0.0005885815185403178
10 28 118 75	0.00025284450063211124 0.00014714537963507945
10 28 118 110	0.026004728132387706 0.0014714537963507945
10 28 126 2	4.317043688482128e-05 0.00014714537963507945
10 29 94 75	0.0019464720194647203 0.0014714537963507945
10 30 34 105	0.006289308176100629 0.00014714537963507945
10 30 85	0.005516154452324665 0.0008828722778104767
10 30 86 110	0.08823529411764706 0.0008828722778104767
10 30 95 75	0.037037037037037035 0.00044143613890523835
10 30 95 105	0.010869565217391304 0.0005885815185403178
10 30 118 110	0.16666666666666666 0.0002942907592701589
10 32 75	0.0011273957158962795 0.0005885815185403178
10 32 75 110	0.018867924528301886 0.0005885815185403178
10 32 97 75	0.0012616790561276682 0.0036786344908769863
10 33 28 105	0.0018656716417910447 0.0002942907592701589
10 33 30 85	0.0058823529411764705 0.0002942907592701589
10 33 75	0.010362694300518135 0.0002942907592701589
10 33 75 110	0.08333333333333333 0.0002942907592701589
10 33 98 75	0.031496062992125984 0.0005885815185403178
10 53 77	0.002008032128514056 0.00014714537963507945
10 53 118 75	0.004484304932735426 0.0005885815185403178
10 56 10 75	0.016666666666666666 0.00014714537963507945
10 75	0.008542141230068337 0.007798705120659211
10 75 1 66	0.0001952176364297974 0.0005885815185403178
10 75 6 71	0.0005135140681356459 0.012360211889346674
10 75 8	0.01568627450980392 0.0005885815185403178
10 75 8 8	0.00727802037845706 0.0007357268981753973
10 75 8 73	0.0059031877213695395 0.0007357268981753973
10 75 10 14	0.0034059945504087193 0.00014714537963507945
10 75 10 75	0.002170435877850049 0.0107416127133608
10 75 12 77	0.0016837378981338573 0.00044143613890523835
10 75 12 105	0.00013951282122827088 0.0002942907592701589
10 75 14	0.23076923076923078 0.00014714537963507945
10 75 16 81	0.0004083994146275057 0.001324308416715715
10 75 20 85	8.905402363394839e-05 0.0011771630370806356
10 75 21 85	0.0014051034745953823 0.002942907592701589
10 75 22 116	0.0002349072116513977 0.00014714537963507945
10 75 24 89	8.310272327624176e-05 0.00044143613890523835
10 75 33 98	0.0017857142857142857 0.00014714537963507945
10 75 33 110	0.061224489795918366 0.00044143613890523835
10 75 35 100	9.305709949990217e-05 0.0038257798705120657
10 75 36 101	1.1192317593204025e-05 0.00014714537963507945
10 75 37 102	0.0005542768565926066 0.0008828722778104767
10 75 37 111	0.00026082987371486946 0.004708652148322542
10 75 38 100	0.002976190476190476 0.00044143613890523835
10 75 39 104	0.00012702714146589321 0.00044143613890523835
10 75 39 105	0.00011730893307525368 0.00044143613890523835
10 75 40 77	0.0003527870174377583 0.0002942907592701589
10 75 40 85	0.005820721769499418 0.0007357268981753973
10 75 40 105	0.00034885128256241944 0.0044143613890523835
10 75 40 122	0.0006116207951070336 0.00014714537963507945
10 75 41 106	0.0008134030644179244 0.008828722778104767
10 75 44 110	0.08620689655172414 0.00044143613890523835
10 75 45 110	0.004576659038901602 0.009123013537374927
10 75 46 111	0.00024841208611527143 0.01942319011183049
10 75 49 114	0.000243605359317905 0.0002942907592701589
10 75 51 116	0.00010485634680487732 0.0005885815185403178
10 75 53 77	0.0006379992344009187 0.0005885815185403178
10 75 53 85	0.0040137614678899085 0.0008828722778104767
10 75 53 104	1.2583048117576002e-05 0.00014714537963507945
10 75 53 105	0.0003794778384942319 0.002942907592701589
10 75 53 122	0.0005307855626326964 0.00014714537963507945
10 75 57 105	0.0058823529411764705 0.00014714537963507945
10 75 57 122	0.00015743073047858942 0.00014714537963507945
10 75 62 127	0.0007987220447284345 0.0002942907592701589
10 75 63 128	0.000718993409227082 0.0002942907592701589
10 75 67 2	0.004309460291401601 0.001618599175985874
10 75 73	0.017316017316017316 0.0005885815185403178
10 75 73 8	0.006195786864931847 0.0007357268981753973
10 75 73 73	0.007112375533428165 0.0007357268981753973
10 75 110	0.30711610486891383 0.020747498528546203
10 75 110 8	0.17647058823529413 0.0008828722778104767
10 75 110 73	0.17647058823529413 0.0008828722778104767
10 75 123 58	0.006578947368421052 0.00014714537963507945
10 97 6 71	0.0002151810210339448 0.0014714537963507945
10 97 14 75	0.0034482758620689655 0.0002942907592701589
10 97 28 77	0.0007327796775769418 0.0002942907592701589
10 97 32 75	0.004960103515203796 0.0014714537963507945
10 97 33 75	0.007058823529411765 0.00044143613890523835
10 97 75	0.0011418131993605847 0.0005885815185403178
10 97 75 8	0.011049723756906077 0.0002942907592701589
10 97 75 73	0.012345679012345678 0.0002942907592701589
10 97 75 110	0.017241379310344827 0.0005885815185403178
10 98 28 105	0.0029411764705882353 0.00014714537963507945
10 98 30 85	0.007352941176470588 0.0007357268981753973
10 98 33 75	0.01279317697228145 0.0008828722778104767
10 98 75	0.0033112582781456954 0.00014714537963507945
10 98 75 110	0.07142857142857142 0.0002942907592701589
10 108 46 111	7.329408028144927e-05 0.00044143613890523835
14	0.5714285714285714 0.0011771630370806356
14 8 20 77	0.05555555555555555 0.00014714537963507945
14 8 20 85	0.0056694286960314 0.0019128899352560329
14 8 46 111	0.002829991956864965 0.005002942907592701
14 12 30 85	0.002635046113306983 0.0002942907592701589
14 12 77	0.014492753623188406 0.00014714537963507945
14 12 104	0.0029069767441860465 0.00014714537963507945
14 12 117 14	1.0 0.00014714537963507945
14 12 122	0.09090909090909091 0.00014714537963507945
14 16 81	0.011764705882352941 0.00014714537963507945
14 20 15 100	0.0014093529788597053 0.004855797527957622
14 20 18 85	0.0014672318226279751 0.006474396703943496
14 20 27 85	0.003081542351453856 0.005150088287227781
14 20 34 122	0.030303030303030304 0.00014714537963507945
14 20 83 85	0.001484454462984853 0.006474396703943496
14 20 85	0.012812690665039659 0.009270158917010007
14 20 85 44	0.023121387283236993 0.0002942907592701589
14 20 92 85	0.003680634201585504 0.005150088287227781
14 20 95 105	0.005835907998626845 0.0025014714537963507
14 20 95 110	0.24926686217008798 0.012213066509711596
14 20 100	1.0 0.00014714537963507945
14 23 20 85	0.0017513134851138354 0.00014714537963507945
14 23 46 111	0.0004965243296921549 0.0005885815185403178
14 24 89	0.0015503875968992248 0.00014714537963507945
14 35 80 14	0.125 0.00014714537963507945
14 35 80 85	0.009180327868852459 0.007651559741024131
14 35 80 104	0.011578947368421053 0.001618599175985874
14 35 80 110	0.14285714285714285 0.00014714537963507945
14 35 100	0.0076358420519743505 0.02663331371394938
14 35 100 123	0.009584664536741214 0.00044143613890523835
14 36 101	0.0022222222222222222 0.00014714537963507945
14 37 102	0.08333333333333333 0.00014714537963507945
14 39 77	0.013333333333333334 0.00014714537963507945
14 39 104	0.04565217391304348 0.0030900529723366685
14 39 105	0.02711864406779661 0.002354326074161271
14 39 117 14	1.0 0.0002942907592701589
14 39 117 110	0.6382978723404256 0.0044143613890523835
14 39 122	0.09090909090909091 0.00014714537963507945
14 40 30 85	0.08949416342412451 0.0033843437316068274
14 40 93 110	0.5 0.004855797527957622
14 40 99 85	0.08949416342412451 0.0033843437316068274
14 40 104	0.15037593984962405 0.002942907592701589
14 40 105	0.07772020725388601 0.0022071806945261918
14 40 117 110	1.0 0.003972925250147146
14 41 106	0.013071895424836602 0.0002942907592701589
14 43 108	0.05309734513274336 0.0007357268981753973
14 43 110	1.0 0.00014714537963507945
14 44 35 100	0.002871912693854107 0.0036786344908769863
14 44 46 111	0.002133287823193105 0.0033843437316068274
14 44 109	0.25925925925925924 0.00014714537963507945
14 45 6 71	0.004219409282700422 0.00014714537963507945
14 45 10 14	1.0 0.00014714537963507945
14 45 14	0.8235294117647058 0.0011771630370806356
14 45 15 100	0.00011693171188026193 0.00014714537963507945
14 45 30 85	0.11756935270805813 0.006621542083578576
14 45 110	0.5386064030131826 0.030900529723366685
14 45 110 44	0.125 0.00044143613890523835
14 45 110 109	0.6153846153846154 0.0005885815185403178
14 46 111	0.0030268153418432932 0.0336962919364332
14 46 111 8	0.0005623845103237728 0.0010300176574455562
14 46 111 23	0.002688172043010753 0.0008828722778104767
14 46 111 44	0.0036688832836505388 0.0005885815185403178
14 46 111 73	0.0014571190674437969 0.0010300176574455562
14 46 111 109	0.012785837226456848 0.0019128899352560329
14 57 77	0.014492753623188406 0.00014714537963507945
14 57 99 85	0.0006504065040650406 0.0002942907592701589
14 57 104	0.0029069767441860465 0.00014714537963507945
14 57 122	0.09090909090909091 0.00014714537963507945
14 58 35 100	0.008090826047239985 0.018246027074749854
14 58 46 111	0.003475670307845084 0.004120070629782225
14 73 20 85	0.0056694286960314 0.0019128899352560329
14 73 46 111	0.002829991956864965 0.005002942907592701
14 79 6 71	0.004219409282700422 0.00014714537963507945
14 79 10 14	1.0 0.00014714537963507945
14 79 14	0.6071428571428571 0.0011771630370806356
14 79 15 100	0.00011693171188026193 0.00014714537963507945
14 79 28 104	0.3111111111111111 0.0020600353148911123
14 79 30 85	0.08865814696485623 0.006621542083578576
14 79 30 100	1.0 0.00014714537963507945
14 79 37 102	0.024390243902439025 0.00014714537963507945
14 79 52 105	0.01440329218106996 0.0010300176574455562
14 79 110	0.7539975399753998 0.07386698057680989
14 79 110 23	0.09523809523809523 0.0002942907592701589
14 79 110 109	0.19402985074626866 0.0010300176574455562
14 88 40 104	0.0029069767441860465 0.00014714537963507945
14 88 46 111	0.0004965243296921549 0.0005885815185403178
15 80	0.0008396305625524769 0.00014714537963507945
15 80 14	0.3333333333333333 0.00014714537963507945
15 80 15 80	0.0009774448441837926 0.00014714537963507945
15 80 15 100	9.248405839073511e-07 0.0002942907592701589
15 80 27 110	0.6666666666666666 0.0002942907592701589
15 80 28 110	0.16666666666666666 0.00014714537963507945
15 80 45 95	0.011627906976744186 0.00014714537963507945
15 80 45 110	8.393486654356219e-05 0.00014714537963507945
15 80 52 95	0.00967741935483871 0.00014714537963507945
15 80 52 117	7.769605304050554e-05 0.00014714537963507945
15 80 92 110	0.6666666666666666 0.0002942907592701589
15 80 93	0.08333333333333333 0.00014714537963507945
15 80 95	0.0003700277520814061 0.00014714537963507945
15 80 95 110	0.002564102564102564 0.00014714537963507945
15 80 110	0.6 0.0005885815185403178
15 80 117	0.005813953488372093 0.00014714537963507945
15 85 46 111	0.0006459948320413437 0.00014714537963507945
15 100	5.8747503231112676e-05 0.00014714537963507945
15 100 16 81	5.8824298356841265e-05 0.00014714537963507945
15 100 16 108	0.0002396868092359317 0.00014714537963507945
15 100 20 93	0.3556701030927835 0.00014714537963507945
15 100 20 95	9.26043428006983e-05 0.00014714537963507945
15 100 20 110	0.375 0.00014714537963507945
15 100 20 117	0.07780979827089338 0.00014714537963507945
15 100 35 80	0.001008546387606106 0.00014714537963507945
15 100 35 100	1.5106828268116187e-06 0.0002942907592701589
15 100 37 100	0.00043895403524173826 0.00014714537963507945
15 100 39 30	0.0009087810973531751 0.00014714537963507945
15 100 40 30	0.0024377942165433758 0.00014714537963507945
15 100 43 81	2.3351937043177732e-05 0.00014714537963507945
15 100 43 108	0.00013489006459735316 0.00014714537963507945
15 100 45 14	0.0022522522522522522 0.00014714537963507945
15 100 45 110	1.8772996921228504e-06 0.00014714537963507945
15 100 46 111	5.491106881363793e-06 0.0002942907592701589
15 100 79 14	0.038461538461538464 0.00014714537963507945
15 100 79 110	0.0024813895781637717 0.00014714537963507945
15 102 35 100	0.0003850596842510589 0.00014714537963507945
15 102 37 100	0.00043928459366175085 0.00014714537963507945
15 102 46 111	0.0003194434585078441 0.00014714537963507945
15 103 21 110	0.5 0.00014714537963507945
15 103 38 100	7.3430065205897905e-06 0.00014714537963507945
18 15 100	0.00013049719431032232 0.00014714537963507945
18 18 15 100	0.00011079718575148191 0.00014714537963507945
18 18 110	1.0 0.00014714537963507945
18 27 15 100	0.000126098104325165 0.00014714537963507945
18 83 15 100	0.00011079718575148191 0.00014714537963507945
18 83 110	1.0 0.00014714537963507945
18 85 35 100	0.00013049719431032232 0.00014714537963507945
18 92 15 100	0.0001240079365079365 0.00014714537963507945
21 1 66 85	0.002506265664160401 0.00044143613890523835
21 1 121 85	0.0028735632183908046 0.00014714537963507945
21 15 80 85	0.00615222358938302 0.00264861683343143
21 15 80 104	0.0012224938875305623 0.00014714537963507945
21 15 80 105	0.007662835249042145 0.0014714537963507945
21 15 100	0.0008833922261484099 0.00044143613890523835
21 18 18 85	0.00017317481369414085 0.0033843437316068274
21 18 27 85	3.9316472774377245e-05 0.0007357268981753973
21 18 83 85	0.0001801371706829531 0.0033843437316068274
21 18 92 85	3.895382331775864e-05 0.0007357268981753973
21 19 84 85	0.0003429355281207133 0.00044143613890523835
21 27 18 85	0.0001038320516564457 0.0007357268981753973
21 27 27 85	0.001576547786441689 0.0033843437316068274
21 27 83 85	0.00010275644154442932 0.0007357268981753973
21 27 92 85	0.0015744010893153483 0.0033843437316068274
21 33 98 85	0.0021008403361344537 0.0002942907592701589
21 34 15 100	0.0008862629246676514 0.00044143613890523835
21 34 27 105	0.09259259259259259 0.0007357268981753973
21 34 30 85	0.006834420627524076 0.003237198351971748
21 34 92 105	0.09259259259259259 0.0007357268981753973
21 34 93 75	0.031007751937984496 0.0005885815185403178
21 34 99 85	0.005534591194968554 0.003237198351971748
21 34 104	0.0014388489208633094 0.00014714537963507945
21 34 105	0.004514672686230248 0.0005885815185403178
21 34 118 110	0.15789473684210525 0.00264861683343143
21 45 110 85	0.00021065051200237965 0.0033843437316068274
21 56 66 85	0.0024691358024691358 0.00014714537963507945
21 56 121 85	0.00398406374501992 0.00014714537963507945
21 77 12 85	0.0019536701088473346 0.00044143613890523835
21 77 20 85	0.0006053268765133172 0.0002942907592701589
21 77 46 111	7.330572151156397e-05 0.0002942907592701589
21 83 18 85	0.0001767611083101208 0.0033843437316068274
21 83 27 85	5.1415313622701575e-05 0.0007357268981753973
21 83 83 85	0.00017698040296610667 0.0033843437316068274
21 83 92 85	5.1061656950768055e-05 0.0007357268981753973
21 85	0.006191117092866756 0.0033843437316068274
21 85 6 71	0.0008558533099723059 0.0027957622130665096
21 85 10 75	0.005824910056535891 0.0014714537963507945
21 85 12 85	0.00047607712449416806 0.0002942907592701589
21 85 12 104	0.00036494130527340185 0.00014714537963507945
21 85 12 105	0.001078194793859424 0.0008828722778104767
21 85 16 81	0.0013406822583047818 0.00044143613890523835
21 85 16 108	0.0031441832609672106 0.00014714537963507945
21 85 20 85	0.0028445381297118604 0.0033843437316068274
21 85 35 100	0.00022142098641900207 0.0005885815185403178
21 85 39 85	0.006291192330736968 0.0030900529723366685
21 85 39 104	0.00036291524632872343 0.00014714537963507945
21 85 39 105	0.0014637391882900866 0.0011771630370806356
21 85 40 85	0.00568421052631579 0.0030900529723366685
21 85 40 104	0.0007484672346524404 0.00014714537963507945
21 85 40 105	0.002575499522286379 0.0019128899352560329
21 85 41 106	0.00090547907234593 0.0022071806945261918
21 85 43 81	0.0011401064099315936 0.0002942907592701589
21 85 43 108	0.0014574224443056423 0.00014714537963507945
21 85 45 110	0.001175737314785959 0.0033843437316068274
21 85 46 111	6.0679705261187564e-05 0.003531489111241907
21 85 57 85	0.01639344262295082 0.00014714537963507945
21 86 6 71	0.0002752791249362405 0.0025014714537963507
21 86 10 75	0.007583591864874182 0.0011771630370806356
21 86 21 85	0.00129549987740794 0.0033843437316068274
21 86 30 85	0.001422981145499822 0.0005885815185403178
21 86 53 85	0.007695596408721676 0.00264861683343143
21 86 53 105	0.005764192139737992 0.0011771630370806356
21 86 61 85	0.0014418176846396698 0.002942907592701589
21 86 61 105	0.0002717022143730471 0.0005885815185403178
21 86 110	0.17791411042944785 0.0036786344908769863
21 92 18 85	0.0001038320516564457 0.0007357268981753973
21 92 27 85	0.001576547786441689 0.0033843437316068274
21 92 83 85	0.00010275644154442932 0.0007357268981753973
21 92 92 85	0.0015744010893153483 0.0033843437316068274
21 95 6 71	0.0004756525358225816 0.0011771630370806356
21 95 15 100	0.002297215992998961 0.00044143613890523835
21 95 21 85	0.0015220700152207 0.0005885815185403178
21 95 27 105	0.017721518987341773 0.0011771630370806356
21 95 28 104	0.0005020920502092051 0.00014714537963507945
21 95 28 105	0.0012626262626262627 0.00044143613890523835
21 95 30 85	0.0031751260092228025 0.0033843437316068274
21 95 33 75	0.04040404040404041 0.0005885815185403178
21 95 52 105	0.005610098176718092 0.00014714537963507945
21 95 53 105	0.0016068559185859668 0.00044143613890523835
21 95 75	0.02531645569620253 0.0005885815185403178
21 95 75 110	0.14285714285714285 0.0011771630370806356
21 95 92 104	0.003129890453834116 0.00014714537963507945
21 95 92 105	0.01928374655647383 0.0011771630370806356
21 95 93 75	0.03007518796992481 0.0005885815185403178
21 95 99 85	0.005733646077664843 0.003237198351971748
21 95 104	0.0011273957158962795 0.00014714537963507945
21 95 105	0.008480565371024734 0.0017657445556209534
21 95 118 110	0.14285714285714285 0.002942907592701589
21 102 37 85	0.008620689655172414 0.00014714537963507945
21 104 20 85	0.0026568825910931173 0.0030900529723366685
21 104 39 85	0.0034834834834834836 0.003237198351971748
21 104 40 105	0.006535947712418301 0.00044143613890523835
21 104 46 111	1.6530155135505946e-05 0.00014714537963507945
21 104 57 85	0.02631578947368421 0.00014714537963507945
21 105 10 75	0.036036036036036036 0.0005885815185403178
21 105 20 85	0.005343360379972293 0.0030900529723366685
21 105 35 100	4.136504653567735e-05 0.00014714537963507945
21 105 40 85	0.003816438611188681 0.003237198351971748
21 105 46 111	0.000140175601799345 0.002942907592701589
21 118 6 71	0.0006901311249137336 0.00014714537963507945
21 118 10 75	0.031746031746031744 0.0005885815185403178
21 118 21 85	0.007695596408721676 0.00264861683343143
21 118 53 85	0.007695596408721676 0.00264861683343143
21 118 110	0.2222222222222222 0.0005885815185403178
21 122 20 85	0.005797101449275362 0.00014714537963507945
21 122 39 85	0.02631578947368421 0.00014714537963507945
21 122 39 105	0.0045662100456621 0.00014714537963507945
21 122 57 85	0.0027624309392265192 0.00044143613890523835
21 126 21 85	0.0010368437047498168 0.002942907592701589
21 126 61 85	0.0026519433092774543 0.003237198351971748
25 90 28 104	0.03394495412844037 0.0019128899352560329
25 90 30 85	0.020618556701030927 0.002942907592701589
25 90 53 104	0.03592814371257485 0.0017657445556209534
25 90 110	1.0 0.026780459093584463
27 15 80	0.0018726591760299626 0.00014714537963507945
27 15 80 110	0.6666666666666666 0.0002942907592701589
27 27 15 80	0.0020920502092050207 0.00014714537963507945
27 27 93	1.0 0.00014714537963507945
27 27 95	0.017857142857142856 0.00014714537963507945
27 27 110	1.0 0.0002942907592701589
27 27 117	1.0 0.00014714537963507945
27 34 99 95	0.014285714285714285 0.00014714537963507945
27 85 35 80	0.002072538860103627 0.00014714537963507945
27 92 92 95	0.010869565217391304 0.00014714537963507945
27 92 93	1.0 0.00014714537963507945
27 92 95	0.017857142857142856 0.00014714537963507945
27 92 110	1.0 0.0002942907592701589
27 92 117	1.0 0.00014714537963507945
28 15 80 85	0.029045643153526972 0.018540317834020013
28 15 80 104	0.036417910447761194 0.008975868157739847
28 15 80 105	0.02698282910874898 0.004855797527957622
28 15 100	0.028395061728395062 0.01353737492642731
28 15 100 58	0.034482758620689655 0.0002942907592701589
28 27	0.05 0.00014714537963507945
28 27 27 27	0.04285714285714286 0.00014714537963507945
28 27 27 92	0.058823529411764705 0.00014714537963507945
28 27 27 104	0.02702702702702703 0.0005885815185403178
28 27 27 117	0.04 0.00014714537963507945
28 27 33 98	0.125 0.00014714537963507945
28 27 33 110	1.0 0.00014714537963507945
28 27 45 110	0.05970149253731343 0.00014714537963507945
28 27 52 85	0.05714285714285714 0.0002942907592701589
28 27 52 117	0.011111111111111112 0.00014714537963507945
28 27 77 45	0.1111111111111111 0.00014714537963507945
28 27 92	0.023255813953488372 0.00014714537963507945
28 27 92 27	0.05217391304347826 0.00014714537963507945
28 27 92 92	0.07531380753138076 0.00014714537963507945
28 27 92 104	0.02727272727272727 0.006768687463213655
28 27 92 117	0.09090909090909091 0.00014714537963507945
28 27 104	0.024691358024691357 0.0002942907592701589
28 27 104 39	0.037037037037037035 0.00014714537963507945
28 27 104 45	0.07407407407407407 0.00014714537963507945
28 27 105 40	0.2127659574468085 0.00014714537963507945
28 27 117 52	0.02564102564102564 0.00014714537963507945
